ENSUAMP00000009098	ENSUAMG00000007608	Ursus_americanus
ENSCPUP00000003123	ENSCPUG00000002401	Calidris_pugnax
ENSMNEP00000032408	ENSMNEG00000039540	Macaca_nemestrina
ENSHHUP00000060486	ENSHHUG00000035854	Hucho_hucho
ENSCABP00000025854	ENSCABG00000019021	Chelonoidis_abingdonii
ENSGALP00000057229	ENSGALG00000031862	Gallus_gallus
ENSMAMP00000025384	ENSMAMG00000017027	Mastacembelus_armatus
ENSNSUP00000016055	ENSNSUG00000011879	Notechis_scutatus
ENSKMAP00000002472	ENSKMAG00000001898	Kryptolebias_marmoratus
ENSFCAP00000040609	ENSFCAG00000044847	Felis_catus
ENSPVIP00000015323	ENSPVIG00000011807	Pogona_vitticeps
ENSMMMP00000002418	ENSMMMG00000002228	Marmota_marmota_marmota
ENSPKIP00000035947	ENSPKIG00000014692	Paramormyrops_kingsleyae
ENSCCEP00000019358	ENSCCEG00000017572	Cyanistes_caeruleus
ENSOARP00000000255	ENSOARG00000000266	Ovis_aries
ENSMODP00000011986	ENSMODG00000012964	Monodelphis_domestica
ENSPPYP00000006970	ENSPPYG00000006131	Pongo_abelii
ENSMICP00000044489	ENSMICG00000026349	Microcebus_murinus
ENSTGUP00000013082	ENSTGUG00000012711	Taeniopygia_guttata
ENSCGOP00000021638	ENSCGOG00000010421	Cottoperca_gobio
ENSPPAP00000008260	ENSPPAG00000027374	Pan_paniscus
ENSPRNP00000029301	ENSPRNG00000014623	Parambassis_ranga
ENSMUGP00000023005	ENSMUGG00000019259	Meriones_unguiculatus
ENSMAUP00000014466	ENSMAUG00000014214	Mesocricetus_auratus
ENSAMXP00000048079	ENSAMXG00000042005	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCOP00000013328	ENSLCOG00000009614	Lepidothrix_coronata
ENSCCNP00000007954	ENSCCNG00000008457	Castor_canadensis
ENSMLUP00000011363	ENSMLUG00000012475	Myotis_lucifugus
ENSFHEP00000030359	ENSFHEG00000015609	Fundulus_heteroclitus
ENSDNOP00000009831	ENSDNOG00000012677	Dasypus_novemcinctus
ENSOGAP00000019859	ENSOGAG00000033204	Otolemur_garnettii
ENSAPEP00000022808	ENSAPEG00000016253	Amphiprion_percula
ENSLACP00000016187	ENSLACG00000014258	Latimeria_chalumnae
ENSVVUP00000039816	ENSVVUG00000028371	Vulpes_vulpes
ENSNBRP00000027683	ENSNBRG00000021098	Neolamprologus_brichardi
ENSPMEP00000031930	ENSPMEG00000019413	Poecilia_mexicana
ENSXCOP00000012446	ENSXCOG00000009408	Xiphophorus_couchianus
ENSPVAP00000014630	ENSPVAG00000015516	Pteropus_vampyrus
ENSCJPP00005002345	ENSCJPG00005002540	Coturnix_japonica
