ENSPTEP00000028943	ENSPTEG00000028449	Piliocolobus_tephrosceles	ENSPTET00000040291
ENSPTEP00000008550	ENSPTEG00000009703	Piliocolobus_tephrosceles	ENSPTET00000013020
FBpp0081606	FBgn0005777	Drosophila_melanogaster	FBtr0082128
Y39B6A.2a.1	WBGene00012665	Caenorhabditis_elegans_strain_N2	Y39B6A.2a.1
ENSPMAP00000005901	ENSPMAG00000005308	Petromyzon_marinus	ENSPMAT00000005928
ENSEBUP00000017473	ENSEBUG00000010920	Eptatretus_burgeri	ENSEBUT00000018049
ENSGALP00000071572	ENSGALG00000049393	Gallus_gallus
ENSPCAP00000015827	ENSPCAG00000016911	Procavia_capensis
MGP_SPRETEiJ_P0080924	MGP_SPRETEiJ_G0030330	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0080924
MGP_CAROLIEiJ_P0077625	MGP_CAROLIEiJ_G0029251	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000013365	ENSMSIG00000011571	Mus_spicilegus
ENSMUSP00000003183	ENSMUSG00000003099	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0045972	MGP_PahariEiJ_G0021107	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023078	ENSRNOG00000016907	Rattus_norvegicus
ENSMUGP00000005400	ENSMUGG00000004974	Meriones_unguiculatus
ENSMOCP00000014659	ENSMOCG00000014089	Microtus_ochrogaster
ENSPEMP00000012745	ENSPEMG00000012984	Peromyscus_maniculatus_bairdii
ENSCGRP00001008989	ENSCGRG00001011160	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004490	ENSCGRG00000003306	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015023215	ENSCGRG00015017651	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015733	ENSMAUG00000015105	Mesocricetus_auratus
ENSNGAP00000010395	ENSNGAG00000012794	Nannospalax_galili
ENSJJAP00000012948	ENSJJAG00000015850	Jaculus_jaculus
ENSDNOP00000018156	ENSDNOG00000035348	Dasypus_novemcinctus
ENSSHAP00000004009	ENSSHAG00000003533	Sarcophilus_harrisii
ENSARWP00000011353	ENSARWG00000007882	Apteryx_rowi
ENSDNVP00000020711	ENSDNVG00000014498	Dromaius_novaehollandiae
ENSCJPP00005005184	ENSCJPG00005005016	Coturnix_japonica
ENSVURP00010007561	ENSVURG00010004809	Vombatus_ursinus
ENSVURP00010028287	ENSVURG00010021653	Vombatus_ursinus
ENSPCIP00000007240	ENSPCIG00000006141	Phascolarctos_cinereus
ENSMEUP00000007222	ENSMEUG00000007906	Notamacropus_eugenii
ENSLSDP00000003502	ENSLSDG00000002678	Lonchura_striata_domestica
ENSJHYP00000003201	ENSJHYG00000002648	Junco_hyemalis
ENSCAFP00000061112	ENSCAFG00000004313	Canis_lupus_familiaris
ENSMODP00000011522	ENSMODG00000009228	Monodelphis_domestica
ENSGAGP00000008261	ENSGAGG00000006157	Gopherus_agassizii
ENSCABP00000019436	ENSCABG00000013535	Chelonoidis_abingdonii
ENSCPBP00000009413	ENSCPBG00000007279	Chrysemys_picta_bellii
ENSPSIP00000014162	ENSPSIG00000012525	Pelodiscus_sinensis
ENSCPUP00000023642	ENSCPUG00000016011	Calidris_pugnax
ENSCPGP00000024788	ENSCPGG00000017054	Calidris_pygmaea
ENSACAP00000016482	ENSACAG00000016703	Anolis_carolinensis
ENSPVIP00000024751	ENSPVIG00000018384	Pogona_vitticeps
ENSNSUP00000026039	ENSNSUG00000018726	Notechis_scutatus
ENSSMRP00000019653	ENSSMRG00000015324	Salvator_merianae
ENSSPUP00000003936	ENSSPUG00000003033	Sphenodon_punctatus
ENSXETP00000020198	ENSXETG00000003187	Xenopus_tropicalis
ENSDCDP00000033684	ENSDCDG00000022872	Denticeps_clupeoides
ENSCHAP00000020723	ENSCHAG00000010056	Clupea_harengus
ENSAMXP00000001841	ENSAMXG00000001706	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014638	ENSAMXG00005007748	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001770	ENSPNAG00000000937	Pygocentrus_nattereri
ENSIPUP00000009819	ENSIPUG00000006705	Ictalurus_punctatus
ENSEEEP00000004594	ENSEEEG00000002399	Electrophorus_electricus
ENSEEEP00000004593	ENSEEEG00000002398	Electrophorus_electricus
ENSDARP00000106662	ENSDARG00000034313	Danio_rerio
ENSXCOP00000013067	ENSXCOG00000009898	Xiphophorus_couchianus
ENSXMAP00000040324	ENSXMAG00000006032	Xiphophorus_maculatus
ENSGAFP00000023805	ENSGAFG00000016052	Gambusia_affinis
ENSPFOP00000015877	ENSPFOG00000015782	Poecilia_formosa
ENSPMEP00000032229	ENSPMEG00000019941	Poecilia_mexicana
ENSPLAP00000002583	ENSPLAG00000003894	Poecilia_latipinna
ENSPREP00000027168	ENSPREG00000018361	Poecilia_reticulata
ENSCVAP00000008398	ENSCVAG00000010231	Cyprinodon_variegatus
ENSFHEP00000033845	ENSFHEG00000021258	Fundulus_heteroclitus
ENSKMAP00000024728	ENSKMAG00000018310	Kryptolebias_marmoratus
ENSORLP00020018623	ENSORLG00020019635	Oryzias_latipes_ASM223471v1
ENSORLP00015007671	ENSORLG00015000989	Oryzias_latipes_ASM223469v1
ENSORLP00000001596	ENSORLG00000001301	Oryzias_latipes_ASM223467v1
ENSOMEP00000035351	ENSOMEG00000022570	Oryzias_melastigma
ENSGWIP00000007446	ENSGWIG00000002167	Gouania_willdenowi
ENSMALP00000014203	ENSMALG00000009984	Monopterus_albus
ENSLCRP00005020181	ENSLCRG00005008222	Larimichthys_crocea
ENSMMOP00000006440	ENSMMOG00000005041	Mola_mola
ENSCGOP00000036156	ENSCGOG00000015923	Cottoperca_gobio
ENSGACP00000016905	ENSGACG00000012759	Gasterosteus_aculeatus
ENSLBEP00000012264	ENSLBEG00000009415	Labrus_bergylta
ENSLBEP00000022517	ENSLBEG00000017243	Labrus_bergylta
ENSPRNP00000039293	ENSPRNG00000019374	Parambassis_ranga
ENSBSLP00000057390	ENSBSLG00000026690	Betta_splendens
ENSSMAP00000033264	ENSSMAG00000020370	Scophthalmus_maximus
ENSHCOP00000014907	ENSHCOG00000018425	Hippocampus_comes
ENSCSEP00000008671	ENSCSEG00000005534	Cynoglossus_semilaevis
ENSSDUP00000001576	ENSSDUG00000001230	Seriola_dumerili
ENSSLDP00000005658	ENSSLDG00000004475	Seriola_lalandi_dorsalis
ENSLCAP00010016447	ENSLCAG00010007521	Lates_calcarifer
ENSATEP00000010521	ENSATEG00000007377	Anabas_testudineus
ENSMAMP00000022720	ENSMAMG00000015276	Mastacembelus_armatus
ENSMZEP00005032589	ENSMZEG00005024280	Maylandia_zebra
ENSACLP00000028233	ENSACLG00000019133	Astatotilapia_calliptera
ENSHBUP00000001614	ENSHBUG00000002768	Haplochromis_burtoni
ENSONIP00000007403	ENSONIG00000005880	Oreochromis_niloticus
ENSAPEP00000021429	ENSAPEG00000015286	Amphiprion_percula
ENSAOCP00000012045	ENSAOCG00000016465	Amphiprion_ocellaris
ENSAPOP00000011460	ENSAPOG00000014039	Acanthochromis_polyacanthus
ENSSPAP00000030234	ENSSPAG00000022702	Stegastes_partitus
ENSNBRP00000022374	ENSNBRG00000017150	Neolamprologus_brichardi
ENSACIP00000028198	ENSACIG00000021845	Amphilophus_citrinellus
ENSPNYP00000029860	ENSPNYG00000022513	Pundamilia_nyererei
ENSTRUP00000049804	ENSTRUG00000016020	Takifugu_rubripes
ENSTNIP00000022198	ENSTNIG00000019008	Tetraodon_nigroviridis
ENSPMGP00000006574	ENSPMGG00000005513	Periophthalmus_magnuspinnatus
ENSGMOP00000019779	ENSGMOG00000018381	Gadus_morhua
ENSHHUP00000005690	ENSHHUG00000003435	Hucho_hucho
ENSHHUP00000091160	ENSHHUG00000052596	Hucho_hucho
ENSELUP00000040682	ENSELUG00000021250	Esox_lucius
ENSSFOP00015011580	ENSSFOG00015007455	Scleropages_formosus
ENSPKIP00000041359	ENSPKIG00000017925	Paramormyrops_kingsleyae
ENSLOCP00000018258	ENSLOCG00000014828	Lepisosteus_oculatus
ENSLOCP00000018256	ENSLOCG00000014827	Lepisosteus_oculatus
ENSEEEP00000006480	ENSEEEG00000003432	Electrophorus_electricus
ENSECRP00000000024	ENSECRG00000000021	Erpetoichthys_calabaricus
ENSCINP00000027923	ENSCING00000015948	Ciona_intestinalis	ENSCINT00000028169
ENSCSAVP00000013267	ENSCSAVG00000007787	Ciona_savignyi	ENSCSAVT00000013417
YGR123C_mRNA	YGR123C	Saccharomyces_cerevisiae_strain_S288C
