ENSOARP00000000894	ENSOARG00000000866	Ovis_aries
ENSHGLP00100000968	ENSHGLG00100000783	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000095	ENSFDAG00000010437	Fukomys_damarensis
ENSCPOP00000003898	ENSCPOG00000004322	Cavia_porcellus
ENSODEP00000006087	ENSODEG00000004570	Octodon_degus
ENSDORP00000022285	ENSDORG00000029538	Dipodomys_ordii
MGP_SPRETEiJ_P0026094	MGP_SPRETEiJ_G0016660	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000026526	ENSMSIG00000022385	Mus_spicilegus
ENSMUSP00000078050	ENSMUSG00000060181	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0024842	MGP_CAROLIEiJ_G0015837	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087824	MGP_PahariEiJ_G0031250	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031609	ENSRNOG00000027622	Rattus_norvegicus
ENSMUGP00000020369	ENSMUGG00000017209	Meriones_unguiculatus
ENSPEMP00000015617	ENSPEMG00000015090	Peromyscus_maniculatus_bairdii
ENSMOCP00000012830	ENSMOCG00000012814	Microtus_ochrogaster
ENSCGRP00001020026	ENSCGRG00001019300	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015009750	ENSCGRG00015007488	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000022659	ENSCGRG00000016420	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022847	ENSMAUG00000020157	Mesocricetus_auratus
ENSNGAP00000008834	ENSNGAG00000011704	Nannospalax_galili
ENSCCNP00000018094	ENSCCNG00000018390	Castor_canadensis
ENSJJAP00000013381	ENSJJAG00000016160	Jaculus_jaculus
ENSUPAP00010029661	ENSUPAG00010023335	Urocitellus_parryii
ENSSTOP00000003513	ENSSTOG00000003925	Ictidomys_tridecemlineatus
ENSSDAP00000003548	ENSSDAG00000003364	Spermophilus_dauricus
ENSMMMP00000004590	ENSMMMG00000004186	Marmota_marmota_marmota
ENSOGAP00000002389	ENSOGAG00000002668	Otolemur_garnettii
ENSTSYP00000026760	ENSTSYG00000037276	Carlito_syrichta
ENSDNOP00000032485	ENSDNOG00000033251	Dasypus_novemcinctus
ENSDNOP00000026847	ENSDNOG00000041916	Dasypus_novemcinctus
ENSVURP00010031570	ENSVURG00010024129	Vombatus_ursinus
ENSPCIP00000006340	ENSPCIG00000005345	Phascolarctos_cinereus
ENSSHAP00000012452	ENSSHAG00000010664	Sarcophilus_harrisii
ENSMODP00000008962	ENSMODG00000007230	Monodelphis_domestica
ENSPVAP00000002407	ENSPVAG00000002545	Pteropus_vampyrus
ENSEEUP00000008914	ENSEEUG00000009780	Erinaceus_europaeus
ENSTTRP00000014890	ENSTTRG00000015714	Tursiops_truncatus
ENSOPRP00000015765	ENSOPRG00000017274	Ochotona_princeps
ENSCHOP00000011823	ENSCHOG00000013347	Choloepus_hoffmanni
ENSPCAP00000008308	ENSPCAG00000008903	Procavia_capensis
ENSETEP00000006667	ENSETEG00000008208	Echinops_telfairi
ENSMEUP00000008345	ENSMEUG00000009141	Notamacropus_eugenii
ENSTBEP00000011640	ENSTBEG00000013457	Tupaia_belangeri
ENSLAFP00000013258	ENSLAFG00000015812	Loxodonta_africana
ENSCAPP00000004919	ENSCAPG00000007367	Cavia_aperea
ENSCLAP00000023786	ENSCLAG00000016326	Chinchilla_lanigera
ENSOANP00000009455	ENSOANG00000005939	Ornithorhynchus_anatinus
ENSOANP00000020627	ENSOANG00000013048	Ornithorhynchus_anatinus
ENSPVIP00000034855	ENSPVIG00000025426	Pogona_vitticeps
ENSNSUP00000005062	ENSNSUG00000004056	Notechis_scutatus
ENSSMRP00000022031	ENSSMRG00000017120	Salvator_merianae
ENSSPUP00000001196	ENSSPUG00000000870	Sphenodon_punctatus
ENSARWP00000027902	ENSARWG00000018836	Apteryx_rowi	ENSARWT00000031560
ENSAOWP00000016559	ENSAOWG00000011251	Apteryx_owenii	ENSAOWT00000018797
ENSAHAP00000025926	ENSAHAG00000018077	Apteryx_haastii	ENSAHAT00000028561
ENSDNVP00000018661	ENSDNVG00000013043	Dromaius_novaehollandiae	ENSDNVT00000022484
ENSLSDP00000004545	ENSLSDG00000003537	Lonchura_striata_domestica
ENSTGUP00000007021	ENSTGUG00000006828	Taeniopygia_guttata
ENSSCAP00000012380	ENSSCAG00000009248	Serinus_canaria
ENSPMJP00000016712	ENSPMJG00000012618	Parus_major
ENSCCEP00000009902	ENSCCEG00000010005	Cyanistes_caeruleus
ENSFALP00000010569	ENSFALG00000010135	Ficedula_albicollis
ENSJHYP00000010034	ENSJHYG00000007892	Junco_hyemalis
ENSZALP00000011645	ENSZALG00000009822	Zonotrichia_albicollis
ENSLCOP00000019852	ENSLCOG00000014065	Lepidothrix_coronata
ENSMVIP00005006031	ENSMVIG00005004606	Manacus_vitellinus
ENSMUNP00000009924	ENSMUNG00000007845	Melopsittacus_undulatus
ENSCPGP00000023997	ENSCPGG00000016580	Calidris_pygmaea
ENSCPUP00000006274	ENSCPUG00000004568	Calidris_pugnax
ENSABRP00000026501	ENSABRG00000022166	Anser_brachyrhynchus
ENSAPLP00000011120	ENSAPLG00000011368	Anas_platyrhynchos_platyrhynchos
ENSGALP00000016141	ENSGALG00000009940	Gallus_gallus
ENSCJPP00005019635	ENSCJPG00005015896	Coturnix_japonica
ENSMGAP00000010916	ENSMGAG00000010509	Meleagris_gallopavo
ENSNMEP00000000141	ENSNMEG00000000224	Numida_meleagris
ENSCPRP00005010028	ENSCPRG00005007146	Crocodylus_porosus
ENSCABP00000021250	ENSCABG00000015635	Chelonoidis_abingdonii
ENSGAGP00000023330	ENSGAGG00000017102	Gopherus_agassizii
ENSCPBP00000018225	ENSCPBG00000013314	Chrysemys_picta_bellii
ENSPSIP00000018518	ENSPSIG00000016463	Pelodiscus_sinensis
ENSLACP00000006583	ENSLACG00000005836	Latimeria_chalumnae
ENSDCDP00000057385	ENSDCDG00000033546	Denticeps_clupeoides
ENSCHAP00000010866	ENSCHAG00000006204	Clupea_harengus
ENSAMXP00000030540	ENSAMXG00000042388	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005005619	ENSAMXG00005003418	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000002988	ENSPNAG00000009355	Pygocentrus_nattereri
ENSEEEP00000052374	ENSEEEG00000024536	Electrophorus_electricus
ENSIPUP00000036503	ENSIPUG00000024440	Ictalurus_punctatus
ENSTNIP00000007091	ENSTNIG00000004452	Tetraodon_nigroviridis
ENSTRUP00000019095	ENSTRUG00000007693	Takifugu_rubripes
ENSGWIP00000022949	ENSGWIG00000012283	Gouania_willdenowi
ENSFHEP00000026805	ENSFHEG00000009881	Fundulus_heteroclitus
ENSCVAP00000004878	ENSCVAG00000006192	Cyprinodon_variegatus
ENSPFOP00000017252	ENSPFOG00000017180	Poecilia_formosa
ENSPMEP00000014504	ENSPMEG00000016909	Poecilia_mexicana
ENSPLAP00000003522	ENSPLAG00000005029	Poecilia_latipinna
ENSPREP00000032323	ENSPREG00000021891	Poecilia_reticulata
ENSXMAP00000017278	ENSXMAG00000017243	Xiphophorus_maculatus
ENSXCOP00000015319	ENSXCOG00000011609	Xiphophorus_couchianus
ENSGAFP00000030948	ENSGAFG00000020865	Gambusia_affinis
ENSKMAP00000001318	ENSKMAG00000001034	Kryptolebias_marmoratus
ENSORLP00000021500	ENSORLG00000017184	Oryzias_latipes_ASM223467v1
ENSORLP00020005196	ENSORLG00020005992	Oryzias_latipes_ASM223471v1
ENSORLP00015004969	ENSORLG00015005755	Oryzias_latipes_ASM223469v1
ENSOMEP00000021551	ENSOMEG00000023442	Oryzias_melastigma
ENSAPEP00000026788	ENSAPEG00000019019	Amphiprion_percula
ENSAOCP00000012388	ENSAOCG00000016860	Amphiprion_ocellaris
ENSAPOP00000012981	ENSAPOG00000015760	Acanthochromis_polyacanthus
ENSSPAP00000019018	ENSSPAG00000014344	Stegastes_partitus
ENSGACP00000001402	ENSGACG00000001086	Gasterosteus_aculeatus
ENSMAMP00000027136	ENSMAMG00000018226	Mastacembelus_armatus
ENSMALP00000003606	ENSMALG00000002615	Monopterus_albus
ENSATEP00000031456	ENSATEG00000021692	Anabas_testudineus
ENSBSLP00000050265	ENSBSLG00000023891	Betta_splendens
ENSMMOP00000008446	ENSMMOG00000006537	Mola_mola
ENSSDUP00000023895	ENSSDUG00000017364	Seriola_dumerili
ENSSLDP00000021564	ENSSLDG00000016840	Seriola_lalandi_dorsalis
ENSLCAP00010005035	ENSLCAG00010002559	Lates_calcarifer
ENSPRNP00000009720	ENSPRNG00000005639	Parambassis_ranga
ENSACLP00000018574	ENSACLG00000012666	Astatotilapia_calliptera
ENSMZEP00005028936	ENSMZEG00005021588	Maylandia_zebra
ENSPNYP00000022766	ENSPNYG00000017174	Pundamilia_nyererei
ENSHBUP00000023377	ENSHBUG00000004159	Haplochromis_burtoni
ENSNBRP00000017738	ENSNBRG00000013679	Neolamprologus_brichardi
ENSONIP00000022675	ENSONIG00000017996	Oreochromis_niloticus
ENSACIP00000023330	ENSACIG00000018120	Amphilophus_citrinellus
ENSLCRP00005052075	ENSLCRG00005019585	Larimichthys_crocea
ENSSMAP00000012822	ENSSMAG00000007894	Scophthalmus_maximus
ENSPMGP00000006242	ENSPMGG00000005260	Periophthalmus_magnuspinnatus
ENSHCOP00000002822	ENSHCOG00000004052	Hippocampus_comes
ENSGMOP00000018427	ENSGMOG00000017149	Gadus_morhua
ENSHHUP00000010163	ENSHHUG00000006203	Hucho_hucho
ENSELUP00000013465	ENSELUG00000013570	Esox_lucius
ENSLBEP00000021167	ENSLBEG00000016261	Labrus_bergylta
ENSDARP00000066908	ENSDARG00000045493	Danio_rerio
ENSSFOP00015026445	ENSSFOG00015016987	Scleropages_formosus
ENSPKIP00000006134	ENSPKIG00000022538	Paramormyrops_kingsleyae
ENSLOCP00000019948	ENSLOCG00000016184	Lepisosteus_oculatus
ENSECRP00000002322	ENSECRG00000001596	Erpetoichthys_calabaricus
ENSCMIP00000025594	ENSCMIG00000011244	Callorhinchus_milii
ENSXETP00000031151	ENSXETG00000011878	Xenopus_tropicalis
ENSEBUP00000018310	ENSEBUG00000011431	Eptatretus_burgeri
ENSCINP00000007645	ENSCING00000003710	Ciona_intestinalis
ENSCSAVP00000008809	ENSCSAVG00000005223	Ciona_savignyi
ENSCSAVP00000015018	ENSCSAVG00000008800	Ciona_savignyi
ENSCINP00000013569	ENSCING00000006592	Ciona_intestinalis
ENSCSAVP00000002048	ENSCSAVG00000001201	Ciona_savignyi
ENSCINP00000023044	ENSCING00000012308	Ciona_intestinalis
