ENSGALP00000052796	ENSGALG00000042079	Gallus_gallus
ENSMMUP00000016697	ENSMMUG00000012716	Macaca_mulatta
ENSMFAP00000012811	ENSMFAG00000026117	Macaca_fascicularis
ENSMNEP00000007562	ENSMNEG00000028275	Macaca_nemestrina
ENSCSAP00000006014	ENSCSAG00000009768	Chlorocebus_sabaeus
ENSCANP00000004886	ENSCANG00000016559	Colobus_angolensis_palliatus
ENSPTEP00000039571	ENSPTEG00000036577	Piliocolobus_tephrosceles
ENSRBIP00000008472	ENSRBIG00000028106	Rhinopithecus_bieti
ENSRROP00000004939	ENSRROG00000020512	Rhinopithecus_roxellana
ENSCCAP00000013371	ENSCCAG00000024420	Cebus_capucinus_imitator
ENSSBOP00000039065	ENSSBOG00000035580	Saimiri_boliviensis_boliviensis
ENSCJAP00000068560	ENSCJAG00000017921	Callithrix_jacchus
ENSANAP00000011506	ENSANAG00000023696	Aotus_nancymaae
ENSTSYP00000004503	ENSTSYG00000004924	Carlito_syrichta
ENSMICP00000020290	ENSMICG00000002600	Microcebus_murinus
ENSPSMP00000034767	ENSPSMG00000023922	Prolemur_simus
ENSPCOP00000003179	ENSPCOG00000009614	Propithecus_coquereli
ENSOGAP00000013204	ENSOGAG00000014737	Otolemur_garnettii
ENSTBEP00000008783	ENSTBEG00000010128	Tupaia_belangeri
ENSCCNP00000028002	ENSCCNG00000026161	Castor_canadensis
ENSDORP00000005332	ENSDORG00000005696	Dipodomys_ordii
ENSMUSP00000005532	ENSMUSG00000005397	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0035248	MGP_SPRETEiJ_G0019086	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020467	ENSMSIG00000017345	Mus_spicilegus
MGP_CAROLIEiJ_P0033691	MGP_CAROLIEiJ_G0018228	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040288	MGP_PahariEiJ_G0019278	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003349	ENSRNOG00000002461	Rattus_norvegicus
ENSMUGP00000024958	ENSMUGG00000020841	Meriones_unguiculatus
ENSMUGP00000024942	ENSMUGG00000020823	Meriones_unguiculatus
ENSCGRP00015015788	ENSCGRG00015012126	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011698	ENSCGRG00001013281	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002487	ENSMAUG00000002084	Mesocricetus_auratus
ENSPEMP00000006389	ENSPEMG00000008596	Peromyscus_maniculatus_bairdii
ENSMOCP00000015181	ENSMOCG00000014455	Microtus_ochrogaster
ENSNGAP00000026054	ENSNGAG00000023816	Nannospalax_galili
ENSJJAP00000013164	ENSJJAG00000016000	Jaculus_jaculus
ENSUPAP00010026698	ENSUPAG00010021109	Urocitellus_parryii
ENSSTOP00000014087	ENSSTOG00000015736	Ictidomys_tridecemlineatus
ENSSDAP00000004693	ENSSDAG00000004338	Spermophilus_dauricus
ENSMMMP00000020397	ENSMMMG00000016406	Marmota_marmota_marmota
ENSCLAP00000013915	ENSCLAG00000009631	Chinchilla_lanigera
ENSODEP00000009544	ENSODEG00000007141	Octodon_degus
ENSCPOP00000013204	ENSCPOG00000014654	Cavia_porcellus
ENSCAPP00000006818	ENSCAPG00000008879	Cavia_aperea
ENSHGLP00100016663	ENSHGLG00100012303	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024039	ENSHGLG00000017135	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021105	ENSFDAG00000007946	Fukomys_damarensis
ENSOPRP00000005566	ENSOPRG00000006061	Ochotona_princeps
ENSOCUP00000041684	ENSOCUG00000016007	Oryctolagus_cuniculus
ENSOCUP00000044803	ENSOCUG00000022385	Oryctolagus_cuniculus
ENSUMAP00000012999	ENSUMAG00000009613	Ursus_maritimus
ENSUAMP00000034673	ENSUAMG00000026343	Ursus_americanus
ENSAMEP00000003414	ENSAMEG00000003184	Ailuropoda_melanoleuca
ENSMPUP00000002971	ENSMPUG00000003001	Mustela_putorius_furo
ENSNVIP00000008700	ENSNVIG00000006876	Neovison_vison
ENSCAFP00000053319	ENSCAFG00000011196	Canis_lupus_familiaris
ENSCAFP00020034940	ENSCAFG00020027007	Canis_lupus_dingo
ENSVVUP00000012536	ENSVVUG00000009201	Vulpes_vulpes
ENSPPRP00000023689	ENSPPRG00000013954	Panthera_pardus
ENSPTIP00000002460	ENSPTIG00000005400	Panthera_tigris_altaica
ENSFCAP00000010245	ENSFCAG00000011029	Felis_catus
ENSECAP00000014454	ENSECAG00000016615	Equus_caballus
ENSEASP00005004394	ENSEASG00005003319	Equus_asinus_asinus
ENSBIXP00000005763	ENSBIXG00000011903	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040522	ENSBIXG00005023224	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009531	ENSBTAG00000007244	Bos_taurus
ENSBMUP00000011810	ENSBMUG00000009059	Bos_mutus
ENSBBBP00000018788	ENSBBBG00000011881	Bison_bison_bison
ENSCHIP00000023047	ENSCHIG00000020764	Capra_hircus
ENSOARP00000003842	ENSOARG00000003598	Ovis_aries
ENSTTRP00000011525	ENSTTRG00000012133	Tursiops_truncatus
ENSSSCP00000010826	ENSSSCG00000026819	Sus_scrofa_strain_reference
ENSPVAP00000004849	ENSPVAG00000005121	Pteropus_vampyrus
ENSMLUP00000006130	ENSMLUG00000006697	Myotis_lucifugus
ENSEEUP00000013321	ENSEEUG00000014586	Erinaceus_europaeus
ENSSARP00000003734	ENSSARG00000004068	Sorex_araneus
ENSCHOP00000006044	ENSCHOG00000006811	Choloepus_hoffmanni
ENSDNOP00000032031	ENSDNOG00000001554	Dasypus_novemcinctus
ENSLAFP00000004940	ENSLAFG00000005889	Loxodonta_africana
ENSPCAP00000000972	ENSPCAG00000001004	Procavia_capensis
ENSETEP00000005360	ENSETEG00000006590	Echinops_telfairi
ENSOANP00000001941	ENSOANG00000001218	Ornithorhynchus_anatinus
ENSXETP00000048863	ENSXETG00000020450	Xenopus_tropicalis
ENSLACP00000001376	ENSLACG00000001234	Latimeria_chalumnae	ENSLACT00000001388
ENSLACP00000012530	ENSLACG00000011041	Latimeria_chalumnae	ENSLACT00000012624
ENSAMXP00000030208	ENSAMXG00000035313	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPFOP00000019491	ENSPFOG00000019361	Poecilia_formosa
ENSPLAP00000024884	ENSPLAG00000011448	Poecilia_latipinna
ENSPMEP00000034372	ENSPMEG00000023507	Poecilia_mexicana
ENSPREP00000012230	ENSPREG00000008305	Poecilia_reticulata
ENSXCOP00000009070	ENSXCOG00000006910	Xiphophorus_couchianus
ENSXMAP00000006711	ENSXMAG00000006650	Xiphophorus_maculatus
ENSGAFP00000007417	ENSGAFG00000005042	Gambusia_affinis
ENSCVAP00000002287	ENSCVAG00000003362	Cyprinodon_variegatus
ENSFHEP00000004940	ENSFHEG00000000156	Fundulus_heteroclitus
ENSKMAP00000014231	ENSKMAG00000010671	Kryptolebias_marmoratus
ENSORLP00020025643	ENSORLG00020007700	Oryzias_latipes_ASM223471v1
ENSORLP00015035886	ENSORLG00015022754	Oryzias_latipes_ASM223469v1
ENSORLP00000015855	ENSORLG00000012649	Oryzias_latipes_ASM223467v1
ENSOMEP00000033394	ENSOMEG00000019373	Oryzias_melastigma
ENSHBUP00000033585	ENSHBUG00000020581	Haplochromis_burtoni
ENSPNYP00000018185	ENSPNYG00000013743	Pundamilia_nyererei
ENSMZEP00005013286	ENSMZEG00005009990	Maylandia_zebra
ENSACLP00000034477	ENSACLG00000023289	Astatotilapia_calliptera
ENSNBRP00000026165	ENSNBRG00000020003	Neolamprologus_brichardi
ENSONIP00000012722	ENSONIG00000010118	Oreochromis_niloticus
ENSACIP00000007791	ENSACIG00000006017	Amphilophus_citrinellus
ENSSDUP00000004378	ENSSDUG00000003264	Seriola_dumerili
ENSSLDP00000032073	ENSSLDG00000024632	Seriola_lalandi_dorsalis
ENSLCAP00010011157	ENSLCAG00010004904	Lates_calcarifer
ENSSMAP00000017337	ENSSMAG00000010643	Scophthalmus_maximus
ENSMAMP00000025270	ENSMAMG00000016978	Mastacembelus_armatus
ENSMALP00000007817	ENSMALG00000005500	Monopterus_albus
ENSLCRP00005007005	ENSLCRG00005000454	Larimichthys_crocea
ENSMMOP00000011489	ENSMMOG00000008838	Mola_mola
ENSAOCP00000000391	ENSAOCG00000003232	Amphiprion_ocellaris
ENSAPEP00000033973	ENSAPEG00000024135	Amphiprion_percula
ENSAPOP00000008871	ENSAPOG00000000909	Acanthochromis_polyacanthus
ENSSPAP00000009313	ENSSPAG00000007056	Stegastes_partitus
ENSPRNP00000043143	ENSPRNG00000021065	Parambassis_ranga
ENSCGOP00000025886	ENSCGOG00000011195	Cottoperca_gobio
ENSGACP00000005548	ENSGACG00000004210	Gasterosteus_aculeatus
ENSTRUP00000033650	ENSTRUG00000013221	Takifugu_rubripes
ENSTNIP00000019767	ENSTNIG00000016660	Tetraodon_nigroviridis
ENSATEP00000021184	ENSATEG00000014711	Anabas_testudineus
ENSBSLP00000011126	ENSBSLG00000005004	Betta_splendens
ENSGWIP00000032035	ENSGWIG00000016395	Gouania_willdenowi
ENSCSEP00000020496	ENSCSEG00000013081	Cynoglossus_semilaevis
ENSHCOP00000007710	ENSHCOG00000009862	Hippocampus_comes
ENSPMGP00000001704	ENSPMGG00000001498	Periophthalmus_magnuspinnatus
ENSGMOP00000020013	ENSGMOG00000018597	Gadus_morhua
ENSELUP00000019525	ENSELUG00000018845	Esox_lucius
ENSCHAP00000018864	ENSCHAG00000008235	Clupea_harengus
ENSDCDP00000056791	ENSDCDG00000033307	Denticeps_clupeoides
ENSPNAP00000009023	ENSPNAG00000014602	Pygocentrus_nattereri
ENSDARP00000090249	ENSDARG00000068710	Danio_rerio
ENSSFOP00015013266	ENSSFOG00015008535	Scleropages_formosus
ENSSFOP00015036368	ENSSFOG00015023125	Scleropages_formosus
ENSPKIP00000026370	ENSPKIG00000008884	Paramormyrops_kingsleyae
ENSTNIP00000007399	ENSTNIG00000004745	Tetraodon_nigroviridis
ENSPMGP00000014990	ENSPMGG00000012273	Periophthalmus_magnuspinnatus
ENSCSEP00000001434	ENSCSEG00000000973	Cynoglossus_semilaevis
ENSMAMP00000028048	ENSMAMG00000018873	Mastacembelus_armatus
ENSMALP00000011247	ENSMALG00000007990	Monopterus_albus
ENSATEP00000024109	ENSATEG00000016612	Anabas_testudineus
ENSPRNP00000047781	ENSPRNG00000022630	Parambassis_ranga
ENSGWIP00000048380	ENSGWIG00000023160	Gouania_willdenowi
ENSAOCP00000022711	ENSAOCG00000008327	Amphiprion_ocellaris
ENSAPEP00000029659	ENSAPEG00000021063	Amphiprion_percula
ENSAPEP00000031054	ENSAPEG00000022052	Amphiprion_percula
ENSAPEP00000030914	ENSAPEG00000021952	Amphiprion_percula
ENSAOCP00000015176	ENSAOCG00000019902	Amphiprion_ocellaris
ENSAPEP00000031005	ENSAPEG00000021990	Amphiprion_percula
ENSAPOP00000023915	ENSAPOG00000006070	Acanthochromis_polyacanthus
ENSSPAP00000023092	ENSSPAG00000017417	Stegastes_partitus
ENSACLP00000027247	ENSACLG00000018528	Astatotilapia_calliptera
ENSACLP00000039178	ENSACLG00000026381	Astatotilapia_calliptera
ENSMZEP00005028919	ENSMZEG00005021580	Maylandia_zebra
ENSPNYP00000006591	ENSPNYG00000005036	Pundamilia_nyererei
ENSHBUP00000030472	ENSHBUG00000015537	Haplochromis_burtoni
ENSNBRP00000014101	ENSNBRG00000010721	Neolamprologus_brichardi
ENSONIP00000022845	ENSONIG00000018134	Oreochromis_niloticus
ENSACIP00000019235	ENSACIG00000014899	Amphilophus_citrinellus
ENSORLP00020015561	ENSORLG00020016577	Oryzias_latipes_ASM223471v1
ENSORLP00015031622	ENSORLG00015015960	Oryzias_latipes_ASM223469v1
ENSORLP00000026705	ENSORLG00000001273	Oryzias_latipes_ASM223467v1
ENSOMEP00000026145	ENSOMEG00000007786	Oryzias_melastigma
ENSLCRP00005039267	ENSLCRG00005015198	Larimichthys_crocea
ENSLBEP00000022158	ENSLBEG00000016844	Labrus_bergylta
ENSGACP00000026056	ENSGACG00000019719	Gasterosteus_aculeatus
ENSGACP00000001357	ENSGACG00000001047	Gasterosteus_aculeatus
ENSMMOP00000024552	ENSMMOG00000018652	Mola_mola
ENSCGOP00000000202	ENSCGOG00000000063	Cottoperca_gobio
ENSSDUP00000026416	ENSSDUG00000019168	Seriola_dumerili
ENSSLDP00000015778	ENSSLDG00000012529	Seriola_lalandi_dorsalis
ENSLCAP00010024526	ENSLCAG00010011107	Lates_calcarifer
ENSSMAP00000034238	ENSSMAG00000020946	Scophthalmus_maximus
ENSGMOP00000019783	ENSGMOG00000018360	Gadus_morhua
ENSHHUP00000072948	ENSHHUG00000042793	Hucho_hucho
ENSHHUP00000081536	ENSHHUG00000047409	Hucho_hucho
ENSELUP00000035981	ENSELUG00000015166	Esox_lucius
ENSCHAP00000041584	ENSCHAG00000018896	Clupea_harengus
ENSDCDP00000001926	ENSDCDG00000000544	Denticeps_clupeoides
ENSAMXP00005044365	ENSAMXG00005019779	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000021980	ENSAMXG00000021348	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000007364	ENSPNAG00000002616	Pygocentrus_nattereri
ENSEEEP00000002248	ENSEEEG00000001285	Electrophorus_electricus
ENSIPUP00000032759	ENSIPUG00000022017	Ictalurus_punctatus
ENSDARP00000140943	ENSDARG00000103129	Danio_rerio
ENSPREP00000021829	ENSPREG00000014743	Poecilia_reticulata
ENSPKIP00000007893	ENSPKIG00000023614	Paramormyrops_kingsleyae
ENSHHUP00000068871	ENSHHUG00000040588	Hucho_hucho
ENSLOCP00000019472	ENSLOCG00000015814	Lepisosteus_oculatus
ENSECRP00000024492	ENSECRG00000016589	Erpetoichthys_calabaricus
ENSCMIP00000026652	ENSCMIG00000011608	Callorhinchus_milii
ENSEBUP00000015842	ENSEBUG00000009966	Eptatretus_burgeri
ENSCINP00000030555	ENSCING00000022078	Ciona_intestinalis
ENSCSAVP00000000776	ENSCSAVG00000000437	Ciona_savignyi
