ENSTGUP00000010567	ENSTGUG00000010232	Taeniopygia_guttata
ENSSHAP00000009793	ENSSHAG00000008476	Sarcophilus_harrisii
ENSMODP00000024789	ENSMODG00000019865	Monodelphis_domestica
ENSLACP00000019772	ENSLACG00000017384	Latimeria_chalumnae
ENSDCDP00000011775	ENSDCDG00000005763	Denticeps_clupeoides
ENSDCDP00000056051	ENSDCDG00000032979	Denticeps_clupeoides
ENSCHAP00000028925	ENSCHAG00000013729	Clupea_harengus
ENSEEEP00000038586	ENSEEEG00000018272	Electrophorus_electricus
ENSIPUP00000035971	ENSIPUG00000024114	Ictalurus_punctatus
ENSHHUP00000090670	ENSHHUG00000052342	Hucho_hucho
ENSELUP00000002944	ENSELUG00000004249	Esox_lucius
ENSSLDP00000027739	ENSSLDG00000021508	Seriola_lalandi_dorsalis
ENSSDUP00000023639	ENSSDUG00000017184	Seriola_dumerili
ENSLCAP00010037021	ENSLCAG00010017324	Lates_calcarifer
ENSSMAP00000013526	ENSSMAG00000008311	Scophthalmus_maximus
ENSMAMP00000007050	ENSMAMG00000004813	Mastacembelus_armatus
ENSMALP00000031194	ENSMALG00000021544	Monopterus_albus
ENSCGOP00000042761	ENSCGOG00000019167	Cottoperca_gobio
ENSGACP00000015173	ENSGACG00000011466	Gasterosteus_aculeatus
ENSLCRP00005048895	ENSLCRG00005018314	Larimichthys_crocea
ENSAPEP00000012720	ENSAPEG00000009069	Amphiprion_percula
ENSAOCP00000028687	ENSAOCG00000018553	Amphiprion_ocellaris
ENSAPOP00000026434	ENSAPOG00000010241	Acanthochromis_polyacanthus
ENSSPAP00000019546	ENSSPAG00000014744	Stegastes_partitus
ENSPRNP00000001296	ENSPRNG00000000724	Parambassis_ranga
ENSKMAP00000003428	ENSKMAG00000002591	Kryptolebias_marmoratus
ENSGAFP00000032357	ENSGAFG00000021795	Gambusia_affinis
ENSORLP00015009837	ENSORLG00015010638	Oryzias_latipes_ASM223469v1
ENSORLP00020018906	ENSORLG00020019875	Oryzias_latipes_ASM223471v1
ENSORLP00000014965	ENSORLG00000011944	Oryzias_latipes_ASM223467v1
ENSOMEP00000010727	ENSOMEG00000012012	Oryzias_melastigma
ENSGWIP00000016702	ENSGWIG00000009315	Gouania_willdenowi
ENSMZEP00005023684	ENSMZEG00005017717	Maylandia_zebra
ENSACLP00000041395	ENSACLG00000027857	Astatotilapia_calliptera
ENSHBUP00000011794	ENSHBUG00000013460	Haplochromis_burtoni
ENSONIP00000018367	ENSONIG00000014595	Oreochromis_niloticus
ENSNBRP00000007335	ENSNBRG00000005597	Neolamprologus_brichardi
ENSHCOP00000022328	ENSHCOG00000010109	Hippocampus_comes
ENSPMGP00000013720	ENSPMGG00000011285	Periophthalmus_magnuspinnatus
ENSPKIP00000004992	ENSPKIG00000021855	Paramormyrops_kingsleyae
ENSSFOP00015005395	ENSSFOG00015003410	Scleropages_formosus
ENSLOCP00000001437	ENSLOCG00000001253	Lepisosteus_oculatus
ENSECRP00000001128	ENSECRG00000000780	Erpetoichthys_calabaricus
ENSECRP00000001048	ENSECRG00000000717	Erpetoichthys_calabaricus
ENSCMIP00000037488	ENSCMIG00000015761	Callorhinchus_milii
ENSPMAP00000003686	ENSPMAG00000003364	Petromyzon_marinus
ENSEBUP00000022177	ENSEBUG00000013664	Eptatretus_burgeri
