ENSSSCP00000056130	ENSSSCG00000030637	Sus_scrofa_strain_reference
ENSMPUP00000006680	ENSMPUG00000006734	Mustela_putorius_furo
ENSCANP00000026563	ENSCANG00000036706	Colobus_angolensis_palliatus
MGP_SPRETEiJ_P0081248	MGP_SPRETEiJ_G0030432	Mus_spretus_strain_SPRET/EiJ
ENSUPAP00010027719	ENSUPAG00010021905	Urocitellus_parryii	ENSUPAT00010031543
ENSETEP00000002903	ENSETEG00000003539	Echinops_telfairi
ENSMFAP00000038590	ENSMFAG00000038648	Macaca_fascicularis
ENSCHIP00000006151	ENSCHIG00000010068	Capra_hircus
ENSPANP00000002154	ENSPANG00000011862	Papio_anubis
ENSMLUP00000018762	ENSMLUG00000029811	Myotis_lucifugus
ENSPPYP00000011263	ENSPPYG00000010066	Pongo_abelii
ENSUAMP00000013102	ENSUAMG00000010563	Ursus_americanus
ENSNVIP00000032050	ENSNVIG00000024664	Neovison_vison
ENSPPRP00000018450	ENSPPRG00000010112	Panthera_pardus
ENSGGOP00000008951	ENSGGOG00000009162	Gorilla_gorilla
ENSPCIP00000027907	ENSPCIG00000020847	Phascolarctos_cinereus
ENSPPAP00000034414	ENSPPAG00000040059	Pan_paniscus
ENSLAFP00000010621	ENSLAFG00000012701	Loxodonta_africana
ENSCSAP00000014654	ENSCSAG00000003396	Chlorocebus_sabaeus
ENSPCOP00000017435	ENSPCOG00000020543	Propithecus_coquereli
ENSJJAP00000021829	ENSJJAG00000022079	Jaculus_jaculus
ENSOCUP00000020768	ENSOCUG00000005402	Oryctolagus_cuniculus
ENSAMEP00000004521	ENSAMEG00000004297	Ailuropoda_melanoleuca
ENSSTOP00000030108	ENSSTOG00000011844	Ictidomys_tridecemlineatus	ENSSTOT00000037349
MGP_CAROLIEiJ_P0077928	MGP_CAROLIEiJ_G0029338	Mus_caroli_strain_CAROLI_EIJ
ENSOARP00000009439	ENSOARG00000008795	Ovis_aries
ENSPTRP00000019040	ENSPTRG00000011087	Pan_troglodytes
ENSPEMP00000035741	ENSPEMG00000030272	Peromyscus_maniculatus_bairdii
ENSPTEP00000034850	ENSPTEG00000033014	Piliocolobus_tephrosceles
ENSBBBP00000008480	ENSBBBG00000007613	Bison_bison_bison
ENSMLEP00000022864	ENSMLEG00000035628	Mandrillus_leucophaeus
ENSCJAP00000024892	ENSCJAG00000013535	Callithrix_jacchus
ENSEEUP00000002265	ENSEEUG00000002480	Erinaceus_europaeus
ENSMICP00000021063	ENSMICG00000033325	Microcebus_murinus
ENSHGLP00000014175	ENSHGLG00000010128	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000020673	ENSCCNG00000020608	Castor_canadensis
ENSODEP00000012596	ENSODEG00000009332	Octodon_degus
ENSBIXP00000011931	ENSBIXG00000002797	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPTIP00000007982	ENSPTIG00000009463	Panthera_tigris_altaica
ENSBMUP00000024709	ENSBMUG00000018582	Bos_mutus
ENSMAUP00000019629	ENSMAUG00000017882	Mesocricetus_auratus
