ENSLSDP00000012314	ENSLSDG00000008992	Lonchura_striata_domestica
ENSPTRP00000078111	ENSPTRG00000021103	Pan_troglodytes
ENSPPAP00000039956	ENSPPAG00000042642	Pan_paniscus
ENSP00000262554	ENSG00000090054	Homo_sapiens
ENSGGOP00000001637	ENSGGOG00000001662	Gorilla_gorilla
ENSPPYP00000021706	ENSPPYG00000019371	Pongo_abelii
ENSPTEP00000005028	ENSPTEG00000005860	Piliocolobus_tephrosceles
ENSCANP00000030159	ENSCANG00000038738	Colobus_angolensis_palliatus
ENSRBIP00000039992	ENSRBIG00000043436	Rhinopithecus_bieti
ENSRROP00000021820	ENSRROG00000034810	Rhinopithecus_roxellana
ENSMMUP00000050585	ENSMMUG00000003006	Macaca_mulatta
ENSMLEP00000032199	ENSMLEG00000040328	Mandrillus_leucophaeus
ENSTGEP00000002378	ENSTGEG00000002081	Theropithecus_gelada
ENSCSAP00000003519	ENSCSAG00000007251	Chlorocebus_sabaeus
ENSANAP00000003946	ENSANAG00000020039	Aotus_nancymaae
ENSSBOP00000000783	ENSSBOG00000003505	Saimiri_boliviensis_boliviensis
ENSCJAP00000062090	ENSCJAG00000001785	Callithrix_jacchus
ENSSBOP00000021223	ENSSBOG00000027154	Saimiri_boliviensis_boliviensis
ENSANAP00000032760	ENSANAG00000034040	Aotus_nancymaae
ENSMFAP00000013660	ENSMFAG00000029180	Macaca_fascicularis
ENSMNEP00000004738	ENSMNEG00000021594	Macaca_nemestrina
ENSPANP00000037672	ENSPANG00000024808	Papio_anubis
ENSCATP00000012145	ENSCATG00000030234	Cercocebus_atys
ENSNLEP00000000581	ENSNLEG00000000466	Nomascus_leucogenys
ENSMMMP00000019010	ENSMMMG00000016828	Marmota_marmota_marmota
ENSCCNP00000027789	ENSCCNG00000026761	Castor_canadensis
ENSCCAP00000029111	ENSCCAG00000032562	Cebus_capucinus_imitator
ENSCAFP00000003156	ENSCAFG00000002160	Canis_lupus_familiaris
ENSCAFP00020008101	ENSCAFG00020006555	Canis_lupus_dingo
ENSVVUP00000030625	ENSVVUG00000022353	Vulpes_vulpes
ENSUMAP00000022801	ENSUMAG00000016651	Ursus_maritimus
ENSUAMP00000029415	ENSUAMG00000022507	Ursus_americanus
ENSAMEP00000018346	ENSAMEG00000017352	Ailuropoda_melanoleuca
ENSNVIP00000019902	ENSNVIG00000015119	Neovison_vison
ENSNVIP00000005347	ENSNVIG00000004289	Neovison_vison
ENSMPUP00000006695	ENSMPUG00000006749	Mustela_putorius_furo
ENSMPUP00000018100	ENSMPUG00000018212	Mustela_putorius_furo
ENSPTIP00000007583	ENSPTIG00000009183	Panthera_tigris_altaica
ENSPPRP00000002195	ENSPPRG00000023598	Panthera_pardus
ENSFCAP00000004336	ENSFCAG00000004693	Felis_catus
ENSSARP00000012006	ENSSARG00000013294	Sorex_araneus
ENSEASP00005020353	ENSEASG00005014002	Equus_asinus_asinus
ENSECAP00000030407	ENSECAG00000020998	Equus_caballus
ENSPVAP00000004280	ENSPVAG00000004521	Pteropus_vampyrus
ENSEEUP00000011224	ENSEEUG00000012294	Erinaceus_europaeus
ENSMLUP00000003632	ENSMLUG00000003984	Myotis_lucifugus
ENSBIXP00005011088	ENSBIXG00005015581	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000020495	ENSBIXG00000023812	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000012940	ENSBMUG00000009880	Bos_mutus
ENSBTAP00000002872	ENSBTAG00000002220	Bos_taurus
ENSBBBP00000018837	ENSBBBG00000011892	Bison_bison_bison
ENSCHIP00000016451	ENSCHIG00000016668	Capra_hircus
ENSOARP00000008456	ENSOARG00000007870	Ovis_aries
ENSTTRP00000008149	ENSTTRG00000008595	Tursiops_truncatus
ENSSSCP00000010243	ENSSSCG00000009594	Sus_scrofa_strain_reference
ENSVPAP00000011683	ENSVPAG00000012571	Vicugna_pacos
ENSCHOP00000011203	ENSCHOG00000012643	Choloepus_hoffmanni
ENSDNOP00000025027	ENSDNOG00000032531	Dasypus_novemcinctus
ENSPCAP00000010188	ENSPCAG00000010935	Procavia_capensis
ENSLAFP00000009944	ENSLAFG00000011897	Loxodonta_africana
ENSETEP00000012969	ENSETEG00000015990	Echinops_telfairi
ENSXETP00000013310	ENSXETG00000012680	Xenopus_tropicalis
ENSLACP00000007848	ENSLACG00000006949	Latimeria_chalumnae
ENSSFOP00015011945	ENSSFOG00015007692	Scleropages_formosus
ENSPKIP00000003617	ENSPKIG00000021034	Paramormyrops_kingsleyae
ENSDCDP00000006814	ENSDCDG00000003597	Denticeps_clupeoides
ENSCHAP00000001392	ENSCHAG00000000610	Clupea_harengus
ENSEEEP00000041814	ENSEEEG00000019588	Electrophorus_electricus
ENSIPUP00000037305	ENSIPUG00000024961	Ictalurus_punctatus
ENSAMXP00000012208	ENSAMXG00000011763	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031082	ENSAMXG00005014607	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014085	ENSPNAG00000020033	Pygocentrus_nattereri
ENSDARP00000123531	ENSDARG00000042995	Danio_rerio
ENSHHUP00000039335	ENSHHUG00000024307	Hucho_hucho
ENSELUP00000037176	ENSELUG00000016744	Esox_lucius
ENSTRUP00000031592	ENSTRUG00000012471	Takifugu_rubripes
ENSTNIP00000007563	ENSTNIG00000004899	Tetraodon_nigroviridis
ENSMMOP00000024823	ENSMMOG00000018865	Mola_mola
ENSLCRP00005061849	ENSLCRG00005022713	Larimichthys_crocea
ENSTNIP00000008647	ENSTNIG00000005919	Tetraodon_nigroviridis
ENSSDUP00000025139	ENSSDUG00000018250	Seriola_dumerili
ENSPMGP00000006922	ENSPMGG00000005776	Periophthalmus_magnuspinnatus
ENSPMEP00000026947	ENSPMEG00000011027	Poecilia_mexicana
ENSPMEP00000009211	ENSPMEG00000011050	Poecilia_mexicana
ENSPFOP00000014803	ENSPFOG00000014719	Poecilia_formosa
ENSPLAP00000002538	ENSPLAG00000003843	Poecilia_latipinna
ENSPLAP00000002560	ENSPLAG00000003856	Poecilia_latipinna
ENSXMAP00000016150	ENSXMAG00000016125	Xiphophorus_maculatus
ENSXCOP00000021658	ENSXCOG00000016194	Xiphophorus_couchianus
ENSGAFP00000029393	ENSGAFG00000019825	Gambusia_affinis
ENSPREP00000006466	ENSPREG00000004486	Poecilia_reticulata
ENSGAFP00000029397	ENSGAFG00000019827	Gambusia_affinis
ENSFHEP00000031893	ENSFHEG00000018083	Fundulus_heteroclitus
ENSFHEP00000006882	ENSFHEG00000007968	Fundulus_heteroclitus
ENSCVAP00000012135	ENSCVAG00000014555	Cyprinodon_variegatus
ENSORLP00015015667	ENSORLG00015016565	Oryzias_latipes_ASM223469v1
ENSORLP00020002562	ENSORLG00020003339	Oryzias_latipes_ASM223471v1
ENSORLP00000018344	ENSORLG00000014633	Oryzias_latipes_ASM223467v1
ENSOMEP00000005790	ENSOMEG00000000161	Oryzias_melastigma
ENSMALP00000019291	ENSMALG00000013469	Monopterus_albus
ENSCGOP00000045707	ENSCGOG00000019817	Cottoperca_gobio
ENSCSEP00000015328	ENSCSEG00000009841	Cynoglossus_semilaevis
ENSGWIP00000050837	ENSGWIG00000024661	Gouania_willdenowi
ENSSDUP00000025068	ENSSDUG00000018182	Seriola_dumerili
ENSSLDP00000021910	ENSSLDG00000017078	Seriola_lalandi_dorsalis
ENSSMAP00000011936	ENSSMAG00000007339	Scophthalmus_maximus
ENSLCAP00010025280	ENSLCAG00010011757	Lates_calcarifer
ENSATEP00000015103	ENSATEG00000010496	Anabas_testudineus
ENSBSLP00000007986	ENSBSLG00000003798	Betta_splendens
ENSMAMP00000033880	ENSMAMG00000022776	Mastacembelus_armatus
ENSHCOP00000024590	ENSHCOG00000014091	Hippocampus_comes
ENSAOCP00000017547	ENSAOCG00000022648	Amphiprion_ocellaris
ENSAPEP00000018671	ENSAPEG00000013308	Amphiprion_percula
ENSAPOP00000009766	ENSAPOG00000012152	Acanthochromis_polyacanthus
ENSSPAP00000009623	ENSSPAG00000007316	Stegastes_partitus
ENSKMAP00000016120	ENSKMAG00000012014	Kryptolebias_marmoratus
ENSMZEP00005014747	ENSMZEG00005011081	Maylandia_zebra
ENSACLP00000018087	ENSACLG00000012367	Astatotilapia_calliptera
ENSHBUP00000024745	ENSHBUG00000006377	Haplochromis_burtoni
ENSPNYP00000031274	ENSPNYG00000023581	Pundamilia_nyererei
ENSNBRP00000008543	ENSNBRG00000006666	Neolamprologus_brichardi
ENSONIP00000014131	ENSONIG00000011229	Oreochromis_niloticus
ENSACIP00000013341	ENSACIG00000010363	Amphilophus_citrinellus
ENSPRNP00000043773	ENSPRNG00000021345	Parambassis_ranga
ENSLBEP00000032316	ENSLBEG00000024348	Labrus_bergylta
ENSGACP00000024680	ENSGACG00000018667	Gasterosteus_aculeatus
ENSGMOP00000014462	ENSGMOG00000013388	Gadus_morhua
ENSLOCP00000010012	ENSLOCG00000008246	Lepisosteus_oculatus
ENSECRP00000022259	ENSECRG00000014817	Erpetoichthys_calabaricus
ENSCMIP00000028477	ENSCMIG00000012327	Callorhinchus_milii
ENSPMAP00000004470	ENSPMAG00000004051	Petromyzon_marinus
ENSEBUP00000021937	ENSEBUG00000013530	Eptatretus_burgeri
ENSCINP00000008506	ENSCING00000012271	Ciona_intestinalis
ENSCSAVP00000016961	ENSCSAVG00000009980	Ciona_savignyi
ENSCINP00000008493	ENSCING00000004115	Ciona_intestinalis
ENSCSAVP00000016924	ENSCSAVG00000009955	Ciona_savignyi
FBpp0086842	FBgn0086532	Drosophila_melanogaster
C23H3.4a.2	WBGene00016020	Caenorhabditis_elegans_strain_N2
YMR296C_mRNA	YMR296C	Saccharomyces_cerevisiae_strain_S288C
