ENSPVAP00000007783	ENSPVAG00000008238	Pteropus_vampyrus
ENSCGRP00015005066	ENSCGRG00015003993	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024811	ENSMAUG00000021547	Mesocricetus_auratus
ENSNGAP00000014271	ENSNGAG00000015620	Nannospalax_galili
ENSJJAP00000005915	ENSJJAG00000010731	Jaculus_jaculus
ENSCCNP00000001135	ENSCCNG00000001240	Castor_canadensis
ENSDORP00000023596	ENSDORG00000028534	Dipodomys_ordii
ENSCLAP00000017044	ENSCLAG00000011695	Chinchilla_lanigera
ENSODEP00000023388	ENSODEG00000017150	Octodon_degus
ENSCPOP00000023040	ENSCPOG00000038096	Cavia_porcellus
ENSCAPP00000001577	ENSCAPG00000003208	Cavia_aperea
ENSHGLP00000023739	ENSHGLG00000016934	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018666	ENSHGLG00100013766	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020903	ENSFDAG00000008097	Fukomys_damarensis
ENSSDAP00000003441	ENSSDAG00000003269	Spermophilus_dauricus
ENSMMMP00000020925	ENSMMMG00000018474	Marmota_marmota_marmota
ENSUPAP00010024228	ENSUPAG00010019232	Urocitellus_parryii
ENSSTOP00000000942	ENSSTOG00000001058	Ictidomys_tridecemlineatus
ENSOCUP00000019180	ENSOCUG00000025793	Oryctolagus_cuniculus
ENSOPRP00000011920	ENSOPRG00000013070	Ochotona_princeps
ENSCHOP00000003647	ENSCHOG00000004125	Choloepus_hoffmanni
ENSDNOP00000026255	ENSDNOG00000035239	Dasypus_novemcinctus
ENSETEP00000009722	ENSETEG00000011980	Echinops_telfairi
ENSMEUP00000005674	ENSMEUG00000006213	Notamacropus_eugenii
ENSVURP00010002986	ENSVURG00010002428	Vombatus_ursinus
ENSMODP00000048477	ENSMODG00000038553	Monodelphis_domestica
