ENSMGAP00000011779	ENSMGAG00000011267	Meleagris_gallopavo
ENSTGEP00000017347	ENSTGEG00000014005	Theropithecus_gelada
ENSPANP00000007912	ENSPANG00000000987	Papio_anubis
ENSMLEP00000018013	ENSMLEG00000033134	Mandrillus_leucophaeus
ENSMFAP00000030097	ENSMFAG00000042189	Macaca_fascicularis
ENSMNEP00000040083	ENSMNEG00000042929	Macaca_nemestrina
ENSMMUP00000045879	ENSMMUG00000001029	Macaca_mulatta
ENSCSAP00000012762	ENSCSAG00000016703	Chlorocebus_sabaeus
ENSRBIP00000020905	ENSRBIG00000034426	Rhinopithecus_bieti
ENSRROP00000020383	ENSRROG00000034137	Rhinopithecus_roxellana
ENSPTEP00000011945	ENSPTEG00000013389	Piliocolobus_tephrosceles
ENSCANP00000020383	ENSCANG00000033602	Colobus_angolensis_palliatus
ENSCJAP00000074006	ENSCJAG00000001744	Callithrix_jacchus
ENSSBOP00000037809	ENSSBOG00000034955	Saimiri_boliviensis_boliviensis
ENSCCAP00000024715	ENSCCAG00000030104	Cebus_capucinus_imitator
ENSANAP00000004206	ENSANAG00000020139	Aotus_nancymaae
ENSTSYP00000015486	ENSTSYG00000014141	Carlito_syrichta
ENSTSYP00000016760	ENSTSYG00000025775	Carlito_syrichta
ENSPCOP00000008437	ENSPCOG00000015500	Propithecus_coquereli
ENSMICP00000046801	ENSMICG00000011622	Microcebus_murinus
ENSPSMP00000015284	ENSPSMG00000010871	Prolemur_simus
ENSOGAP00000012548	ENSOGAG00000014014	Otolemur_garnettii
ENSCCNP00000007868	ENSCCNG00000008308	Castor_canadensis
ENSDORP00000014791	ENSDORG00000015723	Dipodomys_ordii
ENSCLAP00000023143	ENSCLAG00000015887	Chinchilla_lanigera
ENSODEP00000015102	ENSODEG00000011146	Octodon_degus
ENSCPOP00000020316	ENSCPOG00000025360	Cavia_porcellus
ENSCAPP00000003635	ENSCAPG00000006345	Cavia_aperea
ENSHGLP00000018988	ENSHGLG00000013608	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003404	ENSHGLG00100002587	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001759	ENSFDAG00000011648	Fukomys_damarensis
ENSMUGP00000003173	ENSMUGG00000002970	Meriones_unguiculatus
ENSMUGP00000008126	ENSMUGG00000007374	Meriones_unguiculatus
MGP_SPRETEiJ_P0094430	MGP_SPRETEiJ_G0033989	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000045214	ENSMUSG00000037949	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000027075	ENSMSIG00000022790	Mus_spicilegus
MGP_CAROLIEiJ_P0090684	MGP_CAROLIEiJ_G0032841	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026360	MGP_PahariEiJ_G0015707	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000029074	ENSRNOG00000000219	Rattus_norvegicus
ENSPEMP00000002191	ENSPEMG00000002153	Peromyscus_maniculatus_bairdii
ENSMOCP00000019741	ENSMOCG00000017642	Microtus_ochrogaster
ENSCGRP00001005886	ENSCGRG00001007806	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017496	ENSCGRG00000012731	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015014881	ENSCGRG00015011368	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000017618	ENSMAUG00000016440	Mesocricetus_auratus
ENSNGAP00000022156	ENSNGAG00000021128	Nannospalax_galili
ENSJJAP00000014814	ENSJJAG00000017171	Jaculus_jaculus
ENSUPAP00010014966	ENSUPAG00010011968	Urocitellus_parryii
ENSMMMP00000010163	ENSMMMG00000009038	Marmota_marmota_marmota
ENSSTOP00000001850	ENSSTOG00000002071	Ictidomys_tridecemlineatus
ENSSDAP00000010095	ENSSDAG00000009165	Spermophilus_dauricus
ENSOCUP00000007156	ENSOCUG00000008275	Oryctolagus_cuniculus
ENSOCUP00000040138	ENSOCUG00000031247	Oryctolagus_cuniculus
ENSOPRP00000013458	ENSOPRG00000014751	Ochotona_princeps
ENSTBEP00000003822	ENSTBEG00000004426	Tupaia_belangeri
ENSPVAP00000015317	ENSPVAG00000016237	Pteropus_vampyrus
ENSMLUP00000019932	ENSMLUG00000008366	Myotis_lucifugus
ENSEEUP00000004774	ENSEEUG00000005227	Erinaceus_europaeus
ENSUAMP00000024770	ENSUAMG00000019311	Ursus_americanus
ENSUMAP00000020757	ENSUMAG00000015207	Ursus_maritimus
ENSNVIP00000004943	ENSNVIG00000003884	Neovison_vison
ENSMPUP00000012871	ENSMPUG00000012971	Mustela_putorius_furo
ENSAMEP00000016472	ENSAMEG00000015613	Ailuropoda_melanoleuca
ENSCAFP00020006926	ENSCAFG00020005621	Canis_lupus_dingo
ENSCAFP00000066474	ENSCAFG00000004479	Canis_lupus_familiaris
ENSVVUP00000030349	ENSVVUG00000022136	Vulpes_vulpes
ENSPPRP00000014802	ENSPPRG00000007666	Panthera_pardus
ENSPTIP00000014527	ENSPTIG00000013928	Panthera_tigris_altaica
ENSFCAP00000038873	ENSFCAG00000003237	Felis_catus
ENSSARP00000004962	ENSSARG00000005493	Sorex_araneus
ENSBIXP00000027625	ENSBIXG00000008540	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000011710	ENSBTAG00000008893	Bos_taurus
ENSBIXP00005023699	ENSBIXG00005026526	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000023811	ENSBMUG00000017857	Bos_mutus
ENSBBBP00000009721	ENSBBBG00000017972	Bison_bison_bison
ENSCHIP00000009149	ENSCHIG00000012109	Capra_hircus
ENSOARP00000004380	ENSOARG00000004094	Ovis_aries
ENSTTRP00000012560	ENSTTRG00000013235	Tursiops_truncatus
ENSSSCP00000012043	ENSSSCG00000011296	Sus_scrofa_strain_reference
ENSVPAP00000005965	ENSVPAG00000006427	Vicugna_pacos
ENSECAP00000036410	ENSECAG00000000632	Equus_caballus
ENSUAMP00000012882	ENSUAMG00000010403	Ursus_americanus
ENSEASP00005011305	ENSEASG00005007948	Equus_asinus_asinus
ENSCHOP00000006108	ENSCHOG00000006885	Choloepus_hoffmanni
ENSDNOP00000012837	ENSDNOG00000016562	Dasypus_novemcinctus
ENSVURP00010030004	ENSVURG00010022941	Vombatus_ursinus
ENSVURP00010024211	ENSVURG00010018559	Vombatus_ursinus
ENSPCIP00000023487	ENSPCIG00000017789	Phascolarctos_cinereus
ENSMEUP00000000938	ENSMEUG00000001020	Notamacropus_eugenii
ENSSHAP00000021679	ENSSHAG00000018357	Sarcophilus_harrisii
ENSMODP00000019041	ENSMODG00000015245	Monodelphis_domestica
ENSOANP00000015980	ENSOANG00000010082	Ornithorhynchus_anatinus
ENSXETP00000003423	ENSXETG00000004729	Xenopus_tropicalis
ENSLACP00000000769	ENSLACG00000000690	Latimeria_chalumnae
ENSECRP00000027484	ENSECRG00000018606	Erpetoichthys_calabaricus	ENSECRT00000028058
ENSECRP00000017306	ENSECRG00000011538	Erpetoichthys_calabaricus	ENSECRT00000017638
ENSLCAP00010042124	ENSLCAG00010019679	Lates_calcarifer
ENSSMAP00000019864	ENSSMAG00000012163	Scophthalmus_maximus
ENSSDUP00000013898	ENSSDUG00000010100	Seriola_dumerili	ENSSDUT00000014159
ENSSLDP00000029111	ENSSLDG00000022462	Seriola_lalandi_dorsalis
ENSTRUP00000033974	ENSTRUG00000013338	Takifugu_rubripes
ENSTNIP00000000732	ENSTNIG00000006469	Tetraodon_nigroviridis
ENSMMOP00000003907	ENSMMOG00000003128	Mola_mola
ENSLBEP00000030465	ENSLBEG00000022986	Labrus_bergylta
ENSLBEP00000008302	ENSLBEG00000006377	Labrus_bergylta
ENSLCRP00005017564	ENSLCRG00005006466	Larimichthys_crocea
ENSAPEP00000012092	ENSAPEG00000008600	Amphiprion_percula
ENSAPEP00000012156	ENSAPEG00000008649	Amphiprion_percula
ENSAOCP00000019582	ENSAOCG00000003079	Amphiprion_ocellaris
ENSAPOP00000003569	ENSAPOG00000005119	Acanthochromis_polyacanthus
ENSSPAP00000000191	ENSSPAG00000000145	Stegastes_partitus
ENSPRNP00000032545	ENSPRNG00000016390	Parambassis_ranga
ENSACLP00000011989	ENSACLG00000008150	Astatotilapia_calliptera
ENSHBUP00000019076	ENSHBUG00000021222	Haplochromis_burtoni
ENSMZEP00005033816	ENSMZEG00005025286	Maylandia_zebra
ENSPNYP00000008054	ENSPNYG00000006144	Pundamilia_nyererei
ENSNBRP00000005464	ENSNBRG00000004312	Neolamprologus_brichardi
ENSONIP00000010025	ENSONIG00000007959	Oreochromis_niloticus
ENSACIP00000012677	ENSACIG00000009883	Amphilophus_citrinellus
ENSPFOP00000008038	ENSPFOG00000007850	Poecilia_formosa
ENSPLAP00000028844	ENSPLAG00000018567	Poecilia_latipinna
ENSPMEP00000034050	ENSPMEG00000023003	Poecilia_mexicana
ENSPREP00000016206	ENSPREG00000010925	Poecilia_reticulata
ENSXMAP00000029600	ENSXMAG00000001668	Xiphophorus_maculatus
ENSXCOP00000022781	ENSXCOG00000017021	Xiphophorus_couchianus
ENSGAFP00000013345	ENSGAFG00000008968	Gambusia_affinis
ENSFHEP00000025280	ENSFHEG00000000193	Fundulus_heteroclitus
ENSCVAP00000024127	ENSCVAG00000008138	Cyprinodon_variegatus
ENSGWIP00000020371	ENSGWIG00000010422	Gouania_willdenowi
ENSCSEP00000016764	ENSCSEG00000010780	Cynoglossus_semilaevis
ENSMALP00000011649	ENSMALG00000008252	Monopterus_albus
ENSMAMP00000007660	ENSMAMG00000005209	Mastacembelus_armatus
ENSATEP00000000130	ENSATEG00000000058	Anabas_testudineus
ENSBSLP00000035734	ENSBSLG00000016835	Betta_splendens
ENSKMAP00000003614	ENSKMAG00000002717	Kryptolebias_marmoratus
ENSCGOP00000048200	ENSCGOG00000021372	Cottoperca_gobio
ENSGACP00000004996	ENSGACG00000003805	Gasterosteus_aculeatus
ENSPMGP00000027497	ENSPMGG00000022189	Periophthalmus_magnuspinnatus
ENSORLP00020021189	ENSORLG00020022539	Oryzias_latipes_ASM223471v1
ENSORLP00015010204	ENSORLG00015011051	Oryzias_latipes_ASM223469v1
ENSORLP00000039099	ENSORLG00000003633	Oryzias_latipes_ASM223467v1
ENSOMEP00000018822	ENSOMEG00000020591	Oryzias_melastigma
ENSHCOP00000010816	ENSHCOG00000000390	Hippocampus_comes
ENSGMOP00000015812	ENSGMOG00000014764	Gadus_morhua
ENSHHUP00000012387	ENSHHUG00000007554	Hucho_hucho
ENSHHUP00000034546	ENSHHUG00000021757	Hucho_hucho
ENSELUP00000027883	ENSELUG00000004281	Esox_lucius
ENSCHAP00000040691	ENSCHAG00000019017	Clupea_harengus
ENSDCDP00000000365	ENSDCDG00000000226	Denticeps_clupeoides
ENSAMXP00000050798	ENSAMXG00000000161	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005028110	ENSAMXG00005013948	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033091	ENSPNAG00000003685	Pygocentrus_nattereri
ENSEEEP00000024284	ENSEEEG00000011770	Electrophorus_electricus
ENSIPUP00000014338	ENSIPUG00000009733	Ictalurus_punctatus
ENSDARP00000151332	ENSDARG00000057736	Danio_rerio
ENSSFOP00015003786	ENSSFOG00015002435	Scleropages_formosus
ENSPKIP00000008437	ENSPKIG00000023909	Paramormyrops_kingsleyae
ENSLOCP00000001292	ENSLOCG00000001145	Lepisosteus_oculatus
ENSCMIP00000016643	ENSCMIG00000008005	Callorhinchus_milii
ENSPMAP00000006250	ENSPMAG00000005654	Petromyzon_marinus
ENSEBUP00000002819	ENSEBUG00000002127	Eptatretus_burgeri
ENSLACP00000000347	ENSLACG00000000314	Latimeria_chalumnae
ENSCMIP00000004053	ENSCMIG00000002429	Callorhinchus_milii
ENSCSAVP00000004603	ENSCSAVG00000002742	Ciona_savignyi
ENSCINP00000007396	ENSCING00000003592	Ciona_intestinalis
