ENSDORP00000012961	ENSDORG00000013785	Dipodomys_ordii
ENSTTRP00000013194	ENSTTRG00000013914	Tursiops_truncatus
ENSTBEP00000003515	ENSTBEG00000004068	Tupaia_belangeri
ENSSDAP00000007979	ENSSDAG00000007292	Spermophilus_dauricus
ENSFDAP00000016083	ENSFDAG00000004361	Fukomys_damarensis
MGP_PahariEiJ_P0089461	MGP_PahariEiJ_G0031716	Mus_pahari_strain_PAHARI_EIJ
ENSCLAP00000002521	ENSCLAG00000001825	Chinchilla_lanigera
ENSCCAP00000019575	ENSCCAG00000027630	Cebus_capucinus_imitator
ENSCAFP00020028106	ENSCAFG00020022053	Canis_lupus_dingo
ENSMSIP00000016479	ENSMSIG00000014148	Mus_spicilegus
ENSCANP00000009776	ENSCANG00000028287	Colobus_angolensis_palliatus
ENSGGOP00000004114	ENSGGOG00000004191	Gorilla_gorilla
ENSRROP00000033232	ENSRROG00000040219	Rhinopithecus_roxellana
ENSTBEP00000009528	ENSTBEG00000011020	Tupaia_belangeri
ENSMICP00000017292	ENSMICG00000035660	Microcebus_murinus
ENSNVIP00000031016	ENSNVIG00000023854	Neovison_vison	ENSNVIT00000035912
ENSAMEP00000019496	ENSAMEG00000018441	Ailuropoda_melanoleuca	ENSAMET00000020265
ENSPSMP00000032677	ENSPSMG00000022591	Prolemur_simus
ENSDNOP00000016898	ENSDNOG00000024515	Dasypus_novemcinctus
ENSUPAP00010013487	ENSUPAG00010010904	Urocitellus_parryii
ENSMMMP00000011280	ENSMMMG00000010036	Marmota_marmota_marmota
MGP_SPRETEiJ_P0095588	MGP_SPRETEiJ_G0034328	Mus_spretus_strain_SPRET/EiJ
ENSMLEP00000014775	ENSMLEG00000031544	Mandrillus_leucophaeus
ENSCAPP00000009777	ENSCAPG00000011183	Cavia_aperea
ENSSARP00000011044	ENSSARG00000012234	Sorex_araneus
ENSRNOP00000071464	ENSRNOG00000055557	Rattus_norvegicus
ENSPVAP00000016118	ENSPVAG00000017087	Pteropus_vampyrus
