ENSCHIP00000029909	ENSCHIG00000024351	Capra_hircus
ENSSDUP00000030585	ENSSDUG00000022026	Seriola_dumerili
ENSPMAP00000006716	ENSPMAG00000006080	Petromyzon_marinus
ENSDNVP00000013205	ENSDNVG00000008194	Dromaius_novaehollandiae
ENSNMEP00000020187	ENSNMEG00000016942	Numida_meleagris
ENSGWIP00000014063	ENSGWIG00000007064	Gouania_willdenowi
ENSGAGP00000006460	ENSGAGG00000005228	Gopherus_agassizii
ENSAMXP00005021574	ENSAMXG00005011169	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPLAP00000026185	ENSPLAG00000000328	Poecilia_latipinna
ENSCGRP00015023547	ENSCGRG00015017827	Cricetulus_griseus_CriGri-PICR
ENSSDAP00000025444	ENSSDAG00000023096	Spermophilus_dauricus
ENSABRP00000022081	ENSABRG00000018707	Anser_brachyrhynchus
ENSAOCP00000000885	ENSAOCG00000003791	Amphiprion_ocellaris
ENSPANP00000001896	ENSPANG00000026303	Papio_anubis
ENSGAFP00000019714	ENSGAFG00000013310	Gambusia_affinis
ENSPRNP00000032825	ENSPRNG00000016555	Parambassis_ranga
ENSCAFP00000052333	ENSCAFG00000005843	Canis_lupus_familiaris
ENSOMEP00000033909	ENSOMEG00000020182	Oryzias_melastigma
ENSOANP00000003699	ENSOANG00000002334	Ornithorhynchus_anatinus
ENSCSAP00000007817	ENSCSAG00000011791	Chlorocebus_sabaeus
ENSOANP00000030451	ENSOANG00000029587	Ornithorhynchus_anatinus
ENSPTEP00000012274	ENSPTEG00000013607	Piliocolobus_tephrosceles
ENSPMEP00000027322	ENSPMEG00000011923	Poecilia_mexicana
ENSORLP00000044419	ENSORLG00000025824	Oryzias_latipes_ASM223467v1
ENSMALP00000022406	ENSMALG00000015589	Monopterus_albus
ENSCPBP00000036172	ENSCPBG00000025144	Chrysemys_picta_bellii
ENSPCOP00000012972	ENSPCOG00000018090	Propithecus_coquereli
ENSOANP00000030926	ENSOANG00000029594	Ornithorhynchus_anatinus
ENSLOCP00000020617	ENSLOCG00000016686	Lepisosteus_oculatus
ENSPCIP00000050743	ENSPCIG00000033726	Phascolarctos_cinereus
ENSNLEP00000019359	ENSNLEG00000015915	Nomascus_leucogenys
ENSPRNP00000029517	ENSPRNG00000010772	Parambassis_ranga
ENSKMAP00000002470	ENSKMAG00000001909	Kryptolebias_marmoratus
ENSMNEP00000022957	ENSMNEG00000034891	Macaca_nemestrina
ENSMSIP00000007988	ENSMSIG00000006897	Mus_spicilegus
ENSUPAP00010000004	ENSUPAG00010000004	Urocitellus_parryii
ENSFCAP00000042145	ENSFCAG00000027573	Felis_catus
ENSZALP00000020961	ENSZALG00000016459	Zonotrichia_albicollis
ENSNSUP00000011291	ENSNSUG00000008523	Notechis_scutatus
ENSHHUP00000082646	ENSHHUG00000047938	Hucho_hucho
ENSUAMP00000030500	ENSUAMG00000023406	Ursus_americanus
ENSORLP00015005929	ENSORLG00015006797	Oryzias_latipes_ASM223469v1
ENSGALP00000069688	ENSGALG00000010448	Gallus_gallus
ENSVVUP00000016372	ENSVVUG00000012018	Vulpes_vulpes
ENSORLP00020018496	ENSORLG00020019474	Oryzias_latipes_ASM223471v1
ENSHBUP00000016171	ENSHBUG00000018109	Haplochromis_burtoni
ENSHGLP00000019023	ENSHGLG00000013628	Heterocephalus_glaber_HetGla_female_1.0
ENSCMIP00000009491	ENSCMIG00000005037	Callorhinchus_milii
ENSMMOP00000009393	ENSMMOG00000007269	Mola_mola
ENSKMAP00000018407	ENSKMAG00000013651	Kryptolebias_marmoratus
ENSMODP00000019266	ENSMODG00000015435	Monodelphis_domestica
ENSACLP00000018886	ENSACLG00000012811	Astatotilapia_calliptera
ENSPSMP00000030366	ENSPSMG00000021015	Prolemur_simus
ENSAPEP00000016172	ENSAPEG00000011435	Amphiprion_percula
ENSLSDP00000005746	ENSLSDG00000004407	Lonchura_striata_domestica
ENSHCOP00000017031	ENSHCOG00000020871	Hippocampus_comes
ENSLCAP00010041862	ENSLCAG00010019591	Lates_calcarifer
ENSECAP00000018031	ENSECAG00000019691	Equus_caballus
ENSSPAP00000018832	ENSSPAG00000014207	Stegastes_partitus
ENSORLP00020004857	ENSORLG00020005651	Oryzias_latipes_ASM223471v1
ENSPTIP00000012871	ENSPTIG00000012756	Panthera_tigris_altaica
ENSMUSP00000001927	ENSMUSG00000001870	Mus_musculus_strain_reference_(CL57BL6)
ENSGAFP00000025339	ENSGAFG00000017110	Gambusia_affinis
ENSGGOP00000011878	ENSGGOG00000012159	Gorilla_gorilla
ENSORLP00015024584	ENSORLG00015005281	Oryzias_latipes_ASM223469v1
ENSBSLP00000048879	ENSBSLG00000023213	Betta_splendens
ENSETEP00000009308	ENSETEG00000011468	Echinops_telfairi
ENSOGAP00000002459	ENSOGAG00000002741	Otolemur_garnettii
ENSUMAP00000021312	ENSUMAG00000015572	Ursus_maritimus
ENSHHUP00000027652	ENSHHUG00000017514	Hucho_hucho
