ENSCPRP00005009032	ENSCPRG00005006432	Crocodylus_porosus	ENSCPRT00005010627
ENSNSUP00000010484	ENSNSUG00000007956	Notechis_scutatus	ENSNSUT00000011187
ENSVURP00010029247	ENSVURG00010022379	Vombatus_ursinus
ENSCANP00000008390	ENSCANG00000027475	Colobus_angolensis_palliatus
ENSMLEP00000037607	ENSMLEG00000042893	Mandrillus_leucophaeus
ENSCSAP00000011302	ENSCSAG00000015206	Chlorocebus_sabaeus
ENSMMUP00000010818	ENSMMUG00000008256	Macaca_mulatta
ENSTGEP00000018109	ENSTGEG00000014645	Theropithecus_gelada
ENSPTRP00000057175	ENSPTRG00000021659	Pan_troglodytes
ENSPPAP00000009474	ENSPPAG00000027973	Pan_paniscus
ENSP00000370088	ENSG00000125363	Homo_sapiens
ENSGGOP00000026180	ENSGGOG00000027601	Gorilla_gorilla
ENSPPYP00000022507	ENSPPYG00000020122	Pongo_abelii
ENSNLEP00000011022	ENSNLEG00000009032	Nomascus_leucogenys
ENSSBOP00000034066	ENSSBOG00000033200	Saimiri_boliviensis_boliviensis
ENSCJAP00000001811	ENSCJAG00000001049	Callithrix_jacchus
ENSTSYP00000020947	ENSTSYG00000025634	Carlito_syrichta
ENSPSMP00000030442	ENSPSMG00000021129	Prolemur_simus
ENSPSMP00000031738	ENSPSMG00000022033	Prolemur_simus
ENSMICP00000019407	ENSMICG00000034215	Microcebus_murinus
ENSOGAP00000022140	ENSOGAG00000034697	Otolemur_garnettii
ENSTBEP00000003075	ENSTBEG00000003541	Tupaia_belangeri
ENSJJAP00000008050	ENSJJAG00000012298	Jaculus_jaculus
ENSDORP00000022994	ENSDORG00000007118	Dipodomys_ordii
ENSPEMP00000007343	ENSPEMG00000009304	Peromyscus_maniculatus_bairdii
ENSMOCP00000021409	ENSMOCG00000018778	Microtus_ochrogaster
ENSMUSP00000065966	ENSMUSG00000031354	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0093414	MGP_CAROLIEiJ_G0033583	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0097184	MGP_SPRETEiJ_G0034752	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000028066	ENSMSIG00000023608	Mus_spicilegus
MGP_PahariEiJ_P0091014	MGP_PahariEiJ_G0032122	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000048382	ENSRNOG00000003965	Rattus_norvegicus
ENSMUGP00000013341	ENSMUGG00000011565	Meriones_unguiculatus
ENSCGRP00000020248	ENSCGRG00000014733	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001010507	ENSCGRG00001012377	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018057	ENSCGRG00015013840	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010583	ENSMAUG00000011412	Mesocricetus_auratus
ENSNGAP00000017607	ENSNGAG00000017982	Nannospalax_galili
ENSCCNP00000016478	ENSCCNG00000016717	Castor_canadensis
ENSHGLP00000013046	ENSHGLG00000009327	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017860	ENSHGLG00100013163	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014530	ENSFDAG00000001821	Fukomys_damarensis
ENSODEP00000006876	ENSODEG00000005133	Octodon_degus
ENSCLAP00000000550	ENSCLAG00000000447	Chinchilla_lanigera
ENSFDAP00000014273	ENSFDAG00000001414	Fukomys_damarensis
ENSSDAP00000005194	ENSSDAG00000004803	Spermophilus_dauricus
ENSMMMP00000004597	ENSMMMG00000004141	Marmota_marmota_marmota
ENSUPAP00010003805	ENSUPAG00010003048	Urocitellus_parryii
ENSUPAP00010025498	ENSUPAG00010020164	Urocitellus_parryii
ENSSTOP00000031638	ENSSTOG00000003779	Ictidomys_tridecemlineatus
ENSDNOP00000027914	ENSDNOG00000031324	Dasypus_novemcinctus
ENSCHOP00000005560	ENSCHOG00000006285	Choloepus_hoffmanni
ENSPCAP00000007374	ENSPCAG00000007897	Procavia_capensis
ENSLAFP00000021280	ENSLAFG00000004777	Loxodonta_africana
ENSETEP00000007632	ENSETEG00000009388	Echinops_telfairi
ENSOANP00000004174	ENSOANG00000002624	Ornithorhynchus_anatinus
