ENSTTRP00000003123	ENSTTRG00000003331	Tursiops_truncatus
ENSHGLP00100015642	ENSHGLG00100011548	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010042	ENSFDAG00000017907	Fukomys_damarensis
ENSODEP00000019763	ENSODEG00000014593	Octodon_degus
ENSCLAP00000005528	ENSCLAG00000003919	Chinchilla_lanigera
ENSCPOP00000002725	ENSCPOG00000003006	Cavia_porcellus
ENSCAPP00000013452	ENSCAPG00000014067	Cavia_aperea
ENSOCUP00000022948	ENSOCUG00000008498	Oryctolagus_cuniculus
ENSTBEP00000006107	ENSTBEG00000007075	Tupaia_belangeri
ENSMICP00000004406	ENSMICG00000004835	Microcebus_murinus
ENSPSMP00000016152	ENSPSMG00000011492	Prolemur_simus
ENSPCOP00000027646	ENSPCOG00000026361	Propithecus_coquereli
ENSOGAP00000014712	ENSOGAG00000016439	Otolemur_garnettii
ENSPTRP00000021460	ENSPTRG00000012556	Pan_troglodytes
ENSPPAP00000027322	ENSPPAG00000036723	Pan_paniscus
ENSP00000474090	ENSG00000007001	Homo_sapiens
ENSGGOP00000003365	ENSGGOG00000003425	Gorilla_gorilla
ENSPPYP00000014359	ENSPPYG00000012866	Pongo_abelii
ENSNLEP00000001005	ENSNLEG00000000869	Nomascus_leucogenys
ENSMFAP00000033401	ENSMFAG00000003209	Macaca_fascicularis
ENSMMUP00000015270	ENSMMUG00000011636	Macaca_mulatta
ENSMNEP00000034608	ENSMNEG00000040493	Macaca_nemestrina
ENSCSAP00000011996	ENSCSAG00000015921	Chlorocebus_sabaeus
ENSPANP00000023219	ENSPANG00000008397	Papio_anubis
ENSTGEP00000011492	ENSTGEG00000009372	Theropithecus_gelada
ENSCATP00000033187	ENSCATG00000039609	Cercocebus_atys
ENSMLEP00000001762	ENSMLEG00000006823	Mandrillus_leucophaeus
ENSPTEP00000030543	ENSPTEG00000029735	Piliocolobus_tephrosceles
ENSCANP00000017527	ENSCANG00000032208	Colobus_angolensis_palliatus
ENSRROP00000014487	ENSRROG00000031449	Rhinopithecus_roxellana
ENSRBIP00000018064	ENSRBIG00000033028	Rhinopithecus_bieti
ENSCCAP00000006377	ENSCCAG00000020932	Cebus_capucinus_imitator
ENSCJAP00000070138	ENSCJAG00000042412	Callithrix_jacchus
ENSSBOP00000017447	ENSSBOG00000025379	Saimiri_boliviensis_boliviensis
ENSANAP00000001623	ENSANAG00000014254	Aotus_nancymaae
ENSDNOP00000023281	ENSDNOG00000049396	Dasypus_novemcinctus
ENSCHOP00000000495	ENSCHOG00000000555	Choloepus_hoffmanni
ENSETEP00000007167	ENSETEG00000008825	Echinops_telfairi
ENSPCAP00000002268	ENSPCAG00000002402	Procavia_capensis
ENSVURP00010028504	ENSVURG00010021811	Vombatus_ursinus
ENSVURP00010020301	ENSVURG00010015137	Vombatus_ursinus
ENSPCIP00000044691	ENSPCIG00000028123	Phascolarctos_cinereus
ENSMEUP00000005201	ENSMEUG00000005703	Notamacropus_eugenii
ENSSHAP00000021221	ENSSHAG00000017989	Sarcophilus_harrisii
ENSMODP00000005482	ENSMODG00000004449	Monodelphis_domestica
ENSAPLP00000004028	ENSAPLG00000004498	Anas_platyrhynchos_platyrhynchos
ENSABRP00000025794	ENSABRG00000021615	Anser_brachyrhynchus
ENSMGAP00000013605	ENSMGAG00000012901	Meleagris_gallopavo
ENSGALP00000061745	ENSGALG00000045427	Gallus_gallus
ENSCJPP00005026733	ENSCJPG00005020788	Coturnix_japonica
ENSNMEP00000003425	ENSNMEG00000003988	Numida_meleagris
ENSCPUP00000000269	ENSCPUG00000000230	Calidris_pugnax
ENSCPGP00000018134	ENSCPGG00000012687	Calidris_pygmaea
ENSLSDP00000025965	ENSLSDG00000018118	Lonchura_striata_domestica
ENSTGUP00000012560	ENSTGUG00000012193	Taeniopygia_guttata
ENSSCAP00000005882	ENSSCAG00000004632	Serinus_canaria
ENSPMJP00000005343	ENSPMJG00000004650	Parus_major
ENSCCEP00000020409	ENSCCEG00000018493	Cyanistes_caeruleus
ENSMVIP00005006188	ENSMVIG00005004729	Manacus_vitellinus
ENSLCOP00000017187	ENSLCOG00000012178	Lepidothrix_coronata
ENSJHYP00000011307	ENSJHYG00000008855	Junco_hyemalis
ENSZALP00000011491	ENSZALG00000009684	Zonotrichia_albicollis
ENSFALP00000003227	ENSFALG00000003103	Ficedula_albicollis
ENSMUNP00000015317	ENSMUNG00000011838	Melopsittacus_undulatus
ENSAOWP00000014598	ENSAOWG00000009947	Apteryx_owenii
ENSAHAP00000028237	ENSAHAG00000019619	Apteryx_haastii
ENSARWP00000015628	ENSARWG00000010780	Apteryx_rowi
ENSCPRP00005012666	ENSCPRG00005008995	Crocodylus_porosus
ENSCPBP00000038327	ENSCPBG00000026493	Chrysemys_picta_bellii
ENSPSIP00000006652	ENSPSIG00000006112	Pelodiscus_sinensis
ENSPVIP00000030324	ENSPVIG00000022330	Pogona_vitticeps
ENSACAP00000007387	ENSACAG00000007529	Anolis_carolinensis
ENSNSUP00000028907	ENSNSUG00000020529	Notechis_scutatus
ENSNSUP00000029012	ENSNSUG00000020581	Notechis_scutatus
ENSSMRP00000030384	ENSSMRG00000023292	Salvator_merianae
ENSCABP00000017168	ENSCABG00000012744	Chelonoidis_abingdonii
ENSSPUP00000021988	ENSSPUG00000016878	Sphenodon_punctatus
ENSATEP00000027426	ENSATEG00000018949	Anabas_testudineus
ENSBSLP00000054145	ENSBSLG00000025417	Betta_splendens
ENSSMAP00000018852	ENSSMAG00000011565	Scophthalmus_maximus
ENSHCOP00000026233	ENSHCOG00000016994	Hippocampus_comes
ENSLBEP00000028373	ENSLBEG00000021488	Labrus_bergylta
ENSGACP00000007664	ENSGACG00000005800	Gasterosteus_aculeatus
ENSTRUP00000016693	ENSTRUG00000006794	Takifugu_rubripes
ENSTNIP00000019589	ENSTNIG00000016490	Tetraodon_nigroviridis
ENSMMOP00000004710	ENSMMOG00000003768	Mola_mola
ENSLCRP00005059666	ENSLCRG00005022095	Larimichthys_crocea
ENSCGOP00000056599	ENSCGOG00000024556	Cottoperca_gobio
ENSSLDP00000007501	ENSSLDG00000005944	Seriola_lalandi_dorsalis
ENSSDUP00000025451	ENSSDUG00000018460	Seriola_dumerili
ENSLCAP00010052742	ENSLCAG00010024544	Lates_calcarifer
ENSMALP00000022921	ENSMALG00000015998	Monopterus_albus
ENSMAMP00000003835	ENSMAMG00000002582	Mastacembelus_armatus
ENSAPEP00000024156	ENSAPEG00000017167	Amphiprion_percula
ENSAOCP00000005676	ENSAOCG00000009215	Amphiprion_ocellaris
ENSAPOP00000020045	ENSAPOG00000023593	Acanthochromis_polyacanthus
ENSSPAP00000005252	ENSSPAG00000004082	Stegastes_partitus
ENSPRNP00000046692	ENSPRNG00000022509	Parambassis_ranga
ENSPFOP00000003680	ENSPFOG00000003712	Poecilia_formosa
ENSPMEP00000034228	ENSPMEG00000023284	Poecilia_mexicana
ENSPLAP00000013676	ENSPLAG00000017201	Poecilia_latipinna
ENSPREP00000012344	ENSPREG00000008378	Poecilia_reticulata
ENSXCOP00000000417	ENSXCOG00000000368	Xiphophorus_couchianus
ENSXMAP00000029541	ENSXMAG00000011348	Xiphophorus_maculatus
ENSGAFP00000011749	ENSGAFG00000007965	Gambusia_affinis
ENSFHEP00000020124	ENSFHEG00000022059	Fundulus_heteroclitus
ENSCVAP00000002786	ENSCVAG00000003929	Cyprinodon_variegatus
ENSKMAP00000017899	ENSKMAG00000013333	Kryptolebias_marmoratus
ENSORLP00015033542	ENSORLG00015019017	Oryzias_latipes_ASM223469v1
ENSORLP00020000458	ENSORLG00020001153	Oryzias_latipes_ASM223471v1
ENSORLP00000020932	ENSORLG00000016737	Oryzias_latipes_ASM223467v1
ENSOMEP00000001327	ENSOMEG00000002227	Oryzias_melastigma
ENSACLP00000020417	ENSACLG00000013866	Astatotilapia_calliptera
ENSMZEP00005011717	ENSMZEG00005008793	Maylandia_zebra
ENSPNYP00000002829	ENSPNYG00000002209	Pundamilia_nyererei
ENSHBUP00000002699	ENSHBUG00000003922	Haplochromis_burtoni
ENSNBRP00000019966	ENSNBRG00000015385	Neolamprologus_brichardi
ENSONIP00000011260	ENSONIG00000008958	Oreochromis_niloticus
ENSACIP00000000344	ENSACIG00000000315	Amphilophus_citrinellus
ENSGWIP00000052149	ENSGWIG00000025195	Gouania_willdenowi
ENSCSEP00000017233	ENSCSEG00000011054	Cynoglossus_semilaevis
ENSPMGP00000007710	ENSPMGG00000006389	Periophthalmus_magnuspinnatus
ENSGMOP00000020614	ENSGMOG00000019169	Gadus_morhua
ENSHHUP00000062446	ENSHHUG00000036932	Hucho_hucho
ENSHHUP00000076548	ENSHHUG00000044787	Hucho_hucho
ENSELUP00000038645	ENSELUG00000018559	Esox_lucius
ENSAMXP00000050641	ENSAMXG00000040182	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000041091	ENSAMXG00000036087	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005025895	ENSAMXG00005013100	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029537	ENSPNAG00000015675	Pygocentrus_nattereri
ENSIPUP00000008067	ENSIPUG00000005549	Ictalurus_punctatus
ENSEEEP00000043422	ENSEEEG00000020521	Electrophorus_electricus
ENSDARP00000053472	ENSDARG00000036833	Danio_rerio
ENSCHAP00000060338	ENSCHAG00000026978	Clupea_harengus
ENSCHAP00000060350	ENSCHAG00000026996	Clupea_harengus
ENSDCDP00000052244	ENSDCDG00000031548	Denticeps_clupeoides
ENSPKIP00000032070	ENSPKIG00000012309	Paramormyrops_kingsleyae
ENSSFOP00015024781	ENSSFOG00015015936	Scleropages_formosus
ENSLOCP00000007139	ENSLOCG00000005911	Lepisosteus_oculatus
ENSECRP00000010987	ENSECRG00000007312	Erpetoichthys_calabaricus
ENSCMIP00000019600	ENSCMIG00000009118	Callorhinchus_milii
ENSXETP00000035160	ENSXETG00000014426	Xenopus_tropicalis
ENSMLUP00000003111	ENSMLUG00000003427	Myotis_lucifugus
ENSCSAVP00000004395	ENSCSAVG00000002598	Ciona_savignyi
