ENSCHOP00000005906	ENSCHOG00000006670	Choloepus_hoffmanni
ENSSLDP00000000803	ENSSLDG00000000686	Seriola_lalandi_dorsalis
ENSMAMP00000033411	ENSMAMG00000022462	Mastacembelus_armatus
ENSATEP00000015706	ENSATEG00000010881	Anabas_testudineus
ENSAOCP00000005854	ENSAOCG00000000575	Amphiprion_ocellaris
ENSAPEP00000029252	ENSAPEG00000020770	Amphiprion_percula
ENSAPOP00000017636	ENSAPOG00000020984	Acanthochromis_polyacanthus
ENSSPAP00000014858	ENSSPAG00000011195	Stegastes_partitus
ENSCVAP00000031288	ENSCVAG00000020467	Cyprinodon_variegatus
ENSFHEP00000024129	ENSFHEG00000005536	Fundulus_heteroclitus
ENSPFOP00000000635	ENSPFOG00000000486	Poecilia_formosa
ENSPMEP00000020981	ENSPMEG00000000900	Poecilia_mexicana
ENSPLAP00000012160	ENSPLAG00000015428	Poecilia_latipinna
ENSPREP00000002350	ENSPREG00000001693	Poecilia_reticulata
ENSXCOP00000024617	ENSXCOG00000018388	Xiphophorus_couchianus
ENSGAFP00000013212	ENSGAFG00000008887	Gambusia_affinis
ENSXMAP00000021914	ENSXMAG00000006835	Xiphophorus_maculatus
ENSMALP00000012908	ENSMALG00000009131	Monopterus_albus
ENSSMAP00000017782	ENSSMAG00000010872	Scophthalmus_maximus
ENSMZEP00005011449	ENSMZEG00005008564	Maylandia_zebra
ENSMZEP00005037297	ENSMZEG00005027801	Maylandia_zebra
ENSHBUP00000032950	ENSHBUG00000019733	Haplochromis_burtoni
ENSPNYP00000030107	ENSPNYG00000022700	Pundamilia_nyererei
ENSACLP00000000550	ENSACLG00000000349	Astatotilapia_calliptera
ENSNBRP00000022575	ENSNBRG00000017255	Neolamprologus_brichardi
ENSONIP00000009378	ENSONIG00000007442	Oreochromis_niloticus
ENSACIP00000031389	ENSACIG00000024259	Amphilophus_citrinellus
ENSCGOP00000006429	ENSCGOG00000003372	Cottoperca_gobio
ENSPMGP00000013353	ENSPMGG00000011001	Periophthalmus_magnuspinnatus
ENSCSEP00000009969	ENSCSEG00000006398	Cynoglossus_semilaevis
ENSELUP00000008444	ENSELUG00000009126	Esox_lucius
ENSHHUP00000015617	ENSHHUG00000009744	Hucho_hucho
ENSCHAP00000051440	ENSCHAG00000023515	Clupea_harengus	ENSCHAT00000055520
ENSDCDP00000036119	ENSDCDG00000022812	Denticeps_clupeoides	ENSDCDT00000046003
ENSAMXP00000000092	ENSAMXG00000000087	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000000092
ENSAMXP00005006583	ENSAMXG00005002697	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005758	ENSPNAG00000011970	Pygocentrus_nattereri
ENSIPUP00000021145	ENSIPUG00000014328	Ictalurus_punctatus	ENSIPUT00000022062
ENSEEEP00000042997	ENSEEEG00000020296	Electrophorus_electricus	ENSEEET00000043489
ENSSMAP00000001187	ENSSMAG00000000736	Scophthalmus_maximus
ENSBSLP00000024993	ENSBSLG00000012516	Betta_splendens
ENSGACP00000008242	ENSGACG00000006227	Gasterosteus_aculeatus
ENSAOCP00000013005	ENSAOCG00000017601	Amphiprion_ocellaris
ENSAPEP00000033203	ENSAPEG00000023533	Amphiprion_percula
ENSAPOP00000020885	ENSAPOG00000024516	Acanthochromis_polyacanthus
ENSSPAP00000020807	ENSSPAG00000015675	Stegastes_partitus
ENSPRNP00000020343	ENSPRNG00000010627	Parambassis_ranga
ENSMZEP00005008881	ENSMZEG00005006701	Maylandia_zebra
ENSACLP00000013231	ENSACLG00000009035	Astatotilapia_calliptera
ENSHBUP00000002424	ENSHBUG00000003631	Haplochromis_burtoni
ENSPNYP00000002629	ENSPNYG00000001973	Pundamilia_nyererei
ENSNBRP00000020791	ENSNBRG00000015921	Neolamprologus_brichardi
ENSONIP00000010064	ENSONIG00000007992	Oreochromis_niloticus
ENSACIP00000020129	ENSACIG00000015573	Amphilophus_citrinellus
ENSXMAP00000029416	ENSXMAG00000012276	Xiphophorus_maculatus
ENSXCOP00000002218	ENSXCOG00000001759	Xiphophorus_couchianus
ENSGAFP00000021051	ENSGAFG00000014189	Gambusia_affinis
ENSPFOP00000008890	ENSPFOG00000008902	Poecilia_formosa
ENSPLAP00000007375	ENSPLAG00000009801	Poecilia_latipinna
ENSPFOP00000008831	ENSPFOG00000008643	Poecilia_formosa
ENSPMEP00000034174	ENSPMEG00000000793	Poecilia_mexicana
ENSPREP00000009331	ENSPREG00000006302	Poecilia_reticulata
ENSFHEP00000021394	ENSFHEG00000001106	Fundulus_heteroclitus
ENSCVAP00000023351	ENSCVAG00000006854	Cyprinodon_variegatus
ENSKMAP00000004372	ENSKMAG00000003354	Kryptolebias_marmoratus
ENSORLP00015032772	ENSORLG00015017823	Oryzias_latipes_ASM223469v1
ENSORLP00000027273	ENSORLG00000014038	Oryzias_latipes_ASM223467v1
ENSGWIP00000024168	ENSGWIG00000012842	Gouania_willdenowi
ENSHCOP00000023809	ENSHCOG00000012663	Hippocampus_comes
ENSMAMP00000003660	ENSMAMG00000002443	Mastacembelus_armatus
ENSMALP00000026306	ENSMALG00000018261	Monopterus_albus
ENSATEP00000033343	ENSATEG00000022980	Anabas_testudineus
ENSSDUP00000016565	ENSSDUG00000012068	Seriola_dumerili
ENSSLDP00000025561	ENSSLDG00000019688	Seriola_lalandi_dorsalis
ENSLCAP00010014956	ENSLCAG00010007086	Lates_calcarifer
ENSLCRP00005031898	ENSLCRG00005012652	Larimichthys_crocea
ENSLBEP00000024889	ENSLBEG00000018961	Labrus_bergylta
ENSCGOP00000007475	ENSCGOG00000003285	Cottoperca_gobio
ENSCSEP00000004271	ENSCSEG00000002764	Cynoglossus_semilaevis
ENSPMGP00000007780	ENSPMGG00000006454	Periophthalmus_magnuspinnatus
ENSGMOP00000019659	ENSGMOG00000018257	Gadus_morhua
ENSHHUP00000059281	ENSHHUG00000035160	Hucho_hucho
ENSHHUP00000070435	ENSHHUG00000041310	Hucho_hucho
ENSELUP00000032218	ENSELUG00000010126	Esox_lucius
ENSSFOP00015009027	ENSSFOG00015005886	Scleropages_formosus
ENSPKIP00000025739	ENSPKIG00000008498	Paramormyrops_kingsleyae
ENSDARP00000090668	ENSDARG00000061551	Danio_rerio
ENSLOCP00000008234	ENSLOCG00000006811	Lepisosteus_oculatus
ENSECRP00000013771	ENSECRG00000009169	Erpetoichthys_calabaricus
ENSCMIP00000025924	ENSCMIG00000011370	Callorhinchus_milii
