ENSAOWP00000010232	ENSAOWG00000007047	Apteryx_owenii	ENSAOWT00000011628
ENSARWP00000018806	ENSARWG00000012934	Apteryx_rowi	ENSARWT00000021375
ENSAHAP00000005236	ENSAHAG00000004026	Apteryx_haastii	ENSAHAT00000005878
ENSDNVP00000010225	ENSDNVG00000007226	Dromaius_novaehollandiae	ENSDNVT00000012300
ENSNPEP00000007623	ENSNPEG00000005710	Nothoprocta_perdicaria
ENSSTOP00000016313	ENSSTOG00000027346	Ictidomys_tridecemlineatus
ENSUPAP00010009277	ENSUPAG00010007503	Urocitellus_parryii
ENSOCUP00000007725	ENSOCUG00000008945	Oryctolagus_cuniculus
ENSOCUP00000031387	ENSOCUG00000000065	Oryctolagus_cuniculus
ENSTBEP00000002672	ENSTBEG00000003103	Tupaia_belangeri
ENSEEUP00000011923	ENSEEUG00000013066	Erinaceus_europaeus
ENSLAFP00000010246	ENSLAFG00000012262	Loxodonta_africana
ENSPCAP00000006362	ENSPCAG00000006816	Procavia_capensis
ENSETEP00000001145	ENSETEG00000001421	Echinops_telfairi
ENSETEP00000000538	ENSETEG00000000674	Echinops_telfairi
ENSXETP00000045620	ENSXETG00000020215	Xenopus_tropicalis
ENSLACP00000007040	ENSLACG00000006247	Latimeria_chalumnae
ENSPKIP00000029433	ENSPKIG00000010682	Paramormyrops_kingsleyae
ENSSFOP00015001224	ENSSFOG00015000890	Scleropages_formosus
ENSAMXP00005052555	ENSAMXG00005023651	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000034417	ENSAMXG00000038556	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000013098	ENSPNAG00000018938	Pygocentrus_nattereri
ENSEEEP00000018303	ENSEEEG00000008992	Electrophorus_electricus
ENSIPUP00000006018	ENSIPUG00000004193	Ictalurus_punctatus
ENSDARP00000017212	ENSDARG00000020895	Danio_rerio
ENSDCDP00000016533	ENSDCDG00000013520	Denticeps_clupeoides
ENSMALP00000029274	ENSMALG00000020258	Monopterus_albus
ENSMAMP00000000585	ENSMAMG00000000427	Mastacembelus_armatus
ENSATEP00000002099	ENSATEG00000001496	Anabas_testudineus
ENSBSLP00000057154	ENSBSLG00000026599	Betta_splendens
ENSSDUP00000019318	ENSSDUG00000014089	Seriola_dumerili
ENSSLDP00000020220	ENSSLDG00000015780	Seriola_lalandi_dorsalis
ENSLCAP00010045224	ENSLCAG00010021020	Lates_calcarifer
ENSSMAP00000027310	ENSSMAG00000016705	Scophthalmus_maximus
ENSCSEP00000021156	ENSCSEG00000013513	Cynoglossus_semilaevis
ENSAOCP00000005671	ENSAOCG00000009201	Amphiprion_ocellaris
ENSAPEP00000034417	ENSAPEG00000024448	Amphiprion_percula
ENSAPOP00000003480	ENSAPOG00000005002	Acanthochromis_polyacanthus
ENSSPAP00000000179	ENSSPAG00000000129	Stegastes_partitus
ENSPRNP00000047942	ENSPRNG00000022988	Parambassis_ranga
ENSHBUP00000010139	ENSHBUG00000011684	Haplochromis_burtoni
ENSACLP00000019677	ENSACLG00000013385	Astatotilapia_calliptera
ENSMZEP00005026857	ENSMZEG00005020034	Maylandia_zebra
ENSMZEP00005017628	ENSMZEG00005013264	Maylandia_zebra
ENSPNYP00000021085	ENSPNYG00000015954	Pundamilia_nyererei
ENSNBRP00000011860	ENSNBRG00000009227	Neolamprologus_brichardi
ENSONIP00000011601	ENSONIG00000009222	Oreochromis_niloticus
ENSACIP00000005445	ENSACIG00000004293	Amphilophus_citrinellus
ENSPMEP00000005347	ENSPMEG00000006703	Poecilia_mexicana
ENSPFOP00000004625	ENSPFOG00000004771	Poecilia_formosa
ENSPLAP00000029087	ENSPLAG00000019008	Poecilia_latipinna
ENSPREP00000023688	ENSPREG00000015986	Poecilia_reticulata
ENSXCOP00000021970	ENSXCOG00000016414	Xiphophorus_couchianus
ENSXMAP00000033703	ENSXMAG00000021062	Xiphophorus_maculatus
ENSGAFP00000002536	ENSGAFG00000001752	Gambusia_affinis
ENSFHEP00000014382	ENSFHEG00000015923	Fundulus_heteroclitus
ENSCVAP00000007066	ENSCVAG00000008684	Cyprinodon_variegatus
ENSORLP00020004684	ENSORLG00020005479	Oryzias_latipes_ASM223471v1
ENSORLP00000041901	ENSORLG00000030377	Oryzias_latipes_ASM223467v1
ENSORLP00015004482	ENSORLG00015005240	Oryzias_latipes_ASM223469v1
ENSOMEP00000009644	ENSOMEG00000010874	Oryzias_melastigma
ENSLCRP00005020937	ENSLCRG00005008520	Larimichthys_crocea
ENSLBEP00000020447	ENSLBEG00000015740	Labrus_bergylta
ENSCGOP00000025729	ENSCGOG00000012140	Cottoperca_gobio
ENSGACP00000022597	ENSGACG00000017104	Gasterosteus_aculeatus
ENSTRUP00000057102	ENSTRUG00000024576	Takifugu_rubripes
ENSTNIP00000021819	ENSTNIG00000018644	Tetraodon_nigroviridis
ENSMMOP00000012851	ENSMMOG00000009877	Mola_mola
ENSHCOP00000015092	ENSHCOG00000018624	Hippocampus_comes
ENSPMGP00000003723	ENSPMGG00000003204	Periophthalmus_magnuspinnatus
ENSGMOP00000018326	ENSGMOG00000017061	Gadus_morhua
ENSELUP00000031296	ENSELUG00000008792	Esox_lucius
ENSHHUP00000063630	ENSHHUG00000037583	Hucho_hucho
ENSLOCP00000013715	ENSLOCG00000011163	Lepisosteus_oculatus
ENSECRP00000005980	ENSECRG00000003996	Erpetoichthys_calabaricus
ENSCMIP00000042501	ENSCMIG00000017675	Callorhinchus_milii
ENSPMAP00000003896	ENSPMAG00000003584	Petromyzon_marinus
ENSCINP00000023170	ENSCING00000012405	Ciona_intestinalis
F57B10.11.1	WBGene00000236	Caenorhabditis_elegans_strain_N2
