ENSCHOP00000005935	ENSCHOG00000006706	Choloepus_hoffmanni
ENSECAP00000019005	ENSECAG00000021583	Equus_caballus
ENSHGLP00100022369	ENSHGLG00100016452	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011513	ENSHGLG00000008255	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010568	ENSFDAG00000018290	Fukomys_damarensis
ENSCLAP00000017167	ENSCLAG00000011784	Chinchilla_lanigera
ENSODEP00000014650	ENSODEG00000010832	Octodon_degus
ENSCPOP00000024249	ENSCPOG00000035527	Cavia_porcellus
ENSCAPP00000000720	ENSCAPG00000000861	Cavia_aperea
ENSSTOP00000016598	ENSSTOG00000022103	Ictidomys_tridecemlineatus
ENSSDAP00000005292	ENSSDAG00000004917	Spermophilus_dauricus
ENSUPAP00010010891	ENSUPAG00010008800	Urocitellus_parryii
ENSMMMP00000014212	ENSMMMG00000012662	Marmota_marmota_marmota
ENSMUSP00000061597	ENSMUSG00000048096	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0021084	MGP_SPRETEiJ_G0015444	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019737	ENSMSIG00000016771	Mus_spicilegus
MGP_CAROLIEiJ_P0020033	MGP_CAROLIEiJ_G0014637	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0075325	MGP_PahariEiJ_G0027873	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071399	ENSRNOG00000051548	Rattus_norvegicus
ENSMUGP00000009064	ENSMUGG00000008119	Meriones_unguiculatus
ENSMOCP00000026009	ENSMOCG00000021948	Microtus_ochrogaster
ENSPEMP00000016867	ENSPEMG00000015971	Peromyscus_maniculatus_bairdii
ENSCGRP00001011687	ENSCGRG00001013273	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032754	ENSCGRG00015024702	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012112	ENSCGRG00000008820	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000007688	ENSMAUG00000009299	Mesocricetus_auratus
ENSNGAP00000003756	ENSNGAG00000004559	Nannospalax_galili
ENSJJAP00000012838	ENSJJAG00000015762	Jaculus_jaculus
ENSDORP00000012662	ENSDORG00000013465	Dipodomys_ordii
ENSVURP00010004318	ENSVURG00010003452	Vombatus_ursinus
ENSPCIP00000046699	ENSPCIG00000025393	Phascolarctos_cinereus
ENSMEUP00000002477	ENSMEUG00000002711	Notamacropus_eugenii
ENSSHAP00000012641	ENSSHAG00000010819	Sarcophilus_harrisii
ENSMODP00000041935	ENSMODG00000000505	Monodelphis_domestica
ENSSARP00000007973	ENSSARG00000008813	Sorex_araneus
ENSPVAP00000015292	ENSPVAG00000016206	Pteropus_vampyrus
ENSEEUP00000007483	ENSEEUG00000008218	Erinaceus_europaeus
ENSCAFP00020020446	ENSCAFG00020016200	Canis_lupus_dingo
ENSVVUP00000008424	ENSVVUG00000006318	Vulpes_vulpes
ENSBIXP00000030687	ENSBIXG00000012746	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015409	ENSBIXG00005019224	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000028746	ENSBTAG00000021576	Bos_taurus
ENSBBBP00000017048	ENSBBBG00000009259	Bison_bison_bison
ENSBMUP00000024375	ENSBMUG00000018309	Bos_mutus
ENSCHIP00000003227	ENSCHIG00000007211	Capra_hircus
ENSOARP00000000098	ENSOARG00000000119	Ovis_aries
ENSTTRP00000005646	ENSTTRG00000005971	Tursiops_truncatus
ENSSSCP00000036833	ENSSSCG00000031201	Sus_scrofa_strain_reference
ENSOCUP00000027533	ENSOCUG00000007492	Oryctolagus_cuniculus
ENSOPRP00000007140	ENSOPRG00000007799	Ochotona_princeps
ENSETEP00000005141	ENSETEG00000006335	Echinops_telfairi
ENSOANP00000014884	ENSOANG00000009361	Ornithorhynchus_anatinus
ENSDNVP00000000434	ENSDNVG00000000332	Dromaius_novaehollandiae
ENSAOWP00000016517	ENSAOWG00000011249	Apteryx_owenii
ENSZALP00000018671	ENSZALG00000014906	Zonotrichia_albicollis
ENSJHYP00000014659	ENSJHYG00000011348	Junco_hyemalis
ENSSCAP00000009398	ENSSCAG00000007161	Serinus_canaria
ENSPMJP00000005265	ENSPMJG00000004582	Parus_major
ENSCCEP00000023727	ENSCCEG00000021174	Cyanistes_caeruleus
ENSFALP00000002493	ENSFALG00000002397	Ficedula_albicollis
ENSLSDP00000015099	ENSLSDG00000010883	Lonchura_striata_domestica
ENSMVIP00005016963	ENSMVIG00005012142	Manacus_vitellinus
ENSLCOP00000021049	ENSLCOG00000014900	Lepidothrix_coronata
ENSCPGP00000010190	ENSCPGG00000007257	Calidris_pygmaea
ENSCPUP00000021550	ENSCPUG00000014693	Calidris_pugnax
ENSMUNP00000005001	ENSMUNG00000004153	Melopsittacus_undulatus
ENSGALP00000041357	ENSGALG00000028721	Gallus_gallus
ENSCJPP00005010412	ENSCJPG00005009065	Coturnix_japonica
ENSMGAP00000005307	ENSMGAG00000005415	Meleagris_gallopavo
ENSNMEP00000009289	ENSNMEG00000009027	Numida_meleagris
ENSABRP00000012295	ENSABRG00000011029	Anser_brachyrhynchus
ENSARWP00000008947	ENSARWG00000006255	Apteryx_rowi
ENSAHAP00000010806	ENSAHAG00000007819	Apteryx_haastii
ENSAPLP00000016014	ENSAPLG00000016125	Anas_platyrhynchos_platyrhynchos
ENSCABP00000028173	ENSCABG00000020702	Chelonoidis_abingdonii
ENSGAGP00000001494	ENSGAGG00000001204	Gopherus_agassizii
ENSCPBP00000017162	ENSCPBG00000012608	Chrysemys_picta_bellii
ENSPSIP00000015440	ENSPSIG00000013772	Pelodiscus_sinensis
ENSCPRP00005009217	ENSCPRG00005006546	Crocodylus_porosus
ENSACAP00000004892	ENSACAG00000005019	Anolis_carolinensis
ENSPVIP00000009332	ENSPVIG00000007441	Pogona_vitticeps
ENSNSUP00000003505	ENSNSUG00000002844	Notechis_scutatus
ENSSPUP00000010039	ENSSPUG00000007766	Sphenodon_punctatus
ENSXETP00000025495	ENSXETG00000003705	Xenopus_tropicalis
ENSLACP00000013084	ENSLACG00000011525	Latimeria_chalumnae
ENSDCDP00000044927	ENSDCDG00000028438	Denticeps_clupeoides	ENSDCDT00000056219
ENSCHAP00000006856	ENSCHAG00000004275	Clupea_harengus	ENSCHAT00000007751
ENSIPUP00000007357	ENSIPUG00000005077	Ictalurus_punctatus
ENSEEEP00000004052	ENSEEEG00000002163	Electrophorus_electricus
ENSAMXP00000039770	ENSAMXG00000037455	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000035445
ENSAMXP00005002145	ENSAMXG00005001164	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005002630	ENSAMXG00005001539	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000012502	ENSPNAG00000018254	Pygocentrus_nattereri
ENSDARP00000073006	ENSDARG00000056111	Danio_rerio
ENSHHUP00000014931	ENSHHUG00000009257	Hucho_hucho
ENSHHUP00000050413	ENSHHUG00000030429	Hucho_hucho
ENSHHUP00000050421	ENSHHUG00000030433	Hucho_hucho
ENSELUP00000024874	ENSELUG00000023673	Esox_lucius
ENSPKIP00000002319	ENSPKIG00000020255	Paramormyrops_kingsleyae
ENSDCDP00000021416	ENSDCDG00000016777	Denticeps_clupeoides
ENSCHAP00000040418	ENSCHAG00000018881	Clupea_harengus
ENSAMXP00005049659	ENSAMXG00005022601	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025435	ENSAMXG00000024729	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009493	ENSPNAG00000014980	Pygocentrus_nattereri
ENSIPUP00000021926	ENSIPUG00000014866	Ictalurus_punctatus
ENSEEEP00000019554	ENSEEEG00000009586	Electrophorus_electricus
ENSDARP00000104330	ENSDARG00000077261	Danio_rerio
ENSATEP00000036441	ENSATEG00000025040	Anabas_testudineus
ENSBSLP00000055227	ENSBSLG00000025851	Betta_splendens
ENSGWIP00000053080	ENSGWIG00000025557	Gouania_willdenowi
ENSGACP00000008226	ENSGACG00000006223	Gasterosteus_aculeatus
ENSPMGP00000010316	ENSPMGG00000008549	Periophthalmus_magnuspinnatus
ENSSDUP00000027270	ENSSDUG00000019745	Seriola_dumerili
ENSSLDP00000021940	ENSSLDG00000017136	Seriola_lalandi_dorsalis
ENSSMAP00000019001	ENSSMAG00000011649	Scophthalmus_maximus
ENSLCAP00010007008	ENSLCAG00010003452	Lates_calcarifer
ENSMALP00000015371	ENSMALG00000010798	Monopterus_albus
ENSMAMP00000012925	ENSMAMG00000008764	Mastacembelus_armatus
ENSCGOP00000033079	ENSCGOG00000015366	Cottoperca_gobio
ENSLCRP00005057328	ENSLCRG00005021298	Larimichthys_crocea
ENSTRUP00000032616	ENSTRUG00000012878	Takifugu_rubripes
ENSTNIP00000009842	ENSTNIG00000007042	Tetraodon_nigroviridis
ENSLBEP00000016003	ENSLBEG00000012408	Labrus_bergylta
ENSPFOP00000003868	ENSPFOG00000004029	Poecilia_formosa
ENSPLAP00000010037	ENSPLAG00000012883	Poecilia_latipinna
ENSPMEP00000033141	ENSPMEG00000021465	Poecilia_mexicana
ENSPREP00000013373	ENSPREG00000009093	Poecilia_reticulata
ENSXMAP00000006023	ENSXMAG00000006007	Xiphophorus_maculatus
ENSXCOP00000018450	ENSXCOG00000013889	Xiphophorus_couchianus
ENSGAFP00000020926	ENSGAFG00000014106	Gambusia_affinis
ENSFHEP00000014976	ENSFHEG00000016560	Fundulus_heteroclitus
ENSCVAP00000007062	ENSCVAG00000008675	Cyprinodon_variegatus
ENSKMAP00000018033	ENSKMAG00000013439	Kryptolebias_marmoratus
ENSMZEP00005007268	ENSMZEG00005005597	Maylandia_zebra
ENSACLP00000029340	ENSACLG00000019895	Astatotilapia_calliptera
ENSHBUP00000026248	ENSHBUG00000000221	Haplochromis_burtoni
ENSPNYP00000017343	ENSPNYG00000013146	Pundamilia_nyererei
ENSNBRP00000007319	ENSNBRG00000005705	Neolamprologus_brichardi
ENSONIP00000014474	ENSONIG00000011499	Oreochromis_niloticus
ENSACIP00000020338	ENSACIG00000015796	Amphilophus_citrinellus
ENSAOCP00000003577	ENSAOCG00000006878	Amphiprion_ocellaris
ENSAPEP00000013742	ENSAPEG00000009800	Amphiprion_percula
ENSAPOP00000017671	ENSAPOG00000020896	Acanthochromis_polyacanthus
ENSSPAP00000020044	ENSSPAG00000015118	Stegastes_partitus
ENSPRNP00000001022	ENSPRNG00000000728	Parambassis_ranga
ENSORLP00015011355	ENSORLG00015012152	Oryzias_latipes_ASM223469v1
ENSORLP00000037974	ENSORLG00000005777	Oryzias_latipes_ASM223467v1
ENSORLP00020031407	ENSORLG00020016421	Oryzias_latipes_ASM223471v1
ENSOMEP00000015846	ENSOMEG00000017498	Oryzias_melastigma
ENSHCOP00000028305	ENSHCOG00000020858	Hippocampus_comes
ENSHHUP00000055528	ENSHHUG00000033205	Hucho_hucho
ENSHHUP00000062962	ENSHHUG00000037205	Hucho_hucho
ENSELUP00000023267	ENSELUG00000022143	Esox_lucius
ENSSFOP00015028820	ENSSFOG00015018515	Scleropages_formosus
ENSPKIP00000040134	ENSPKIG00000017225	Paramormyrops_kingsleyae
ENSLOCP00000012341	ENSLOCG00000010089	Lepisosteus_oculatus
ENSECRP00000008875	ENSECRG00000005963	Erpetoichthys_calabaricus
ENSONIP00000014828	ENSONIG00000011778	Oreochromis_niloticus
ENSACIP00000022393	ENSACIG00000017295	Amphilophus_citrinellus
ENSCGOP00000018856	ENSCGOG00000009020	Cottoperca_gobio
ENSBSLP00000028084	ENSBSLG00000013985	Betta_splendens
ENSPNAP00000010600	ENSPNAG00000016152	Pygocentrus_nattereri
ENSCMIP00000002581	ENSCMIG00000001528	Callorhinchus_milii
