FBpp0309857	FBgn0031832	Drosophila_melanogaster	FBtr0343162
ZK858.7.1	WBGene00014120	Caenorhabditis_elegans_strain_N2	ZK858.7.1
ENSPCIP00000001917	ENSPCIG00000001546	Phascolarctos_cinereus
ENSPCOP00000017768	ENSPCOG00000020723	Propithecus_coquereli
ENSMICP00000010581	ENSMICG00000011626	Microcebus_murinus
ENSPSMP00000014511	ENSPSMG00000010392	Prolemur_simus
ENSOGAP00000011605	ENSOGAG00000012950	Otolemur_garnettii
ENSTBEP00000014189	ENSTBEG00000016317	Tupaia_belangeri
ENSBIXP00000014964	ENSBIXG00000019575	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005008879	ENSBIXG00005013902	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001734	ENSBTAG00000001314	Bos_taurus
ENSBMUP00000020935	ENSBMUG00000015770	Bos_mutus
ENSBBBP00000025074	ENSBBBG00000005465	Bison_bison_bison
ENSCHIP00000006533	ENSCHIG00000010338	Capra_hircus
ENSOARP00000019314	ENSOARG00000017993	Ovis_aries
ENSTTRP00000012224	ENSTTRG00000012889	Tursiops_truncatus
ENSSSCP00000007508	ENSSSCG00000007046	Sus_scrofa_strain_reference
ENSVPAP00000002191	ENSVPAG00000002371	Vicugna_pacos
ENSEASP00005001956	ENSEASG00005001411	Equus_asinus_asinus
ENSECAP00000021455	ENSECAG00000023914	Equus_caballus
ENSNVIP00000024219	ENSNVIG00000018778	Neovison_vison
ENSMPUP00000006263	ENSMPUG00000006317	Mustela_putorius_furo
ENSUMAP00000006363	ENSUMAG00000004999	Ursus_maritimus
ENSUAMP00000010553	ENSUAMG00000008674	Ursus_americanus
ENSAMEP00000011206	ENSAMEG00000010635	Ailuropoda_melanoleuca
ENSCAFP00020000768	ENSCAFG00020000777	Canis_lupus_dingo
ENSCAFP00000008954	ENSCAFG00000005969	Canis_lupus_familiaris
ENSVVUP00000032177	ENSVVUG00000023370	Vulpes_vulpes
ENSPPRP00000004270	ENSPPRG00000000424	Panthera_pardus
ENSPTIP00000009609	ENSPTIG00000010629	Panthera_tigris_altaica
ENSFCAP00000002857	ENSFCAG00000003102	Felis_catus
ENSPVAP00000007116	ENSPVAG00000007539	Pteropus_vampyrus
ENSMLUP00000005929	ENSMLUG00000006491	Myotis_lucifugus
ENSEEUP00000006063	ENSEEUG00000006635	Erinaceus_europaeus
ENSSARP00000004973	ENSSARG00000005487	Sorex_araneus
ENSCHOP00000011118	ENSCHOG00000012537	Choloepus_hoffmanni
ENSDNOP00000009916	ENSDNOG00000012785	Dasypus_novemcinctus
ENSOANP00000013352	ENSOANG00000008403	Ornithorhynchus_anatinus
ENSOANP00000005138	ENSOANG00000003241	Ornithorhynchus_anatinus
ENSSPUP00000008701	ENSSPUG00000006759	Sphenodon_punctatus
ENSSPUP00000008709	ENSSPUG00000006774	Sphenodon_punctatus
ENSPVIP00000023314	ENSPVIG00000017620	Pogona_vitticeps
ENSACAP00000000548	ENSACAG00000000575	Anolis_carolinensis
ENSNSUP00000026969	ENSNSUG00000019335	Notechis_scutatus
ENSSMRP00000029534	ENSSMRG00000022699	Salvator_merianae
ENSAOWP00000011084	ENSAOWG00000007586	Apteryx_owenii
ENSAHAP00000016829	ENSAHAG00000011956	Apteryx_haastii
ENSARWP00000008638	ENSARWG00000006052	Apteryx_rowi
ENSDNVP00000021456	ENSDNVG00000015017	Dromaius_novaehollandiae
ENSNPEP00000021658	ENSNPEG00000016071	Nothoprocta_perdicaria
ENSAPLP00000007400	ENSAPLG00000007761	Anas_platyrhynchos_platyrhynchos
ENSABRP00000008041	ENSABRG00000007269	Anser_brachyrhynchus
ENSMGAP00000007832	ENSMGAG00000007678	Meleagris_gallopavo
ENSGALP00000014919	ENSGALG00000009169	Gallus_gallus
ENSCJPP00005006449	ENSCJPG00005005974	Coturnix_japonica
ENSNMEP00000014752	ENSNMEG00000013163	Numida_meleagris
ENSCPGP00000000826	ENSCPGG00000000644	Calidris_pygmaea
ENSCPUP00000003856	ENSCPUG00000002949	Calidris_pugnax
ENSMUNP00000008568	ENSMUNG00000006784	Melopsittacus_undulatus
ENSLCOP00000018966	ENSLCOG00000013412	Lepidothrix_coronata
ENSMVIP00005026569	ENSMVIG00005018529	Manacus_vitellinus
ENSLSDP00000008884	ENSLSDG00000006646	Lonchura_striata_domestica
ENSTGUP00000002269	ENSTGUG00000002195	Taeniopygia_guttata
ENSSCAP00000000713	ENSSCAG00000000543	Serinus_canaria
ENSCCEP00000007213	ENSCCEG00000007601	Cyanistes_caeruleus
ENSPMJP00000003235	ENSPMJG00000002846	Parus_major
ENSFALP00000014169	ENSFALG00000013575	Ficedula_albicollis
ENSJHYP00000002014	ENSJHYG00000001424	Junco_hyemalis
ENSZALP00000015041	ENSZALG00000012376	Zonotrichia_albicollis
ENSCPRP00005016410	ENSCPRG00005011446	Crocodylus_porosus
ENSCABP00000000919	ENSCABG00000000781	Chelonoidis_abingdonii
ENSGAGP00000010890	ENSGAGG00000008464	Gopherus_agassizii
ENSCPBP00000033471	ENSCPBG00000023406	Chrysemys_picta_bellii
ENSPSIP00000019192	ENSPSIG00000017048	Pelodiscus_sinensis
ENSXETP00000023221	ENSXETG00000005144	Xenopus_tropicalis
ENSLACP00000018718	ENSLACG00000016478	Latimeria_chalumnae
ENSSFOP00015013126	ENSSFOG00015008429	Scleropages_formosus
ENSPKIP00000017589	ENSPKIG00000003441	Paramormyrops_kingsleyae
ENSCHAP00000008246	ENSCHAG00000004981	Clupea_harengus
ENSCHAP00000008313	ENSCHAG00000005057	Clupea_harengus
ENSDCDP00000052106	ENSDCDG00000031507	Denticeps_clupeoides
ENSAMXP00000017617	ENSAMXG00000017116	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005037502	ENSAMXG00005017749	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013420	ENSPNAG00000019279	Pygocentrus_nattereri
ENSIPUP00000028588	ENSIPUG00000019365	Ictalurus_punctatus
ENSEEEP00000025713	ENSEEEG00000012462	Electrophorus_electricus
ENSDARP00000062091	ENSDARG00000042344	Danio_rerio
ENSTNIP00000013644	ENSTNIG00000010726	Tetraodon_nigroviridis
ENSTNIP00000009578	ENSTNIG00000006791	Tetraodon_nigroviridis
ENSTRUP00000017583	ENSTRUG00000007153	Takifugu_rubripes
ENSMMOP00000005606	ENSMMOG00000004412	Mola_mola
ENSCSEP00000003399	ENSCSEG00000002228	Cynoglossus_semilaevis
ENSLCRP00005011687	ENSLCRG00005005255	Larimichthys_crocea
ENSLBEP00000034079	ENSLBEG00000025654	Labrus_bergylta
ENSCGOP00000022608	ENSCGOG00000010725	Cottoperca_gobio
ENSGACP00000016486	ENSGACG00000012471	Gasterosteus_aculeatus
ENSSLDP00000002722	ENSSLDG00000002180	Seriola_lalandi_dorsalis
ENSSDUP00000011374	ENSSDUG00000008294	Seriola_dumerili
ENSLCAP00010030887	ENSLCAG00010014504	Lates_calcarifer
ENSMAMP00000017871	ENSMAMG00000012101	Mastacembelus_armatus
ENSMALP00000026113	ENSMALG00000018140	Monopterus_albus
ENSATEP00000026724	ENSATEG00000018498	Anabas_testudineus
ENSBSLP00000022594	ENSBSLG00000011422	Betta_splendens
ENSAPEP00000024366	ENSAPEG00000017334	Amphiprion_percula
ENSAOCP00000019092	ENSAOCG00000024322	Amphiprion_ocellaris
ENSAPOP00000006194	ENSAPOG00000008036	Acanthochromis_polyacanthus
ENSSPAP00000015422	ENSSPAG00000011628	Stegastes_partitus
ENSPRNP00000045747	ENSPRNG00000022133	Parambassis_ranga
ENSPRNP00000045957	ENSPRNG00000022209	Parambassis_ranga
ENSGWIP00000053518	ENSGWIG00000025718	Gouania_willdenowi
ENSPMEP00000012667	ENSPMEG00000014875	Poecilia_mexicana
ENSPLAP00000003623	ENSPLAG00000005143	Poecilia_latipinna
ENSPFOP00000003026	ENSPFOG00000003037	Poecilia_formosa
ENSPREP00000024084	ENSPREG00000016227	Poecilia_reticulata
ENSXMAP00000008611	ENSXMAG00000008592	Xiphophorus_maculatus
ENSXCOP00000010229	ENSXCOG00000007761	Xiphophorus_couchianus
ENSGAFP00000012751	ENSGAFG00000008618	Gambusia_affinis
ENSFHEP00000018149	ENSFHEG00000019957	Fundulus_heteroclitus
ENSCVAP00000027117	ENSCVAG00000000341	Cyprinodon_variegatus
ENSKMAP00000001630	ENSKMAG00000001295	Kryptolebias_marmoratus
ENSORLP00020021603	ENSORLG00020001466	Oryzias_latipes_ASM223471v1
ENSORLP00015031345	ENSORLG00015015552	Oryzias_latipes_ASM223469v1
ENSORLP00000012373	ENSORLG00000009862	Oryzias_latipes_ASM223467v1
ENSOMEP00000018174	ENSOMEG00000019874	Oryzias_melastigma
ENSMZEP00005014297	ENSMZEG00005010771	Maylandia_zebra
ENSACLP00000038555	ENSACLG00000026034	Astatotilapia_calliptera
ENSHBUP00000014777	ENSHBUG00000016631	Haplochromis_burtoni
ENSPNYP00000001151	ENSPNYG00000000918	Pundamilia_nyererei
ENSONIP00000001226	ENSONIG00000000968	Oreochromis_niloticus
ENSNBRP00000026569	ENSNBRG00000020261	Neolamprologus_brichardi
ENSACIP00000005885	ENSACIG00000004608	Amphilophus_citrinellus
ENSSMAP00000008675	ENSSMAG00000005352	Scophthalmus_maximus
ENSPMGP00000026122	ENSPMGG00000021074	Periophthalmus_magnuspinnatus
ENSHCOP00000019227	ENSHCOG00000000118	Hippocampus_comes
ENSGMOP00000011834	ENSGMOG00000011059	Gadus_morhua
ENSHHUP00000002879	ENSHHUG00000001816	Hucho_hucho
ENSELUP00000034694	ENSELUG00000013378	Esox_lucius
ENSLOCP00000020320	ENSLOCG00000016451	Lepisosteus_oculatus
ENSECRP00000024754	ENSECRG00000016778	Erpetoichthys_calabaricus
ENSCMIP00000043899	ENSCMIG00000018187	Callorhinchus_milii
ENSPMAP00000009858	ENSPMAG00000008956	Petromyzon_marinus
ENSCSAVP00000002820	ENSCSAVG00000001680	Ciona_savignyi
ENSCINP00000005045	ENSCING00000002472	Ciona_intestinalis
YNL062C_mRNA	YNL062C	Saccharomyces_cerevisiae_strain_S288C
