ENSPVAP00000006089	ENSPVAG00000006445	Pteropus_vampyrus
ENSCCAP00000012718	ENSCCAG00000024154	Cebus_capucinus_imitator
ENSSBOP00000035564	ENSSBOG00000033939	Saimiri_boliviensis_boliviensis
ENSCJAP00000024217	ENSCJAG00000013186	Callithrix_jacchus
ENSANAP00000037253	ENSANAG00000036133	Aotus_nancymaae
ENSTSYP00000026168	ENSTSYG00000014546	Carlito_syrichta
ENSPSMP00000023840	ENSPSMG00000016831	Prolemur_simus
ENSMICP00000030005	ENSMICG00000011126	Microcebus_murinus
ENSPCOP00000013363	ENSPCOG00000018290	Propithecus_coquereli
ENSOGAP00000011347	ENSOGAG00000012666	Otolemur_garnettii
ENSDORP00000023246	ENSDORG00000025698	Dipodomys_ordii
ENSCCNP00000012416	ENSCCNG00000012889	Castor_canadensis
ENSMSIP00000023213	ENSMSIG00000019703	Mus_spicilegus
MGP_SPRETEiJ_P0028697	MGP_SPRETEiJ_G0017355	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000078084	ENSMUSG00000050270	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027321	MGP_CAROLIEiJ_G0016518	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034072	MGP_PahariEiJ_G0017648	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000061424	ENSRNOG00000003367	Rattus_norvegicus
ENSMUGP00000021774	ENSMUGG00000018315	Meriones_unguiculatus
ENSCGRP00001003391	ENSCGRG00001004087	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015017718	ENSCGRG00015013628	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000016483	ENSCGRG00000011969	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021957	ENSMAUG00000019535	Mesocricetus_auratus
ENSPEMP00000035522	ENSPEMG00000028162	Peromyscus_maniculatus_bairdii
ENSMOCP00000019793	ENSMOCG00000017675	Microtus_ochrogaster
ENSNGAP00000024309	ENSNGAG00000022611	Nannospalax_galili
ENSJJAP00000017630	ENSJJAG00000019130	Jaculus_jaculus
ENSHGLP00000014751	ENSHGLG00000010543	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021322	ENSFDAG00000007788	Fukomys_damarensis
ENSCLAP00000023830	ENSCLAG00000016360	Chinchilla_lanigera
ENSODEP00000001263	ENSODEG00000001002	Octodon_degus
ENSCAPP00000000340	ENSCAPG00000000281	Cavia_aperea
ENSCPOP00000027093	ENSCPOG00000030155	Cavia_porcellus
ENSSTOP00000024901	ENSSTOG00000032743	Ictidomys_tridecemlineatus
ENSUPAP00010022118	ENSUPAG00010017577	Urocitellus_parryii
ENSSDAP00000007683	ENSSDAG00000007024	Spermophilus_dauricus
ENSMMMP00000024115	ENSMMMG00000021107	Marmota_marmota_marmota
ENSOPRP00000004256	ENSOPRG00000004631	Ochotona_princeps
ENSOCUP00000010340	ENSOCUG00000012021	Oryctolagus_cuniculus
ENSDNOP00000013967	ENSDNOG00000018002	Dasypus_novemcinctus
ENSCHOP00000005620	ENSCHOG00000006351	Choloepus_hoffmanni
ENSLAFP00000007062	ENSLAFG00000008417	Loxodonta_africana
ENSPCAP00000011120	ENSPCAG00000011966	Procavia_capensis
ENSETEP00000012212	ENSETEG00000015072	Echinops_telfairi
ENSPCIP00000022432	ENSPCIG00000017016	Phascolarctos_cinereus
ENSVURP00010015253	ENSVURG00010011682	Vombatus_ursinus
ENSMEUP00000003023	ENSMEUG00000003313	Notamacropus_eugenii
ENSMODP00000032004	ENSMODG00000023868	Monodelphis_domestica
ENSOANP00000025807	ENSOANG00000020311	Ornithorhynchus_anatinus
ENSAPLP00000025490	ENSAPLG00000025111	Anas_platyrhynchos_platyrhynchos
ENSABRP00000021968	ENSABRG00000018596	Anser_brachyrhynchus
ENSNMEP00000016804	ENSNMEG00000014762	Numida_meleagris
ENSCJPP00005026068	ENSCJPG00005020346	Coturnix_japonica
ENSGALP00000069858	ENSGALG00000033996	Gallus_gallus
ENSPMJP00000025611	ENSPMJG00000018748	Parus_major
ENSLSDP00000010865	ENSLSDG00000007995	Lonchura_striata_domestica
ENSZALP00000018697	ENSZALG00000014932	Zonotrichia_albicollis
ENSFALP00000011711	ENSFALG00000011228	Ficedula_albicollis
ENSCCEP00000011133	ENSCCEG00000010948	Cyanistes_caeruleus
ENSJHYP00000016606	ENSJHYG00000012677	Junco_hyemalis
ENSSCAP00000012464	ENSSCAG00000009309	Serinus_canaria
ENSLCOP00000002670	ENSLCOG00000002055	Lepidothrix_coronata
ENSMVIP00005027184	ENSMVIG00005018951	Manacus_vitellinus
ENSMUNP00000014276	ENSMUNG00000011100	Melopsittacus_undulatus
ENSCPGP00000012796	ENSCPGG00000009096	Calidris_pygmaea
ENSCPUP00000014077	ENSCPUG00000009939	Calidris_pugnax
ENSAHAP00000025583	ENSAHAG00000017835	Apteryx_haastii
ENSAOWP00000022590	ENSAOWG00000015275	Apteryx_owenii
ENSARWP00000022478	ENSARWG00000015297	Apteryx_rowi
ENSNPEP00000019915	ENSNPEG00000014813	Nothoprocta_perdicaria
ENSDNVP00000009137	ENSDNVG00000006474	Dromaius_novaehollandiae
ENSPSIP00000015616	ENSPSIG00000013952	Pelodiscus_sinensis
ENSGAGP00000031920	ENSGAGG00000022910	Gopherus_agassizii
ENSCABP00000020390	ENSCABG00000015041	Chelonoidis_abingdonii
ENSCPBP00000040387	ENSCPBG00000027763	Chrysemys_picta_bellii
ENSCPRP00005017615	ENSCPRG00005012270	Crocodylus_porosus
ENSPVIP00000034783	ENSPVIG00000025377	Pogona_vitticeps
ENSACAP00000022659	ENSACAG00000029349	Anolis_carolinensis
ENSNSUP00000022946	ENSNSUG00000016634	Notechis_scutatus
ENSSMRP00000029334	ENSSMRG00000022557	Salvator_merianae
ENSSPUP00000007968	ENSSPUG00000006168	Sphenodon_punctatus
ENSXETP00000047383	ENSXETG00000017351	Xenopus_tropicalis
ENSEBUP00000012463	ENSEBUG00000007913	Eptatretus_burgeri
ENSCINP00000015538	ENSCING00000007587	Ciona_intestinalis
