ENSMLUP00000010592	ENSMLUG00000011622	Myotis_lucifugus
ENSCLAP00000016081	ENSCLAG00000011067	Chinchilla_lanigera
ENSDORP00000006426	ENSDORG00000006859	Dipodomys_ordii
ENSDNOP00000010260	ENSDNOG00000013229	Dasypus_novemcinctus
ENSCCNP00000014003	ENSCCNG00000014483	Castor_canadensis	ENSCCNT00000018373
ENSUAMP00000011844	ENSUAMG00000009613	Ursus_americanus
ENSBIXP00005044558	ENSBIXG00005028431	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDCDP00000000068	ENSDCDG00000000038	Denticeps_clupeoides
ENSCGRP00000003737	ENSCGRG00000002756	Cricetulus_griseus_CriGri_1.0
ENSECAP00000033856	ENSECAG00000021944	Equus_caballus
ENSBIXP00000010087	ENSBIXG00000006098	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSODEP00000006033	ENSODEG00000004531	Octodon_degus
ENSSMAP00000002431	ENSSMAG00000001511	Scophthalmus_maximus
ENSDARP00000001291	ENSDARG00000024032	Danio_rerio
ENSOGAP00000004196	ENSOGAG00000004695	Otolemur_garnettii
ENSTNIP00000007503	ENSTNIG00000004843	Tetraodon_nigroviridis
ENSMNEP00000014783	ENSMNEG00000031522	Macaca_nemestrina
ENSAMXP00005055398	ENSAMXG00005024683	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNYP00000018211	ENSPNYG00000013761	Pundamilia_nyererei
ENSPPRP00000020465	ENSPPRG00000011542	Panthera_pardus
ENSCGRP00015014811	ENSCGRG00015011369	Cricetulus_griseus_CriGri-PICR
ENSMUGP00000027356	ENSMUGG00000022756	Meriones_unguiculatus
ENSGALP00000016113	ENSGALG00000009920	Gallus_gallus
ENSPPYP00000006503	ENSPPYG00000005721	Pongo_abelii
ENSMALP00000026320	ENSMALG00000018234	Monopterus_albus
ENSCJAP00000010911	ENSCJAG00000005886	Callithrix_jacchus
ENSARWP00000022659	ENSARWG00000015444	Apteryx_rowi
ENSATEP00000022249	ENSATEG00000015389	Anabas_testudineus
ENSORLP00015019581	ENSORLG00015020693	Oryzias_latipes_ASM223469v1
ENSOANP00000022118	ENSOANG00000014025	Ornithorhynchus_anatinus
ENSLCAP00010023979	ENSLCAG00010011248	Lates_calcarifer
ENSTGUP00000012197	ENSTGUG00000011834	Taeniopygia_guttata
ENSMICP00000032952	ENSMICG00000003344	Microcebus_murinus
ENSAPEP00000018358	ENSAPEG00000013099	Amphiprion_percula
ENSCJPP00005021993	ENSCJPG00005017557	Coturnix_japonica
ENSSFOP00015022806	ENSSFOG00015014673	Scleropages_formosus
ENSETEP00000009747	ENSETEG00000012006	Echinops_telfairi
ENSECRP00000026181	ENSECRG00000017642	Erpetoichthys_calabaricus
ENSKMAP00000011731	ENSKMAG00000008818	Kryptolebias_marmoratus
ENSOMEP00000017906	ENSOMEG00000019601	Oryzias_melastigma
ENSORLP00020000498	ENSORLG00020001198	Oryzias_latipes_ASM223471v1
ENSCPOP00000029967	ENSCPOG00000015577	Cavia_porcellus
ENSPVIP00000015792	ENSPVIG00000012176	Pogona_vitticeps
ENSTSYP00000000581	ENSTSYG00000000628	Carlito_syrichta
ENSHGLP00100023501	ENSHGLG00100017262	Heterocephalus_glaber_HetGla_1.0
ENSLSDP00000000358	ENSLSDG00000000308	Lonchura_striata_domestica
ENSTBEP00000000601	ENSTBEG00000000699	Tupaia_belangeri
ENSCGRP00001008025	ENSCGRG00001010363	Cricetulus_griseus_CHOK1GS_HDv1
ENSLBEP00000026222	ENSLBEG00000019947	Labrus_bergylta
ENSPTIP00000019258	ENSPTIG00000017113	Panthera_tigris_altaica
ENSAOWP00000016347	ENSAOWG00000011138	Apteryx_owenii
ENSMVIP00005000338	ENSMVIG00005000309	Manacus_vitellinus
ENSGWIP00000051187	ENSGWIG00000024598	Gouania_willdenowi
ENSFALP00000006074	ENSFALG00000005818	Ficedula_albicollis
ENSLOCP00000011788	ENSLOCG00000009643	Lepisosteus_oculatus
ENSAPLP00000015707	ENSAPLG00000015813	Anas_platyrhynchos_platyrhynchos
ENSCAFP00020030892	ENSCAFG00020024104	Canis_lupus_dingo
ENSCAPP00000010534	ENSCAPG00000011782	Cavia_aperea
ENSPMJP00000022436	ENSPMJG00000016621	Parus_major
ENSCHIP00000003340	ENSCHIG00000007305	Capra_hircus
ENSMGAP00000013056	ENSMGAG00000012391	Meleagris_gallopavo
ENSGACP00000001667	ENSGACG00000001279	Gasterosteus_aculeatus
ENSP00000216361	ENSG00000100473	Homo_sapiens
ENSLAFP00000010320	ENSLAFG00000012342	Loxodonta_africana
MGP_SPRETEiJ_P0033728	MGP_SPRETEiJ_G0018581	Mus_spretus_strain_SPRET/EiJ
ENSUPAP00010015498	ENSUPAG00010012392	Urocitellus_parryii
ENSBSLP00000011396	ENSBSLG00000005967	Betta_splendens
ENSNMEP00000025947	ENSNMEG00000021932	Numida_meleagris
ENSZALP00000005163	ENSZALG00000004792	Zonotrichia_albicollis
ENSOARP00000005910	ENSOARG00000005504	Ovis_aries
ENSCANP00000032393	ENSCANG00000039809	Colobus_angolensis_palliatus
ENSIPUP00000025927	ENSIPUG00000017549	Ictalurus_punctatus
ENSRROP00000016933	ENSRROG00000032576	Rhinopithecus_roxellana
ENSPTRP00000078366	ENSPTRG00000006237	Pan_troglodytes
ENSNGAP00000000885	ENSNGAG00000000675	Nannospalax_galili
ENSTTRP00000004796	ENSTTRG00000005098	Tursiops_truncatus
ENSPSMP00000007861	ENSPSMG00000005691	Prolemur_simus
ENSNLEP00000035123	ENSNLEG00000015841	Nomascus_leucogenys
ENSFCAP00000010802	ENSFCAG00000011638	Felis_catus
ENSGAGP00000023520	ENSGAGG00000017241	Gopherus_agassizii
