ENSPMAP00000008758	ENSPMAG00000007953	Petromyzon_marinus
ENSNSUP00000027752	ENSNSUG00000019826	Notechis_scutatus
ENSACLP00000018449	ENSACLG00000012389	Astatotilapia_calliptera
ENSGALP00000069976	ENSGALG00000054713	Gallus_gallus
ENSTGEP00000003621	ENSTGEG00000003057	Theropithecus_gelada
ENSXCOP00000021909	ENSXCOG00000016374	Xiphophorus_couchianus
ENSMNEP00000007477	ENSMNEG00000028228	Macaca_nemestrina
ENSEASP00005028237	ENSEASG00005019166	Equus_asinus_asinus
ENSAMXP00000043161	ENSAMXG00000017631	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPMGP00000007729	ENSPMGG00000006404	Periophthalmus_magnuspinnatus
ENSMMOP00000012835	ENSMMOG00000009866	Mola_mola
ENSLCAP00010054248	ENSLCAG00010025269	Lates_calcarifer
ENSFCAP00000002371	ENSFCAG00000002573	Felis_catus
ENSOANP00000030279	ENSOANG00000030963	Ornithorhynchus_anatinus
ENSMLEP00000038425	ENSMLEG00000043249	Mandrillus_leucophaeus
ENSCANP00000002983	ENSCANG00000010368	Colobus_angolensis_palliatus
ENSORLP00020001167	ENSORLG00020001891	Oryzias_latipes_ASM223471v1
ENSVURP00010013755	ENSVURG00010010555	Vombatus_ursinus
ENSTSYP00000015161	ENSTSYG00000006024	Carlito_syrichta
ENSCINP00000031859	ENSCING00000020347	Ciona_intestinalis
ENSACIP00000008174	ENSACIG00000006325	Amphilophus_citrinellus
ENSMMUP00000041082	ENSMMUG00000020059	Macaca_mulatta
ENSMMMP00000013468	ENSMMMG00000011943	Marmota_marmota_marmota
ENSSSCP00000072178	ENSSSCG00000021106	Sus_scrofa_strain_reference
ENSTBEP00000003943	ENSTBEG00000004538	Tupaia_belangeri
ENSCCNP00000016064	ENSCCNG00000016340	Castor_canadensis	ENSCCNT00000020950
ENSOANP00000032283	ENSOANG00000029282	Ornithorhynchus_anatinus
ENSCAFP00000023153	ENSCAFG00000015744	Canis_lupus_familiaris
ENSUAMP00000034949	ENSUAMG00000026549	Ursus_americanus
ENSPMEP00000010455	ENSPMEG00000012467	Poecilia_mexicana
ENSMZEP00005035865	ENSMZEG00005026781	Maylandia_zebra
ENSSDUP00000000476	ENSSDUG00000000417	Seriola_dumerili
ENSBIXP00005030027	ENSBIXG00005010105	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAPOP00000023540	ENSAPOG00000005407	Acanthochromis_polyacanthus
ENSCATP00000008284	ENSCATG00000024072	Cercocebus_atys
ENSFDAP00000000988	ENSFDAG00000011094	Fukomys_damarensis
ENSPLAP00000029601	ENSPLAG00000019953	Poecilia_latipinna
ENSPLAP00000031130	ENSPLAG00000022877	Poecilia_latipinna
ENSORLP00015014112	ENSORLG00015015070	Oryzias_latipes_ASM223469v1
ENSMALP00000025051	ENSMALG00000017438	Monopterus_albus
ENSAMEP00000013045	ENSAMEG00000012366	Ailuropoda_melanoleuca
ENSMODP00000012546	ENSMODG00000010018	Monodelphis_domestica
ENSMAUP00000007533	ENSMAUG00000009161	Mesocricetus_auratus
ENSGACP00000000333	ENSGACG00000000262	Gasterosteus_aculeatus
ENSSPUP00000007114	ENSSPUG00000005484	Sphenodon_punctatus
ENSPSMP00000023889	ENSPSMG00000016820	Prolemur_simus
ENSLACP00000002550	ENSLACG00000002279	Latimeria_chalumnae
ENSTRUP00000034066	ENSTRUG00000013365	Takifugu_rubripes
ENSBTAP00000063992	ENSBTAG00000007788	Bos_taurus
ENSSMRP00000024882	ENSSMRG00000019236	Salvator_merianae
MGP_SPRETEiJ_P0094624	MGP_SPRETEiJ_G0034046	Mus_spretus_strain_SPRET/EiJ
ENSOANP00000002994	ENSOANG00000001888	Ornithorhynchus_anatinus
ENSSFOP00015004854	ENSSFOG00015003095	Scleropages_formosus
ENSSLDP00000014550	ENSSLDG00000011599	Seriola_lalandi_dorsalis
ENSCLAP00000003294	ENSCLAG00000002364	Chinchilla_lanigera
ENSMLUP00000008437	ENSMLUG00000009232	Myotis_lucifugus
ENSP00000365606	ENSG00000068400	Homo_sapiens
ENSCHIP00000031881	ENSCHIG00000026013	Capra_hircus
ENSMFAP00000005422	ENSMFAG00000002305	Macaca_fascicularis
ENSSBOP00000040239	ENSSBOG00000036112	Saimiri_boliviensis_boliviensis
ENSAPEP00000032424	ENSAPEG00000023013	Amphiprion_percula
ENSCGRP00015009817	ENSCGRG00015007454	Cricetulus_griseus_CriGri-PICR
ENSAOCP00000007154	ENSAOCG00000010916	Amphiprion_ocellaris
ENSHHUP00000090073	ENSHHUG00000052011	Hucho_hucho
ENSEEUP00000003800	ENSEEUG00000004129	Erinaceus_europaeus
ENSANAP00000038739	ENSANAG00000036795	Aotus_nancymaae
ENSECAP00000039034	ENSECAG00000019987	Equus_caballus
ENSPPYP00000022757	ENSPPYG00000020330	Pongo_abelii
ENSTTRP00000012969	ENSTTRG00000013654	Tursiops_truncatus
ENSNBRP00000013240	ENSNBRG00000010193	Neolamprologus_brichardi
ENSELUP00000011807	ENSELUG00000012159	Esox_lucius
ENSMGAP00000000663	ENSMGAG00000001242	Meleagris_gallopavo
ENSTNIP00000006491	ENSTNIG00000003886	Tetraodon_nigroviridis
ENSPPAP00000034961	ENSPPAG00000040230	Pan_paniscus
ENSNGAP00000000193	ENSNGAG00000000137	Nannospalax_galili
ENSNVIP00000009055	ENSNVIG00000007030	Neovison_vison
ENSCAFP00020025794	ENSCAFG00020020285	Canis_lupus_dingo
ENSPTIP00000015504	ENSPTIG00000014563	Panthera_tigris_altaica
ENSPPRP00000008792	ENSPPRG00000003589	Panthera_pardus
ENSOMEP00000021467	ENSOMEG00000023408	Oryzias_melastigma
ENSPTRP00000081139	ENSPTRG00000051549	Pan_troglodytes
ENSOCUP00000013566	ENSOCUG00000015788	Oryctolagus_cuniculus
ENSUMAP00000009516	ENSUMAG00000007168	Ursus_maritimus
ENSPCOP00000016824	ENSPCOG00000020199	Propithecus_coquereli
ENSBMUP00000006258	ENSBMUG00000004899	Bos_mutus
ENSPEMP00000009577	ENSPEMG00000010836	Peromyscus_maniculatus_bairdii
ENSPVAP00000007229	ENSPVAG00000007653	Pteropus_vampyrus
ENSPNYP00000003514	ENSPNYG00000002539	Pundamilia_nyererei
ENSPNAP00000008981	ENSPNAG00000014637	Pygocentrus_nattereri
ENSAMXP00005053697	ENSAMXG00005024005	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCABP00000019894	ENSCABG00000014673	Chelonoidis_abingdonii
ENSMPUP00000013682	ENSMPUG00000013785	Mustela_putorius_furo
