ENSTRUP00000025829	ENSTRUG00000010258	Takifugu_rubripes
ENSUAMP00000006504	ENSUAMG00000005699	Ursus_americanus
ENSPPAP00000020139	ENSPPAG00000033278	Pan_paniscus
ENSNMEP00000009596	ENSNMEG00000009244	Numida_meleagris
ENSCANP00000013811	ENSCANG00000030347	Colobus_angolensis_palliatus
ENSCSAP00000017798	ENSCSAG00000000197	Chlorocebus_sabaeus
ENSNLEP00000022118	ENSNLEG00000018211	Nomascus_leucogenys
ENSODEP00000025620	ENSODEG00000018900	Octodon_degus
ENSMUNP00000022468	ENSMUNG00000016881	Melopsittacus_undulatus
ENSGAGP00000016731	ENSGAGG00000012510	Gopherus_agassizii
ENSDORP00000018460	ENSDORG00000027239	Dipodomys_ordii
ENSCJAP00000073905	ENSCJAG00000065694	Callithrix_jacchus
ENSCSEP00000004977	ENSCSEG00000003227	Cynoglossus_semilaevis
ENSSDAP00000002652	ENSSDAG00000002558	Spermophilus_dauricus
ENSMFAP00000044727	ENSMFAG00000033960	Macaca_fascicularis
ENSPREP00000018458	ENSPREG00000012513	Poecilia_reticulata
ENSORLP00000016302	ENSORLG00000013008	Oryzias_latipes_ASM223467v1
ENSSBOP00000038130	ENSSBOG00000035142	Saimiri_boliviensis_boliviensis
MGP_SPRETEiJ_P0075660	MGP_SPRETEiJ_G0029142	Mus_spretus_strain_SPRET/EiJ
ENSMMOP00000009442	ENSMMOG00000007314	Mola_mola	ENSMMOT00000009610
ENSEEEP00000043110	ENSEEEG00000020352	Electrophorus_electricus
ENSGALP00000014321	ENSGALG00000008821	Gallus_gallus
ENSECAP00000036512	ENSECAG00000035910	Equus_caballus
ENSXCOP00000004363	ENSXCOG00000003446	Xiphophorus_couchianus
ENSUPAP00010011280	ENSUPAG00010009144	Urocitellus_parryii
ENSNLEP00000044884	ENSNLEG00000030214	Nomascus_leucogenys
ENSTSYP00000017237	ENSTSYG00000037316	Carlito_syrichta
ENSONIP00000017844	ENSONIG00000014196	Oreochromis_niloticus	ENSONIT00000017859
ENSCAFP00020027463	ENSCAFG00020021556	Canis_lupus_dingo
ENSTNIP00000001369	ENSTNIG00000001461	Tetraodon_nigroviridis
ENSMMMP00000017019	ENSMMMG00000015124	Marmota_marmota_marmota
ENSMGAP00000008620	ENSMGAG00000008411	Meleagris_gallopavo
ENSP00000417142	ENSG00000128609	Homo_sapiens
ENSOANP00000007641	ENSOANG00000004827	Ornithorhynchus_anatinus
ENSOARP00000021250	ENSOARG00000019787	Ovis_aries
ENSHHUP00000019439	ENSHHUG00000012154	Hucho_hucho
ENSJJAP00000001843	ENSJJAG00000002783	Jaculus_jaculus
ENSANAP00000014385	ENSANAG00000025103	Aotus_nancymaae
ENSGMOP00000006451	ENSGMOG00000006088	Gadus_morhua
ENSAMXP00005004080	ENSAMXG00005002518	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACIP00000010183	ENSACIG00000007912	Amphilophus_citrinellus
ENSODEP00000026876	ENSODEG00000020369	Octodon_degus
ENSMOCP00000007486	ENSMOCG00000007318	Microtus_ochrogaster
ENSCPRP00005015513	ENSCPRG00005010869	Crocodylus_porosus
ENSMODP00000048018	ENSMODG00000051554	Monodelphis_domestica
ENSCLAP00000009905	ENSCLAG00000006860	Chinchilla_lanigera
ENSECRP00000002367	ENSECRG00000001619	Erpetoichthys_calabaricus
ENSPTIP00000025465	ENSPTIG00000021225	Panthera_tigris_altaica
ENSTGEP00000023847	ENSTGEG00000019282	Theropithecus_gelada
ENSACLP00000022038	ENSACLG00000014908	Astatotilapia_calliptera	ENSACLT00000022551
ENSVVUP00000025574	ENSVVUG00000018770	Vulpes_vulpes
ENSPMAP00000007450	ENSPMAG00000006762	Petromyzon_marinus
ENSANAP00000014974	ENSANAG00000025378	Aotus_nancymaae
ENSSBOP00000028792	ENSSBOG00000030755	Saimiri_boliviensis_boliviensis
ENSMLUP00000018257	ENSMLUG00000025486	Myotis_lucifugus
ENSMLEP00000030186	ENSMLEG00000039292	Mandrillus_leucophaeus
ENSPEMP00000007424	ENSPEMG00000009370	Peromyscus_maniculatus_bairdii
ENSPPAP00000025587	ENSPPAG00000035918	Pan_paniscus
ENSHGLP00000007429	ENSHGLG00000005410	Heterocephalus_glaber_HetGla_female_1.0
ENSPCIP00000044524	ENSPCIG00000032049	Phascolarctos_cinereus
ENSHGLP00100005966	ENSHGLG00100004495	Heterocephalus_glaber_HetGla_1.0
ENSBSLP00000045714	ENSBSLG00000021804	Betta_splendens
ENSUAMP00000027773	ENSUAMG00000021469	Ursus_americanus
ENSBIXP00000043820	ENSBIXG00000027988	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHCOP00000023910	ENSHCOG00000012802	Hippocampus_comes
ENSJJAP00000003827	ENSJJAG00000007686	Jaculus_jaculus
ENSCVAP00000015417	ENSCVAG00000018210	Cyprinodon_variegatus
ENSMICP00000022749	ENSMICG00000033857	Microcebus_murinus
ENSPMEP00000011149	ENSPMEG00000013198	Poecilia_mexicana
ENSORLP00020018854	ENSORLG00020019830	Oryzias_latipes_ASM223471v1
ENSTSYP00000021388	ENSTSYG00000025516	Carlito_syrichta
ENSANAP00000002190	ENSANAG00000017435	Aotus_nancymaae
ENSMUGP00000009771	ENSMUGG00000008705	Meriones_unguiculatus
ENSOCUP00000030785	ENSOCUG00000035154	Oryctolagus_cuniculus
ENSVURP00010015244	ENSVURG00010011671	Vombatus_ursinus
ENSPPRP00000012688	ENSPPRG00000006159	Panthera_pardus
ENSCAFP00020001916	ENSCAFG00020001659	Canis_lupus_dingo
ENSZALP00000008053	ENSZALG00000007065	Zonotrichia_albicollis
ENSSBOP00000025572	ENSSBOG00000029262	Saimiri_boliviensis_boliviensis
ENSMSIP00000018137	ENSMSIG00000015461	Mus_spicilegus
ENSUMAP00000007158	ENSUMAG00000005561	Ursus_maritimus
ENSBTAP00000012287	ENSBTAG00000009334	Bos_taurus
ENSGGOP00000043400	ENSGGOG00000028149	Gorilla_gorilla
ENSLBEP00000030889	ENSLBEG00000023339	Labrus_bergylta	ENSLBET00000032306
ENSPTRP00000080333	ENSPTRG00000049036	Pan_troglodytes
ENSPCIP00000007201	ENSPCIG00000006114	Phascolarctos_cinereus
ENSMFAP00000015399	ENSMFAG00000030932	Macaca_fascicularis
ENSUMAP00000024655	ENSUMAG00000017936	Ursus_maritimus
ENSRBIP00000023424	ENSRBIG00000035639	Rhinopithecus_bieti
ENSOMEP00000013351	ENSOMEG00000014800	Oryzias_melastigma
ENSCGRP00000022914	ENSCGRG00000016598	Cricetulus_griseus_CriGri_1.0
ENSUPAP00010023612	ENSUPAG00010018712	Urocitellus_parryii
ENSNGAP00000002572	ENSNGAG00000002341	Nannospalax_galili
ENSANAP00000031074	ENSANAG00000033278	Aotus_nancymaae
ENSSBOP00000028333	ENSSBOG00000030559	Saimiri_boliviensis_boliviensis
ENSCANP00000019549	ENSCANG00000033204	Colobus_angolensis_palliatus
ENSCATP00000044943	ENSCATG00000044927	Cercocebus_atys
ENSOCUP00000030142	ENSOCUG00000030143	Oryctolagus_cuniculus
ENSCJAP00000024915	ENSCJAG00000047587	Callithrix_jacchus
ENSOCUP00000019583	ENSOCUG00000025403	Oryctolagus_cuniculus
ENSPVIP00000004453	ENSPVIG00000003623	Pogona_vitticeps
ENSBIXP00005018795	ENSBIXG00005003748	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSLDP00000017860	ENSSLDG00000014081	Seriola_lalandi_dorsalis
ENSAOCP00000009547	ENSAOCG00000013688	Amphiprion_ocellaris	ENSAOCT00000029467
ENSLAFP00000022396	ENSLAFG00000030971	Loxodonta_africana
ENSPPRP00000009699	ENSPPRG00000004067	Panthera_pardus
ENSUPAP00010021675	ENSUPAG00010017244	Urocitellus_parryii
ENSCATP00000003817	ENSCATG00000014387	Cercocebus_atys
ENSSTOP00000027995	ENSSTOG00000027404	Ictidomys_tridecemlineatus
ENSMLEP00000020114	ENSMLEG00000034267	Mandrillus_leucophaeus
ENSSFOP00015018320	ENSSFOG00015011772	Scleropages_formosus
ENSPCIP00000020285	ENSPCIG00000015441	Phascolarctos_cinereus
ENSTSYP00000023226	ENSTSYG00000036729	Carlito_syrichta
ENSMSIP00000030731	ENSMSIG00000025755	Mus_spicilegus
ENSCAPP00000017415	ENSCAPG00000017087	Cavia_aperea
ENSCJAP00000058764	ENSCJAG00000017449	Callithrix_jacchus
ENSPCOP00000011006	ENSPCOG00000016990	Propithecus_coquereli
ENSMODP00000045280	ENSMODG00000045978	Monodelphis_domestica
ENSCSAVP00000002031	ENSCSAVG00000001187	Ciona_savignyi
ENSSHAP00000010477	ENSSHAG00000009044	Sarcophilus_harrisii
ENSODEP00000004794	ENSODEG00000003641	Octodon_degus
ENSBMUP00000018051	ENSBMUG00000013653	Bos_mutus
ENSCJAP00000074099	ENSCJAG00000063508	Callithrix_jacchus
ENSOARP00000000736	ENSOARG00000000717	Ovis_aries
ENSAMXP00000003735	ENSAMXG00000003659	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSDAP00000009468	ENSSDAG00000008614	Spermophilus_dauricus
ENSCSAP00000006520	ENSCSAG00000010289	Chlorocebus_sabaeus
ENSAOWP00000000526	ENSAOWG00000000421	Apteryx_owenii
ENSDNOP00000026603	ENSDNOG00000047249	Dasypus_novemcinctus
ENSMUSP00000023851	ENSMUSG00000023089	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00001005132	ENSCGRG00001006693	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTEP00000036852	ENSPTEG00000034578	Piliocolobus_tephrosceles
ENSPNAP00000028963	ENSPNAG00000014833	Pygocentrus_nattereri
FBpp0076005	FBgn0047038	Drosophila_melanogaster
ENSKMAP00000028426	ENSKMAG00000021070	Kryptolebias_marmoratus
ENSCAFP00000049908	ENSCAFG00000045818	Canis_lupus_familiaris
ENSPSMP00000019562	ENSPSMG00000013790	Prolemur_simus
ENSLSDP00000005377	ENSLSDG00000004205	Lonchura_striata_domestica
ENSCATP00000022347	ENSCATG00000034799	Cercocebus_atys
ENSATEP00000034064	ENSATEG00000023398	Anabas_testudineus	ENSATET00000034560
ENSPNYP00000020304	ENSPNYG00000015369	Pundamilia_nyererei	ENSPNYT00000020803
ENSBIXP00005036534	ENSBIXG00005018090	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPANP00000040741	ENSPANG00000029895	Papio_anubis
ENSEASP00005013392	ENSEASG00005009337	Equus_asinus_asinus
ENSPTRP00000083278	ENSPTRG00000019637	Pan_troglodytes
ENSHBUP00000015410	ENSHBUG00000000519	Haplochromis_burtoni	ENSHBUT00000023671
C33A12.1.1	WBGene00007880	Caenorhabditis_elegans_strain_N2
ENSCCAP00000015342	ENSCCAG00000025462	Cebus_capucinus_imitator
ENSCCAP00000026002	ENSCCAG00000030799	Cebus_capucinus_imitator
ENSMNEP00000032864	ENSMNEG00000039718	Macaca_nemestrina
ENSARWP00000007653	ENSARWG00000005332	Apteryx_rowi
ENSTGUP00000018117	ENSTGUG00000018129	Taeniopygia_guttata
ENSCCAP00000000564	ENSCCAG00000003431	Cebus_capucinus_imitator
ENSCPBP00000029318	ENSCPBG00000020662	Chrysemys_picta_bellii
ENSODEP00000016130	ENSODEG00000011877	Octodon_degus
ENSPCIP00000045846	ENSPCIG00000033251	Phascolarctos_cinereus
ENSPTEP00000004282	ENSPTEG00000005042	Piliocolobus_tephrosceles
ENSPVIP00000018109	ENSPVIG00000013867	Pogona_vitticeps
ENSPCOP00000002245	ENSPCOG00000006837	Propithecus_coquereli
ENSMPUP00000006757	ENSMPUG00000006811	Mustela_putorius_furo
ENSPPYP00000020141	ENSPPYG00000017956	Pongo_abelii
ENSMAUP00000006350	ENSMAUG00000008323	Mesocricetus_auratus
ENSXETP00000052230	ENSXETG00000020803	Xenopus_tropicalis
ENSCPOP00000023782	ENSCPOG00000030629	Cavia_porcellus
ENSCJAP00000041114	ENSCJAG00000046749	Callithrix_jacchus
ENSPMJP00000013001	ENSPMJG00000009953	Parus_major
ENSPPAP00000042131	ENSPPAG00000043654	Pan_paniscus
ENSVURP00010031198	ENSVURG00010023859	Vombatus_ursinus
ENSJHYP00000019224	ENSJHYG00000014615	Junco_hyemalis
ENSANAP00000003166	ENSANAG00000019496	Aotus_nancymaae
ENSCCAP00000017151	ENSCCAG00000026397	Cebus_capucinus_imitator
ENSCHAP00000020841	ENSCHAG00000010462	Clupea_harengus
ENSCJAP00000059179	ENSCJAG00000045877	Callithrix_jacchus
ENSMVIP00005006626	ENSMVIG00005005009	Manacus_vitellinus
ENSCHIP00000013530	ENSCHIG00000014906	Capra_hircus
ENSGACP00000025441	ENSGACG00000019248	Gasterosteus_aculeatus	ENSGACT00000025491
ENSSBOP00000032664	ENSSBOG00000032510	Saimiri_boliviensis_boliviensis
ENSSCAP00000004529	ENSSCAG00000003685	Serinus_canaria
ENSCAFP00000031089	ENSCAFG00000004150	Canis_lupus_familiaris
ENSPTEP00000027798	ENSPTEG00000027593	Piliocolobus_tephrosceles
ENSPSMP00000012527	ENSPSMG00000009034	Prolemur_simus
ENSCPUP00000018381	ENSCPUG00000012656	Calidris_pugnax
ENSCCNP00000024695	ENSCCNG00000024175	Castor_canadensis
ENSGAGP00000024103	ENSGAGG00000017634	Gopherus_agassizii
ENSCCAP00000016908	ENSCCAG00000026260	Cebus_capucinus_imitator
ENSVURP00010019853	ENSVURG00010015177	Vombatus_ursinus
ENSSDAP00000014477	ENSSDAG00000013061	Spermophilus_dauricus
ENSCMIP00000048606	ENSCMIG00000019863	Callorhinchus_milii
ENSCGOP00000031613	ENSCGOG00000014749	Cottoperca_gobio	ENSCGOT00000034021
ENSHHUP00000063197	ENSHHUG00000037353	Hucho_hucho
ENSNLEP00000029133	ENSNLEG00000027311	Nomascus_leucogenys
ENSLCRP00005030095	ENSLCRG00005011976	Larimichthys_crocea	ENSLCRT00005030700
ENSAMEP00000004748	ENSAMEG00000004512	Ailuropoda_melanoleuca
ENSGWIP00000048590	ENSGWIG00000023802	Gouania_willdenowi
ENSABRP00000014915	ENSABRG00000013142	Anser_brachyrhynchus
ENSTGEP00000023224	ENSTGEG00000018806	Theropithecus_gelada
ENSLOCP00000019540	ENSLOCG00000015870	Lepisosteus_oculatus
ENSNBRP00000000361	ENSNBRG00000000334	Neolamprologus_brichardi	ENSNBRT00000000397
ENSPRNP00000049601	ENSPRNG00000023663	Parambassis_ranga	ENSPRNT00000052408
ENSDARP00000094070	ENSDARG00000039346	Danio_rerio
ENSCCNP00000018186	ENSCCNG00000018482	Castor_canadensis
ENSCGRP00015036375	ENSCGRG00015027259	Cricetulus_griseus_CriGri-PICR
ENSOGAP00000016018	ENSOGAG00000033137	Otolemur_garnettii
ENSPLAP00000004111	ENSPLAG00000005741	Poecilia_latipinna
ENSBBBP00000004374	ENSBBBG00000013288	Bison_bison_bison
ENSAPEP00000003084	ENSAPEG00000002237	Amphiprion_percula	ENSAPET00000003155
ENSDNVP00000022704	ENSDNVG00000015790	Dromaius_novaehollandiae
ENSEBUP00000018048	ENSEBUG00000011275	Eptatretus_burgeri
ENSDNOP00000026909	ENSDNOG00000049256	Dasypus_novemcinctus
ENSPTEP00000032419	ENSPTEG00000031161	Piliocolobus_tephrosceles
ENSMAMP00000034686	ENSMAMG00000023298	Mastacembelus_armatus
ENSGGOP00000049523	ENSGGOG00000022922	Gorilla_gorilla
ENSCABP00000009015	ENSCABG00000006779	Chelonoidis_abingdonii
ENSNVIP00000001441	ENSNVIG00000001143	Neovison_vison
ENSORLP00015017159	ENSORLG00015018191	Oryzias_latipes_ASM223469v1
ENSBTAP00000070944	ENSBTAG00000053387	Bos_taurus
ENSPKIP00000003825	ENSPKIG00000021162	Paramormyrops_kingsleyae
ENSAPLP00000024602	ENSAPLG00000019976	Anas_platyrhynchos_platyrhynchos
ENSPSIP00000013658	ENSPSIG00000012270	Pelodiscus_sinensis
ENSMAUP00000018822	ENSMAUG00000017282	Mesocricetus_auratus
MGP_CAROLIEiJ_P0072818	MGP_CAROLIEiJ_G0028142	Mus_caroli_strain_CAROLI_EIJ
ENSPPRP00000026928	ENSPPRG00000018021	Panthera_pardus
ENSGAFP00000008489	ENSGAFG00000005768	Gambusia_affinis
ENSMZEP00005025861	ENSMZEG00005019294	Maylandia_zebra	ENSMZET00005026697
ENSMICP00000030390	ENSMICG00000032578	Microcebus_murinus
ENSRBIP00000001419	ENSRBIG00000007271	Rhinopithecus_bieti
ENSSBOP00000009909	ENSSBOG00000021818	Saimiri_boliviensis_boliviensis
ENSCJPP00005014533	ENSCJPG00005012109	Coturnix_japonica
ENSPTRP00000063462	ENSPTRG00000050539	Pan_troglodytes
ENSPCIP00000013504	ENSPCIG00000010633	Phascolarctos_cinereus
ENSPTRP00000091047	ENSPTRG00000051357	Pan_troglodytes
ENSCANP00000017344	ENSCANG00000032131	Colobus_angolensis_palliatus
ENSSDUP00000020055	ENSSDUG00000014591	Seriola_dumerili	ENSSDUT00000020408
ENSCPGP00000006402	ENSCPGG00000004609	Calidris_pygmaea
ENSPFOP00000008351	ENSPFOG00000008383	Poecilia_formosa
ENSMMUP00000063131	ENSMMUG00000017321	Macaca_mulatta
ENSODEP00000026322	ENSODEG00000019731	Octodon_degus
ENSANAP00000004713	ENSANAG00000020451	Aotus_nancymaae
ENSSSCP00000074245	ENSSSCG00000037869	Sus_scrofa_strain_reference
ENSCINP00000024572	ENSCING00000020727	Ciona_intestinalis
ENSMNEP00000038415	ENSMNEG00000042213	Macaca_nemestrina
ENSODEP00000013491	ENSODEG00000009972	Octodon_degus
ENSAPOP00000023619	ENSAPOG00000005582	Acanthochromis_polyacanthus	ENSAPOT00000010802
ENSMALP00000006030	ENSMALG00000004314	Monopterus_albus
