ENSCABP00000001313	ENSCABG00000001087	Chelonoidis_abingdonii
ENSACLP00000011620	ENSACLG00000007946	Astatotilapia_calliptera
ENSMZEP00005016681	ENSMZEG00005012530	Maylandia_zebra
ENSPNYP00000011965	ENSPNYG00000009093	Pundamilia_nyererei
ENSHBUP00000010173	ENSHBUG00000011712	Haplochromis_burtoni
ENSNBRP00000012258	ENSNBRG00000009584	Neolamprologus_brichardi
ENSACIP00000021475	ENSACIG00000016676	Amphilophus_citrinellus
ENSPFOP00000002674	ENSPFOG00000002796	Poecilia_formosa
ENSPLAP00000008501	ENSPLAG00000011066	Poecilia_latipinna
ENSPMEP00000019184	ENSPMEG00000022168	Poecilia_mexicana
ENSCVAP00000000556	ENSCVAG00000001483	Cyprinodon_variegatus
ENSKMAP00000007146	ENSKMAG00000005410	Kryptolebias_marmoratus
ENSORLP00000044796	ENSORLG00000023851	Oryzias_latipes_ASM223467v1
ENSORLP00015011621	ENSORLG00015012454	Oryzias_latipes_ASM223469v1
ENSLCAP00010047139	ENSLCAG00010021882	Lates_calcarifer
ENSCGOP00000055922	ENSCGOG00000024340	Cottoperca_gobio
ENSLCRP00005026231	ENSLCRG00005010483	Larimichthys_crocea
ENSATEP00000001619	ENSATEG00000001172	Anabas_testudineus
ENSMAMP00000003291	ENSMAMG00000002270	Mastacembelus_armatus
ENSHCOP00000003309	ENSHCOG00000004613	Hippocampus_comes
ENSPMGP00000008961	ENSPMGG00000007417	Periophthalmus_magnuspinnatus
ENSAMXP00005033230	ENSAMXG00005016164	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000040094	ENSAMXG00000037906	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000012569	ENSPNAG00000018342	Pygocentrus_nattereri
ENSSFOP00015002621	ENSSFOG00015001759	Scleropages_formosus
ENSPKIP00000016304	ENSPKIG00000002685	Paramormyrops_kingsleyae
ENSLOCP00000000070	ENSLOCG00000000060	Lepisosteus_oculatus
ENSPKIP00000018495	ENSPKIG00000004041	Paramormyrops_kingsleyae
ENSSFOP00015029111	ENSSFOG00015018699	Scleropages_formosus
ENSLACP00000008030	ENSLACG00000007106	Latimeria_chalumnae
ENSCMIP00000017009	ENSCMIG00000008136	Callorhinchus_milii
