ENSCCNP00000012263	ENSCCNG00000012717	Castor_canadensis
ENSNLEP00000027438	ENSNLEG00000004235	Nomascus_leucogenys	ENSNLET00000054938
ENSPPYP00000018660	ENSPPYG00000016678	Pongo_abelii	ENSPPYT00000019399
ENSTGEP00000037344	ENSTGEG00000029701	Theropithecus_gelada	ENSTGET00000044306
ENSPTEP00000008926	ENSPTEG00000010122	Piliocolobus_tephrosceles	ENSPTET00000013588
ENSRROP00000022206	ENSRROG00000034989	Rhinopithecus_roxellana	ENSRROT00000046403
ENSCANP00000017546	ENSCANG00000032220	Colobus_angolensis_palliatus
ENSMLEP00000027838	ENSMLEG00000038138	Mandrillus_leucophaeus
ENSCATP00000008197	ENSCATG00000024511	Cercocebus_atys
ENSTSYP00000002278	ENSTSYG00000002476	Carlito_syrichta
ENSPSMP00000027989	ENSPSMG00000019511	Prolemur_simus
ENSMICP00000021550	ENSMICG00000033055	Microcebus_murinus
ENSPCOP00000023916	ENSPCOG00000024108	Propithecus_coquereli
ENSOGAP00000019629	ENSOGAG00000030462	Otolemur_garnettii
ENSNVIP00000031354	ENSNVIG00000024110	Neovison_vison
ENSMPUP00000012294	ENSMPUG00000012388	Mustela_putorius_furo
ENSUMAP00000006339	ENSUMAG00000004969	Ursus_maritimus
ENSUAMP00000036667	ENSUAMG00000027776	Ursus_americanus
ENSAMEP00000001577	ENSAMEG00000001500	Ailuropoda_melanoleuca
ENSCAFP00000039500	ENSCAFG00000002092	Canis_lupus_familiaris
ENSCAFP00020016015	ENSCAFG00020012849	Canis_lupus_dingo
ENSVVUP00000041195	ENSVVUG00000029317	Vulpes_vulpes
ENSPTIP00000024084	ENSPTIG00000020295	Panthera_tigris_altaica
ENSPPRP00000009750	ENSPPRG00000004109	Panthera_pardus
ENSFCAP00000048762	ENSFCAG00000044315	Felis_catus
ENSOARP00000012590	ENSOARG00000011748	Ovis_aries
ENSCHIP00000023011	ENSCHIG00000020762	Capra_hircus
ENSBTAP00000065968	ENSBTAG00000037687	Bos_taurus
ENSBIXP00005024804	ENSBIXG00005027376	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000005140	ENSBIXG00000011383	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000032123	ENSBMUG00000023959	Bos_mutus
ENSBBBP00000024728	ENSBBBG00000019757	Bison_bison_bison
ENSVPAP00000003370	ENSVPAG00000003635	Vicugna_pacos
ENSEASP00005005447	ENSEASG00005004035	Equus_asinus_asinus
ENSECAP00000021380	ENSECAG00000023950	Equus_caballus
ENSTBEP00000005038	ENSTBEG00000005842	Tupaia_belangeri	ENSTBET00000005852
ENSPVAP00000011916	ENSPVAG00000012637	Pteropus_vampyrus
ENSMLUP00000002604	ENSMLUG00000002858	Myotis_lucifugus
ENSSARP00000004560	ENSSARG00000005008	Sorex_araneus
ENSCHOP00000001586	ENSCHOG00000001794	Choloepus_hoffmanni
ENSDNOP00000027099	ENSDNOG00000042277	Dasypus_novemcinctus
ENSLAFP00000001058	ENSLAFG00000001254	Loxodonta_africana
ENSETEP00000002267	ENSETEG00000002772	Echinops_telfairi
ENSPCAP00000007752	ENSPCAG00000008250	Procavia_capensis
ENSVURP00010005064	ENSVURG00010003986	Vombatus_ursinus
ENSPCIP00000016348	ENSPCIG00000012640	Phascolarctos_cinereus
ENSMEUP00000010708	ENSMEUG00000011748	Notamacropus_eugenii
ENSMODP00000023534	ENSMODG00000018863	Monodelphis_domestica
ENSOANP00000009511	ENSOANG00000005976	Ornithorhynchus_anatinus
ENSZALP00000000455	ENSZALG00000000536	Zonotrichia_albicollis
ENSJHYP00000023738	ENSJHYG00000017841	Junco_hyemalis
ENSSCAP00000019410	ENSSCAG00000014017	Serinus_canaria
ENSTGUP00000013603	ENSTGUG00000013212	Taeniopygia_guttata
ENSLSDP00000003175	ENSLSDG00000002447	Lonchura_striata_domestica
ENSPMJP00000017216	ENSPMJG00000012973	Parus_major
ENSCCEP00000000840	ENSCCEG00000001065	Cyanistes_caeruleus
ENSFALP00000001663	ENSFALG00000001600	Ficedula_albicollis
ENSLCOP00000014284	ENSLCOG00000010254	Lepidothrix_coronata
ENSMVIP00005001962	ENSMVIG00005001521	Manacus_vitellinus
ENSMUNP00000013592	ENSMUNG00000010606	Melopsittacus_undulatus
ENSCPGP00000027505	ENSCPGG00000018962	Calidris_pygmaea
ENSCPUP00000014664	ENSCPUG00000010279	Calidris_pugnax
ENSAPLP00000014503	ENSAPLG00000014666	Anas_platyrhynchos_platyrhynchos
ENSABRP00000002662	ENSABRG00000002596	Anser_brachyrhynchus
ENSGALP00000073641	ENSGALG00000016723	Gallus_gallus
ENSCJPP00005002541	ENSCJPG00005002798	Coturnix_japonica
ENSMGAP00000015118	ENSMGAG00000014292	Meleagris_gallopavo
ENSNMEP00000008891	ENSNMEG00000008668	Numida_meleagris
ENSAHAP00000010132	ENSAHAG00000007333	Apteryx_haastii
ENSAOWP00000022915	ENSAOWG00000015461	Apteryx_owenii
ENSARWP00000019478	ENSARWG00000013341	Apteryx_rowi
ENSDNVP00000001534	ENSDNVG00000001107	Dromaius_novaehollandiae
ENSNPEP00000011662	ENSNPEG00000008757	Nothoprocta_perdicaria
ENSCPRP00005000523	ENSCPRG00005000406	Crocodylus_porosus
ENSSPUP00000008337	ENSSPUG00000006443	Sphenodon_punctatus
