ENSPCIP00000018948	ENSPCIG00000012483	Phascolarctos_cinereus
MGP_CAROLIEiJ_P0039328	MGP_CAROLIEiJ_G0020125	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042679	MGP_PahariEiJ_G0020130	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000046622	ENSRNOG00000014137	Rattus_norvegicus
ENSMUGP00000000823	ENSMUGG00000000696	Meriones_unguiculatus
ENSCGRP00000002587	ENSCGRG00000001896	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001025237	ENSCGRG00001022892	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029201	ENSCGRG00015022016	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024971	ENSMAUG00000021664	Mesocricetus_auratus
ENSMOCP00000008765	ENSMOCG00000008791	Microtus_ochrogaster
ENSPEMP00000033647	ENSPEMG00000022785	Peromyscus_maniculatus_bairdii
ENSNGAP00000002825	ENSNGAG00000002804	Nannospalax_galili
ENSJJAP00000022327	ENSJJAG00000022397	Jaculus_jaculus
ENSCCNP00000026124	ENSCCNG00000025392	Castor_canadensis
ENSUPAP00010001555	ENSUPAG00010001341	Urocitellus_parryii
ENSSTOP00000017117	ENSSTOG00000029256	Ictidomys_tridecemlineatus
ENSSDAP00000011835	ENSSDAG00000010626	Spermophilus_dauricus
ENSMMMP00000026155	ENSMMMG00000022901	Marmota_marmota_marmota
ENSPCOP00000019261	ENSPCOG00000021579	Propithecus_coquereli
ENSMICP00000036980	ENSMICG00000017101	Microcebus_murinus
ENSRROP00000033806	ENSRROG00000040430	Rhinopithecus_roxellana
ENSRBIP00000041035	ENSRBIG00000043893	Rhinopithecus_bieti
ENSCANP00000017127	ENSCANG00000031958	Colobus_angolensis_palliatus
ENSPTEP00000036506	ENSPTEG00000034279	Piliocolobus_tephrosceles
ENSCATP00000011959	ENSCATG00000030058	Cercocebus_atys
ENSPANP00000024116	ENSPANG00000012451	Papio_anubis
ENSMFAP00000022504	ENSMFAG00000040388	Macaca_fascicularis
ENSMNEP00000017767	ENSMNEG00000032818	Macaca_nemestrina
ENSMLEP00000010598	ENSMLEG00000029474	Mandrillus_leucophaeus
ENSPPAP00000017797	ENSPPAG00000031913	Pan_paniscus
ENSPTRP00000062004	ENSPTRG00000014498	Pan_troglodytes
ENSGGOP00000001698	ENSGGOG00000001723	Gorilla_gorilla
ENSNLEP00000040708	ENSNLEG00000013356	Nomascus_leucogenys
ENSCCAP00000014944	ENSCCAG00000025232	Cebus_capucinus_imitator
ENSSBOP00000011569	ENSSBOG00000022565	Saimiri_boliviensis_boliviensis
ENSPVAP00000008702	ENSPVAG00000009227	Pteropus_vampyrus
ENSPTIP00000003513	ENSPTIG00000006240	Panthera_tigris_altaica
ENSTTRP00000000915	ENSTTRG00000000971	Tursiops_truncatus
ENSOCUP00000009587	ENSOCUG00000011137	Oryctolagus_cuniculus
ENSDNOP00000004561	ENSDNOG00000005883	Dasypus_novemcinctus
ENSCHOP00000000944	ENSCHOG00000001063	Choloepus_hoffmanni
ENSOPRP00000007398	ENSOPRG00000008081	Ochotona_princeps
ENSOANP00000024909	ENSOANG00000015800	Ornithorhynchus_anatinus
ENSACAP00000014380	ENSACAG00000014456	Anolis_carolinensis
ENSACAP00000019700	ENSACAG00000024473	Anolis_carolinensis
ENSPVIP00000013491	ENSPVIG00000010450	Pogona_vitticeps
ENSNSUP00000008177	ENSNSUG00000006016	Notechis_scutatus
ENSSMRP00000010431	ENSSMRG00000008279	Salvator_merianae
ENSSPUP00000023547	ENSSPUG00000018053	Sphenodon_punctatus
ENSABRP00000004482	ENSABRG00000004144	Anser_brachyrhynchus
ENSAPLP00000009873	ENSAPLG00000010087	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005020023	ENSCJPG00005016178	Coturnix_japonica
ENSMGAP00000014627	ENSMGAG00000013829	Meleagris_gallopavo
ENSGALP00000022972	ENSGALG00000014233	Gallus_gallus
ENSNMEP00000017789	ENSNMEG00000015499	Numida_meleagris
ENSLSDP00000008051	ENSLSDG00000006023	Lonchura_striata_domestica
ENSTGUP00000012183	ENSTGUG00000011821	Taeniopygia_guttata
ENSZALP00000018723	ENSZALG00000014939	Zonotrichia_albicollis
ENSJHYP00000011331	ENSJHYG00000008850	Junco_hyemalis
ENSSCAP00000003737	ENSSCAG00000003095	Serinus_canaria
ENSCCEP00000004525	ENSCCEG00000004983	Cyanistes_caeruleus
ENSPMJP00000013750	ENSPMJG00000010441	Parus_major
ENSFALP00000002951	ENSFALG00000002830	Ficedula_albicollis
ENSMVIP00005012492	ENSMVIG00005009088	Manacus_vitellinus
ENSLCOP00000014559	ENSLCOG00000010436	Lepidothrix_coronata
ENSMUNP00000020454	ENSMUNG00000015576	Melopsittacus_undulatus
ENSCPGP00000017245	ENSCPGG00000012112	Calidris_pygmaea
ENSCPUP00000004643	ENSCPUG00000003443	Calidris_pugnax
ENSAHAP00000012695	ENSAHAG00000009152	Apteryx_haastii
ENSARWP00000004283	ENSARWG00000003149	Apteryx_rowi
ENSAOWP00000003181	ENSAOWG00000002169	Apteryx_owenii
ENSDNVP00000002073	ENSDNVG00000001498	Dromaius_novaehollandiae
ENSNPEP00000007384	ENSNPEG00000005528	Nothoprocta_perdicaria
ENSCPRP00005002574	ENSCPRG00005001873	Crocodylus_porosus
ENSCABP00000000537	ENSCABG00000000474	Chelonoidis_abingdonii
ENSGAGP00000031464	ENSGAGG00000022599	Gopherus_agassizii
ENSCPBP00000034844	ENSCPBG00000024306	Chrysemys_picta_bellii
ENSPSIP00000020259	ENSPSIG00000017897	Pelodiscus_sinensis
ENSLACP00000017551	ENSLACG00000015460	Latimeria_chalumnae
ENSCMIP00000033349	ENSCMIG00000014223	Callorhinchus_milii
ENSECRP00000010641	ENSECRG00000007080	Erpetoichthys_calabaricus
ENSAMXP00000015731	ENSAMXG00000015259	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000015731
ENSAMXP00005003250	ENSAMXG00005001424	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000018317	ENSPNAG00000024726	Pygocentrus_nattereri
ENSIPUP00000017483	ENSIPUG00000011766	Ictalurus_punctatus
ENSEEEP00000040192	ENSEEEG00000019045	Electrophorus_electricus
ENSDARP00000136402	ENSDARG00000103311	Danio_rerio
ENSCHAP00000023564	ENSCHAG00000011192	Clupea_harengus	ENSCHAT00000025663
ENSHHUP00000080800	ENSHHUG00000046882	Hucho_hucho
ENSHHUP00000088112	ENSHHUG00000050863	Hucho_hucho
ENSELUP00000006925	ENSELUG00000007772	Esox_lucius
ENSSLDP00000000325	ENSSLDG00000000179	Seriola_lalandi_dorsalis
ENSSDUP00000032529	ENSSDUG00000023371	Seriola_dumerili
ENSSMAP00000010975	ENSSMAG00000006772	Scophthalmus_maximus
ENSLCAP00010016587	ENSLCAG00010007469	Lates_calcarifer
ENSMALP00000019964	ENSMALG00000013935	Monopterus_albus
ENSCGOP00000051840	ENSCGOG00000022824	Cottoperca_gobio
ENSGACP00000004829	ENSGACG00000003661	Gasterosteus_aculeatus
ENSLCRP00005027669	ENSLCRG00005011007	Larimichthys_crocea
ENSATEP00000028730	ENSATEG00000019839	Anabas_testudineus
ENSMMOP00000001280	ENSMMOG00000001081	Mola_mola
ENSAOCP00000002409	ENSAOCG00000005510	Amphiprion_ocellaris
ENSAPEP00000009495	ENSAPEG00000006648	Amphiprion_percula
ENSSPAP00000009399	ENSSPAG00000007110	Stegastes_partitus
ENSPRNP00000018479	ENSPRNG00000007500	Parambassis_ranga
ENSACLP00000038764	ENSACLG00000026160	Astatotilapia_calliptera
ENSPNYP00000009922	ENSPNYG00000007447	Pundamilia_nyererei
ENSHBUP00000012810	ENSHBUG00000014522	Haplochromis_burtoni
ENSMZEP00005013656	ENSMZEG00005010285	Maylandia_zebra
ENSNBRP00000024341	ENSNBRG00000018608	Neolamprologus_brichardi
ENSONIP00000011118	ENSONIG00000008842	Oreochromis_niloticus
ENSACIP00000023956	ENSACIG00000018589	Amphilophus_citrinellus
ENSAPOP00000015598	ENSAPOG00000018597	Acanthochromis_polyacanthus
ENSMAMP00000034432	ENSMAMG00000023141	Mastacembelus_armatus
ENSLBEP00000029663	ENSLBEG00000022396	Labrus_bergylta
ENSFHEP00000012756	ENSFHEG00000014274	Fundulus_heteroclitus
ENSCVAP00000003253	ENSCVAG00000004495	Cyprinodon_variegatus
ENSGAFP00000005997	ENSGAFG00000004093	Gambusia_affinis
ENSXMAP00000010341	ENSXMAG00000010309	Xiphophorus_maculatus
ENSPFOP00000012619	ENSPFOG00000012410	Poecilia_formosa
ENSPMEP00000020869	ENSPMEG00000024081	Poecilia_mexicana
ENSPREP00000017149	ENSPREG00000011593	Poecilia_reticulata
ENSXCOP00000027999	ENSXCOG00000020886	Xiphophorus_couchianus
ENSPLAP00000002411	ENSPLAG00000003659	Poecilia_latipinna
ENSKMAP00000022735	ENSKMAG00000016883	Kryptolebias_marmoratus
ENSORLP00020033867	ENSORLG00020020075	Oryzias_latipes_ASM223471v1
ENSORLP00015012117	ENSORLG00015012949	Oryzias_latipes_ASM223469v1
ENSORLP00000035717	ENSORLG00000002396	Oryzias_latipes_ASM223467v1
ENSOMEP00000006387	ENSOMEG00000007475	Oryzias_melastigma
ENSGWIP00000031456	ENSGWIG00000016142	Gouania_willdenowi
ENSTRUP00000041987	ENSTRUG00000016430	Takifugu_rubripes
ENSTNIP00000017281	ENSTNIG00000014267	Tetraodon_nigroviridis
ENSCSEP00000014200	ENSCSEG00000009137	Cynoglossus_semilaevis
ENSPMGP00000007134	ENSPMGG00000005945	Periophthalmus_magnuspinnatus
ENSHCOP00000019274	ENSHCOG00000004465	Hippocampus_comes
ENSBSLP00000016380	ENSBSLG00000008421	Betta_splendens
ENSGMOP00000001074	ENSGMOG00000001032	Gadus_morhua
ENSDCDP00000054180	ENSDCDG00000031825	Denticeps_clupeoides	ENSDCDT00000066069
ENSPKIP00000005195	ENSPKIG00000021959	Paramormyrops_kingsleyae
ENSSFOP00015004277	ENSSFOG00015002578	Scleropages_formosus
ENSSFOP00015010443	ENSSFOG00015006783	Scleropages_formosus
ENSPKIP00000004607	ENSPKIG00000021644	Paramormyrops_kingsleyae
ENSLOCP00000021037	ENSLOCG00000017021	Lepisosteus_oculatus
ENSFHEP00000026040	ENSFHEG00000008611	Fundulus_heteroclitus
ENSCVAP00000002281	ENSCVAG00000003403	Cyprinodon_variegatus
ENSPLAP00000026233	ENSPLAG00000013862	Poecilia_latipinna
ENSPFOP00000011429	ENSPFOG00000011305	Poecilia_formosa
ENSPMEP00000019658	ENSPMEG00000022720	Poecilia_mexicana
ENSPREP00000013662	ENSPREG00000009153	Poecilia_reticulata
ENSXMAP00000004376	ENSXMAG00000004361	Xiphophorus_maculatus
ENSXCOP00000019561	ENSXCOG00000014700	Xiphophorus_couchianus
ENSGAFP00000025048	ENSGAFG00000016903	Gambusia_affinis
ENSKMAP00000000782	ENSKMAG00000000647	Kryptolebias_marmoratus
ENSORLP00000014022	ENSORLG00000011173	Oryzias_latipes_ASM223467v1
ENSORLP00015035758	ENSORLG00015022536	Oryzias_latipes_ASM223469v1
ENSORLP00020021842	ENSORLG00020001833	Oryzias_latipes_ASM223471v1
ENSOMEP00000013389	ENSOMEG00000014837	Oryzias_melastigma
ENSGWIP00000050821	ENSGWIG00000024652	Gouania_willdenowi
ENSAOCP00000016934	ENSAOCG00000021997	Amphiprion_ocellaris
ENSAPEP00000020753	ENSAPEG00000014787	Amphiprion_percula
ENSAPOP00000001226	ENSAPOG00000002575	Acanthochromis_polyacanthus
ENSSPAP00000022355	ENSSPAG00000016838	Stegastes_partitus
ENSMAMP00000009038	ENSMAMG00000005955	Mastacembelus_armatus
ENSSMAP00000030007	ENSSMAG00000018336	Scophthalmus_maximus
ENSCSEP00000018118	ENSCSEG00000011628	Cynoglossus_semilaevis
ENSSDUP00000013095	ENSSDUG00000009523	Seriola_dumerili
ENSSLDP00000009904	ENSSLDG00000007902	Seriola_lalandi_dorsalis
ENSLCRP00005061928	ENSLCRG00005022655	Larimichthys_crocea
ENSMMOP00000003217	ENSMMOG00000002575	Mola_mola
ENSCGOP00000054729	ENSCGOG00000023927	Cottoperca_gobio
ENSGACP00000025074	ENSGACG00000018964	Gasterosteus_aculeatus
ENSLBEP00000038109	ENSLBEG00000028405	Labrus_bergylta
ENSLCAP00010051313	ENSLCAG00010023889	Lates_calcarifer
ENSPRNP00000006753	ENSPRNG00000004006	Parambassis_ranga
ENSHCOP00000010261	ENSHCOG00000012946	Hippocampus_comes
ENSTRUP00000013902	ENSTRUG00000005722	Takifugu_rubripes
ENSTNIP00000002443	ENSTNIG00000006788	Tetraodon_nigroviridis
ENSATEP00000013923	ENSATEG00000009716	Anabas_testudineus
ENSBSLP00000022733	ENSBSLG00000011070	Betta_splendens
ENSMALP00000013583	ENSMALG00000009583	Monopterus_albus
ENSPMGP00000029731	ENSPMGG00000023930	Periophthalmus_magnuspinnatus
ENSELUP00000030676	ENSELUG00000008077	Esox_lucius
ENSAMXP00005054577	ENSAMXG00005024371	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018314	ENSAMXG00000017768	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000667	ENSPNAG00000007648	Pygocentrus_nattereri
ENSEEEP00000044277	ENSEEEG00000020916	Electrophorus_electricus
ENSIPUP00000016850	ENSIPUG00000011330	Ictalurus_punctatus
ENSLOCP00000021034	ENSLOCG00000017018	Lepisosteus_oculatus
ENSEBUP00000017488	ENSEBUG00000010905	Eptatretus_burgeri
F56H11.1g.1	WBGene00001403	Caenorhabditis_elegans_strain_N2
