ENSMVIP00005009840	ENSMVIG00005007242	Manacus_vitellinus
ENSDORP00000017297	ENSDORG00000016725	Dipodomys_ordii
ENSCPOP00000007921	ENSCPOG00000008823	Cavia_porcellus
ENSCAPP00000012956	ENSCAPG00000013693	Cavia_aperea
ENSCCNP00000002751	ENSCCNG00000003004	Castor_canadensis
ENSSDAP00000016346	ENSSDAG00000014782	Spermophilus_dauricus
ENSMMMP00000016112	ENSMMMG00000014318	Marmota_marmota_marmota
ENSUPAP00010009565	ENSUPAG00010007745	Urocitellus_parryii
ENSSTOP00000022959	ENSSTOG00000025936	Ictidomys_tridecemlineatus
MGP_SPRETEiJ_P0075510	MGP_SPRETEiJ_G0029115	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023528	ENSMSIG00000019933	Mus_spicilegus
ENSMUSP00000111127	ENSMUSG00000029552	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0072671	MGP_CAROLIEiJ_G0028115	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0048794	MGP_PahariEiJ_G0021871	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070338	ENSRNOG00000051952	Rattus_norvegicus
ENSMSIP00000001253	ENSMSIG00000001237	Mus_spicilegus
ENSRNOP00000065599	ENSRNOG00000013698	Rattus_norvegicus
ENSRNOP00000050413	ENSRNOG00000033628	Rattus_norvegicus
ENSMSIP00000021354	ENSMSIG00000018137	Mus_spicilegus
ENSMUSP00000112982	ENSMUSG00000090102	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0094926	MGP_SPRETEiJ_G0034135	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0088815	MGP_PahariEiJ_G0031526	Mus_pahari_strain_PAHARI_EIJ
ENSMSIP00000021328	ENSMSIG00000018115	Mus_spicilegus
ENSMUSP00000112313	ENSMUSG00000068113	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0094924	MGP_SPRETEiJ_G0034134	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0088813	MGP_PahariEiJ_G0031525	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000003560	ENSMUGG00000003303	Meriones_unguiculatus
ENSPEMP00000002511	ENSPEMG00000002837	Peromyscus_maniculatus_bairdii
ENSMOCP00000010988	ENSMOCG00000011236	Microtus_ochrogaster
ENSCGRP00000014109	ENSCGRG00000010213	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035147	ENSCGRG00015026389	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001025553	ENSCGRG00001023123	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002211	ENSMAUG00000001763	Mesocricetus_auratus
ENSNGAP00000015870	ENSNGAG00000016766	Nannospalax_galili
ENSJJAP00000017560	ENSJJAG00000019082	Jaculus_jaculus
ENSOCUP00000040173	ENSOCUG00000008491	Oryctolagus_cuniculus
ENSOPRP00000010952	ENSOPRG00000011998	Ochotona_princeps
ENSTBEP00000013194	ENSTBEG00000015201	Tupaia_belangeri
ENSPPYP00000020102	ENSPPYG00000017929	Pongo_abelii
ENSNLEP00000044612	ENSNLEG00000011494	Nomascus_leucogenys
ENSPTRP00000068947	ENSPTRG00000023877	Pan_troglodytes
ENSPPAP00000023077	ENSPPAG00000034692	Pan_paniscus
ENSGGOP00000047662	ENSGGOG00000016067	Gorilla_gorilla
ENSP00000350937	ENSG00000135269	Homo_sapiens
ENSMFAP00000010212	ENSMFAG00000005909	Macaca_fascicularis
ENSMNEP00000032024	ENSMNEG00000039367	Macaca_nemestrina
ENSMMUP00000009299	ENSMMUG00000007097	Macaca_mulatta
ENSCATP00000005694	ENSCATG00000018148	Cercocebus_atys
ENSMLEP00000033234	ENSMLEG00000040785	Mandrillus_leucophaeus
ENSTGEP00000020799	ENSTGEG00000016735	Theropithecus_gelada
ENSPANP00000016607	ENSPANG00000008934	Papio_anubis
ENSCSAP00000007151	ENSCSAG00000010935	Chlorocebus_sabaeus
ENSRBIP00000006457	ENSRBIG00000026592	Rhinopithecus_bieti
ENSRROP00000004464	ENSRROG00000018358	Rhinopithecus_roxellana
ENSPTEP00000022126	ENSPTEG00000023083	Piliocolobus_tephrosceles
ENSCANP00000008635	ENSCANG00000027720	Colobus_angolensis_palliatus
ENSCCAP00000036990	ENSCCAG00000036382	Cebus_capucinus_imitator
ENSSBOP00000030752	ENSSBOG00000031613	Saimiri_boliviensis_boliviensis
ENSCJAP00000009479	ENSCJAG00000005193	Callithrix_jacchus
ENSANAP00000023607	ENSANAG00000029543	Aotus_nancymaae
ENSTSYP00000015660	ENSTSYG00000008680	Carlito_syrichta
ENSPSMP00000031560	ENSPSMG00000021891	Prolemur_simus
ENSPCOP00000003044	ENSPCOG00000009261	Propithecus_coquereli
ENSMICP00000006374	ENSMICG00000007002	Microcebus_murinus
ENSOGAP00000008995	ENSOGAG00000010070	Otolemur_garnettii
ENSEEUP00000012660	ENSEEUG00000013882	Erinaceus_europaeus
ENSSARP00000003696	ENSSARG00000004093	Sorex_araneus
ENSEASP00005012654	ENSEASG00005008832	Equus_asinus_asinus
ENSECAP00000035549	ENSECAG00000016917	Equus_caballus
ENSMPUP00000007180	ENSMPUG00000007238	Mustela_putorius_furo
ENSNVIP00000003339	ENSNVIG00000002631	Neovison_vison
ENSCAFP00020009068	ENSCAFG00020007337	Canis_lupus_dingo
ENSCAFP00000033684	ENSCAFG00000003399	Canis_lupus_familiaris
ENSVVUP00000014403	ENSVVUG00000010544	Vulpes_vulpes
ENSUAMP00000008599	ENSUAMG00000007237	Ursus_americanus
ENSUMAP00000002437	ENSUMAG00000002178	Ursus_maritimus
ENSAMEP00000019273	ENSAMEG00000018237	Ailuropoda_melanoleuca
ENSPPRP00000005909	ENSPPRG00000001505	Panthera_pardus
ENSFCAP00000020807	ENSFCAG00000029911	Felis_catus
ENSPTIP00000025660	ENSPTIG00000021347	Panthera_tigris_altaica
ENSPVAP00000007900	ENSPVAG00000008364	Pteropus_vampyrus
ENSBIXP00000013214	ENSBIXG00000018176	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004035	ENSBIXG00005010013	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018268	ENSBMUG00000013824	Bos_mutus
ENSBTAP00000031665	ENSBTAG00000021204	Bos_taurus
ENSBBBP00000016961	ENSBBBG00000025359	Bison_bison_bison
ENSOARP00000001562	ENSOARG00000001497	Ovis_aries
ENSCHIP00000032040	ENSCHIG00000026164	Capra_hircus
ENSTTRP00000008050	ENSTTRG00000008471	Tursiops_truncatus
ENSSSCP00000051115	ENSSSCG00000040344	Sus_scrofa_strain_reference
ENSMLUP00000012512	ENSMLUG00000013747	Myotis_lucifugus
ENSVPAP00000005076	ENSVPAG00000005462	Vicugna_pacos
ENSLAFP00000014481	ENSLAFG00000017268	Loxodonta_africana
ENSPCAP00000000717	ENSPCAG00000000774	Procavia_capensis
ENSDNOP00000026652	ENSDNOG00000040287	Dasypus_novemcinctus
ENSCHOP00000011520	ENSCHOG00000013002	Choloepus_hoffmanni
ENSCLAP00000007580	ENSCLAG00000005324	Chinchilla_lanigera
ENSODEP00000002364	ENSODEG00000001840	Octodon_degus
ENSRNOP00000073718	ENSRNOG00000057692	Rattus_norvegicus
ENSETEP00000015171	ENSETEG00000018677	Echinops_telfairi
ENSVURP00010026106	ENSVURG00010020012	Vombatus_ursinus
ENSPCIP00000025925	ENSPCIG00000019487	Phascolarctos_cinereus
ENSSHAP00000016077	ENSSHAG00000013689	Sarcophilus_harrisii
ENSMODP00000058291	ENSMODG00000015840	Monodelphis_domestica
ENSOANP00000022229	ENSOANG00000014092	Ornithorhynchus_anatinus
ENSXETP00000048909	ENSXETG00000020045	Xenopus_tropicalis
ENSLACP00000012403	ENSLACG00000010923	Latimeria_chalumnae
ENSPKIP00000011124	ENSPKIG00000025554	Paramormyrops_kingsleyae
ENSSFOP00015021046	ENSSFOG00015013536	Scleropages_formosus
ENSSFOP00015007246	ENSSFOG00015004788	Scleropages_formosus
ENSCSEP00000033294	ENSCSEG00000021371	Cynoglossus_semilaevis
ENSGWIP00000026236	ENSGWIG00000013771	Gouania_willdenowi
ENSMAMP00000034052	ENSMAMG00000022894	Mastacembelus_armatus
ENSMALP00000019050	ENSMALG00000013296	Monopterus_albus
ENSATEP00000005232	ENSATEG00000003674	Anabas_testudineus
ENSBSLP00000031070	ENSBSLG00000015339	Betta_splendens
ENSFHEP00000008912	ENSFHEG00000010144	Fundulus_heteroclitus
ENSCVAP00000024577	ENSCVAG00000008770	Cyprinodon_variegatus
ENSXMAP00000022402	ENSXMAG00000014447	Xiphophorus_maculatus
ENSXCOP00000006128	ENSXCOG00000004731	Xiphophorus_couchianus
ENSPLAP00000008045	ENSPLAG00000010520	Poecilia_latipinna
ENSPMEP00000002789	ENSPMEG00000003857	Poecilia_mexicana
ENSPFOP00000014500	ENSPFOG00000014458	Poecilia_formosa
ENSPREP00000003951	ENSPREG00000002813	Poecilia_reticulata
ENSGAFP00000006514	ENSGAFG00000004426	Gambusia_affinis
ENSKMAP00000014775	ENSKMAG00000011083	Kryptolebias_marmoratus
ENSOMEP00000025836	ENSOMEG00000007327	Oryzias_melastigma
ENSOMEP00000006738	ENSOMEG00000007806	Oryzias_melastigma
ENSORLP00015035960	ENSORLG00015022830	Oryzias_latipes_ASM223469v1
ENSORLP00020006712	ENSORLG00020007586	Oryzias_latipes_ASM223471v1
ENSORLP00000024553	ENSORLG00000019756	Oryzias_latipes_ASM223467v1
ENSACLP00000018317	ENSACLG00000012510	Astatotilapia_calliptera
ENSMZEP00005017839	ENSMZEG00005013418	Maylandia_zebra
ENSHBUP00000007422	ENSHBUG00000008931	Haplochromis_burtoni
ENSNBRP00000018250	ENSNBRG00000014067	Neolamprologus_brichardi
ENSPNYP00000002623	ENSPNYG00000002054	Pundamilia_nyererei
ENSONIP00000004904	ENSONIG00000003893	Oreochromis_niloticus
ENSACIP00000028672	ENSACIG00000022199	Amphilophus_citrinellus
ENSAPEP00000018946	ENSAPEG00000013538	Amphiprion_percula
ENSAOCP00000028077	ENSAOCG00000017493	Amphiprion_ocellaris
ENSAPOP00000025671	ENSAPOG00000008921	Acanthochromis_polyacanthus
ENSSPAP00000011483	ENSSPAG00000008727	Stegastes_partitus
ENSPRNP00000010148	ENSPRNG00000005887	Parambassis_ranga
ENSCGOP00000025052	ENSCGOG00000011867	Cottoperca_gobio
ENSLBEP00000003849	ENSLBEG00000002967	Labrus_bergylta
ENSTRUP00000043818	ENSTRUG00000017099	Takifugu_rubripes
ENSTNIP00000003726	ENSTNIG00000016055	Tetraodon_nigroviridis
ENSLCRP00005035044	ENSLCRG00005013699	Larimichthys_crocea
ENSMMOP00000010860	ENSMMOG00000008373	Mola_mola
ENSGACP00000012152	ENSGACG00000009210	Gasterosteus_aculeatus
ENSSLDP00000012062	ENSSLDG00000009590	Seriola_lalandi_dorsalis
ENSSDUP00000022930	ENSSDUG00000016665	Seriola_dumerili
ENSLCAP00010005215	ENSLCAG00010002530	Lates_calcarifer
ENSSMAP00000000668	ENSSMAG00000000421	Scophthalmus_maximus
ENSHCOP00000012963	ENSHCOG00000016055	Hippocampus_comes
ENSPMGP00000015919	ENSPMGG00000013055	Periophthalmus_magnuspinnatus
ENSGMOP00000018380	ENSGMOG00000017111	Gadus_morhua
ENSHHUP00000041070	ENSHHUG00000025370	Hucho_hucho
ENSHHUP00000082827	ENSHHUG00000048100	Hucho_hucho
ENSELUP00000012056	ENSELUG00000012353	Esox_lucius
ENSDCDP00000059349	ENSDCDG00000034286	Denticeps_clupeoides
ENSCHAP00000049752	ENSCHAG00000022841	Clupea_harengus
ENSAMXP00000045554	ENSAMXG00000011622	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041472	ENSAMXG00005019406	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035976	ENSPNAG00000026400	Pygocentrus_nattereri
ENSEEEP00000015787	ENSEEEG00000007809	Electrophorus_electricus
ENSIPUP00000020294	ENSIPUG00000013766	Ictalurus_punctatus
ENSDARP00000068054	ENSDARG00000051857	Danio_rerio
ENSLOCP00000019207	ENSLOCG00000015603	Lepisosteus_oculatus
ENSECRP00000016114	ENSECRG00000010759	Erpetoichthys_calabaricus
ENSCMIP00000021533	ENSCMIG00000009794	Callorhinchus_milii
ENSPMAP00000010390	ENSPMAG00000009451	Petromyzon_marinus	ENSPMAT00000010436
ENSEBUP00000003744	ENSEBUG00000002690	Eptatretus_burgeri	ENSEBUT00000004132
ENSCINP00000019318	ENSCING00000009484	Ciona_intestinalis
ENSCSAVP00000003623	ENSCSAVG00000002147	Ciona_savignyi
