ENSGAGP00000010013	ENSGAGG00000007865	Gopherus_agassizii	ENSGAGT00000011495
ENSCABP00000007973	ENSCABG00000006007	Chelonoidis_abingdonii	ENSCABT00000008726
ENSCPBP00000019404	ENSCPBG00000014023	Chrysemys_picta_bellii
ENSIPUP00000004115	ENSIPUG00000002909	Ictalurus_punctatus
ENSDARP00000149703	ENSDARG00000007207	Danio_rerio
ENSCGOP00000056071	ENSCGOG00000024399	Cottoperca_gobio
ENSGACP00000000598	ENSGACG00000000467	Gasterosteus_aculeatus
ENSLCRP00005064059	ENSLCRG00005023445	Larimichthys_crocea
ENSMMOP00000004830	ENSMMOG00000003706	Mola_mola
ENSSDUP00000004677	ENSSDUG00000003480	Seriola_dumerili
ENSSLDP00000006457	ENSSLDG00000005149	Seriola_lalandi_dorsalis
ENSSMAP00000008189	ENSSMAG00000005067	Scophthalmus_maximus
ENSLCAP00010055064	ENSLCAG00010025697	Lates_calcarifer
ENSMALP00000026578	ENSMALG00000018456	Monopterus_albus
ENSMAMP00000008837	ENSMAMG00000005985	Mastacembelus_armatus
ENSATEP00000035614	ENSATEG00000024471	Anabas_testudineus
ENSBSLP00000001499	ENSBSLG00000000945	Betta_splendens
ENSLBEP00000029943	ENSLBEG00000022647	Labrus_bergylta
ENSCSEP00000006113	ENSCSEG00000003936	Cynoglossus_semilaevis
ENSAPEP00000011783	ENSAPEG00000008403	Amphiprion_percula
ENSAOCP00000028503	ENSAOCG00000018178	Amphiprion_ocellaris
ENSAPOP00000005030	ENSAPOG00000006673	Acanthochromis_polyacanthus
ENSSPAP00000002341	ENSSPAG00000001791	Stegastes_partitus
ENSPRNP00000057133	ENSPRNG00000026631	Parambassis_ranga
ENSGWIP00000029214	ENSGWIG00000015255	Gouania_willdenowi
ENSACLP00000006716	ENSACLG00000004529	Astatotilapia_calliptera
ENSPNYP00000025761	ENSPNYG00000019453	Pundamilia_nyererei
ENSMZEP00005030749	ENSMZEG00005022911	Maylandia_zebra
ENSHBUP00000004018	ENSHBUG00000005305	Haplochromis_burtoni
ENSNBRP00000014850	ENSNBRG00000011486	Neolamprologus_brichardi
ENSONIP00000024224	ENSONIG00000019249	Oreochromis_niloticus
ENSACIP00000029143	ENSACIG00000022565	Amphilophus_citrinellus
ENSXCOP00000024740	ENSXCOG00000018483	Xiphophorus_couchianus
ENSXMAP00000033849	ENSXMAG00000024768	Xiphophorus_maculatus
ENSGAFP00000005398	ENSGAFG00000003686	Gambusia_affinis
ENSPLAP00000013265	ENSPLAG00000016736	Poecilia_latipinna
ENSPFOP00000016063	ENSPFOG00000016015	Poecilia_formosa
ENSPMEP00000001292	ENSPMEG00000002171	Poecilia_mexicana
ENSPREP00000020088	ENSPREG00000013586	Poecilia_reticulata
ENSCVAP00000022389	ENSCVAG00000005049	Cyprinodon_variegatus
ENSFHEP00000006459	ENSFHEG00000007514	Fundulus_heteroclitus
ENSKMAP00000021236	ENSKMAG00000015777	Kryptolebias_marmoratus
ENSORLP00020015440	ENSORLG00020016458	Oryzias_latipes_ASM223471v1
ENSORLP00015010835	ENSORLG00015011657	Oryzias_latipes_ASM223469v1
ENSORLP00000031988	ENSORLG00000015520	Oryzias_latipes_ASM223467v1
ENSOMEP00000019089	ENSOMEG00000020881	Oryzias_melastigma
ENSTRUP00000032252	ENSTRUG00000012744	Takifugu_rubripes
ENSTNIP00000009881	ENSTNIG00000007080	Tetraodon_nigroviridis
ENSHCOP00000014683	ENSHCOG00000018122	Hippocampus_comes
ENSPMGP00000024754	ENSPMGG00000019978	Periophthalmus_magnuspinnatus
ENSGMOP00000016413	ENSGMOG00000015326	Gadus_morhua
ENSHHUP00000051321	ENSHHUG00000030891	Hucho_hucho
ENSHHUP00000052967	ENSHHUG00000031822	Hucho_hucho
ENSELUP00000023225	ENSELUG00000022122	Esox_lucius
ENSSFOP00015028191	ENSSFOG00015018098	Scleropages_formosus
ENSPKIP00000017437	ENSPKIG00000003354	Paramormyrops_kingsleyae
ENSLOCP00000005597	ENSLOCG00000004671	Lepisosteus_oculatus
ENSECRP00000015492	ENSECRG00000010340	Erpetoichthys_calabaricus
ENSCMIP00000022250	ENSCMIG00000010065	Callorhinchus_milii
ENSEBUP00000022159	ENSEBUG00000013660	Eptatretus_burgeri
ENSPMAP00000010052	ENSPMAG00000009137	Petromyzon_marinus
