ENSAPLP00000031403	ENSAPLG00000006313	Anas_platyrhynchos_platyrhynchos
ENSBIXP00005039668	ENSBIXG00005006888	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009881	ENSBTAG00000007508	Bos_taurus
ENSBMUP00000007509	ENSBMUG00000005906	Bos_mutus
ENSBBBP00000002227	ENSBBBG00000011355	Bison_bison_bison
ENSTTRP00000011265	ENSTTRG00000011871	Tursiops_truncatus
ENSSSCP00000009013	ENSSSCG00000008445	Sus_scrofa_strain_reference
ENSVPAP00000006341	ENSVPAG00000006825	Vicugna_pacos
ENSECAP00000011651	ENSECAG00000013865	Equus_caballus
ENSEASP00005004361	ENSEASG00005003132	Equus_asinus_asinus
ENSPVAP00000001683	ENSPVAG00000001782	Pteropus_vampyrus
ENSMLUP00000006441	ENSMLUG00000007039	Myotis_lucifugus
ENSSARP00000008833	ENSSARG00000009740	Sorex_araneus
ENSOCUP00000036157	ENSOCUG00000015385	Oryctolagus_cuniculus
ENSOPRP00000009277	ENSOPRG00000010153	Ochotona_princeps
ENSCCNP00000007275	ENSCCNG00000007774	Castor_canadensis
ENSPTRP00000020409	ENSPTRG00000011889	Pan_troglodytes
ENSPPAP00000031052	ENSPPAG00000038442	Pan_paniscus
ENSP00000263736	ENSG00000068784	Homo_sapiens
ENSGGOP00000005790	ENSGGOG00000005910	Gorilla_gorilla
ENSPPYP00000013898	ENSPPYG00000012444	Pongo_abelii
ENSNLEP00000020507	ENSNLEG00000016877	Nomascus_leucogenys
ENSCATP00000033050	ENSCATG00000039530	Cercocebus_atys
ENSMLEP00000000390	ENSMLEG00000000745	Mandrillus_leucophaeus
ENSPANP00000017233	ENSPANG00000008063	Papio_anubis
ENSTGEP00000002229	ENSTGEG00000001963	Theropithecus_gelada
ENSMFAP00000029618	ENSMFAG00000042026	Macaca_fascicularis
ENSMMUP00000004654	ENSMMUG00000003490	Macaca_mulatta
ENSMNEP00000022067	ENSMNEG00000034701	Macaca_nemestrina
ENSCSAP00000009513	ENSCSAG00000013350	Chlorocebus_sabaeus
ENSRROP00000036287	ENSRROG00000041599	Rhinopithecus_roxellana
ENSRBIP00000019019	ENSRBIG00000033486	Rhinopithecus_bieti
ENSCANP00000004845	ENSCANG00000016307	Colobus_angolensis_palliatus
ENSPTEP00000035600	ENSPTEG00000033565	Piliocolobus_tephrosceles
ENSCCAP00000015636	ENSCCAG00000025589	Cebus_capucinus_imitator
ENSSBOP00000016602	ENSSBOG00000024982	Saimiri_boliviensis_boliviensis
ENSCJAP00000001253	ENSCJAG00000000727	Callithrix_jacchus
ENSANAP00000015400	ENSANAG00000025573	Aotus_nancymaae
ENSTSYP00000011740	ENSTSYG00000012797	Carlito_syrichta
ENSPSMP00000012257	ENSPSMG00000008842	Prolemur_simus
ENSMICP00000019450	ENSMICG00000007835	Microcebus_murinus
ENSPCOP00000012225	ENSPCOG00000017669	Propithecus_coquereli
ENSOGAP00000000961	ENSOGAG00000001076	Otolemur_garnettii
ENSDORP00000024497	ENSDORG00000010468	Dipodomys_ordii
ENSCCNP00000007176	ENSCCNG00000006693	Castor_canadensis
ENSMSIP00000012376	ENSMSIG00000010750	Mus_spicilegus
MGP_SPRETEiJ_P0047697	MGP_SPRETEiJ_G0022850	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000092810	ENSMUSG00000024135	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0045776	MGP_CAROLIEiJ_G0021934	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045288	MGP_PahariEiJ_G0020924	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019895	ENSRNOG00000014720	Rattus_norvegicus
ENSMUGP00000023323	ENSMUGG00000019512	Meriones_unguiculatus
ENSMOCP00000021334	ENSMOCG00000018716	Microtus_ochrogaster
ENSPEMP00000023726	ENSPEMG00000020684	Peromyscus_maniculatus_bairdii
ENSCGRP00015030526	ENSCGRG00015022978	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003119	ENSCGRG00000002283	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000656	ENSCGRG00001000513	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000014043	ENSMAUG00000013916	Mesocricetus_auratus
ENSNGAP00000009169	ENSNGAG00000011893	Nannospalax_galili
ENSJJAP00000022087	ENSJJAG00000022244	Jaculus_jaculus
ENSCPOP00000032311	ENSCPOG00000004773	Cavia_porcellus
ENSCAPP00000013573	ENSCAPG00000014166	Cavia_aperea
ENSCLAP00000012473	ENSCLAG00000008623	Chinchilla_lanigera
ENSODEP00000016429	ENSODEG00000012095	Octodon_degus
ENSHGLP00000025481	ENSHGLG00000018153	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020604	ENSHGLG00100015183	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100024434	ENSHGLG00100017939	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024852	ENSHGLG00000017718	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008379	ENSFDAG00000016670	Fukomys_damarensis
ENSUPAP00010026197	ENSUPAG00010020701	Urocitellus_parryii
ENSUPAP00010026218	ENSUPAG00010020717	Urocitellus_parryii
ENSSDAP00000010301	ENSSDAG00000009305	Spermophilus_dauricus
ENSSTOP00000029897	ENSSTOG00000005898	Ictidomys_tridecemlineatus
ENSMMMP00000012191	ENSMMMG00000010355	Marmota_marmota_marmota
ENSTBEP00000003951	ENSTBEG00000004556	Tupaia_belangeri
ENSDNOP00000014507	ENSDNOG00000018686	Dasypus_novemcinctus
ENSCHOP00000003369	ENSCHOG00000003805	Choloepus_hoffmanni
ENSLAFP00000022467	ENSLAFG00000026927	Loxodonta_africana
ENSLAFP00000003492	ENSLAFG00000004190	Loxodonta_africana
ENSPCAP00000005332	ENSPCAG00000005629	Procavia_capensis
ENSETEP00000000596	ENSETEG00000000739	Echinops_telfairi
ENSEEUP00000007299	ENSEEUG00000007983	Erinaceus_europaeus
ENSOANP00000018357	ENSOANG00000011588	Ornithorhynchus_anatinus
ENSOANP00000029997	ENSOANG00000031736	Ornithorhynchus_anatinus
ENSXETP00000041054	ENSXETG00000019409	Xenopus_tropicalis
ENSLACP00000011127	ENSLACG00000009790	Latimeria_chalumnae
ENSHHUP00000016660	ENSHHUG00000010309	Hucho_hucho
ENSELUP00000012316	ENSELUG00000012592	Esox_lucius
ENSTRUP00000017395	ENSTRUG00000007080	Takifugu_rubripes
ENSTNIP00000010272	ENSTNIG00000007464	Tetraodon_nigroviridis
ENSGACP00000014292	ENSGACG00000010794	Gasterosteus_aculeatus
ENSMAMP00000032571	ENSMAMG00000021921	Mastacembelus_armatus
ENSMALP00000002089	ENSMALG00000001562	Monopterus_albus
ENSXCOP00000017736	ENSXCOG00000013365	Xiphophorus_couchianus
ENSCGOP00000051199	ENSCGOG00000022671	Cottoperca_gobio
ENSSDUP00000025325	ENSSDUG00000018364	Seriola_dumerili
ENSLCRP00005019408	ENSLCRG00005007939	Larimichthys_crocea
ENSSLDP00000030108	ENSSLDG00000023189	Seriola_lalandi_dorsalis
ENSSMAP00000029770	ENSSMAG00000018256	Scophthalmus_maximus
ENSLCAP00010046650	ENSLCAG00010021524	Lates_calcarifer
ENSATEP00000015622	ENSATEG00000010844	Anabas_testudineus
ENSBSLP00000053620	ENSBSLG00000025209	Betta_splendens
ENSMZEP00005036711	ENSMZEG00005027369	Maylandia_zebra
ENSACLP00000035761	ENSACLG00000024219	Astatotilapia_calliptera
ENSPNYP00000000702	ENSPNYG00000000508	Pundamilia_nyererei
ENSHBUP00000011525	ENSHBUG00000013207	Haplochromis_burtoni
ENSNBRP00000016774	ENSNBRG00000012873	Neolamprologus_brichardi
ENSONIP00000001194	ENSONIG00000000945	Oreochromis_niloticus
ENSACIP00000012741	ENSACIG00000009875	Amphilophus_citrinellus
ENSFHEP00000017730	ENSFHEG00000019480	Fundulus_heteroclitus
ENSCVAP00000017091	ENSCVAG00000020212	Cyprinodon_variegatus
ENSPLAP00000001154	ENSPLAG00000002141	Poecilia_latipinna
ENSPMEP00000031408	ENSPMEG00000018537	Poecilia_mexicana
ENSPFOP00000010868	ENSPFOG00000010650	Poecilia_formosa
ENSPREP00000004800	ENSPREG00000003258	Poecilia_reticulata
ENSXMAP00000034194	ENSXMAG00000016861	Xiphophorus_maculatus
ENSGAFP00000029145	ENSGAFG00000019664	Gambusia_affinis
ENSKMAP00000004622	ENSKMAG00000003473	Kryptolebias_marmoratus
ENSAOCP00000032377	ENSAOCG00000024718	Amphiprion_ocellaris
ENSAPEP00000003807	ENSAPEG00000002645	Amphiprion_percula
ENSAPOP00000003598	ENSAPOG00000005103	Acanthochromis_polyacanthus
ENSSPAP00000010782	ENSSPAG00000008092	Stegastes_partitus
ENSSPAP00000018826	ENSSPAG00000014206	Stegastes_partitus
ENSGWIP00000039326	ENSGWIG00000018833	Gouania_willdenowi
ENSLBEP00000036820	ENSLBEG00000027518	Labrus_bergylta
ENSMMOP00000009709	ENSMMOG00000007507	Mola_mola
ENSHCOP00000017066	ENSHCOG00000020894	Hippocampus_comes
ENSHCOP00000028329	ENSHCOG00000020901	Hippocampus_comes
ENSORLP00015017567	ENSORLG00015018598	Oryzias_latipes_ASM223469v1
ENSORLP00020011847	ENSORLG00020012792	Oryzias_latipes_ASM223471v1
ENSORLP00000005558	ENSORLG00000004427	Oryzias_latipes_ASM223467v1
ENSOMEP00000028906	ENSOMEG00000012229	Oryzias_melastigma
ENSCSEP00000001237	ENSCSEG00000000856	Cynoglossus_semilaevis
ENSPRNP00000049155	ENSPRNG00000022961	Parambassis_ranga
ENSPMGP00000016281	ENSPMGG00000013348	Periophthalmus_magnuspinnatus
ENSGMOP00000019366	ENSGMOG00000018010	Gadus_morhua
ENSDCDP00000028917	ENSDCDG00000019813	Denticeps_clupeoides
ENSCHAP00000039653	ENSCHAG00000018307	Clupea_harengus
ENSCHAP00000039939	ENSCHAG00000018697	Clupea_harengus
ENSAMXP00000004409	ENSAMXG00000004294	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005052663	ENSAMXG00005023537	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007787	ENSPNAG00000013492	Pygocentrus_nattereri
ENSEEEP00000014757	ENSEEEG00000007339	Electrophorus_electricus
ENSIPUP00000014204	ENSIPUG00000009661	Ictalurus_punctatus
ENSEEEP00000021354	ENSEEEG00000010406	Electrophorus_electricus
ENSDARP00000098290	ENSDARG00000079827	Danio_rerio
ENSDARP00000136938	ENSDARG00000092855	Danio_rerio
ENSPKIP00000005196	ENSPKIG00000021973	Paramormyrops_kingsleyae
ENSSFOP00015001856	ENSSFOG00015001128	Scleropages_formosus
ENSLOCP00000020211	ENSLOCG00000016360	Lepisosteus_oculatus
ENSECRP00000025508	ENSECRG00000017244	Erpetoichthys_calabaricus
ENSCMIP00000010182	ENSCMIG00000005064	Callorhinchus_milii
ENSEBUP00000014146	ENSEBUG00000008902	Eptatretus_burgeri
ENSCSAVP00000001510	ENSCSAVG00000000861	Ciona_savignyi
ENSCINP00000012297	ENSCING00000005950	Ciona_intestinalis
FBpp0083670	FBgn0051156	Drosophila_melanogaster	FBtr0084277
ZK973.1.1	WBGene00022830	Caenorhabditis_elegans_strain_N2	ZK973.1.1
