ENSHHUP00000070660	ENSHHUG00000041534	Hucho_hucho
ENSPKIP00000040257	ENSPKIG00000017299	Paramormyrops_kingsleyae
ENSLOCP00000000688	ENSLOCG00000000622	Lepisosteus_oculatus
ENSECRP00000015350	ENSECRG00000010239	Erpetoichthys_calabaricus
ENSJHYP00000022028	ENSJHYG00000016622	Junco_hyemalis
ENSLSDP00000020984	ENSLSDG00000014853	Lonchura_striata_domestica
ENSPMJP00000020302	ENSPMJG00000015129	Parus_major
ENSLCOP00000004175	ENSLCOG00000003166	Lepidothrix_coronata
ENSMUNP00000021698	ENSMUNG00000016340	Melopsittacus_undulatus
ENSCPGP00000006503	ENSCPGG00000004678	Calidris_pygmaea
ENSCPUP00000011376	ENSCPUG00000008058	Calidris_pugnax
ENSAPLP00000029216	ENSAPLG00000024616	Anas_platyrhynchos_platyrhynchos
ENSABRP00000021923	ENSABRG00000018566	Anser_brachyrhynchus
ENSMGAP00000001090	ENSMGAG00000001620	Meleagris_gallopavo
ENSGALP00000073051	ENSGALG00000050051	Gallus_gallus
ENSCJPP00005019553	ENSCJPG00005015840	Coturnix_japonica
ENSNMEP00000000529	ENSNMEG00000000792	Numida_meleagris
ENSAHAP00000016665	ENSAHAG00000011888	Apteryx_haastii
ENSAOWP00000000338	ENSAOWG00000000273	Apteryx_owenii
ENSARWP00000002903	ENSARWG00000002182	Apteryx_rowi
ENSDNVP00000005215	ENSDNVG00000003743	Dromaius_novaehollandiae
ENSNPEP00000007049	ENSNPEG00000005291	Nothoprocta_perdicaria
ENSCPRP00005017169	ENSCPRG00005011959	Crocodylus_porosus
ENSCABP00000006592	ENSCABG00000004993	Chelonoidis_abingdonii
ENSGAGP00000008531	ENSGAGG00000006776	Gopherus_agassizii
ENSCPBP00000000881	ENSCPBG00000000719	Chrysemys_picta_bellii
ENSPSIP00000009212	ENSPSIG00000008396	Pelodiscus_sinensis
ENSACAP00000019979	ENSACAG00000026366	Anolis_carolinensis
ENSPVIP00000016939	ENSPVIG00000013077	Pogona_vitticeps
ENSACAP00000011947	ENSACAG00000012146	Anolis_carolinensis
ENSNSUP00000000678	ENSNSUG00000000653	Notechis_scutatus
ENSSMRP00000000558	ENSSMRG00000000519	Salvator_merianae
ENSSPUP00000014359	ENSSPUG00000011068	Sphenodon_punctatus
ENSEASP00005023900	ENSEASG00005016225	Equus_asinus_asinus
ENSECAP00000031217	ENSECAG00000037788	Equus_caballus
ENSBTAP00000056011	ENSBTAG00000046418	Bos_taurus
ENSCHIP00000003937	ENSCHIG00000008161	Capra_hircus
ENSUAMP00000027815	ENSUAMG00000021508	Ursus_americanus
ENSUAMP00000027813	ENSUAMG00000021506	Ursus_americanus
ENSAMEP00000017286	ENSAMEG00000016375	Ailuropoda_melanoleuca
ENSCAFP00020003726	ENSCAFG00020003128	Canis_lupus_dingo
ENSCAFP00000033273	ENSCAFG00000024418	Canis_lupus_familiaris
ENSVVUP00000041333	ENSVVUG00000029421	Vulpes_vulpes
ENSSDAP00000003563	ENSSDAG00000003377	Spermophilus_dauricus
ENSMMMP00000009666	ENSMMMG00000008626	Marmota_marmota_marmota
ENSUPAP00010007529	ENSUPAG00010006059	Urocitellus_parryii
ENSCLAP00000011064	ENSCLAG00000007639	Chinchilla_lanigera
ENSCCNP00000002691	ENSCCNG00000002937	Castor_canadensis
ENSDORP00000017631	ENSDORG00000024963	Dipodomys_ordii
ENSCGRP00000026577	ENSCGRG00000019661	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001006630	ENSCGRG00001008988	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015009072	ENSCGRG00015007008	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006951	ENSMAUG00000008755	Mesocricetus_auratus
ENSPEMP00000003593	ENSPEMG00000005243	Peromyscus_maniculatus_bairdii
ENSMOCP00000001326	ENSMOCG00000001015	Microtus_ochrogaster
ENSMUSP00000145470	ENSMUSG00000089953	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000027935	ENSMSIG00000023541	Mus_spicilegus
MGP_SPRETEiJ_P0052083	MGP_SPRETEiJ_G0024173	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0050064	MGP_CAROLIEiJ_G0023256	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0061089	MGP_PahariEiJ_G0024714	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000058710	ENSRNOG00000040284	Rattus_norvegicus
ENSJJAP00000008358	ENSJJAG00000012529	Jaculus_jaculus
ENSTSYP00000027303	ENSTSYG00000029842	Carlito_syrichta
ENSNVIP00000012195	ENSNVIG00000009691	Neovison_vison
ENSSSCP00000006266	ENSSSCG00000005856	Sus_scrofa_strain_reference
ENSPPRP00000012107	ENSPPRG00000005740	Panthera_pardus
ENSFCAP00000041151	ENSFCAG00000042344	Felis_catus
ENSPCOP00000007509	ENSPCOG00000014998	Propithecus_coquereli
ENSPSMP00000008852	ENSPSMG00000006499	Prolemur_simus
ENSMICP00000046803	ENSMICG00000043812	Microcebus_murinus
ENSPPAP00000003944	ENSPPAG00000016694	Pan_paniscus
ENSPTRP00000060745	ENSPTRG00000039335	Pan_troglodytes
ENSP00000406665	ENSG00000233198	Homo_sapiens
ENSGGOP00000021324	ENSGGOG00000023355	Gorilla_gorilla
ENSNLEP00000033922	ENSNLEG00000030401	Nomascus_leucogenys
ENSMNEP00000018730	ENSMNEG00000033270	Macaca_nemestrina
ENSMFAP00000008679	ENSMFAG00000001161	Macaca_fascicularis
ENSCATP00000034488	ENSCATG00000040152	Cercocebus_atys
ENSMLEP00000016727	ENSMLEG00000032575	Mandrillus_leucophaeus
ENSCANP00000007154	ENSCANG00000023585	Colobus_angolensis_palliatus
ENSPANP00000031791	ENSPANG00000026344	Papio_anubis
ENSTGEP00000005732	ENSTGEG00000004743	Theropithecus_gelada
ENSRROP00000004209	ENSRROG00000017119	Rhinopithecus_roxellana
ENSRBIP00000040464	ENSRBIG00000043650	Rhinopithecus_bieti
ENSSBOP00000012589	ENSSBOG00000023099	Saimiri_boliviensis_boliviensis
ENSCCAP00000035122	ENSCCAG00000035489	Cebus_capucinus_imitator
ENSCJAP00000041570	ENSCJAG00000023024	Callithrix_jacchus
ENSANAP00000032171	ENSANAG00000033789	Aotus_nancymaae
ENSPCIP00000007314	ENSPCIG00000006195	Phascolarctos_cinereus
ENSVURP00010008396	ENSVURG00010006514	Vombatus_ursinus
ENSSHAP00000009869	ENSSHAG00000008546	Sarcophilus_harrisii
ENSMODP00000054052	ENSMODG00000023283	Monodelphis_domestica
ENSXETP00000034110	ENSXETG00000015581	Xenopus_tropicalis
ENSCMIP00000037037	ENSCMIG00000015622	Callorhinchus_milii
