ENSHHUP00000020863	ENSHHUG00000013081	Hucho_hucho	ENSHHUT00000021639
ENSPMGP00000025971	ENSPMGG00000020937	Periophthalmus_magnuspinnatus	ENSPMGT00000027659
ENSHHUP00000023199	ENSHHUG00000014541	Hucho_hucho	ENSHHUT00000024075
ENSDCDP00000042639	ENSDCDG00000027424	Denticeps_clupeoides
ENSPPRP00000007742	ENSPPRG00000002784	Panthera_pardus
ENSPTIP00000009742	ENSPTIG00000010737	Panthera_tigris_altaica
ENSFCAP00000051421	ENSFCAG00000041109	Felis_catus
ENSTBEP00000002870	ENSTBEG00000003335	Tupaia_belangeri
ENSOCUP00000020905	ENSOCUG00000026497	Oryctolagus_cuniculus
ENSOCUP00000023943	ENSOCUG00000027982	Oryctolagus_cuniculus
ENSOGAP00000020850	ENSOGAG00000007741	Otolemur_garnettii
ENSSSCP00000065040	ENSSSCG00000031435	Sus_scrofa_strain_reference
ENSAMEP00000000190	ENSAMEG00000000175	Ailuropoda_melanoleuca
ENSCHOP00000007936	ENSCHOG00000008979	Choloepus_hoffmanni
ENSPPAP00000014584	ENSPPAG00000030459	Pan_paniscus
ENSPTRP00000087170	ENSPTRG00000045279	Pan_troglodytes
ENSP00000420714	ENSG00000120333	Homo_sapiens
ENSGGOP00000005835	ENSGGOG00000005966	Gorilla_gorilla
ENSPPYP00000000557	ENSPPYG00000000485	Pongo_abelii
ENSNLEP00000039771	ENSNLEG00000034565	Nomascus_leucogenys
ENSMMUP00000069889	ENSMMUG00000051176	Macaca_mulatta
ENSMNEP00000045141	ENSMNEG00000045113	Macaca_nemestrina
ENSMFAP00000025138	ENSMFAG00000044095	Macaca_fascicularis
ENSTGEP00000003305	ENSTGEG00000002810	Theropithecus_gelada
ENSPANP00000003536	ENSPANG00000025213	Papio_anubis
ENSMLEP00000025347	ENSMLEG00000036873	Mandrillus_leucophaeus
ENSCATP00000027583	ENSCATG00000037150	Cercocebus_atys
ENSCSAP00000008089	ENSCSAG00000011897	Chlorocebus_sabaeus
ENSPTEP00000009636	ENSPTEG00000010942	Piliocolobus_tephrosceles
ENSPTEP00000022196	ENSPTEG00000023161	Piliocolobus_tephrosceles
ENSCANP00000013710	ENSCANG00000030299	Colobus_angolensis_palliatus
ENSRBIP00000029021	ENSRBIG00000038405	Rhinopithecus_bieti
ENSRBIP00000024041	ENSRBIG00000035928	Rhinopithecus_bieti
ENSRROP00000042034	ENSRROG00000044175	Rhinopithecus_roxellana
ENSCJAP00000016436	ENSCJAG00000008986	Callithrix_jacchus
ENSCJAP00000052259	ENSCJAG00000035652	Callithrix_jacchus
ENSSBOP00000007026	ENSSBOG00000020487	Saimiri_boliviensis_boliviensis
ENSCCAP00000011514	ENSCCAG00000023517	Cebus_capucinus_imitator
ENSANAP00000037843	ENSANAG00000036400	Aotus_nancymaae
ENSPCOP00000016875	ENSPCOG00000020231	Propithecus_coquereli
ENSMICP00000019130	ENSMICG00000037413	Microcebus_murinus
ENSPSMP00000031513	ENSPSMG00000021865	Prolemur_simus
ENSTSYP00000013756	ENSTSYG00000033746	Carlito_syrichta
MGP_SPRETEiJ_P0021726	MGP_SPRETEiJ_G0015560	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000120075	ENSMUSG00000058267	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0020660	MGP_CAROLIEiJ_G0014753	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000022539	ENSMSIG00000019143	Mus_spicilegus
MGP_PahariEiJ_P0075936	MGP_PahariEiJ_G0027989	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003460	ENSRNOG00000002569	Rattus_norvegicus
ENSMUGP00000031447	ENSMUGG00000026157	Meriones_unguiculatus
ENSCGRP00000012179	ENSCGRG00000008868	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001028182	ENSCGRG00001024975	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016447	ENSCGRG00015012657	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019884	ENSMAUG00000018062	Mesocricetus_auratus
ENSPEMP00000002728	ENSPEMG00000012879	Peromyscus_maniculatus_bairdii
ENSMOCP00000022813	ENSMOCG00000019730	Microtus_ochrogaster
ENSNGAP00000010878	ENSNGAG00000013183	Nannospalax_galili
ENSJJAP00000003133	ENSJJAG00000005950	Jaculus_jaculus
ENSMMMP00000019784	ENSMMMG00000017506	Marmota_marmota_marmota
ENSSDAP00000015349	ENSSDAG00000013837	Spermophilus_dauricus
ENSUPAP00010002605	ENSUPAG00010002176	Urocitellus_parryii
ENSSTOP00000028977	ENSSTOG00000025353	Ictidomys_tridecemlineatus
ENSCCNP00000003783	ENSCCNG00000004002	Castor_canadensis
ENSDORP00000025956	ENSDORG00000001869	Dipodomys_ordii
ENSDNOP00000032184	ENSDNOG00000039337	Dasypus_novemcinctus
ENSLAFP00000010796	ENSLAFG00000012916	Loxodonta_africana
ENSPCAP00000003499	ENSPCAG00000003778	Procavia_capensis
ENSETEP00000011309	ENSETEG00000013936	Echinops_telfairi
ENSOPRP00000000283	ENSOPRG00000000318	Ochotona_princeps
ENSEEUP00000005553	ENSEEUG00000006121	Erinaceus_europaeus
ENSSARP00000009489	ENSSARG00000010490	Sorex_araneus
ENSVURP00010007784	ENSVURG00010005998	Vombatus_ursinus
ENSPCIP00000001915	ENSPCIG00000001547	Phascolarctos_cinereus
ENSMEUP00000009778	ENSMEUG00000010723	Notamacropus_eugenii
ENSMODP00000005409	ENSMODG00000004390	Monodelphis_domestica
ENSSHAP00000015501	ENSSHAG00000013210	Sarcophilus_harrisii
ENSOANP00000001454	ENSOANG00000000931	Ornithorhynchus_anatinus
ENSPVIP00000000700	ENSPVIG00000000661	Pogona_vitticeps	ENSPVIT00000000912
ENSACAP00000019554	ENSACAG00000023212	Anolis_carolinensis	ENSACAT00000024202
ENSNSUP00000018687	ENSNSUG00000013662	Notechis_scutatus
ENSSMRP00000013678	ENSSMRG00000010631	Salvator_merianae
ENSSPUP00000007563	ENSSPUG00000005848	Sphenodon_punctatus
ENSAHAP00000020008	ENSAHAG00000014083	Apteryx_haastii
ENSAOWP00000024265	ENSAOWG00000016387	Apteryx_owenii
ENSARWP00000000371	ENSARWG00000000342	Apteryx_rowi
ENSDNVP00000020921	ENSDNVG00000014655	Dromaius_novaehollandiae
ENSNPEP00000012303	ENSNPEG00000009206	Nothoprocta_perdicaria
ENSGALP00000045590	ENSGALG00000030028	Gallus_gallus
ENSCJPP00005027526	ENSCJPG00005021338	Coturnix_japonica
ENSMGAP00000001656	ENSMGAG00000002127	Meleagris_gallopavo
ENSNMEP00000019339	ENSNMEG00000016695	Numida_meleagris
ENSABRP00000016437	ENSABRG00000014417	Anser_brachyrhynchus
ENSAPLP00000019617	ENSAPLG00000030710	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000000360	ENSCPGG00000000301	Calidris_pygmaea
ENSCPUP00000014466	ENSCPUG00000010166	Calidris_pugnax
ENSMUNP00000018032	ENSMUNG00000013797	Melopsittacus_undulatus
ENSPMJP00000025569	ENSPMJG00000018722	Parus_major
ENSCCEP00000022989	ENSCCEG00000020681	Cyanistes_caeruleus
ENSFALP00000008764	ENSFALG00000008407	Ficedula_albicollis
ENSLSDP00000016452	ENSLSDG00000011850	Lonchura_striata_domestica
ENSTGUP00000003366	ENSTGUG00000003271	Taeniopygia_guttata
ENSSCAP00000014028	ENSSCAG00000010323	Serinus_canaria
ENSZALP00000010173	ENSZALG00000008633	Zonotrichia_albicollis
ENSJHYP00000020438	ENSJHYG00000015511	Junco_hyemalis
ENSLCOP00000001477	ENSLCOG00000001222	Lepidothrix_coronata
ENSMVIP00005028796	ENSMVIG00005020028	Manacus_vitellinus
ENSCPRP00005007596	ENSCPRG00005005392	Crocodylus_porosus
ENSGAGP00000029764	ENSGAGG00000021491	Gopherus_agassizii
ENSCABP00000015641	ENSCABG00000011688	Chelonoidis_abingdonii
ENSCPBP00000020353	ENSCPBG00000014641	Chrysemys_picta_bellii
ENSPSIP00000016705	ENSPSIG00000014883	Pelodiscus_sinensis
ENSPMAP00000008042	ENSPMAG00000007304	Petromyzon_marinus
ENSEBUP00000019658	ENSEBUG00000012209	Eptatretus_burgeri
ENSCINP00000036325	ENSCING00000018529	Ciona_intestinalis
FBpp0311888	FBgn0044030	Drosophila_melanogaster	FBtr0346015
T01E8.6.1	WBGene00011334	Caenorhabditis_elegans_strain_N2	T01E8.6.1
YPR166C_mRNA	YPR166C	Saccharomyces_cerevisiae_strain_S288C
