ENSMPUP00000017209	ENSMPUG00000017319	Mustela_putorius_furo
ENSAPLP00000022411	ENSAPLG00000017861	Anas_platyrhynchos_platyrhynchos
ENSBTAP00000027992	ENSBTAG00000021021	Bos_taurus
ENSARWP00000021183	ENSARWG00000014473	Apteryx_rowi
ENSPSIP00000013185	ENSPSIG00000011839	Pelodiscus_sinensis
ENSBIXP00005004712	ENSBIXG00005000902	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSARP00000009261	ENSSARG00000010240	Sorex_araneus
ENSPSMP00000010748	ENSPSMG00000007763	Prolemur_simus
ENSDORP00000025577	ENSDORG00000029118	Dipodomys_ordii
ENSMUGP00000020751	ENSMUGG00000017493	Meriones_unguiculatus
ENSSTOP00000019071	ENSSTOG00000022389	Ictidomys_tridecemlineatus
ENSAOWP00000025420	ENSAOWG00000017158	Apteryx_owenii
ENSCGRP00000008214	ENSCGRG00000005993	Cricetulus_griseus_CriGri_1.0
ENSDNOP00000024217	ENSDNOG00000036683	Dasypus_novemcinctus
ENSVVUP00000025613	ENSVVUG00000018796	Vulpes_vulpes
