ENSEBUP00000025273	ENSEBUG00000015595	Eptatretus_burgeri	ENSEBUT00000025849
ENSPMAP00000006589	ENSPMAG00000005964	Petromyzon_marinus	ENSPMAT00000006619
ENSAOWP00000007320	ENSAOWG00000005026	Apteryx_owenii	ENSAOWT00000008289
ENSAHAP00000021622	ENSAHAG00000015211	Apteryx_haastii	ENSAHAT00000023864
ENSARWP00000023445	ENSARWG00000015978	Apteryx_rowi	ENSARWT00000026559
ENSDNVP00000000018	ENSDNVG00000000006	Dromaius_novaehollandiae	ENSDNVT00000000018
ENSNPEP00000020259	ENSNPEG00000015062	Nothoprocta_perdicaria
ENSACAP00000014442	ENSACAG00000014497	Anolis_carolinensis
ENSNSUP00000019458	ENSNSUG00000014016	Notechis_scutatus
ENSSMRP00000025683	ENSSMRG00000019849	Salvator_merianae
ENSSARP00000012405	ENSSARG00000013732	Sorex_araneus
ENSSARP00000010926	ENSSARG00000012091	Sorex_araneus
ENSEEUP00000012829	ENSEEUG00000014042	Erinaceus_europaeus
ENSPVAP00000007360	ENSPVAG00000007799	Pteropus_vampyrus
ENSUAMP00000011306	ENSUAMG00000008591	Ursus_americanus
ENSUMAP00000026152	ENSUMAG00000019057	Ursus_maritimus
ENSAMEP00000012838	ENSAMEG00000012139	Ailuropoda_melanoleuca
ENSNVIP00000001874	ENSNVIG00000001471	Neovison_vison
ENSMPUP00000012264	ENSMPUG00000012358	Mustela_putorius_furo
ENSCAFP00020008363	ENSCAFG00020006787	Canis_lupus_dingo
ENSCAFP00000013753	ENSCAFG00000009325	Canis_lupus_familiaris
ENSVVUP00000038223	ENSVVUG00000027257	Vulpes_vulpes
ENSPPRP00000028561	ENSPPRG00000020791	Panthera_pardus
ENSPTIP00000008564	ENSPTIG00000009891	Panthera_tigris_altaica
ENSFCAP00000005032	ENSFCAG00000005426	Felis_catus
ENSCHIP00000016311	ENSCHIG00000016603	Capra_hircus
ENSOARP00000017625	ENSOARG00000016410	Ovis_aries
ENSBIXP00000044077	ENSBIXG00000028296	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005029818	ENSBIXG00005009827	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000068574	ENSBTAG00000003002	Bos_taurus
ENSBMUP00000030239	ENSBMUG00000022629	Bos_mutus
ENSBBBP00000026717	ENSBBBG00000022723	Bison_bison_bison
ENSTTRP00000009876	ENSTTRG00000010414	Tursiops_truncatus
ENSSSCP00000016991	ENSSSCG00000016036	Sus_scrofa_strain_reference
ENSVPAP00000010626	ENSVPAG00000011407	Vicugna_pacos
ENSECAP00000009168	ENSECAG00000010710	Equus_caballus
ENSEASP00005030950	ENSEASG00005021102	Equus_asinus_asinus
ENSCCNP00000011024	ENSCCNG00000011436	Castor_canadensis
ENSDORP00000019593	ENSDORG00000011408	Dipodomys_ordii
ENSMSIP00000021079	ENSMSIG00000017900	Mus_spicilegus
ENSMUSP00000027139	ENSMUSG00000025995	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0018483	MGP_SPRETEiJ_G0014911	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0017476	MGP_CAROLIEiJ_G0014107	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0072809	MGP_PahariEiJ_G0027351	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074925	ENSRNOG00000003825	Rattus_norvegicus
ENSMUGP00000015320	ENSMUGG00000013183	Meriones_unguiculatus
ENSPEMP00000019522	ENSPEMG00000017789	Peromyscus_maniculatus_bairdii
ENSMOCP00000000956	ENSMOCG00000000741	Microtus_ochrogaster
ENSCGRP00001012543	ENSCGRG00001013929	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038425	ENSCGRG00015028727	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000002463	ENSCGRG00000001800	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011940	ENSMAUG00000012373	Mesocricetus_auratus
ENSNGAP00000013524	ENSNGAG00000015062	Nannospalax_galili
ENSJJAP00000021141	ENSJJAG00000021588	Jaculus_jaculus
ENSCLAP00000016610	ENSCLAG00000011412	Chinchilla_lanigera
ENSODEP00000014736	ENSODEG00000010890	Octodon_degus
ENSCPOP00000012046	ENSCPOG00000013382	Cavia_porcellus
ENSCAPP00000000247	ENSCAPG00000000202	Cavia_aperea
ENSHGLP00000016173	ENSHGLG00000011577	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004974	ENSHGLG00100003773	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005132	ENSFDAG00000014229	Fukomys_damarensis
ENSUPAP00010029345	ENSUPAG00010023104	Urocitellus_parryii
ENSSTOP00000011805	ENSSTOG00000013166	Ictidomys_tridecemlineatus
ENSMMMP00000010353	ENSMMMG00000009217	Marmota_marmota_marmota
ENSSDAP00000018415	ENSSDAG00000016789	Spermophilus_dauricus
ENSOCUP00000009850	ENSOCUG00000011450	Oryctolagus_cuniculus
ENSOPRP00000005091	ENSOPRG00000005528	Ochotona_princeps
ENSPTRP00000021761	ENSPTRG00000012730	Pan_troglodytes
ENSPPAP00000001011	ENSPPAG00000004220	Pan_paniscus
ENSP00000314193	ENSG00000115368	Homo_sapiens
ENSGGOP00000023527	ENSGGOG00000007593	Gorilla_gorilla
ENSPPYP00000014538	ENSPPYG00000013013	Pongo_abelii
ENSNLEP00000008014	ENSNLEG00000006569	Nomascus_leucogenys
ENSRBIP00000025733	ENSRBIG00000036742	Rhinopithecus_bieti
ENSRROP00000015936	ENSRROG00000032122	Rhinopithecus_roxellana
ENSPTEP00000020644	ENSPTEG00000021851	Piliocolobus_tephrosceles
ENSCANP00000015855	ENSCANG00000031367	Colobus_angolensis_palliatus
ENSCATP00000029482	ENSCATG00000037980	Cercocebus_atys
ENSMLEP00000034197	ENSMLEG00000041269	Mandrillus_leucophaeus
ENSTGEP00000034784	ENSTGEG00000027725	Theropithecus_gelada
ENSPANP00000003925	ENSPANG00000000758	Papio_anubis
ENSMFAP00000043892	ENSMFAG00000039326	Macaca_fascicularis
ENSMMUP00000014510	ENSMMUG00000011080	Macaca_mulatta
ENSMNEP00000014436	ENSMNEG00000031383	Macaca_nemestrina
ENSCSAP00000008588	ENSCSAG00000012401	Chlorocebus_sabaeus
ENSCCAP00000036701	ENSCCAG00000036257	Cebus_capucinus_imitator
ENSSBOP00000005674	ENSSBOG00000019714	Saimiri_boliviensis_boliviensis
ENSCJAP00000010034	ENSCJAG00000005427	Callithrix_jacchus
ENSANAP00000020802	ENSANAG00000028179	Aotus_nancymaae
ENSTSYP00000006263	ENSTSYG00000006804	Carlito_syrichta
ENSPSMP00000006069	ENSPSMG00000004614	Prolemur_simus
ENSPCOP00000010026	ENSPCOG00000016437	Propithecus_coquereli
ENSMICP00000034324	ENSMICG00000000797	Microcebus_murinus
ENSOGAP00000009619	ENSOGAG00000010745	Otolemur_garnettii
ENSTBEP00000012580	ENSTBEG00000014495	Tupaia_belangeri
ENSDNOP00000002029	ENSDNOG00000002612	Dasypus_novemcinctus
ENSCHOP00000004555	ENSCHOG00000005140	Choloepus_hoffmanni
ENSLAFP00000008378	ENSLAFG00000010000	Loxodonta_africana
ENSPCAP00000009894	ENSPCAG00000010508	Procavia_capensis
ENSETEP00000016348	ENSETEG00000020121	Echinops_telfairi
ENSMLUP00000016109	ENSMLUG00000017662	Myotis_lucifugus
ENSVURP00010023161	ENSVURG00010017745	Vombatus_ursinus
ENSPCIP00000027316	ENSPCIG00000020407	Phascolarctos_cinereus
ENSMEUP00000010809	ENSMEUG00000011859	Notamacropus_eugenii
ENSSHAP00000012177	ENSSHAG00000010435	Sarcophilus_harrisii
ENSMODP00000014244	ENSMODG00000011392	Monodelphis_domestica
ENSOANP00000015259	ENSOANG00000009607	Ornithorhynchus_anatinus
ENSOANP00000025188	ENSOANG00000019855	Ornithorhynchus_anatinus
ENSXETP00000034541	ENSXETG00000014812	Xenopus_tropicalis
ENSLACP00000014029	ENSLACG00000012348	Latimeria_chalumnae
ENSCHAP00000023368	ENSCHAG00000011457	Clupea_harengus
ENSDCDP00000046618	ENSDCDG00000029152	Denticeps_clupeoides
ENSAMXP00005031415	ENSAMXG00005015358	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000019179	ENSAMXG00000018606	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000014883	ENSPNAG00000020847	Pygocentrus_nattereri
ENSEEEP00000049427	ENSEEEG00000023230	Electrophorus_electricus
ENSIPUP00000012683	ENSIPUG00000008614	Ictalurus_punctatus
ENSDARP00000059666	ENSDARG00000040730	Danio_rerio
ENSLBEP00000037492	ENSLBEG00000027983	Labrus_bergylta
ENSGACP00000003544	ENSGACG00000002705	Gasterosteus_aculeatus
ENSCGOP00000047841	ENSCGOG00000021264	Cottoperca_gobio
ENSLCRP00005039589	ENSLCRG00005015310	Larimichthys_crocea
ENSMMOP00000025431	ENSMMOG00000019298	Mola_mola
ENSORLP00000019085	ENSORLG00000015233	Oryzias_latipes_ASM223467v1
ENSORLP00020003706	ENSORLG00020004487	Oryzias_latipes_ASM223471v1
ENSORLP00015024966	ENSORLG00015000700	Oryzias_latipes_ASM223469v1
ENSOMEP00000035243	ENSOMEG00000022419	Oryzias_melastigma
ENSPRNP00000042216	ENSPRNG00000020649	Parambassis_ranga
ENSAPEP00000005138	ENSAPEG00000003696	Amphiprion_percula
ENSAOCP00000031995	ENSAOCG00000024005	Amphiprion_ocellaris
ENSAPOP00000012948	ENSAPOG00000015692	Acanthochromis_polyacanthus
ENSSPAP00000001031	ENSSPAG00000000796	Stegastes_partitus
ENSMZEP00005019092	ENSMZEG00005014322	Maylandia_zebra
ENSACLP00000002977	ENSACLG00000002025	Astatotilapia_calliptera
ENSPNYP00000015529	ENSPNYG00000011767	Pundamilia_nyererei
ENSHBUP00000020664	ENSHBUG00000023108	Haplochromis_burtoni
ENSONIP00000021203	ENSONIG00000016827	Oreochromis_niloticus
ENSACIP00000007348	ENSACIG00000005615	Amphilophus_citrinellus
ENSMALP00000012086	ENSMALG00000008534	Monopterus_albus
ENSMAMP00000015514	ENSMAMG00000010530	Mastacembelus_armatus
ENSATEP00000012480	ENSATEG00000008712	Anabas_testudineus
ENSBSLP00000050472	ENSBSLG00000023991	Betta_splendens
ENSSDUP00000009803	ENSSDUG00000007215	Seriola_dumerili
ENSSLDP00000018993	ENSSLDG00000014912	Seriola_lalandi_dorsalis
ENSSMAP00000029495	ENSSMAG00000018077	Scophthalmus_maximus
ENSLCAP00010002731	ENSLCAG00010001502	Lates_calcarifer
ENSGWIP00000014981	ENSGWIG00000008402	Gouania_willdenowi
ENSFHEP00000027109	ENSFHEG00000010436	Fundulus_heteroclitus
ENSCVAP00000012491	ENSCVAG00000014942	Cyprinodon_variegatus
ENSXMAP00000005853	ENSXMAG00000005811	Xiphophorus_maculatus
ENSXCOP00000020532	ENSXCOG00000015384	Xiphophorus_couchianus
ENSPFOP00000000753	ENSPFOG00000000605	Poecilia_formosa
ENSPMEP00000006654	ENSPMEG00000008193	Poecilia_mexicana
ENSPLAP00000010247	ENSPLAG00000013286	Poecilia_latipinna
ENSKMAP00000021727	ENSKMAG00000016088	Kryptolebias_marmoratus
ENSCSEP00000026177	ENSCSEG00000016659	Cynoglossus_semilaevis
ENSPMGP00000000768	ENSPMGG00000000597	Periophthalmus_magnuspinnatus
ENSTNIP00000004580	ENSTNIG00000002145	Tetraodon_nigroviridis
ENSTNIP00000021018	ENSTNIG00000017859	Tetraodon_nigroviridis
ENSTRUP00000048065	ENSTRUG00000010797	Takifugu_rubripes
ENSHCOP00000001378	ENSHCOG00000002353	Hippocampus_comes
ENSGMOP00000008867	ENSGMOG00000008286	Gadus_morhua
ENSHHUP00000054920	ENSHHUG00000032832	Hucho_hucho
ENSHHUP00000087945	ENSHHUG00000050857	Hucho_hucho
ENSELUP00000035117	ENSELUG00000013925	Esox_lucius
ENSPKIP00000027000	ENSPKIG00000009219	Paramormyrops_kingsleyae
ENSSFOP00015011777	ENSSFOG00015007594	Scleropages_formosus
ENSLOCP00000010617	ENSLOCG00000008719	Lepisosteus_oculatus
ENSECRP00000033987	ENSECRG00000022967	Erpetoichthys_calabaricus
ENSCMIP00000035806	ENSCMIG00000015062	Callorhinchus_milii
ENSCINP00000004018	ENSCING00000001993	Ciona_intestinalis
ENSCSAVP00000007374	ENSCSAVG00000004402	Ciona_savignyi
