ENSVURP00010018781	ENSVURG00010014297	Vombatus_ursinus	ENSVURT00010021345
ENSVURP00010026951	ENSVURG00010020650	Vombatus_ursinus	ENSVURT00010030703
ENSPCIP00000023272	ENSPCIG00000017629	Phascolarctos_cinereus	ENSPCIT00000028703
ENSMEUP00000010293	ENSMEUG00000011285	Notamacropus_eugenii	ENSMEUT00000011313
ENSMODP00000010254	ENSMODG00000008255	Monodelphis_domestica	ENSMODT00000010452
ENSSHAP00000011002	ENSSHAG00000009482	Sarcophilus_harrisii	ENSSHAT00000011096
ENSLAFP00000017704	ENSLAFG00000016052	Loxodonta_africana	ENSLAFT00000016048
ENSPCAP00000015202	ENSPCAG00000016282	Procavia_capensis	ENSPCAT00000016241
ENSETEP00000005798	ENSETEG00000007144	Echinops_telfairi	ENSETET00000007142
ENSMLUP00000005976	ENSMLUG00000006541	Myotis_lucifugus
ENSPTIP00000025949	ENSPTIG00000021537	Panthera_tigris_altaica
ENSPPRP00000010535	ENSPPRG00000004665	Panthera_pardus
ENSFCAP00000053110	ENSFCAG00000025314	Felis_catus
ENSECAP00000008973	ENSECAG00000011093	Equus_caballus
ENSEASP00005023899	ENSEASG00005016224	Equus_asinus_asinus
ENSBIXP00005018139	ENSBIXG00005021673	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000012683	ENSBIXG00000017755	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000019849	ENSBMUG00000014959	Bos_mutus
ENSBTAP00000070643	ENSBTAG00000018557	Bos_taurus
ENSBBBP00000012695	ENSBBBG00000000612	Bison_bison_bison
ENSOARP00000018130	ENSOARG00000016882	Ovis_aries
ENSCHIP00000032524	ENSCHIG00000026460	Capra_hircus
ENSSSCP00000048507	ENSSSCG00000033144	Sus_scrofa_strain_reference
ENSBIXP00000007185	ENSBIXG00000013172	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034536	ENSBIXG00005015497	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018672	ENSBMUG00000014121	Bos_mutus
ENSBTAP00000068567	ENSBTAG00000053643	Bos_taurus
ENSBBBP00000020624	ENSBBBG00000014286	Bison_bison_bison
ENSOPRP00000006850	ENSOPRG00000007448	Ochotona_princeps
ENSHGLP00000013927	ENSHGLG00000009954	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016811	ENSHGLG00100012403	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015076	ENSFDAG00000002735	Fukomys_damarensis
ENSCAPP00000013372	ENSCAPG00000014006	Cavia_aperea
ENSCPOP00000023652	ENSCPOG00000002961	Cavia_porcellus
ENSCLAP00000003525	ENSCLAG00000002515	Chinchilla_lanigera
ENSODEP00000002613	ENSODEG00000002033	Octodon_degus
ENSJJAP00000015635	ENSJJAG00000017742	Jaculus_jaculus
ENSTBEP00000004936	ENSTBEG00000005747	Tupaia_belangeri
ENSMICP00000017126	ENSMICG00000036869	Microcebus_murinus
ENSOGAP00000002055	ENSOGAG00000002302	Otolemur_garnettii
ENSMNEP00000014000	ENSMNEG00000031200	Macaca_nemestrina
ENSCSAP00000010417	ENSCSAG00000014280	Chlorocebus_sabaeus
ENSRROP00000022753	ENSRROG00000035231	Rhinopithecus_roxellana
ENSPPYP00000020890	ENSPPYG00000018626	Pongo_abelii
ENSCJAP00000016875	ENSCJAG00000009217	Callithrix_jacchus
ENSCJAP00000072626	ENSCJAG00000065356	Callithrix_jacchus
ENSCHOP00000009025	ENSCHOG00000010194	Choloepus_hoffmanni
ENSDNOP00000030777	ENSDNOG00000037156	Dasypus_novemcinctus
ENSOANP00000008021	ENSOANG00000005053	Ornithorhynchus_anatinus
ENSAHAP00000026244	ENSAHAG00000018294	Apteryx_haastii
ENSAOWP00000024285	ENSAOWG00000016400	Apteryx_owenii
ENSARWP00000007625	ENSARWG00000005306	Apteryx_rowi
ENSNPEP00000018080	ENSNPEG00000013460	Nothoprocta_perdicaria
ENSDNVP00000002434	ENSDNVG00000001750	Dromaius_novaehollandiae
ENSLSDP00000020074	ENSLSDG00000014243	Lonchura_striata_domestica
ENSTGUP00000011591	ENSTGUG00000011243	Taeniopygia_guttata
ENSZALP00000010311	ENSZALG00000008711	Zonotrichia_albicollis
ENSJHYP00000021746	ENSJHYG00000016453	Junco_hyemalis
ENSSCAP00000019313	ENSSCAG00000013946	Serinus_canaria
ENSCCEP00000013486	ENSCCEG00000012980	Cyanistes_caeruleus
ENSPMJP00000021216	ENSPMJG00000015747	Parus_major
ENSFALP00000005736	ENSFALG00000005503	Ficedula_albicollis
ENSMVIP00005000449	ENSMVIG00005000402	Manacus_vitellinus
ENSLCOP00000023214	ENSLCOG00000016282	Lepidothrix_coronata
ENSMUNP00000007331	ENSMUNG00000005883	Melopsittacus_undulatus
ENSGALP00000043825	ENSGALG00000039774	Gallus_gallus
ENSCJPP00005013781	ENSCJPG00005011583	Coturnix_japonica
ENSMGAP00000011660	ENSMGAG00000011168	Meleagris_gallopavo
ENSNMEP00000019494	ENSNMEG00000016810	Numida_meleagris
ENSAPLP00000011064	ENSAPLG00000011329	Anas_platyrhynchos_platyrhynchos
ENSABRP00000013347	ENSABRG00000011878	Anser_brachyrhynchus
ENSCPGP00000014513	ENSCPGG00000010270	Calidris_pygmaea
ENSCPUP00000012735	ENSCPUG00000009043	Calidris_pugnax
ENSCPRP00005025387	ENSCPRG00005017611	Crocodylus_porosus
ENSGAGP00000004673	ENSGAGG00000003851	Gopherus_agassizii
ENSCABP00000020640	ENSCABG00000015230	Chelonoidis_abingdonii
ENSCPBP00000030405	ENSCPBG00000021405	Chrysemys_picta_bellii
ENSPSIP00000017846	ENSPSIG00000015861	Pelodiscus_sinensis
ENSACAP00000016581	ENSACAG00000016837	Anolis_carolinensis
ENSPVIP00000000071	ENSPVIG00000000033	Pogona_vitticeps
ENSNSUP00000021423	ENSNSUG00000015555	Notechis_scutatus
ENSSMRP00000015153	ENSSMRG00000011801	Salvator_merianae
ENSSPUP00000012227	ENSSPUG00000009390	Sphenodon_punctatus
ENSXETP00000051297	ENSXETG00000020595	Xenopus_tropicalis
ENSLACP00000002552	ENSLACG00000002281	Latimeria_chalumnae
ENSCHAP00000036834	ENSCHAG00000017393	Clupea_harengus
ENSDCDP00000037414	ENSDCDG00000025067	Denticeps_clupeoides
ENSTRUP00000019571	ENSTRUG00000007870	Takifugu_rubripes
ENSTNIP00000015673	ENSTNIG00000012698	Tetraodon_nigroviridis
ENSLCRP00005063472	ENSLCRG00005023278	Larimichthys_crocea
ENSPRNP00000004913	ENSPRNG00000002787	Parambassis_ranga
ENSSLDP00000006298	ENSSLDG00000005029	Seriola_lalandi_dorsalis
ENSSDUP00000019783	ENSSDUG00000014403	Seriola_dumerili
ENSLCAP00010027491	ENSLCAG00010012926	Lates_calcarifer
ENSAOCP00000024629	ENSAOCG00000000723	Amphiprion_ocellaris
ENSAPEP00000028650	ENSAPEG00000020352	Amphiprion_percula
ENSAPOP00000020410	ENSAPOG00000024006	Acanthochromis_polyacanthus
ENSSPAP00000001664	ENSSPAG00000001269	Stegastes_partitus
ENSCSEP00000023291	ENSCSEG00000014861	Cynoglossus_semilaevis
ENSATEP00000016469	ENSATEG00000011478	Anabas_testudineus
ENSBSLP00000047392	ENSBSLG00000022595	Betta_splendens
ENSMALP00000000124	ENSMALG00000000147	Monopterus_albus
ENSCVAP00000015321	ENSCVAG00000018114	Cyprinodon_variegatus
ENSFHEP00000014810	ENSFHEG00000016395	Fundulus_heteroclitus
ENSPFOP00000006006	ENSPFOG00000006082	Poecilia_formosa
ENSPMEP00000010919	ENSPMEG00000012922	Poecilia_mexicana
ENSPLAP00000022396	ENSPLAG00000006902	Poecilia_latipinna
ENSPREP00000029222	ENSPREG00000019781	Poecilia_reticulata
ENSXMAP00000009718	ENSXMAG00000009698	Xiphophorus_maculatus
ENSXCOP00000012817	ENSXCOG00000009687	Xiphophorus_couchianus
ENSGAFP00000009587	ENSGAFG00000006529	Gambusia_affinis
ENSKMAP00000011243	ENSKMAG00000008447	Kryptolebias_marmoratus
ENSORLP00020030281	ENSORLG00020014684	Oryzias_latipes_ASM223471v1
ENSORLP00015030924	ENSORLG00015014880	Oryzias_latipes_ASM223469v1
ENSORLP00000010838	ENSORLG00000008640	Oryzias_latipes_ASM223467v1
ENSOMEP00000007137	ENSOMEG00000008212	Oryzias_melastigma
ENSACLP00000038745	ENSACLG00000026145	Astatotilapia_calliptera
ENSMZEP00005029281	ENSMZEG00005021836	Maylandia_zebra
ENSPNYP00000003796	ENSPNYG00000002949	Pundamilia_nyererei
ENSHBUP00000032381	ENSHBUG00000018631	Haplochromis_burtoni
ENSONIP00000017818	ENSONIG00000014175	Oreochromis_niloticus
ENSNBRP00000030818	ENSNBRG00000023433	Neolamprologus_brichardi
ENSGACP00000003924	ENSGACG00000002998	Gasterosteus_aculeatus
ENSGWIP00000032657	ENSGWIG00000016807	Gouania_willdenowi
ENSHCOP00000012237	ENSHCOG00000015277	Hippocampus_comes
ENSPMGP00000029566	ENSPMGG00000023791	Periophthalmus_magnuspinnatus
ENSMMOP00000004254	ENSMMOG00000003402	Mola_mola
ENSLBEP00000022142	ENSLBEG00000017003	Labrus_bergylta
ENSSMAP00000024555	ENSSMAG00000014999	Scophthalmus_maximus
ENSACIP00000028789	ENSACIG00000022287	Amphilophus_citrinellus
ENSMAMP00000000591	ENSMAMG00000000414	Mastacembelus_armatus
ENSGMOP00000016020	ENSGMOG00000014950	Gadus_morhua
ENSHHUP00000032481	ENSHHUG00000020591	Hucho_hucho
ENSHHUP00000006908	ENSHHUG00000004253	Hucho_hucho
ENSELUP00000014809	ENSELUG00000014824	Esox_lucius
ENSAMXP00005024980	ENSAMXG00005012675	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054805	ENSAMXG00000030366	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000015427	ENSPNAG00000021457	Pygocentrus_nattereri
ENSEEEP00000021932	ENSEEEG00000010656	Electrophorus_electricus
ENSIPUP00000020900	ENSIPUG00000014157	Ictalurus_punctatus
ENSDARP00000109970	ENSDARG00000057939	Danio_rerio
ENSPKIP00000025422	ENSPKIG00000008298	Paramormyrops_kingsleyae
ENSSFOP00015024044	ENSSFOG00015015445	Scleropages_formosus
ENSLOCP00000005932	ENSLOCG00000004932	Lepisosteus_oculatus
ENSECRP00000008257	ENSECRG00000005514	Erpetoichthys_calabaricus
ENSCMIP00000046378	ENSCMIG00000019071	Callorhinchus_milii
