ENSCHIP00000031370	ENSCHIG00000025661	Capra_hircus	ENSCHIT00000039243
ENSDORP00000023423	ENSDORG00000026955	Dipodomys_ordii
ENSCATP00000034982	ENSCATG00000040380	Cercocebus_atys
ENSOARP00000011847	ENSOARG00000011043	Ovis_aries	ENSOART00000012021
ENSVURP00010018426	ENSVURG00010014047	Vombatus_ursinus	ENSVURT00010020946
MGP_SPRETEiJ_P0076138	MGP_SPRETEiJ_G0029232	Mus_spretus_strain_SPRET/EiJ
ENSMOCP00000005475	ENSMOCG00000004943	Microtus_ochrogaster
ENSANAP00000015541	ENSANAG00000025650	Aotus_nancymaae
ENSMMUP00000008624	ENSMMUG00000006550	Macaca_mulatta
ENSLAFP00000011689	ENSLAFG00000013954	Loxodonta_africana
ENSPSMP00000028210	ENSPSMG00000019648	Prolemur_simus
ENSFCAP00000020910	ENSFCAG00000026631	Felis_catus
ENSP00000242351	ENSG00000105939	Homo_sapiens
ENSPEMP00000015711	ENSPEMG00000015140	Peromyscus_maniculatus_bairdii
ENSMNEP00000025562	ENSMNEG00000036256	Macaca_nemestrina
ENSPCIP00000029060	ENSPCIG00000021649	Phascolarctos_cinereus	ENSPCIT00000035752
ENSHGLP00100016262	ENSHGLG00100012010	Heterocephalus_glaber_HetGla_1.0
ENSPTRP00000041279	ENSPTRG00000019750	Pan_troglodytes
ENSPCOP00000018062	ENSPCOG00000020892	Propithecus_coquereli
ENSSTOP00000005068	ENSSTOG00000005662	Ictidomys_tridecemlineatus
ENSDNOP00000022542	ENSDNOG00000043117	Dasypus_novemcinctus	ENSDNOT00000045400
ENSCJAP00000024102	ENSCJAG00000013080	Callithrix_jacchus
ENSGGOP00000000642	ENSGGOG00000000653	Gorilla_gorilla
ENSPVAP00000016385	ENSPVAG00000017364	Pteropus_vampyrus
ENSEASP00005014750	ENSEASG00005010064	Equus_asinus_asinus
ENSCPOP00000006948	ENSCPOG00000007709	Cavia_porcellus
ENSPANP00000018041	ENSPANG00000023963	Papio_anubis
ENSUAMP00000019137	ENSUAMG00000015112	Ursus_americanus
ENSVPAP00000006943	ENSVPAG00000007462	Vicugna_pacos
MGP_CAROLIEiJ_P0073294	MGP_CAROLIEiJ_G0028233	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000032142	ENSMUGG00000026729	Meriones_unguiculatus
ENSRBIP00000013319	ENSRBIG00000030676	Rhinopithecus_bieti
ENSCAFP00000039439	ENSCAFG00000004102	Canis_lupus_familiaris
ENSCGRP00001013881	ENSCGRG00001014912	Cricetulus_griseus_CHOK1GS_HDv1
ENSBIXP00000017686	ENSBIXG00000021650	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPCAP00000012377	ENSPCAG00000013260	Procavia_capensis	ENSPCAT00000013248
ENSNVIP00000028503	ENSNVIG00000021972	Neovison_vison
ENSOGAP00000009380	ENSOGAG00000010481	Otolemur_garnettii
ENSUMAP00000021146	ENSUMAG00000015455	Ursus_maritimus
ENSPPYP00000020246	ENSPPYG00000018044	Pongo_abelii
ENSMODP00000017214	ENSMODG00000013769	Monodelphis_domestica	ENSMODT00000017533
ENSACIP00000009507	ENSACIG00000007451	Amphilophus_citrinellus
ENSABRP00000022133	ENSABRG00000018745	Anser_brachyrhynchus
ENSMFAP00000003481	ENSMFAG00000001484	Macaca_fascicularis
ENSCSAP00000004772	ENSCSAG00000008605	Chlorocebus_sabaeus
ENSTSYP00000024840	ENSTSYG00000006602	Carlito_syrichta
ENSMICP00000002815	ENSMICG00000003101	Microcebus_murinus
ENSOPRP00000008090	ENSOPRG00000008833	Ochotona_princeps
ENSJJAP00000014458	ENSJJAG00000016894	Jaculus_jaculus
ENSAMEP00000018942	ENSAMEG00000017936	Ailuropoda_melanoleuca
ENSCCAP00000020868	ENSCCAG00000028272	Cebus_capucinus_imitator
ENSMSIP00000035610	ENSMSIG00000029634	Mus_spicilegus
ENSTBEP00000001704	ENSTBEG00000001951	Tupaia_belangeri
ENSMMMP00000013376	ENSMMMG00000011925	Marmota_marmota_marmota
ENSMPUP00000003774	ENSMPUG00000003805	Mustela_putorius_furo
ENSCHOP00000004059	ENSCHOG00000004588	Choloepus_hoffmanni	ENSCHOT00000004607
ENSSHAP00000007752	ENSSHAG00000006732	Sarcophilus_harrisii
ENSTGEP00000032862	ENSTGEG00000026255	Theropithecus_gelada
ENSCLAP00000001796	ENSCLAG00000001337	Chinchilla_lanigera
ENSBBBP00000008409	ENSBBBG00000016444	Bison_bison_bison
