ENSPCIP00000015607	ENSPCIG00000012111	Phascolarctos_cinereus
ENSEBUP00000010213	ENSEBUG00000006541	Eptatretus_burgeri
ENSPREP00000005553	ENSPREG00000003869	Poecilia_reticulata
ENSRNOP00000074983	ENSRNOG00000004146	Rattus_norvegicus
ENSSLDP00000028401	ENSSLDG00000021930	Seriola_lalandi_dorsalis
ENSTGEP00000030761	ENSTGEG00000024661	Theropithecus_gelada
ENSXETP00000027703	ENSXETG00000008810	Xenopus_tropicalis
ENSPFOP00000011293	ENSPFOG00000010909	Poecilia_formosa
ENSPTIP00000016576	ENSPTIG00000015230	Panthera_tigris_altaica
ENSPVIP00000034122	ENSPVIG00000024933	Pogona_vitticeps
ENSTGUP00000015816	ENSTGUG00000015455	Taeniopygia_guttata
ENSOCUP00000000173	ENSOCUG00000000193	Oryctolagus_cuniculus
ENSMPUP00000014901	ENSMPUG00000015012	Mustela_putorius_furo
ENSOPRP00000000459	ENSOPRG00000000495	Ochotona_princeps
ENSBIXP00005003247	ENSBIXG00005000496	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
FBpp0300548	FBgn0029903	Drosophila_melanogaster
ENSMNEP00000041487	ENSMNEG00000043447	Macaca_nemestrina
ENSPNAP00000005916	ENSPNAG00000012035	Pygocentrus_nattereri
ENSPVAP00000016796	ENSPVAG00000017804	Pteropus_vampyrus
ENSMUNP00000013057	ENSMUNG00000010198	Melopsittacus_undulatus
ENSORLP00020019013	ENSORLG00020019999	Oryzias_latipes_ASM223471v1
ENSTTRP00000008221	ENSTTRG00000008649	Tursiops_truncatus
ENSMMMP00000007845	ENSMMMG00000007005	Marmota_marmota_marmota
ENSFALP00000004542	ENSFALG00000004351	Ficedula_albicollis
ENSCABP00000023064	ENSCABG00000016983	Chelonoidis_abingdonii
ENSTRUP00000015781	ENSTRUG00000006447	Takifugu_rubripes
ENSAPLP00000026633	ENSAPLG00000025258	Anas_platyrhynchos_platyrhynchos
ENSLCAP00010000762	ENSLCAG00010000376	Lates_calcarifer
ENSMAMP00000034711	ENSMAMG00000023309	Mastacembelus_armatus
ENSPCAP00000015026	ENSPCAG00000015939	Procavia_capensis
ENSGMOP00000015922	ENSGMOG00000014827	Gadus_morhua
ENSPPRP00000016396	ENSPPRG00000008798	Panthera_pardus
ENSNMEP00000025231	ENSNMEG00000021373	Numida_meleagris	ENSNMET00000036695
ENSSCAP00000017281	ENSSCAG00000012563	Serinus_canaria
ENSAPOP00000014901	ENSAPOG00000017970	Acanthochromis_polyacanthus
ENSCCAP00000014119	ENSCCAG00000024876	Cebus_capucinus_imitator
ENSACAP00000016049	ENSACAG00000016277	Anolis_carolinensis
ENSFHEP00000010042	ENSFHEG00000011314	Fundulus_heteroclitus
ENSPMGP00000026154	ENSPMGG00000021091	Periophthalmus_magnuspinnatus
ENSSTOP00000000408	ENSSTOG00000000452	Ictidomys_tridecemlineatus
ENSCLAP00000020136	ENSCLAG00000013797	Chinchilla_lanigera
ENSAMEP00000002092	ENSAMEG00000001920	Ailuropoda_melanoleuca
ENSCGRP00000007775	ENSCGRG00000005667	Cricetulus_griseus_CriGri_1.0
ENSPPAP00000027886	ENSPPAG00000036983	Pan_paniscus
ENSCPBP00000038087	ENSCPBG00000026377	Chrysemys_picta_bellii
ENSBSLP00000033597	ENSBSLG00000016182	Betta_splendens
ENSOMEP00000008696	ENSOMEG00000009873	Oryzias_melastigma
ENSPMJP00000010876	ENSPMJG00000008503	Parus_major
ENSCAFP00020032092	ENSCAFG00020024990	Canis_lupus_dingo
ENSNGAP00000025514	ENSNGAG00000023428	Nannospalax_galili
ENSABRP00000027456	ENSABRG00000022856	Anser_brachyrhynchus
ENSAOWP00000019401	ENSAOWG00000013177	Apteryx_owenii
ENSARWP00000006746	ENSARWG00000004723	Apteryx_rowi
ENSMMOP00000018474	ENSMMOG00000013986	Mola_mola
ENSAMXP00005035078	ENSAMXG00005016886	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPRP00005003785	ENSCPRG00005002411	Crocodylus_porosus
ENSHHUP00000028425	ENSHHUG00000018081	Hucho_hucho
ENSAPLP00000018922	ENSAPLG00000017897	Anas_platyrhynchos_platyrhynchos
ENSLBEP00000035359	ENSLBEG00000026540	Labrus_bergylta
ENSSMRP00000007869	ENSSMRG00000004537	Salvator_merianae
ENSP00000251166	ENSG00000262246	Homo_sapiens
ENSBTAP00000012121	ENSBTAG00000009201	Bos_taurus
ENSAHAP00000015403	ENSAHAG00000011032	Apteryx_haastii
ENSRBIP00000027926	ENSRBIG00000037799	Rhinopithecus_bieti
ENSECAP00000011212	ENSECAG00000012973	Equus_caballus
ENSNBRP00000031249	ENSNBRG00000023710	Neolamprologus_brichardi
ENSPPYP00000007981	ENSPPYG00000007056	Pongo_abelii
ENSCATP00000021876	ENSCATG00000034606	Cercocebus_atys
ENSDNVP00000010925	ENSDNVG00000006762	Dromaius_novaehollandiae
ENSCVAP00000008660	ENSCVAG00000010515	Cyprinodon_variegatus
ENSBMUP00000004197	ENSBMUG00000003266	Bos_mutus
ENSVURP00010022873	ENSVURG00010017530	Vombatus_ursinus
ENSMODP00000048970	ENSMODG00000016364	Monodelphis_domestica
ENSHBUP00000025465	ENSHBUG00000007456	Haplochromis_burtoni
ENSSMAP00000026833	ENSSMAG00000016393	Scophthalmus_maximus
ENSNLEP00000011993	ENSNLEG00000009847	Nomascus_leucogenys
ENSMAUP00000025565	ENSMAUG00000022056	Mesocricetus_auratus
ENSPTRP00000064885	ENSPTRG00000007716	Pan_troglodytes
ENSMFAP00000015847	ENSMFAG00000031015	Macaca_fascicularis
ENSSFOP00015015318	ENSSFOG00015009889	Scleropages_formosus
ENSFCAP00000010433	ENSFCAG00000011231	Felis_catus
ENSGACP00000014947	ENSGACG00000011303	Gasterosteus_aculeatus
ENSCAPP00000001227	ENSCAPG00000002174	Cavia_aperea
ENSJHYP00000023403	ENSJHYG00000017627	Junco_hyemalis
ENSCPUP00000025764	ENSCPUG00000017388	Calidris_pugnax
ENSMZEP00005006030	ENSMZEG00005004668	Maylandia_zebra
ENSPEMP00000025954	ENSPEMG00000022213	Peromyscus_maniculatus_bairdii
ENSPSIP00000008589	ENSPSIG00000007823	Pelodiscus_sinensis
ENSHCOP00000021703	ENSHCOG00000008790	Hippocampus_comes
ENSDNOP00000018060	ENSDNOG00000034346	Dasypus_novemcinctus
ENSHGLP00000018443	ENSHGLG00000013215	Heterocephalus_glaber_HetGla_female_1.0
ENSPRNP00000045139	ENSPRNG00000020237	Parambassis_ranga
ENSACIP00000020143	ENSACIG00000015507	Amphilophus_citrinellus
ENSCCEP00000000458	ENSCCEG00000000436	Cyanistes_caeruleus
ENSSDAP00000008170	ENSSDAG00000007166	Spermophilus_dauricus
ENSLSDP00000015524	ENSLSDG00000011170	Lonchura_striata_domestica
ENSRROP00000040380	ENSRROG00000043383	Rhinopithecus_roxellana
ENSCHAP00000061875	ENSCHAG00000027549	Clupea_harengus
ENSUAMP00000006465	ENSUAMG00000004966	Ursus_americanus
ENSAMXP00000019372	ENSAMXG00000018818	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000139047	ENSDARG00000089616	Danio_rerio
ENSGAGP00000023086	ENSGAGG00000016917	Gopherus_agassizii
ENSCSEP00000025176	ENSCSEG00000016063	Cynoglossus_semilaevis
ENSTGUP00000004041	ENSTGUG00000003922	Taeniopygia_guttata
ENSCPGP00000013396	ENSCPGG00000009341	Calidris_pygmaea
ENSCSAVP00000017958	ENSCSAVG00000010569	Ciona_savignyi
ENSPCOP00000022572	ENSPCOG00000023387	Propithecus_coquereli
ENSORLP00000010353	ENSORLG00000008248	Oryzias_latipes_ASM223467v1
ENSLCRP00005019035	ENSLCRG00005007447	Larimichthys_crocea
ENSSBOP00000037324	ENSSBOG00000034721	Saimiri_boliviensis_boliviensis
ENSEEUP00000006887	ENSEEUG00000007450	Erinaceus_europaeus
ENSGALP00000048746	ENSGALG00000038325	Gallus_gallus	ENSGALT00000080412
ENSPKIP00000022150	ENSPKIG00000006270	Paramormyrops_kingsleyae
ENSTSYP00000020791	ENSTSYG00000027634	Carlito_syrichta
Y76A2B.1c.1	WBGene00004075	Caenorhabditis_elegans_strain_N2
ENSAOCP00000015904	ENSAOCG00000020797	Amphiprion_ocellaris
ENSORLP00015008662	ENSORLG00015009465	Oryzias_latipes_ASM223469v1
ENSDORP00000014008	ENSDORG00000014889	Dipodomys_ordii
ENSECRP00000024937	ENSECRG00000016881	Erpetoichthys_calabaricus
MGP_SPRETEiJ_P0042026	MGP_SPRETEiJ_G0021298	Mus_spretus_strain_SPRET/EiJ
ENSPNYP00000001394	ENSPNYG00000001134	Pundamilia_nyererei
ENSDCDP00000040022	ENSDCDG00000024567	Denticeps_clupeoides
ENSGWIP00000042269	ENSGWIG00000021196	Gouania_willdenowi
ENSP00000460885	ENSG00000103426	Homo_sapiens
ENSACLP00000041067	ENSACLG00000027660	Astatotilapia_calliptera
ENSNVIP00000003105	ENSNVIG00000000976	Neovison_vison
ENSCANP00000014857	ENSCANG00000030850	Colobus_angolensis_palliatus
ENSUMAP00000003340	ENSUMAG00000002675	Ursus_maritimus
ENSCGRP00015017429	ENSCGRG00015013381	Cricetulus_griseus_CriGri-PICR
ENSMLUP00000019345	ENSMLUG00000028397	Myotis_lucifugus
ENSGAFP00000000018	ENSGAFG00000000014	Gambusia_affinis
ENSMEUP00000005040	ENSMEUG00000005503	Notamacropus_eugenii
ENSHHUP00000028475	ENSHHUG00000018132	Hucho_hucho
ENSMALP00000007326	ENSMALG00000005154	Monopterus_albus
