FBpp0112122	FBgn0037737	Drosophila_melanogaster	FBtr0113210
R186.7.1	WBGene00011308	Caenorhabditis_elegans_strain_N2	R186.7.1
ENSVURP00010012520	ENSVURG00010009670	Vombatus_ursinus	ENSVURT00010014253
ENSPCIP00000034817	ENSPCIG00000025750	Phascolarctos_cinereus	ENSPCIT00000042843
ENSMEUP00000011446	ENSMEUG00000012561	Notamacropus_eugenii	ENSMEUT00000012592
ENSMODP00000014945	ENSMODG00000011926	Monodelphis_domestica	ENSMODT00000015219
ENSUMAP00000011108	ENSUMAG00000008357	Ursus_maritimus
ENSDNVP00000001909	ENSDNVG00000001374	Dromaius_novaehollandiae
ENSTGUP00000012412	ENSTGUG00000012046	Taeniopygia_guttata
ENSLSDP00000003291	ENSLSDG00000002522	Lonchura_striata_domestica
ENSSCAP00000014066	ENSSCAG00000010348	Serinus_canaria
ENSJHYP00000013880	ENSJHYG00000010746	Junco_hyemalis
ENSPMJP00000022537	ENSPMJG00000016686	Parus_major
ENSCCEP00000021524	ENSCCEG00000019413	Cyanistes_caeruleus
ENSFALP00000006454	ENSFALG00000006181	Ficedula_albicollis
ENSLCOP00000022724	ENSLCOG00000015983	Lepidothrix_coronata
ENSLCOP00000022726	ENSLCOG00000015984	Lepidothrix_coronata
ENSMVIP00005003462	ENSMVIG00005002665	Manacus_vitellinus
ENSMUNP00000013094	ENSMUNG00000010225	Melopsittacus_undulatus
ENSCPGP00000007253	ENSCPGG00000005196	Calidris_pygmaea
ENSCPUP00000002624	ENSCPUG00000001995	Calidris_pugnax
ENSGALP00000016513	ENSGALG00000010167	Gallus_gallus
ENSCJPP00005024182	ENSCJPG00005019097	Coturnix_japonica
ENSMGAP00000013252	ENSMGAG00000012573	Meleagris_gallopavo
ENSNMEP00000026520	ENSNMEG00000022347	Numida_meleagris
ENSABRP00000009976	ENSABRG00000008763	Anser_brachyrhynchus
ENSCPRP00005005566	ENSCPRG00005003967	Crocodylus_porosus
ENSGAGP00000004862	ENSGAGG00000003989	Gopherus_agassizii
ENSCABP00000031011	ENSCABG00000022668	Chelonoidis_abingdonii
ENSPSIP00000015443	ENSPSIG00000013724	Pelodiscus_sinensis
ENSSPUP00000022402	ENSSPUG00000017196	Sphenodon_punctatus
ENSCPBP00000037829	ENSCPBG00000026209	Chrysemys_picta_bellii
ENSNPEP00000009829	ENSNPEG00000007358	Nothoprocta_perdicaria
ENSXETP00000005732	ENSXETG00000009609	Xenopus_tropicalis
ENSLACP00000006245	ENSLACG00000005539	Latimeria_chalumnae
ENSCHAP00000009999	ENSCHAG00000005723	Clupea_harengus
ENSDCDP00000019363	ENSDCDG00000015462	Denticeps_clupeoides
ENSIPUP00000019095	ENSIPUG00000012930	Ictalurus_punctatus
ENSEEEP00000027363	ENSEEEG00000013205	Electrophorus_electricus
ENSAMXP00005041075	ENSAMXG00005019205	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038532	ENSAMXG00000033067	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030569	ENSPNAG00000017360	Pygocentrus_nattereri
ENSDARP00000011002	ENSDARG00000015851	Danio_rerio
ENSHHUP00000081619	ENSHHUG00000047456	Hucho_hucho
ENSHHUP00000039516	ENSHHUG00000024544	Hucho_hucho
ENSELUP00000028476	ENSELUG00000005070	Esox_lucius
ENSCSEP00000025138	ENSCSEG00000016051	Cynoglossus_semilaevis
ENSGWIP00000010888	ENSGWIG00000006392	Gouania_willdenowi
ENSTRUP00000055747	ENSTRUG00000023243	Takifugu_rubripes
ENSTNIP00000019991	ENSTNIG00000016876	Tetraodon_nigroviridis
ENSMMOP00000005850	ENSMMOG00000004597	Mola_mola
ENSGACP00000016445	ENSGACG00000012434	Gasterosteus_aculeatus
ENSLBEP00000029670	ENSLBEG00000022441	Labrus_bergylta
ENSNBRP00000012556	ENSNBRG00000009804	Neolamprologus_brichardi
ENSACIP00000018456	ENSACIG00000014402	Amphilophus_citrinellus
ENSSLDP00000012337	ENSSLDG00000009817	Seriola_lalandi_dorsalis
ENSSMAP00000018164	ENSSMAG00000011139	Scophthalmus_maximus
ENSSLDP00000030395	ENSSLDG00000023420	Seriola_lalandi_dorsalis
ENSMALP00000031110	ENSMALG00000021477	Monopterus_albus
ENSLCRP00005047498	ENSLCRG00005017993	Larimichthys_crocea
ENSCGOP00000030588	ENSCGOG00000014200	Cottoperca_gobio
ENSATEP00000013690	ENSATEG00000009564	Anabas_testudineus
ENSBSLP00000034395	ENSBSLG00000016611	Betta_splendens
ENSMAMP00000019254	ENSMAMG00000012880	Mastacembelus_armatus
ENSMZEP00005010469	ENSMZEG00005007883	Maylandia_zebra
ENSACLP00000036109	ENSACLG00000024464	Astatotilapia_calliptera
ENSPNYP00000029988	ENSPNYG00000022613	Pundamilia_nyererei
ENSHBUP00000014400	ENSHBUG00000016241	Haplochromis_burtoni
ENSONIP00000024540	ENSONIG00000019494	Oreochromis_niloticus
ENSACIP00000018473	ENSACIG00000014414	Amphilophus_citrinellus
ENSPRNP00000034403	ENSPRNG00000017282	Parambassis_ranga
ENSPLAP00000016197	ENSPLAG00000020277	Poecilia_latipinna
ENSPFOP00000022004	ENSPFOG00000022307	Poecilia_formosa
ENSPMEP00000027026	ENSPMEG00000011136	Poecilia_mexicana
ENSPREP00000011254	ENSPREG00000007684	Poecilia_reticulata
ENSGAFP00000029109	ENSGAFG00000019642	Gambusia_affinis
ENSXCOP00000018633	ENSXCOG00000014023	Xiphophorus_couchianus
ENSXMAP00000009573	ENSXMAG00000009547	Xiphophorus_maculatus
ENSFHEP00000018738	ENSFHEG00000020643	Fundulus_heteroclitus
ENSCVAP00000002079	ENSCVAG00000003133	Cyprinodon_variegatus
ENSKMAP00000010456	ENSKMAG00000007854	Kryptolebias_marmoratus
ENSORLP00000039193	ENSORLG00000026317	Oryzias_latipes_ASM223467v1
ENSORLP00000022106	ENSORLG00000017662	Oryzias_latipes_ASM223467v1
ENSORLP00015012397	ENSORLG00015013248	Oryzias_latipes_ASM223469v1
ENSORLP00020031545	ENSORLG00020016635	Oryzias_latipes_ASM223471v1
ENSOMEP00000010319	ENSOMEG00000011591	Oryzias_melastigma
ENSAOCP00000025024	ENSAOCG00000012308	Amphiprion_ocellaris
ENSAPEP00000003534	ENSAPEG00000002552	Amphiprion_percula
ENSAPOP00000025356	ENSAPOG00000008373	Acanthochromis_polyacanthus
ENSSPAP00000001777	ENSSPAG00000001376	Stegastes_partitus
ENSSDUP00000023728	ENSSDUG00000017243	Seriola_dumerili
ENSSDUP00000023745	ENSSDUG00000017259	Seriola_dumerili
ENSLCAP00010051500	ENSLCAG00010023983	Lates_calcarifer
ENSHCOP00000010181	ENSHCOG00000012758	Hippocampus_comes
ENSPMGP00000010592	ENSPMGG00000008768	Periophthalmus_magnuspinnatus
ENSGMOP00000014693	ENSGMOG00000013746	Gadus_morhua
ENSSFOP00015019203	ENSSFOG00015012336	Scleropages_formosus
ENSPKIP00000029010	ENSPKIG00000010403	Paramormyrops_kingsleyae
ENSPKIP00000035253	ENSPKIG00000014281	Paramormyrops_kingsleyae
ENSSFOP00015012281	ENSSFOG00015007936	Scleropages_formosus
ENSLOCP00000011262	ENSLOCG00000009234	Lepisosteus_oculatus
ENSECRP00000021676	ENSECRG00000014631	Erpetoichthys_calabaricus
ENSCMIP00000003145	ENSCMIG00000001851	Callorhinchus_milii
ENSPMAP00000003334	ENSPMAG00000003058	Petromyzon_marinus
ENSEBUP00000023547	ENSEBUG00000014510	Eptatretus_burgeri
ENSCINP00000025459	ENSCING00000005537	Ciona_intestinalis
