ENSCCNP00000018235	ENSCCNG00000018514	Castor_canadensis
ENSLSDP00000007673	ENSLSDG00000005773	Lonchura_striata_domestica
ENSTGUP00000007942	ENSTGUG00000007721	Taeniopygia_guttata
ENSSCAP00000009229	ENSSCAG00000007052	Serinus_canaria
ENSJHYP00000005993	ENSJHYG00000004866	Junco_hyemalis
ENSPMJP00000018466	ENSPMJG00000013850	Parus_major
ENSLCOP00000017464	ENSLCOG00000012358	Lepidothrix_coronata
ENSMUNP00000006925	ENSMUNG00000005573	Melopsittacus_undulatus
ENSAOWP00000018033	ENSAOWG00000012317	Apteryx_owenii
ENSDNVP00000009008	ENSDNVG00000006404	Dromaius_novaehollandiae
ENSNPEP00000002392	ENSNPEG00000001835	Nothoprocta_perdicaria
ENSGALP00000050068	ENSGALG00000029367	Gallus_gallus
ENSMGAP00000008021	ENSMGAG00000007845	Meleagris_gallopavo
ENSCJPP00005018414	ENSCJPG00005014996	Coturnix_japonica
ENSNMEP00000000956	ENSNMEG00000001362	Numida_meleagris
ENSCCEP00000005818	ENSCCEG00000006350	Cyanistes_caeruleus
ENSFALP00000003644	ENSFALG00000003496	Ficedula_albicollis
ENSCPGP00000020143	ENSCPGG00000014117	Calidris_pygmaea
ENSARWP00000015264	ENSARWG00000010552	Apteryx_rowi
ENSAHAP00000016817	ENSAHAG00000011982	Apteryx_haastii
ENSSPUP00000009447	ENSSPUG00000007346	Sphenodon_punctatus
ENSGAGP00000008578	ENSGAGG00000006800	Gopherus_agassizii
ENSTGEP00000003043	ENSTGEG00000002629	Theropithecus_gelada
ENSMVIP00005018616	ENSMVIG00005013214	Manacus_vitellinus
ENSZALP00000004868	ENSZALG00000004562	Zonotrichia_albicollis
ENSCPGP00000013823	ENSCPGG00000009789	Calidris_pygmaea
ENSXETP00000046223	ENSXETG00000019167	Xenopus_tropicalis
ENSLACP00000007880	ENSLACG00000006975	Latimeria_chalumnae
ENSSFOP00015012403	ENSSFOG00015007998	Scleropages_formosus
ENSPKIP00000001808	ENSPKIG00000019944	Paramormyrops_kingsleyae
ENSTRUP00000046518	ENSTRUG00000018180	Takifugu_rubripes
ENSTNIP00000012156	ENSTNIG00000009290	Tetraodon_nigroviridis
ENSMMOP00000021168	ENSMMOG00000016101	Mola_mola
ENSCSEP00000011059	ENSCSEG00000007093	Cynoglossus_semilaevis
ENSHCOP00000003719	ENSHCOG00000005096	Hippocampus_comes
ENSSDUP00000027448	ENSSDUG00000019861	Seriola_dumerili
ENSSLDP00000024779	ENSSLDG00000019308	Seriola_lalandi_dorsalis
ENSSMAP00000001978	ENSSMAG00000001094	Scophthalmus_maximus
ENSLCAP00010006516	ENSLCAG00010003195	Lates_calcarifer
ENSMALP00000002397	ENSMALG00000001791	Monopterus_albus
ENSMAMP00000030670	ENSMAMG00000020678	Mastacembelus_armatus
ENSLCRP00005052509	ENSLCRG00005019724	Larimichthys_crocea
ENSLBEP00000010174	ENSLBEG00000007737	Labrus_bergylta
ENSCGOP00000044968	ENSCGOG00000020130	Cottoperca_gobio
ENSGACP00000021044	ENSGACG00000015943	Gasterosteus_aculeatus
ENSATEP00000001622	ENSATEG00000001175	Anabas_testudineus
ENSBSLP00000001383	ENSBSLG00000000899	Betta_splendens
ENSPLAP00000019604	ENSPLAG00000001869	Poecilia_latipinna
ENSPREP00000003421	ENSPREG00000002474	Poecilia_reticulata
ENSPMEP00000011759	ENSPMEG00000013883	Poecilia_mexicana
ENSXMAP00000027480	ENSXMAG00000003013	Xiphophorus_maculatus
ENSGAFP00000001577	ENSGAFG00000001103	Gambusia_affinis
ENSCVAP00000017368	ENSCVAG00000020518	Cyprinodon_variegatus
ENSFHEP00000019449	ENSFHEG00000021377	Fundulus_heteroclitus
ENSKMAP00000013046	ENSKMAG00000009784	Kryptolebias_marmoratus
ENSORLP00020024836	ENSORLG00020006544	Oryzias_latipes_ASM223471v1
ENSORLP00000035573	ENSORLG00000025140	Oryzias_latipes_ASM223467v1
ENSORLP00015024080	ENSORLG00015004462	Oryzias_latipes_ASM223469v1
ENSOMEP00000022969	ENSOMEG00000002819	Oryzias_melastigma
ENSAOCP00000001503	ENSAOCG00000004512	Amphiprion_ocellaris
ENSAPEP00000020757	ENSAPEG00000014811	Amphiprion_percula
ENSAPOP00000010584	ENSAPOG00000013048	Acanthochromis_polyacanthus
ENSSPAP00000002453	ENSSPAG00000001870	Stegastes_partitus
ENSPRNP00000012929	ENSPRNG00000007111	Parambassis_ranga
ENSGWIP00000005753	ENSGWIG00000003280	Gouania_willdenowi
ENSHBUP00000030648	ENSHBUG00000015829	Haplochromis_burtoni
ENSACLP00000008759	ENSACLG00000005951	Astatotilapia_calliptera
ENSPNYP00000021273	ENSPNYG00000016066	Pundamilia_nyererei
ENSMZEP00005016779	ENSMZEG00005012611	Maylandia_zebra
ENSNBRP00000010653	ENSNBRG00000008290	Neolamprologus_brichardi
ENSONIP00000007119	ENSONIG00000005654	Oreochromis_niloticus
ENSACIP00000005523	ENSACIG00000004358	Amphilophus_citrinellus
ENSPMGP00000000013	ENSPMGG00000000010	Periophthalmus_magnuspinnatus
ENSGMOP00000003936	ENSGMOG00000003713	Gadus_morhua
ENSHHUP00000031752	ENSHHUG00000020160	Hucho_hucho
ENSHHUP00000051215	ENSHHUG00000030844	Hucho_hucho
ENSELUP00000010203	ENSELUG00000010707	Esox_lucius
ENSCHAP00000001723	ENSCHAG00000001263	Clupea_harengus
ENSCHAP00000047148	ENSCHAG00000021713	Clupea_harengus
ENSDCDP00000049252	ENSDCDG00000030323	Denticeps_clupeoides
ENSEEEP00000035052	ENSEEEG00000016667	Electrophorus_electricus
ENSIPUP00000010322	ENSIPUG00000007054	Ictalurus_punctatus
ENSAMXP00005034505	ENSAMXG00005016630	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000035027	ENSAMXG00000033591	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000021051	ENSPNAG00000028044	Pygocentrus_nattereri
ENSDARP00000014491	ENSDARG00000018283	Danio_rerio
ENSLOCP00000001426	ENSLOCG00000001258	Lepisosteus_oculatus
ENSECRP00000026460	ENSECRG00000017862	Erpetoichthys_calabaricus
ENSCMIP00000035070	ENSCMIG00000014863	Callorhinchus_milii
ENSEBUP00000005037	ENSEBUG00000003467	Eptatretus_burgeri
ENSCSAVP00000004258	ENSCSAVG00000002515	Ciona_savignyi
ENSCINP00000031217	ENSCING00000022975	Ciona_intestinalis
