ENSCGRP00015008206	ENSCGRG00015006374	Cricetulus_griseus_CriGri-PICR
ENSMODP00000007123	ENSMODG00000005748	Monodelphis_domestica
ENSUPAP00010018497	ENSUPAG00010014679	Urocitellus_parryii
ENSLOCP00000007068	ENSLOCG00000005855	Lepisosteus_oculatus
ENSLAFP00000004263	ENSLAFG00000005097	Loxodonta_africana
ENSLBEP00000021368	ENSLBEG00000016420	Labrus_bergylta
ENSCHAP00000031959	ENSCHAG00000015273	Clupea_harengus
FBpp0075118	FBgn0004465	Drosophila_melanogaster
ENSMEUP00000002322	ENSMEUG00000002540	Notamacropus_eugenii
ENSMMOP00000019519	ENSMMOG00000014808	Mola_mola
ENSNMEP00000006656	ENSNMEG00000006774	Numida_meleagris
ENSMLUP00000012359	ENSMLUG00000013576	Myotis_lucifugus
ENSANAP00000035868	ENSANAG00000035454	Aotus_nancymaae
ENSSCAP00000008292	ENSSCAG00000006331	Serinus_canaria
ENSCJPP00005025616	ENSCJPG00005020097	Coturnix_japonica
ENSCSEP00000021881	ENSCSEG00000013962	Cynoglossus_semilaevis
ENSECAP00000014368	ENSECAG00000016744	Equus_caballus
ENSPTIP00000006512	ENSPTIG00000008404	Panthera_tigris_altaica
ENSTSYP00000026637	ENSTSYG00000030982	Carlito_syrichta
ENSCCAP00000037230	ENSCCAG00000036490	Cebus_capucinus_imitator
ENSGWIP00000014451	ENSGWIG00000008163	Gouania_willdenowi
ENSTTRP00000015618	ENSTTRG00000016476	Tursiops_truncatus
ENSPCIP00000036149	ENSPCIG00000026669	Phascolarctos_cinereus
ENSJJAP00000014231	ENSJJAG00000016746	Jaculus_jaculus
ENSZALP00000001363	ENSZALG00000001591	Zonotrichia_albicollis
ENSDNOP00000009300	ENSDNOG00000012002	Dasypus_novemcinctus
ENSLCAP00010014577	ENSLCAG00010006928	Lates_calcarifer
ENSPRNP00000046330	ENSPRNG00000022357	Parambassis_ranga
ENSBIXP00005010935	ENSBIXG00005015481	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCJAP00000074655	ENSCJAG00000019932	Callithrix_jacchus
ENSAPOP00000032260	ENSAPOG00000020071	Acanthochromis_polyacanthus
ENSMICP00000008733	ENSMICG00000009604	Microcebus_murinus
ENSMAMP00000025537	ENSMAMG00000017132	Mastacembelus_armatus
ENSLCRP00005052384	ENSLCRG00005019686	Larimichthys_crocea
ENSODEP00000004646	ENSODEG00000003544	Octodon_degus
ENSJHYP00000013127	ENSJHYG00000010190	Junco_hyemalis
ENSCSAP00000010140	ENSCSAG00000014017	Chlorocebus_sabaeus
ENSSPAP00000013527	ENSSPAG00000010243	Stegastes_partitus
ENSRROP00000035491	ENSRROG00000041241	Rhinopithecus_roxellana
ENSXETP00000039112	ENSXETG00000017897	Xenopus_tropicalis
ENSAHAP00000020276	ENSAHAG00000014266	Apteryx_haastii
ENSCABP00000002866	ENSCABG00000002209	Chelonoidis_abingdonii
ENSATEP00000012994	ENSATEG00000009084	Anabas_testudineus
ENSPMEP00000029560	ENSPMEG00000015390	Poecilia_mexicana
ENSMMUP00000024000	ENSMMUG00000018258	Macaca_mulatta
ENSCLAP00000018096	ENSCLAG00000012409	Chinchilla_lanigera
ENSDORP00000004040	ENSDORG00000004322	Dipodomys_ordii
ENSUAMP00000012290	ENSUAMG00000009975	Ursus_americanus
ENSGMOP00000020738	ENSGMOG00000019282	Gadus_morhua
ENSCSAVP00000009873	ENSCSAVG00000005803	Ciona_savignyi
ENSCHAP00000051329	ENSCHAG00000023511	Clupea_harengus
ENSEEUP00000008033	ENSEEUG00000008835	Erinaceus_europaeus
ENSBTAP00000056972	ENSBTAG00000016218	Bos_taurus
MGP_PahariEiJ_P0062130	MGP_PahariEiJ_G0024890	Mus_pahari_strain_PAHARI_EIJ
ENSCHAP00000050037	ENSCHAG00000022991	Clupea_harengus
ENSPSMP00000010768	ENSPSMG00000007775	Prolemur_simus
ENSHGLP00100002447	ENSHGLG00100001897	Heterocephalus_glaber_HetGla_1.0
ENSCCNP00000028485	ENSCCNG00000027431	Castor_canadensis
ENSAPLP00000022821	ENSAPLG00000028885	Anas_platyrhynchos_platyrhynchos
ENSPPAP00000007364	ENSPPAG00000026594	Pan_paniscus
ENSCPOP00000026610	ENSCPOG00000034883	Cavia_porcellus
MGP_SPRETEiJ_P0053157	MGP_SPRETEiJ_G0024350	Mus_spretus_strain_SPRET/EiJ
ENSBBBP00000013630	ENSBBBG00000021308	Bison_bison_bison
ENSCMIP00000038434	ENSCMIG00000016130	Callorhinchus_milii
ENSCPUP00000016006	ENSCPUG00000011077	Calidris_pugnax
ENSP00000345341	ENSG00000148334	Homo_sapiens
ENSDCDP00000032596	ENSDCDG00000022349	Denticeps_clupeoides
ENSEBUP00000016564	ENSEBUG00000010390	Eptatretus_burgeri
ENSPMJP00000012324	ENSPMJG00000009486	Parus_major	ENSPMJT00000016219
ENSCGRP00001011399	ENSCGRG00001013052	Cricetulus_griseus_CHOK1GS_HDv1
ENSHHUP00000046080	ENSHHUG00000028092	Hucho_hucho
ENSHCOP00000013514	ENSHCOG00000016697	Hippocampus_comes
ENSOCUP00000017233	ENSOCUG00000026400	Oryctolagus_cuniculus
ENSTGUP00000003965	ENSTGUG00000003851	Taeniopygia_guttata
ENSPNAP00000004574	ENSPNAG00000001486	Pygocentrus_nattereri
ENSSBOP00000039590	ENSSBOG00000035821	Saimiri_boliviensis_boliviensis
ENSLSDP00000001463	ENSLSDG00000001152	Lonchura_striata_domestica
ENSOMEP00000033846	ENSOMEG00000020075	Oryzias_melastigma
ENSAPEP00000028666	ENSAPEG00000020358	Amphiprion_percula
ENSAMXP00000034909	ENSAMXG00000043323	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSPAP00000005485	ENSSPAG00000004258	Stegastes_partitus
ENSMPUP00000013362	ENSMPUG00000013464	Mustela_putorius_furo
ENSMLEP00000032159	ENSMLEG00000040301	Mandrillus_leucophaeus
ENSFHEP00000010654	ENSFHEG00000012004	Fundulus_heteroclitus
ENSVURP00010020835	ENSVURG00010015939	Vombatus_ursinus
ENSGACP00000019512	ENSGACG00000014775	Gasterosteus_aculeatus
ENSSSCP00000006036	ENSSSCG00000022655	Sus_scrofa_strain_reference
ENSCPRP00005000930	ENSCPRG00005000726	Crocodylus_porosus
ENSHGLP00000019879	ENSHGLG00000014234	Heterocephalus_glaber_HetGla_female_1.0
ENSMSIP00000013328	ENSMSIG00000011545	Mus_spicilegus
ENSOANP00000021239	ENSOANG00000013457	Ornithorhynchus_anatinus
ENSAOCP00000025231	ENSAOCG00000012670	Amphiprion_ocellaris
ENSCAFP00000029770	ENSCAFG00000020089	Canis_lupus_familiaris
ENSPFOP00000013917	ENSPFOG00000013850	Poecilia_formosa
ENSPTEP00000013268	ENSPTEG00000014874	Piliocolobus_tephrosceles
ENSMNEP00000042437	ENSMNEG00000043945	Macaca_nemestrina
ENSMEUP00000000211	ENSMEUG00000000230	Notamacropus_eugenii
ENSBSLP00000020749	ENSBSLG00000010597	Betta_splendens
ENSANAP00000006518	ENSANAG00000021340	Aotus_nancymaae
ENSCGOP00000019316	ENSCGOG00000009263	Cottoperca_gobio
ENSMZEP00005027048	ENSMZEG00005020177	Maylandia_zebra
ENSSTOP00000004768	ENSSTOG00000005312	Ictidomys_tridecemlineatus
ENSHHUP00000085794	ENSHHUG00000049673	Hucho_hucho
ENSDARP00000111602	ENSDARG00000068415	Danio_rerio
ENSFALP00000001447	ENSFALG00000001388	Ficedula_albicollis
ENSPTRP00000085716	ENSPTRG00000048759	Pan_troglodytes
ENSCAFP00020020297	ENSCAFG00020016101	Canis_lupus_dingo
ENSMFAP00000006235	ENSMFAG00000035442	Macaca_fascicularis
ENSXMAP00000026997	ENSXMAG00000028160	Xiphophorus_maculatus
ENSHHUP00000078617	ENSHHUG00000045876	Hucho_hucho
ENSMOCP00000011096	ENSMOCG00000011339	Microtus_ochrogaster
ENSTBEP00000012069	ENSTBEG00000013933	Tupaia_belangeri
ENSPCAP00000010867	ENSPCAG00000011669	Procavia_capensis
ENSPVIP00000032218	ENSPVIG00000023627	Pogona_vitticeps
ENSCVAP00000025298	ENSCVAG00000009994	Cyprinodon_variegatus
ENSBMUP00000025869	ENSBMUG00000019395	Bos_mutus
ENSUMAP00000031472	ENSUMAG00000022728	Ursus_maritimus
ENSCPGP00000008706	ENSCPGG00000006184	Calidris_pygmaea
ENSNPEP00000002604	ENSNPEG00000002018	Nothoprocta_perdicaria
ENSCAPP00000007544	ENSCAPG00000009440	Cavia_aperea
ENSNBRP00000020871	ENSNBRG00000016023	Neolamprologus_brichardi
ENSSPUP00000019922	ENSSPUG00000015335	Sphenodon_punctatus
ENSOANP00000033025	ENSOANG00000031064	Ornithorhynchus_anatinus
ENSTGEP00000026088	ENSTGEG00000021021	Theropithecus_gelada
ENSIPUP00000022913	ENSIPUG00000015514	Ictalurus_punctatus
ENSCHIP00000033176	ENSCHIG00000026833	Capra_hircus
ENSRBIP00000014080	ENSRBIG00000031136	Rhinopithecus_bieti
ENSNSUP00000022797	ENSNSUG00000016532	Notechis_scutatus	ENSNSUT00000024246
ENSSBOP00000002380	ENSSBOG00000012374	Saimiri_boliviensis_boliviensis
ENSNGAP00000019692	ENSNGAG00000019435	Nannospalax_galili
ENSCINP00000001257	ENSCING00000000684	Ciona_intestinalis
ENSTRUP00000017092	ENSTRUG00000006963	Takifugu_rubripes
ENSSFOP00015011910	ENSSFOG00015007700	Scleropages_formosus
ENSPCOP00000003098	ENSPCOG00000009389	Propithecus_coquereli
ENSNVIP00000013901	ENSNVIG00000010932	Neovison_vison
ENSEASP00005029982	ENSEASG00005020397	Equus_asinus_asinus
ENSTNIP00000019836	ENSTNIG00000016726	Tetraodon_nigroviridis
ENSEEEP00000040396	ENSEEEG00000019132	Electrophorus_electricus
ENSPEMP00000014638	ENSPEMG00000014378	Peromyscus_maniculatus_bairdii
ENSPVAP00000002299	ENSPVAG00000002434	Pteropus_vampyrus
ENSELUP00000000319	ENSELUG00000001927	Esox_lucius
