K11B4.1.1	WBGene00010766	Caenorhabditis_elegans_strain_N2	K11B4.1.1
FBpp0309955	FBgn0025336	Drosophila_melanogaster	FBtr0343290
ENSMVIP00005020100	ENSMVIG00005014222	Manacus_vitellinus
ENSMSIP00000034445	ENSMSIG00000028728	Mus_spicilegus
ENSMUSP00000062326	ENSMUSG00000041632	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0036934	MGP_SPRETEiJ_G0019712	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035258	MGP_CAROLIEiJ_G0018830	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026920	MGP_PahariEiJ_G0015905	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023286	ENSRNOG00000017272	Rattus_norvegicus
ENSMUGP00000004275	ENSMUGG00000003961	Meriones_unguiculatus
ENSNGAP00000002650	ENSNGAG00000002484	Nannospalax_galili
ENSCLAP00000001226	ENSCLAG00000000933	Chinchilla_lanigera
ENSODEP00000022064	ENSODEG00000016210	Octodon_degus
ENSCPOP00000031487	ENSCPOG00000040481	Cavia_porcellus
ENSCAPP00000011166	ENSCAPG00000012282	Cavia_aperea
ENSHGLP00000002076	ENSHGLG00000001577	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009236	ENSHGLG00100006845	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001006	ENSFDAG00000011101	Fukomys_damarensis
ENSSDAP00000024325	ENSSDAG00000022166	Spermophilus_dauricus
ENSUPAP00010018619	ENSUPAG00010014772	Urocitellus_parryii
ENSSTOP00000005875	ENSSTOG00000006565	Ictidomys_tridecemlineatus
ENSMMMP00000002816	ENSMMMG00000002576	Marmota_marmota_marmota
ENSOCUP00000040412	ENSOCUG00000007961	Oryctolagus_cuniculus
ENSOPRP00000006661	ENSOPRG00000007274	Ochotona_princeps
ENSNLEP00000035339	ENSNLEG00000032219	Nomascus_leucogenys
ENSJJAP00000011887	ENSJJAG00000015087	Jaculus_jaculus
ENSTBEP00000014319	ENSTBEG00000016472	Tupaia_belangeri
ENSBIXP00005013354	ENSBIXG00005017535	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000009966	ENSBIXG00000015567	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000002549	ENSBTAG00000001962	Bos_taurus
ENSBMUP00000031441	ENSBMUG00000023458	Bos_mutus
ENSBBBP00000020330	ENSBBBG00000013952	Bison_bison_bison
ENSOARP00000005501	ENSOARG00000005129	Ovis_aries
ENSCHIP00000030031	ENSCHIG00000024940	Capra_hircus
ENSTTRP00000011227	ENSTTRG00000011837	Tursiops_truncatus
ENSVPAP00000008927	ENSVPAG00000009593	Vicugna_pacos
ENSSSCP00000069385	ENSSSCG00000023818	Sus_scrofa_strain_reference
ENSUAMP00000009074	ENSUAMG00000007585	Ursus_americanus
ENSUMAP00000010197	ENSUMAG00000007672	Ursus_maritimus
ENSAMEP00000007601	ENSAMEG00000007215	Ailuropoda_melanoleuca
ENSMPUP00000014296	ENSMPUG00000014403	Mustela_putorius_furo
ENSNVIP00000018347	ENSNVIG00000014366	Neovison_vison
ENSCAFP00020024325	ENSCAFG00020019151	Canis_lupus_dingo
ENSCAFP00000011796	ENSCAFG00000007967	Canis_lupus_familiaris
ENSVVUP00000009835	ENSVVUG00000007276	Vulpes_vulpes
ENSPPRP00000024151	ENSPPRG00000014416	Panthera_pardus
ENSPTIP00000024294	ENSPTIG00000020435	Panthera_tigris_altaica
ENSFCAP00000055655	ENSFCAG00000005452	Felis_catus
ENSPVAP00000010304	ENSPVAG00000010933	Pteropus_vampyrus
ENSECAP00000006254	ENSECAG00000008099	Equus_caballus
ENSEASP00005026426	ENSEASG00005018033	Equus_asinus_asinus
ENSSARP00000004489	ENSSARG00000004944	Sorex_araneus
ENSMLUP00000006707	ENSMLUG00000007355	Myotis_lucifugus
ENSEEUP00000012769	ENSEEUG00000014006	Erinaceus_europaeus
ENSLAFP00000003428	ENSLAFG00000004110	Loxodonta_africana
ENSPCAP00000006298	ENSPCAG00000006737	Procavia_capensis
ENSETEP00000013419	ENSETEG00000016540	Echinops_telfairi
ENSCHOP00000002274	ENSCHOG00000002565	Choloepus_hoffmanni
ENSDNOP00000006732	ENSDNOG00000008698	Dasypus_novemcinctus
ENSVURP00010024243	ENSVURG00010018577	Vombatus_ursinus
ENSPCIP00000039594	ENSPCIG00000029050	Phascolarctos_cinereus
ENSMEUP00000012759	ENSMEUG00000013990	Notamacropus_eugenii
ENSMODP00000002065	ENSMODG00000001687	Monodelphis_domestica
ENSSHAP00000013322	ENSSHAG00000011388	Sarcophilus_harrisii
ENSOANP00000006464	ENSOANG00000004072	Ornithorhynchus_anatinus
ENSXETP00000042761	ENSXETG00000010321	Xenopus_tropicalis
ENSLACP00000016261	ENSLACG00000014327	Latimeria_chalumnae
ENSHHUP00000012166	ENSHHUG00000007435	Hucho_hucho
ENSHHUP00000028355	ENSHHUG00000018055	Hucho_hucho
ENSELUP00000000855	ENSELUG00000002400	Esox_lucius
ENSPREP00000022440	ENSPREG00000015143	Poecilia_reticulata
ENSPLAP00000021200	ENSPLAG00000004766	Poecilia_latipinna
ENSXCOP00000010190	ENSXCOG00000007727	Xiphophorus_couchianus
ENSFHEP00000017354	ENSFHEG00000019064	Fundulus_heteroclitus
ENSNBRP00000014448	ENSNBRG00000011162	Neolamprologus_brichardi
ENSSLDP00000025027	ENSSLDG00000019470	Seriola_lalandi_dorsalis
ENSPMGP00000021333	ENSPMGG00000017275	Periophthalmus_magnuspinnatus
ENSSDUP00000002434	ENSSDUG00000001883	Seriola_dumerili
ENSBSLP00000003149	ENSBSLG00000001786	Betta_splendens
ENSGWIP00000041188	ENSGWIG00000020758	Gouania_willdenowi
ENSCSEP00000027919	ENSCSEG00000017845	Cynoglossus_semilaevis
ENSTNIP00000019790	ENSTNIG00000016683	Tetraodon_nigroviridis
ENSTRUP00000039991	ENSTRUG00000015643	Takifugu_rubripes
ENSMMOP00000017348	ENSMMOG00000013203	Mola_mola
ENSLBEP00000023971	ENSLBEG00000018377	Labrus_bergylta
ENSMAMP00000029033	ENSMAMG00000019547	Mastacembelus_armatus
ENSMALP00000025774	ENSMALG00000017925	Monopterus_albus
ENSAPEP00000009483	ENSAPEG00000006821	Amphiprion_percula
ENSAOCP00000007428	ENSAOCG00000011222	Amphiprion_ocellaris
ENSAPOP00000028635	ENSAPOG00000013985	Acanthochromis_polyacanthus
ENSSPAP00000012771	ENSSPAG00000009682	Stegastes_partitus
ENSPRNP00000035977	ENSPRNG00000017967	Parambassis_ranga
ENSACLP00000020115	ENSACLG00000013665	Astatotilapia_calliptera
ENSMZEP00005010758	ENSMZEG00005008090	Maylandia_zebra
ENSHBUP00000002128	ENSHBUG00000003318	Haplochromis_burtoni
ENSPNYP00000021592	ENSPNYG00000016318	Pundamilia_nyererei
ENSNBRP00000019527	ENSNBRG00000015013	Neolamprologus_brichardi
ENSONIP00000019178	ENSONIG00000015240	Oreochromis_niloticus
ENSACIP00000005760	ENSACIG00000004470	Amphilophus_citrinellus
ENSLCAP00010011695	ENSLCAG00010005530	Lates_calcarifer
ENSSMAP00000005544	ENSSMAG00000003423	Scophthalmus_maximus
ENSCGOP00000049176	ENSCGOG00000021924	Cottoperca_gobio
ENSGACP00000008675	ENSGACG00000006548	Gasterosteus_aculeatus
ENSLCRP00005010034	ENSLCRG00005004518	Larimichthys_crocea
ENSATEP00000026115	ENSATEG00000018107	Anabas_testudineus
ENSPFOP00000007300	ENSPFOG00000007317	Poecilia_formosa
ENSPLAP00000027549	ENSPLAG00000016221	Poecilia_latipinna
ENSPMEP00000014139	ENSPMEG00000016504	Poecilia_mexicana
ENSXMAP00000016146	ENSXMAG00000016098	Xiphophorus_maculatus
ENSGAFP00000015601	ENSGAFG00000010539	Gambusia_affinis
ENSCVAP00000031386	ENSCVAG00000020594	Cyprinodon_variegatus
ENSKMAP00000000573	ENSKMAG00000000487	Kryptolebias_marmoratus
ENSORLP00015010907	ENSORLG00015011723	Oryzias_latipes_ASM223469v1
ENSORLP00000004732	ENSORLG00000003800	Oryzias_latipes_ASM223467v1
ENSORLP00020002128	ENSORLG00020002869	Oryzias_latipes_ASM223471v1
ENSOMEP00000018830	ENSOMEG00000020582	Oryzias_melastigma
ENSHCOP00000003039	ENSHCOG00000000714	Hippocampus_comes
ENSGMOP00000008061	ENSGMOG00000007531	Gadus_morhua
ENSDCDP00000017702	ENSDCDG00000014276	Denticeps_clupeoides
ENSCHAP00000039935	ENSCHAG00000018683	Clupea_harengus
ENSAMXP00000006449	ENSAMXG00000006286	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005002958	ENSAMXG00005001636	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000023450	ENSPNAG00000008002	Pygocentrus_nattereri
ENSIPUP00000037445	ENSIPUG00000025051	Ictalurus_punctatus
ENSEEEP00000020517	ENSEEEG00000009941	Electrophorus_electricus
ENSDARP00000087205	ENSDARG00000059234	Danio_rerio
ENSSFOP00015036600	ENSSFOG00015023271	Scleropages_formosus
ENSPKIP00000000156	ENSPKIG00000018916	Paramormyrops_kingsleyae
ENSLOCP00000013676	ENSLOCG00000011134	Lepisosteus_oculatus
ENSECRP00000021999	ENSECRG00000014867	Erpetoichthys_calabaricus
ENSCMIP00000018128	ENSCMIG00000008562	Callorhinchus_milii
ENSSMRP00000007872	ENSSMRG00000006308	Salvator_merianae
ENSPMAP00000010742	ENSPMAG00000009772	Petromyzon_marinus
ENSEBUP00000013200	ENSEBUG00000008346	Eptatretus_burgeri
ENSCINP00000032517	ENSCING00000020281	Ciona_intestinalis	ENSCINT00000032774
ENSCSAVP00000007823	ENSCSAVG00000004679	Ciona_savignyi	ENSCSAVT00000007928
