ENSCINP00000034704	ENSCING00000023950	Ciona_intestinalis	ENSCINT00000034505
ENSCINP00000008952	ENSCING00000004327	Ciona_intestinalis	ENSCINT00000008952
ENSSFOP00015033970	ENSSFOG00015021662	Scleropages_formosus
ENSELUP00000041641	ENSELUG00000022575	Esox_lucius
ENSELUP00000041685	ENSELUG00000022661	Esox_lucius
ENSECRP00000027592	ENSECRG00000018672	Erpetoichthys_calabaricus
ENSLACP00000004200	ENSLACG00000003736	Latimeria_chalumnae
ENSXETP00000000902	ENSXETG00000002104	Xenopus_tropicalis
ENSPVIP00000003787	ENSPVIG00000003122	Pogona_vitticeps	ENSPVIT00000004866
ENSNSUP00000013209	ENSNSUG00000009883	Notechis_scutatus
ENSSMRP00000007508	ENSSMRG00000006028	Salvator_merianae
ENSACAP00000007791	ENSACAG00000007883	Anolis_carolinensis
ENSSPUP00000021984	ENSSPUG00000016872	Sphenodon_punctatus
ENSCPBP00000010912	ENSCPBG00000008369	Chrysemys_picta_bellii
ENSCABP00000005650	ENSCABG00000004261	Chelonoidis_abingdonii
ENSAOWP00000008749	ENSAOWG00000005997	Apteryx_owenii
ENSAHAP00000025981	ENSAHAG00000018118	Apteryx_haastii
ENSARWP00000008692	ENSARWG00000006081	Apteryx_rowi
ENSPCIP00000005820	ENSPCIG00000004879	Phascolarctos_cinereus
ENSVURP00010029701	ENSVURG00010022701	Vombatus_ursinus
ENSMEUP00000006628	ENSMEUG00000007260	Notamacropus_eugenii
ENSSHAP00000002472	ENSSHAG00000002187	Sarcophilus_harrisii
ENSHGLP00000002979	ENSHGLG00000002222	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011753	ENSHGLG00100008724	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021934	ENSFDAG00000007348	Fukomys_damarensis
ENSCLAP00000001824	ENSCLAG00000001355	Chinchilla_lanigera
ENSODEP00000013201	ENSODEG00000009773	Octodon_degus
ENSCPOP00000022065	ENSCPOG00000020887	Cavia_porcellus
ENSCAPP00000018430	ENSCAPG00000017828	Cavia_aperea
ENSUPAP00010001692	ENSUPAG00010001422	Urocitellus_parryii
ENSSTOP00000010392	ENSSTOG00000011564	Ictidomys_tridecemlineatus
ENSSDAP00000006371	ENSSDAG00000005890	Spermophilus_dauricus
ENSMMMP00000021509	ENSMMMG00000018935	Marmota_marmota_marmota
ENSCCNP00000019986	ENSCCNG00000020011	Castor_canadensis
ENSDORP00000007457	ENSDORG00000007951	Dipodomys_ordii
ENSPEMP00000020486	ENSPEMG00000018430	Peromyscus_maniculatus_bairdii
ENSMOCP00000004776	ENSMOCG00000004098	Microtus_ochrogaster
ENSCGRP00015027736	ENSCGRG00015020992	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001635	ENSCGRG00001001445	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018740	ENSCGRG00000013650	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003959	ENSMAUG00000004660	Mesocricetus_auratus
ENSMSIP00000014071	ENSMSIG00000012081	Mus_spicilegus
MGP_SPRETEiJ_P0081389	MGP_SPRETEiJ_G0030465	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000003207	ENSMUSG00000003123	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0078062	MGP_CAROLIEiJ_G0029368	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046394	MGP_PahariEiJ_G0021221	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027911	ENSRNOG00000020546	Rattus_norvegicus
ENSMUGP00000030782	ENSMUGG00000025589	Meriones_unguiculatus
ENSNGAP00000025034	ENSNGAG00000023105	Nannospalax_galili
ENSJJAP00000011259	ENSJJAG00000014623	Jaculus_jaculus
ENSOCUP00000000016	ENSOCUG00000000017	Oryctolagus_cuniculus
ENSOPRP00000001384	ENSOPRG00000001501	Ochotona_princeps
ENSTBEP00000005796	ENSTBEG00000006711	Tupaia_belangeri
ENSPTRP00000018990	ENSPTRG00000011058	Pan_troglodytes
ENSPPAP00000039072	ENSPPAG00000042254	Pan_paniscus
ENSP00000244289	ENSG00000079435	Homo_sapiens
ENSGGOP00000017805	ENSGGOG00000000761	Gorilla_gorilla
ENSPPYP00000011245	ENSPPYG00000010048	Pongo_abelii
ENSNLEP00000013027	ENSNLEG00000010707	Nomascus_leucogenys
ENSCATP00000035639	ENSCATG00000040670	Cercocebus_atys
ENSPANP00000010646	ENSPANG00000008662	Papio_anubis
ENSMLEP00000026260	ENSMLEG00000037329	Mandrillus_leucophaeus
ENSTGEP00000025527	ENSTGEG00000020561	Theropithecus_gelada
ENSMFAP00000015128	ENSMFAG00000030784	Macaca_fascicularis
ENSMMUP00000023553	ENSMMUG00000017916	Macaca_mulatta
ENSMNEP00000034273	ENSMNEG00000040343	Macaca_nemestrina
ENSCSAP00000014612	ENSCSAG00000003440	Chlorocebus_sabaeus
ENSRROP00000014426	ENSRROG00000031425	Rhinopithecus_roxellana
ENSRBIP00000006128	ENSRBIG00000026032	Rhinopithecus_bieti
ENSCANP00000026128	ENSCANG00000036494	Colobus_angolensis_palliatus
ENSCJAP00000023797	ENSCJAG00000012963	Callithrix_jacchus
ENSSBOP00000005250	ENSSBOG00000019446	Saimiri_boliviensis_boliviensis
ENSCCAP00000027395	ENSCCAG00000031538	Cebus_capucinus_imitator
ENSANAP00000002700	ENSANAG00000019026	Aotus_nancymaae
ENSTSYP00000025047	ENSTSYG00000009283	Carlito_syrichta
ENSPCOP00000023030	ENSPCOG00000023640	Propithecus_coquereli
ENSPSMP00000024825	ENSPSMG00000017461	Prolemur_simus
ENSMICP00000013983	ENSMICG00000015308	Microcebus_murinus
ENSOGAP00000012221	ENSOGAG00000013637	Otolemur_garnettii
ENSVPAP00000001479	ENSVPAG00000001599	Vicugna_pacos
ENSSSCP00000054112	ENSSSCG00000003018	Sus_scrofa_strain_reference
ENSBIXP00000033978	ENSBIXG00000016878	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005036370	ENSBIXG00005017907	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000070134	ENSBTAG00000038321	Bos_taurus
ENSBMUP00000009761	ENSBMUG00000007583	Bos_mutus
ENSBBBP00000014008	ENSBBBG00000021720	Bison_bison_bison
ENSCHIP00000023094	ENSCHIG00000020815	Capra_hircus
ENSOARP00000008242	ENSOARG00000007684	Ovis_aries
ENSTTRP00000013198	ENSTTRG00000013921	Tursiops_truncatus
ENSEASP00005008731	ENSEASG00005006261	Equus_asinus_asinus
ENSECAP00000012708	ENSECAG00000015074	Equus_caballus
ENSUAMP00000013276	ENSUAMG00000010687	Ursus_americanus
ENSUMAP00000002230	ENSUMAG00000001964	Ursus_maritimus
ENSAMEP00000005277	ENSAMEG00000004975	Ailuropoda_melanoleuca
ENSMPUP00000008183	ENSMPUG00000008245	Mustela_putorius_furo
ENSNVIP00000016568	ENSNVIG00000012991	Neovison_vison
ENSCAFP00000007187	ENSCAFG00000004813	Canis_lupus_familiaris
ENSCAFP00020017704	ENSCAFG00020014155	Canis_lupus_dingo
ENSVVUP00000012474	ENSVVUG00000009152	Vulpes_vulpes
ENSPPRP00000010002	ENSPPRG00000004305	Panthera_pardus
ENSPTIP00000007161	ENSPTIG00000008874	Panthera_tigris_altaica
ENSFCAP00000017609	ENSFCAG00000022678	Felis_catus
ENSEEUP00000007874	ENSEEUG00000008628	Erinaceus_europaeus
ENSMLUP00000015257	ENSMLUG00000016739	Myotis_lucifugus
ENSPVAP00000016831	ENSPVAG00000017842	Pteropus_vampyrus
ENSCHOP00000010514	ENSCHOG00000011891	Choloepus_hoffmanni
ENSDNOP00000009970	ENSDNOG00000012841	Dasypus_novemcinctus
ENSETEP00000008071	ENSETEG00000009933	Echinops_telfairi
ENSLAFP00000027066	ENSLAFG00000028682	Loxodonta_africana
ENSPCAP00000015946	ENSPCAG00000017036	Procavia_capensis
ENSSARP00000001040	ENSSARG00000001127	Sorex_araneus
ENSOANP00000031309	ENSOANG00000031986	Ornithorhynchus_anatinus
ENSGALP00000068766	ENSGALG00000052399	Gallus_gallus
ENSECRP00000026858	ENSECRG00000016686	Erpetoichthys_calabaricus
ENSEBUP00000022514	ENSEBUG00000013850	Eptatretus_burgeri
FBpp0085584	FBgn0034491	Drosophila_melanogaster
C46C11.1a.1	WBGene00016704	Caenorhabditis_elegans_strain_N2
