ENSAHAP00000007388	ENSAHAG00000005548	Apteryx_haastii	ENSAHAT00000008234
ENSAOWP00000020307	ENSAOWG00000013748	Apteryx_owenii	ENSAOWT00000023015
ENSARWP00000016553	ENSARWG00000011393	Apteryx_rowi	ENSARWT00000018848
ENSDNVP00000000247	ENSDNVG00000000182	Dromaius_novaehollandiae
ENSHCOP00000007640	ENSHCOG00000009855	Hippocampus_comes
ENSMALP00000031461	ENSMALG00000021707	Monopterus_albus
ENSMAMP00000019077	ENSMAMG00000012852	Mastacembelus_armatus
ENSBSLP00000000352	ENSBSLG00000000261	Betta_splendens
ENSBSLP00000010661	ENSBSLG00000005549	Betta_splendens
ENSBSLP00000016892	ENSBSLG00000008830	Betta_splendens
ENSATEP00000000331	ENSATEG00000000222	Anabas_testudineus
ENSSMAP00000031085	ENSSMAG00000019050	Scophthalmus_maximus
ENSCSEP00000002572	ENSCSEG00000001712	Cynoglossus_semilaevis
ENSSDUP00000023257	ENSSDUG00000016890	Seriola_dumerili
ENSSLDP00000023214	ENSSLDG00000018130	Seriola_lalandi_dorsalis
ENSLCAP00010046299	ENSLCAG00010021465	Lates_calcarifer
ENSPMGP00000003729	ENSPMGG00000003212	Periophthalmus_magnuspinnatus
ENSGMOP00000007489	ENSGMOG00000007037	Gadus_morhua
ENSSFOP00015024081	ENSSFOG00015015467	Scleropages_formosus
ENSPKIP00000028578	ENSPKIG00000010147	Paramormyrops_kingsleyae
ENSLOCP00000011641	ENSLOCG00000009522	Lepisosteus_oculatus
ENSECRP00000020771	ENSECRG00000013972	Erpetoichthys_calabaricus
ENSCMIP00000001294	ENSCMIG00000000852	Callorhinchus_milii
ENSCMIP00000000631	ENSCMIG00000000456	Callorhinchus_milii
ENSEBUP00000023654	ENSEBUG00000014559	Eptatretus_burgeri
ENSCSAVP00000015579	ENSCSAVG00000009149	Ciona_savignyi
ENSCINP00000005637	ENSCING00000002752	Ciona_intestinalis
