ENSAHAP00000007395	ENSAHAG00000005558	Apteryx_haastii
ENSPTIP00000004254	ENSPTIG00000006811	Panthera_tigris_altaica
ENSTTRP00000003516	ENSTTRG00000003743	Tursiops_truncatus
ENSPVAP00000014999	ENSPVAG00000015898	Pteropus_vampyrus
ENSMLUP00000012038	ENSMLUG00000013235	Myotis_lucifugus
ENSSBOP00000033656	ENSSBOG00000033001	Saimiri_boliviensis_boliviensis
ENSCJAP00000035491	ENSCJAG00000019120	Callithrix_jacchus
ENSANAP00000000732	ENSANAG00000005972	Aotus_nancymaae
ENSMICP00000050370	ENSMICG00000047804	Microcebus_murinus
ENSPSMP00000037463	ENSPSMG00000025751	Prolemur_simus
ENSTBEP00000014940	ENSTBEG00000017196	Tupaia_belangeri
ENSCCNP00000018610	ENSCCNG00000018839	Castor_canadensis
ENSCCAP00000032421	ENSCCAG00000034242	Cebus_capucinus_imitator
ENSOGAP00000021921	ENSOGAG00000033548	Otolemur_garnettii
ENSOCUP00000004106	ENSOCUG00000004752	Oryctolagus_cuniculus
ENSOPRP00000007876	ENSOPRG00000008603	Ochotona_princeps
ENSCANP00000018841	ENSCANG00000032854	Colobus_angolensis_palliatus
ENSPTEP00000000714	ENSPTEG00000000839	Piliocolobus_tephrosceles
ENSRROP00000045037	ENSRROG00000045443	Rhinopithecus_roxellana
ENSRBIP00000002144	ENSRBIG00000010720	Rhinopithecus_bieti
ENSMNEP00000025734	ENSMNEG00000036336	Macaca_nemestrina
ENSMFAP00000006340	ENSMFAG00000038361	Macaca_fascicularis
ENSMMUP00000068958	ENSMMUG00000055613	Macaca_mulatta
ENSCATP00000028471	ENSCATG00000037533	Cercocebus_atys
ENSMLEP00000013601	ENSMLEG00000030973	Mandrillus_leucophaeus
ENSPANP00000045854	ENSPANG00000035710	Papio_anubis
ENSTGEP00000018375	ENSTGEG00000014832	Theropithecus_gelada
ENSCSAP00000010318	ENSCSAG00000014178	Chlorocebus_sabaeus
ENSPPAP00000042876	ENSPPAG00000043989	Pan_paniscus
ENSPTRP00000010877	ENSPTRG00000006409	Pan_troglodytes
ENSGGOP00000020564	ENSGGOG00000008594	Gorilla_gorilla
ENSP00000328596	ENSG00000184302	Homo_sapiens
ENSPPYP00000006674	ENSPPYG00000005873	Pongo_abelii
ENSNLEP00000016689	ENSNLEG00000013765	Nomascus_leucogenys
ENSPCOP00000008161	ENSPCOG00000015355	Propithecus_coquereli
MGP_SPRETEiJ_P0034030	MGP_SPRETEiJ_G0018686	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000021519	ENSMUSG00000021099	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000029560	ENSMSIG00000024826	Mus_spicilegus
MGP_CAROLIEiJ_P0032520	MGP_CAROLIEiJ_G0017839	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082633	MGP_PahariEiJ_G0029597	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008880	ENSRNOG00000006296	Rattus_norvegicus
ENSMUGP00000023371	ENSMUGG00000019579	Meriones_unguiculatus
ENSCGRP00015036021	ENSCGRG00015027030	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004761	ENSCGRG00000003498	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001019505	ENSCGRG00001018924	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006056	ENSMAUG00000008118	Mesocricetus_auratus
ENSMOCP00000001522	ENSMOCG00000001167	Microtus_ochrogaster
ENSPEMP00000028335	ENSPEMG00000023894	Peromyscus_maniculatus_bairdii
ENSNGAP00000008889	ENSNGAG00000011750	Nannospalax_galili
ENSJJAP00000000932	ENSJJAG00000000807	Jaculus_jaculus
ENSCLAP00000005232	ENSCLAG00000003715	Chinchilla_lanigera
ENSODEP00000021672	ENSODEG00000015945	Octodon_degus
ENSHGLP00000013471	ENSHGLG00000009630	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007562	ENSHGLG00100005656	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004355	ENSFDAG00000013603	Fukomys_damarensis
ENSCPOP00000021098	ENSCPOG00000023314	Cavia_porcellus
ENSSTOP00000020964	ENSSTOG00000014602	Ictidomys_tridecemlineatus
ENSSDAP00000023280	ENSSDAG00000021209	Spermophilus_dauricus
ENSUPAP00010011081	ENSUPAG00010008981	Urocitellus_parryii
ENSMMMP00000023444	ENSMMMG00000020533	Marmota_marmota_marmota
ENSTSYP00000027816	ENSTSYG00000025644	Carlito_syrichta
ENSDORP00000006736	ENSDORG00000007182	Dipodomys_ordii
ENSLAFP00000002581	ENSLAFG00000003106	Loxodonta_africana
ENSPCAP00000001178	ENSPCAG00000001296	Procavia_capensis
ENSETEP00000005640	ENSETEG00000006958	Echinops_telfairi
ENSXCOP00000012311	ENSXCOG00000009307	Xiphophorus_couchianus
ENSSMAP00000002598	ENSSMAG00000001637	Scophthalmus_maximus
ENSLCOP00000007534	ENSLCOG00000005543	Lepidothrix_coronata
ENSPMJP00000002530	ENSPMJG00000002148	Parus_major
ENSLSDP00000018259	ENSLSDG00000013037	Lonchura_striata_domestica
ENSTGUP00000013381	ENSTGUG00000012995	Taeniopygia_guttata
ENSCPUP00000001383	ENSCPUG00000001063	Calidris_pugnax
ENSMUNP00000002905	ENSMUNG00000002538	Melopsittacus_undulatus
ENSJHYP00000018651	ENSJHYG00000014190	Junco_hyemalis
ENSSCAP00000007682	ENSSCAG00000005902	Serinus_canaria
ENSGALP00000036574	ENSGALG00000020359	Gallus_gallus
ENSCJPP00005005784	ENSCJPG00005005472	Coturnix_japonica
ENSNMEP00000019720	ENSNMEG00000016980	Numida_meleagris
ENSAPLP00000004294	ENSAPLG00000004766	Anas_platyrhynchos_platyrhynchos
ENSARWP00000016641	ENSARWG00000011469	Apteryx_rowi
ENSCPRP00005025975	ENSCPRG00005018029	Crocodylus_porosus
ENSCABP00000022180	ENSCABG00000016342	Chelonoidis_abingdonii
ENSCPBP00000031841	ENSCPBG00000022363	Chrysemys_picta_bellii
ENSPSIP00000016433	ENSPSIG00000014644	Pelodiscus_sinensis
ENSSPUP00000013055	ENSSPUG00000010054	Sphenodon_punctatus
ENSVURP00010023655	ENSVURG00010018134	Vombatus_ursinus
ENSPCIP00000027380	ENSPCIG00000020447	Phascolarctos_cinereus
ENSMEUP00000003759	ENSMEUG00000004124	Notamacropus_eugenii
ENSSHAP00000018034	ENSSHAG00000015311	Sarcophilus_harrisii
ENSMODP00000010740	ENSMODG00000008633	Monodelphis_domestica
ENSSFOP00015020222	ENSSFOG00015013013	Scleropages_formosus
ENSSFOP00015020973	ENSSFOG00015013501	Scleropages_formosus
ENSPKIP00000041660	ENSPKIG00000018123	Paramormyrops_kingsleyae
ENSAPOP00000012707	ENSAPOG00000015405	Acanthochromis_polyacanthus
ENSAOCP00000004279	ENSAOCG00000007670	Amphiprion_ocellaris
ENSGWIP00000012495	ENSGWIG00000007263	Gouania_willdenowi
ENSXMAP00000031626	ENSXMAG00000025521	Xiphophorus_maculatus
ENSGAFP00000006149	ENSGAFG00000004182	Gambusia_affinis
ENSTRUP00000026677	ENSTRUG00000010571	Takifugu_rubripes
ENSTNIP00000020485	ENSTNIG00000017347	Tetraodon_nigroviridis
ENSORLP00000019744	ENSORLG00000015766	Oryzias_latipes_ASM223467v1
ENSORLP00015007776	ENSORLG00015008574	Oryzias_latipes_ASM223469v1
ENSORLP00020008862	ENSORLG00020009754	Oryzias_latipes_ASM223471v1
ENSOMEP00000005553	ENSOMEG00000006543	Oryzias_melastigma
ENSGACP00000011138	ENSGACG00000008430	Gasterosteus_aculeatus
ENSMALP00000013331	ENSMALG00000009439	Monopterus_albus
ENSLCRP00005034294	ENSLCRG00005013457	Larimichthys_crocea
ENSBSLP00000048198	ENSBSLG00000022958	Betta_splendens
ENSFHEP00000025758	ENSFHEG00000008169	Fundulus_heteroclitus
ENSSLDP00000000062	ENSSLDG00000000084	Seriola_lalandi_dorsalis
ENSPRNP00000032108	ENSPRNG00000016106	Parambassis_ranga
ENSSPAP00000017079	ENSSPAG00000012884	Stegastes_partitus
ENSPNYP00000029365	ENSPNYG00000022126	Pundamilia_nyererei
ENSACLP00000030007	ENSACLG00000020326	Astatotilapia_calliptera
ENSMZEP00005009890	ENSMZEG00005007497	Maylandia_zebra
ENSONIP00000025344	ENSONIG00000020119	Oreochromis_niloticus
ENSACIP00000031352	ENSACIG00000024229	Amphilophus_citrinellus
ENSPLAP00000029374	ENSPLAG00000019560	Poecilia_latipinna
ENSPMEP00000012698	ENSPMEG00000014929	Poecilia_mexicana
ENSPFOP00000003859	ENSPFOG00000004004	Poecilia_formosa
ENSCVAP00000006069	ENSCVAG00000007558	Cyprinodon_variegatus
ENSLBEP00000030556	ENSLBEG00000023084	Labrus_bergylta
ENSSDUP00000027377	ENSSDUG00000019822	Seriola_dumerili
ENSLCAP00010051062	ENSLCAG00010023786	Lates_calcarifer
ENSCSEP00000002255	ENSCSEG00000001514	Cynoglossus_semilaevis
ENSCGOP00000018064	ENSCGOG00000008664	Cottoperca_gobio
ENSMMOP00000015956	ENSMMOG00000012174	Mola_mola
ENSATEP00000022539	ENSATEG00000015644	Anabas_testudineus
ENSMAMP00000002575	ENSMAMG00000001822	Mastacembelus_armatus
ENSKMAP00000007874	ENSKMAG00000005920	Kryptolebias_marmoratus
ENSPREP00000022893	ENSPREG00000015458	Poecilia_reticulata
ENSNBRP00000012083	ENSNBRG00000009445	Neolamprologus_brichardi
ENSHBUP00000020696	ENSHBUG00000022966	Haplochromis_burtoni
ENSAPEP00000032064	ENSAPEG00000022787	Amphiprion_percula
ENSPMGP00000004530	ENSPMGG00000003842	Periophthalmus_magnuspinnatus
ENSHCOP00000028407	ENSHCOG00000021060	Hippocampus_comes
ENSGMOP00000011566	ENSGMOG00000010821	Gadus_morhua
ENSHHUP00000089263	ENSHHUG00000051541	Hucho_hucho
ENSELUP00000010783	ENSELUG00000011237	Esox_lucius
ENSHHUP00000085559	ENSHHUG00000049555	Hucho_hucho
ENSAMXP00000050114	ENSAMXG00000038479	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024320	ENSAMXG00005012423	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000223	ENSPNAG00000007365	Pygocentrus_nattereri
ENSEEEP00000049299	ENSEEEG00000023173	Electrophorus_electricus
ENSDARP00000030834	ENSDARG00000025187	Danio_rerio
ENSCHAP00000035173	ENSCHAG00000016726	Clupea_harengus
ENSDCDP00000052617	ENSDCDG00000031715	Denticeps_clupeoides
ENSIPUP00000025798	ENSIPUG00000017480	Ictalurus_punctatus
ENSEEEP00000050565	ENSEEEG00000023779	Electrophorus_electricus
ENSAMXP00000030909	ENSAMXG00000034914	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045667	ENSAMXG00005021106	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021064	ENSPNAG00000028053	Pygocentrus_nattereri
ENSDARP00000110487	ENSDARG00000031316	Danio_rerio
ENSPKIP00000001413	ENSPKIG00000019724	Paramormyrops_kingsleyae
ENSLOCP00000012326	ENSLOCG00000010080	Lepisosteus_oculatus
ENSECRP00000023943	ENSECRG00000016213	Erpetoichthys_calabaricus
ENSLACP00000021143	ENSLACG00000018574	Latimeria_chalumnae
ENSXETP00000042922	ENSXETG00000010522	Xenopus_tropicalis
ENSMVIP00005012906	ENSMVIG00005009380	Manacus_vitellinus
ENSCMIP00000006599	ENSCMIG00000003721	Callorhinchus_milii
