ENSCPOP00000022217	ENSCPOG00000033419	Cavia_porcellus
ENSAPOP00000004801	ENSAPOG00000006432	Acanthochromis_polyacanthus
ENSPANP00000010783	ENSPANG00000023928	Papio_anubis
ENSRNOP00000013370	ENSRNOG00000009950	Rattus_norvegicus
ENSPMJP00000011354	ENSPMJG00000008811	Parus_major
ENSORLP00015009220	ENSORLG00015010022	Oryzias_latipes_ASM223469v1
ENSMAMP00000000983	ENSMAMG00000000688	Mastacembelus_armatus
ENSHBUP00000019724	ENSHBUG00000021942	Haplochromis_burtoni
ENSSMAP00000009732	ENSSMAG00000005998	Scophthalmus_maximus
ENSGALP00000053685	ENSGALG00000043163	Gallus_gallus
ENSMODP00000004682	ENSMODG00000003818	Monodelphis_domestica
ENSMLUP00000017746	ENSMLUG00000027519	Myotis_lucifugus
ENSCCAP00000035496	ENSCCAG00000035671	Cebus_capucinus_imitator
ENSCVAP00000010170	ENSCVAG00000012252	Cyprinodon_variegatus
ENSHHUP00000050177	ENSHHUG00000030290	Hucho_hucho
ENSPNAP00000010147	ENSPNAG00000015653	Pygocentrus_nattereri
ENSATEP00000024430	ENSATEG00000016962	Anabas_testudineus
ENSVVUP00000028040	ENSVVUG00000020530	Vulpes_vulpes
ENSCSAP00000015667	ENSCSAG00000002372	Chlorocebus_sabaeus
ENSMEUP00000011608	ENSMEUG00000012736	Notamacropus_eugenii
ENSMVIP00005023290	ENSMVIG00005016337	Manacus_vitellinus
ENSCMIP00000010393	ENSCMIG00000005488	Callorhinchus_milii
ENSGWIP00000022796	ENSGWIG00000012194	Gouania_willdenowi
ENSLCRP00005061290	ENSLCRG00005022617	Larimichthys_crocea
ENSMNEP00000011735	ENSMNEG00000030204	Macaca_nemestrina
ENSDCDP00000021767	ENSDCDG00000016956	Denticeps_clupeoides	ENSDCDT00000029855
ENSGAFP00000032682	ENSGAFG00000022009	Gambusia_affinis
ENSODEP00000006760	ENSODEG00000005058	Octodon_degus
ENSPTRP00000079623	ENSPTRG00000004430	Pan_troglodytes
ENSCHIP00000029665	ENSCHIG00000024717	Capra_hircus
ENSEEUP00000006031	ENSEEUG00000006624	Erinaceus_europaeus
ENSPKIP00000019921	ENSPKIG00000004896	Paramormyrops_kingsleyae
ENSELUP00000015884	ENSELUG00000015778	Esox_lucius
ENSNSUP00000005349	ENSNSUG00000004300	Notechis_scutatus
ENSVPAP00000004507	ENSVPAG00000004863	Vicugna_pacos
ENSOCUP00000002272	ENSOCUG00000002631	Oryctolagus_cuniculus
ENSBMUP00000024028	ENSBMUG00000018047	Bos_mutus
ENSOGAP00000019581	ENSOGAG00000033718	Otolemur_garnettii
ENSLACP00000009922	ENSLACG00000008747	Latimeria_chalumnae
ENSGMOP00000019064	ENSGMOG00000017730	Gadus_morhua
ENSPCAP00000011090	ENSPCAG00000011919	Procavia_capensis
ENSCLAP00000023108	ENSCLAG00000015862	Chinchilla_lanigera
ENSORLP00000044859	ENSORLG00000028888	Oryzias_latipes_ASM223467v1
ENSHGLP00000004684	ENSHGLG00000003431	Heterocephalus_glaber_HetGla_female_1.0
ENSPSIP00000012265	ENSPSIG00000011056	Pelodiscus_sinensis
ENSSDUP00000029116	ENSSDUG00000020996	Seriola_dumerili
ENSBTAP00000053734	ENSBTAG00000011248	Bos_taurus
ENSPMEP00000005287	ENSPMEG00000006648	Poecilia_mexicana
ENSMMUP00000011128	ENSMMUG00000008488	Macaca_mulatta
ENSOMEP00000010232	ENSOMEG00000011512	Oryzias_melastigma
ENSMNEP00000012570	ENSMNEG00000030588	Macaca_nemestrina
ENSCAPP00000015769	ENSCAPG00000015829	Cavia_aperea
ENSRROP00000005411	ENSRROG00000022323	Rhinopithecus_roxellana
MGP_CAROLIEiJ_P0087300	MGP_CAROLIEiJ_G0031983	Mus_caroli_strain_CAROLI_EIJ
ENSAHAP00000023587	ENSAHAG00000016491	Apteryx_haastii
ENSMMOP00000007842	ENSMMOG00000006099	Mola_mola
ENSACIP00000022623	ENSACIG00000017603	Amphilophus_citrinellus
ENSCANP00000017922	ENSCANG00000032407	Colobus_angolensis_palliatus
ENSAMXP00000027509	ENSAMXG00000034859	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSONIP00000019871	ENSONIG00000015786	Oreochromis_niloticus
ENSMLEP00000017397	ENSMLEG00000032902	Mandrillus_leucophaeus
ENSCATP00000012697	ENSCATG00000030506	Cercocebus_atys
ENSARWP00000013183	ENSARWG00000009144	Apteryx_rowi
ENSMLEP00000004858	ENSMLEG00000021987	Mandrillus_leucophaeus
ENSPPYP00000004597	ENSPPYG00000004021	Pongo_abelii
ENSUAMP00000001217	ENSUAMG00000001184	Ursus_americanus
ENSCGRP00001026444	ENSCGRG00001023762	Cricetulus_griseus_CHOK1GS_HDv1
ENSCATP00000002023	ENSCATG00000009201	Cercocebus_atys
ENSDNOP00000032570	ENSDNOG00000045347	Dasypus_novemcinctus
ENSVURP00010029116	ENSVURG00010022290	Vombatus_ursinus
ENSPRNP00000025163	ENSPRNG00000012770	Parambassis_ranga
ENSSTOP00000014579	ENSSTOG00000016280	Ictidomys_tridecemlineatus
ENSOANP00000009516	ENSOANG00000005980	Ornithorhynchus_anatinus
ENSCPUP00000023546	ENSCPUG00000015988	Calidris_pugnax
ENSMPUP00000006048	ENSMPUG00000006100	Mustela_putorius_furo
ENSECAP00000010491	ENSECAG00000012745	Equus_caballus
ENSHGLP00100020690	ENSHGLG00100015247	Heterocephalus_glaber_HetGla_1.0
ENSPCIP00000025234	ENSPCIG00000018980	Phascolarctos_cinereus
ENSMUNP00000015621	ENSMUNG00000012050	Melopsittacus_undulatus
ENSPTIP00000022318	ENSPTIG00000019177	Panthera_tigris_altaica
ENSTNIP00000006296	ENSTNIG00000003697	Tetraodon_nigroviridis
ENSOARP00000011484	ENSOARG00000010700	Ovis_aries
ENSXCOP00000024067	ENSXCOG00000017971	Xiphophorus_couchianus
ENSLAFP00000007539	ENSLAFG00000008983	Loxodonta_africana
ENSDORP00000002575	ENSDORG00000002743	Dipodomys_ordii
ENSPANP00000023751	ENSPANG00000029549	Papio_anubis
ENSSLDP00000000926	ENSSLDG00000000818	Seriola_lalandi_dorsalis
ENSCABP00000018013	ENSCABG00000013381	Chelonoidis_abingdonii
ENSRROP00000039942	ENSRROG00000043262	Rhinopithecus_roxellana
ENSCAFP00000016396	ENSCAFG00000011138	Canis_lupus_familiaris
ENSSARP00000010386	ENSSARG00000011506	Sorex_araneus
ENSXMAP00000006116	ENSXMAG00000006105	Xiphophorus_maculatus
ENSTBEP00000002817	ENSTBEG00000003268	Tupaia_belangeri
ENSDARP00000119135	ENSDARG00000079474	Danio_rerio
ENSMUGP00000007089	ENSMUGG00000006516	Meriones_unguiculatus
ENSGAGP00000022900	ENSGAGG00000016791	Gopherus_agassizii
ENSLSDP00000011091	ENSLSDG00000008158	Lonchura_striata_domestica
ENSAMEP00000000810	ENSAMEG00000000781	Ailuropoda_melanoleuca
ENSMMMP00000000325	ENSMMMG00000000305	Marmota_marmota_marmota
ENSTGUP00000000772	ENSTGUG00000000759	Taeniopygia_guttata
ENSKMAP00000017448	ENSKMAG00000013019	Kryptolebias_marmoratus
ENSSPAP00000029532	ENSSPAG00000022197	Stegastes_partitus
ENSTSYP00000007013	ENSTSYG00000007680	Carlito_syrichta
ENSCPBP00000015394	ENSCPBG00000011390	Chrysemys_picta_bellii
ENSABRP00000022265	ENSABRG00000018874	Anser_brachyrhynchus
ENSACAP00000000218	ENSACAG00000000234	Anolis_carolinensis
ENSUAMP00000003021	ENSUAMG00000002769	Ursus_americanus
ENSNLEP00000048260	ENSNLEG00000034784	Nomascus_leucogenys
ENSPVAP00000010079	ENSPVAG00000010697	Pteropus_vampyrus
ENSSHAP00000017956	ENSSHAG00000015242	Sarcophilus_harrisii
ENSUMAP00000001477	ENSUMAG00000001398	Ursus_maritimus
ENSMFAP00000022828	ENSMFAG00000043111	Macaca_fascicularis
ENSMFAP00000008771	ENSMFAG00000001120	Macaca_fascicularis
ENSFDAP00000000826	ENSFDAG00000010968	Fukomys_damarensis
ENSSBOP00000037739	ENSSBOG00000034958	Saimiri_boliviensis_boliviensis
ENSAOWP00000026287	ENSAOWG00000017740	Apteryx_owenii
ENSNMEP00000013167	ENSNMEG00000012056	Numida_meleagris
ENSLOCP00000006192	ENSLOCG00000005139	Lepisosteus_oculatus
ENSCCNP00000015606	ENSCCNG00000015992	Castor_canadensis
ENSSPUP00000001705	ENSSPUG00000001320	Sphenodon_punctatus
ENSMZEP00005031815	ENSMZEG00005023731	Maylandia_zebra
ENSZALP00000006023	ENSZALG00000005550	Zonotrichia_albicollis
ENSNVIP00000026682	ENSNVIG00000020647	Neovison_vison
ENSCHOP00000005017	ENSCHOG00000005657	Choloepus_hoffmanni
ENSSSCP00000016123	ENSSSCG00000015201	Sus_scrofa_strain_reference
ENSPEMP00000034591	ENSPEMG00000002496	Peromyscus_maniculatus_bairdii
ENSHCOP00000021238	ENSHCOG00000007898	Hippocampus_comes
ENSTGEP00000034594	ENSTGEG00000027575	Theropithecus_gelada
ENSCGRP00015012240	ENSCGRG00015009398	Cricetulus_griseus_CriGri-PICR
ENSPSMP00000002407	ENSPSMG00000001888	Prolemur_simus
ENSRBIP00000000777	ENSRBIG00000004059	Rhinopithecus_bieti
ENSSDAP00000003447	ENSSDAG00000003276	Spermophilus_dauricus
ENSCSEP00000027318	ENSCSEG00000017455	Cynoglossus_semilaevis
ENSCPGP00000015429	ENSCPGG00000010879	Calidris_pygmaea
ENSGACP00000026599	ENSGACG00000020133	Gasterosteus_aculeatus
ENSJHYP00000018065	ENSJHYG00000013776	Junco_hyemalis
ENSTRUP00000054061	ENSTRUG00000022314	Takifugu_rubripes
ENSIPUP00000010148	ENSIPUG00000006947	Ictalurus_punctatus
ENSAPLP00000012602	ENSAPLG00000012824	Anas_platyrhynchos_platyrhynchos
ENSCCEP00000007117	ENSCCEG00000007515	Cyanistes_caeruleus
ENSMICP00000036076	ENSMICG00000032131	Microcebus_murinus
ENSFCAP00000022392	ENSFCAG00000025304	Felis_catus
ENSPTEP00000005631	ENSPTEG00000006526	Piliocolobus_tephrosceles
MGP_SPRETEiJ_P0090869	MGP_SPRETEiJ_G0033109	Mus_spretus_strain_SPRET/EiJ
ENSJJAP00000022293	ENSJJAG00000022389	Jaculus_jaculus
ENSEEEP00000018332	ENSEEEG00000009004	Electrophorus_electricus
ENSANAP00000008762	ENSANAG00000022405	Aotus_nancymaae
ENSPMGP00000029657	ENSPMGG00000023868	Periophthalmus_magnuspinnatus
ENSLBEP00000038335	ENSLBEG00000028574	Labrus_bergylta
ENSPPRP00000027939	ENSPPRG00000019791	Panthera_pardus
ENSMOCP00000002242	ENSMOCG00000001761	Microtus_ochrogaster
ENSP00000364118	ENSG00000120458	Homo_sapiens
ENSACLP00000003576	ENSACLG00000002427	Astatotilapia_calliptera
ENSSFOP00015017162	ENSSFOG00015011061	Scleropages_formosus
ENSAMXP00005032885	ENSAMXG00005016008	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPVIP00000009309	ENSPVIG00000007423	Pogona_vitticeps
ENSNGAP00000021581	ENSNGAG00000020716	Nannospalax_galili
ENSDNVP00000023120	ENSDNVG00000016075	Dromaius_novaehollandiae
ENSCGRP00000016019	ENSCGRG00000011624	Cricetulus_griseus_CriGri_1.0
ENSAOCP00000016226	ENSAOCG00000021123	Amphiprion_ocellaris
ENSBSLP00000005164	ENSBSLG00000002851	Betta_splendens
ENSOPRP00000013773	ENSOPRG00000015091	Ochotona_princeps
ENSECRP00000031267	ENSECRG00000021188	Erpetoichthys_calabaricus
ENSBBBP00000018488	ENSBBBG00000011414	Bison_bison_bison
ENSAPEP00000019082	ENSAPEG00000013620	Amphiprion_percula
ENSCGOP00000052538	ENSCGOG00000023128	Cottoperca_gobio
ENSPREP00000018277	ENSPREG00000012379	Poecilia_reticulata
ENSPFOP00000023002	ENSPFOG00000022034	Poecilia_formosa
ENSCJAP00000061562	ENSCJAG00000038206	Callithrix_jacchus
ENSMALP00000007647	ENSMALG00000005436	Monopterus_albus
ENSBIXP00005042628	ENSBIXG00005006701	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNPEP00000016269	ENSNPEG00000012118	Nothoprocta_perdicaria
ENSPPAP00000022642	ENSPPAG00000034502	Pan_paniscus
ENSEASP00005002937	ENSEASG00005002255	Equus_asinus_asinus
ENSHHUP00000011183	ENSHHUG00000006842	Hucho_hucho
ENSSCAP00000024065	ENSSCAG00000017224	Serinus_canaria
ENSXETP00000018650	ENSXETG00000001651	Xenopus_tropicalis
ENSMLUP00000001749	ENSMLUG00000001917	Myotis_lucifugus
MGP_PahariEiJ_P0022947	MGP_PahariEiJ_G0014847	Mus_pahari_strain_PAHARI_EIJ
ENSMSIP00000017787	ENSMSIG00000015172	Mus_spicilegus
