ENSLACP00000006446	ENSLACG00000005719	Latimeria_chalumnae
ENSCPGP00000007525	ENSCPGG00000005370	Calidris_pygmaea
ENSAMEP00000006749	ENSAMEG00000006351	Ailuropoda_melanoleuca
ENSMICP00000035812	ENSMICG00000007364	Microcebus_murinus
ENSCGRP00015030989	ENSCGRG00015023369	Cricetulus_griseus_CriGri-PICR
ENSGGOP00000015226	ENSGGOG00000015601	Gorilla_gorilla
MGP_CAROLIEiJ_P0073448	MGP_CAROLIEiJ_G0028274	Mus_caroli_strain_CAROLI_EIJ
ENSNPEP00000001152	ENSNPEG00000000911	Nothoprocta_perdicaria
ENSMMUP00000076404	ENSMMUG00000016218	Macaca_mulatta
ENSPCOP00000012957	ENSPCOG00000018084	Propithecus_coquereli
ENSABRP00000024677	ENSABRG00000020740	Anser_brachyrhynchus	ENSABRT00000034646
ENSZALP00000006107	ENSZALG00000005620	Zonotrichia_albicollis
ENSLCOP00000007984	ENSLCOG00000005857	Lepidothrix_coronata
ENSAOWP00000019774	ENSAOWG00000013389	Apteryx_owenii
ENSMFAP00000044510	ENSMFAG00000039585	Macaca_fascicularis
ENSFALP00000004643	ENSFALG00000004417	Ficedula_albicollis
ENSPMJP00000004402	ENSPMJG00000003797	Parus_major
ENSMNEP00000000444	ENSMNEG00000002006	Macaca_nemestrina
ENSCPBP00000017576	ENSCPBG00000012873	Chrysemys_picta_bellii
ENSSMRP00000010212	ENSSMRG00000008097	Salvator_merianae
ENSCPOP00000004777	ENSCPOG00000005313	Cavia_porcellus
ENSVURP00010029816	ENSVURG00010022784	Vombatus_ursinus
ENSTGEP00000000121	ENSTGEG00000000149	Theropithecus_gelada
ENSBIXP00005004043	ENSBIXG00005010085	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSEASP00005013323	ENSEASG00005009287	Equus_asinus_asinus
ENSMUGP00000026805	ENSMUGG00000022324	Meriones_unguiculatus
ENSLAFP00000016887	ENSLAFG00000023132	Loxodonta_africana
ENSPTIP00000006041	ENSPTIG00000008034	Panthera_tigris_altaica
ENSCCEP00000011694	ENSCCEG00000011397	Cyanistes_caeruleus
ENSCHIP00000014181	ENSCHIG00000015303	Capra_hircus
ENSODEP00000017058	ENSODEG00000012570	Octodon_degus
ENSOARP00000017981	ENSOARG00000016740	Ovis_aries
ENSCJPP00005021250	ENSCJPG00005017010	Coturnix_japonica
ENSPCIP00000020497	ENSPCIG00000015601	Phascolarctos_cinereus
ENSAPLP00000006617	ENSAPLG00000006930	Anas_platyrhynchos_platyrhynchos
ENSCGRP00000006357	ENSCGRG00000004656	Cricetulus_griseus_CriGri_1.0
ENSFDAP00000008167	ENSFDAG00000016516	Fukomys_damarensis
ENSMLUP00000009819	ENSMLUG00000010757	Myotis_lucifugus
ENSCSAP00000003741	ENSCSAG00000007523	Chlorocebus_sabaeus
ENSPPYP00000020310	ENSPPYG00000018104	Pongo_abelii
ENSTTRP00000007356	ENSTTRG00000007772	Tursiops_truncatus
ENSRROP00000013216	ENSRROG00000030865	Rhinopithecus_roxellana
ENSMPUP00000008414	ENSMPUG00000008478	Mustela_putorius_furo
ENSMVIP00005019535	ENSMVIG00005013824	Manacus_vitellinus
ENSMMMP00000009223	ENSMMMG00000008255	Marmota_marmota_marmota
ENSCAPP00000007006	ENSCAPG00000009039	Cavia_aperea
ENSCGRP00001027349	ENSCGRG00001024379	Cricetulus_griseus_CHOK1GS_HDv1
ENSJJAP00000012638	ENSJJAG00000015598	Jaculus_jaculus
ENSETEP00000011911	ENSETEG00000014694	Echinops_telfairi
ENSSSCP00000058040	ENSSSCG00000016473	Sus_scrofa_strain_reference
ENSCCNP00000026535	ENSCCNG00000025746	Castor_canadensis
ENSMLEP00000015387	ENSMLEG00000031808	Mandrillus_leucophaeus
ENSCANP00000027718	ENSCANG00000037237	Colobus_angolensis_palliatus
ENSVVUP00000038733	ENSVVUG00000027625	Vulpes_vulpes
ENSTGUP00000013585	ENSTGUG00000013187	Taeniopygia_guttata
ENSCPRP00005001272	ENSCPRG00005000973	Crocodylus_porosus
ENSPVAP00000007362	ENSPVAG00000007800	Pteropus_vampyrus
ENSHGLP00100000043	ENSHGLG00100000063	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000025180	ENSNGAG00000023214	Nannospalax_galili
ENSCAFP00020026608	ENSCAFG00020020909	Canis_lupus_dingo
ENSFDAP00000006756	ENSFDAG00000015462	Fukomys_damarensis
ENSECAP00000033986	ENSECAG00000007276	Equus_caballus
ENSPTRP00000033908	ENSPTRG00000019796	Pan_troglodytes
ENSBTAP00000033341	ENSBTAG00000015510	Bos_taurus
ENSSHAP00000005290	ENSSHAG00000004627	Sarcophilus_harrisii
ENSRBIP00000042440	ENSRBIG00000044488	Rhinopithecus_bieti
ENSMUSP00000110380	ENSMUSG00000029869	Mus_musculus_strain_reference_(CL57BL6)
ENSHGLP00100024553	ENSHGLG00100018031	Heterocephalus_glaber_HetGla_1.0
ENSOGAP00000012132	ENSOGAG00000013534	Otolemur_garnettii
ENSETEP00000004790	ENSETEG00000005899	Echinops_telfairi
ENSNSUP00000027883	ENSNSUG00000019897	Notechis_scutatus
ENSSTOP00000025427	ENSSTOG00000007963	Ictidomys_tridecemlineatus
ENSTBEP00000009650	ENSTBEG00000011155	Tupaia_belangeri
ENSMOCP00000024364	ENSMOCG00000020818	Microtus_ochrogaster
ENSJHYP00000014834	ENSJHYG00000011473	Junco_hyemalis
ENSHGLP00000005360	ENSHGLG00000003924	Heterocephalus_glaber_HetGla_female_1.0
ENSLSDP00000017423	ENSLSDG00000012479	Lonchura_striata_domestica
ENSCJAP00000050434	ENSCJAG00000018986	Callithrix_jacchus
ENSPANP00000010928	ENSPANG00000018830	Papio_anubis
