ENSP00000497112	ENSG00000106031	Homo_sapiens
ENSPPAP00000041423	ENSPPAG00000043323	Pan_paniscus
ENSPPRP00000014756	ENSPPRG00000007567	Panthera_pardus
ENSDNOP00000030388	ENSDNOG00000047528	Dasypus_novemcinctus
ENSBIXP00000014499	ENSBIXG00000019168	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMAUP00000001360	ENSMAUG00000001019	Mesocricetus_auratus
ENSMNEP00000041276	ENSMNEG00000043469	Macaca_nemestrina
ENSMUGP00000000930	ENSMUGG00000000882	Meriones_unguiculatus
ENSCPOP00000029533	ENSCPOG00000033640	Cavia_porcellus
ENSMMUP00000017696	ENSMMUG00000013463	Macaca_mulatta
ENSEASP00005032517	ENSEASG00005022194	Equus_asinus_asinus
ENSCAFP00020004409	ENSCAFG00020003636	Canis_lupus_dingo
ENSMICP00000043685	ENSMICG00000043155	Microcebus_murinus
ENSETEP00000005515	ENSETEG00000006794	Echinops_telfairi	ENSETET00000006793
ENSMUSP00000039170	ENSMUSG00000038203	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00015027846	ENSCGRG00015021118	Cricetulus_griseus_CriGri-PICR
ENSMVIP00005025106	ENSMVIG00005017577	Manacus_vitellinus
ENSDORP00000005921	ENSDORG00000006328	Dipodomys_ordii
ENSSCAP00000020921	ENSSCAG00000015071	Serinus_canaria
ENSVVUP00000034293	ENSVVUG00000024771	Vulpes_vulpes
ENSRROP00000018670	ENSRROG00000033374	Rhinopithecus_roxellana
ENSVURP00010025669	ENSVURG00010019656	Vombatus_ursinus	ENSVURT00010029229
ENSCSAP00000010448	ENSCSAG00000014315	Chlorocebus_sabaeus
ENSCGRP00001017189	ENSCGRG00001017295	Cricetulus_griseus_CHOK1GS_HDv1
ENSBBBP00000012842	ENSBBBG00000020482	Bison_bison_bison
ENSFDAP00000001774	ENSFDAG00000011652	Fukomys_damarensis
ENSMMMP00000007339	ENSMMMG00000006593	Marmota_marmota_marmota
ENSMPUP00000004811	ENSMPUG00000004851	Mustela_putorius_furo
ENSANAP00000018896	ENSANAG00000027275	Aotus_nancymaae
ENSCANP00000012810	ENSCANG00000029812	Colobus_angolensis_palliatus
ENSPTRP00000063505	ENSPTRG00000050384	Pan_troglodytes
ENSTSYP00000014098	ENSTSYG00000036597	Carlito_syrichta
ENSNGAP00000026579	ENSNGAG00000024186	Nannospalax_galili
ENSCCNP00000023941	ENSCCNG00000023477	Castor_canadensis
ENSCJAP00000062794	ENSCJAG00000008192	Callithrix_jacchus
ENSCLAP00000015033	ENSCLAG00000010361	Chinchilla_lanigera
ENSCCAP00000020851	ENSCCAG00000028264	Cebus_capucinus_imitator
ENSPANP00000021294	ENSPANG00000030952	Papio_anubis
ENSJJAP00000014189	ENSJJAG00000016730	Jaculus_jaculus
