ENSCCNP00000031612	ENSCCNG00000030103	Castor_canadensis
ENSSTOP00000016828	ENSSTOG00000026689	Ictidomys_tridecemlineatus
ENSVURP00010016119	ENSVURG00010012355	Vombatus_ursinus
ENSATEP00000032218	ENSATEG00000022186	Anabas_testudineus
ENSNBRP00000002950	ENSNBRG00000002338	Neolamprologus_brichardi
ENSAMEP00000013556	ENSAMEG00000012872	Ailuropoda_melanoleuca
ENSMZEP00005025776	ENSMZEG00005019233	Maylandia_zebra
ENSJJAP00000016294	ENSJJAG00000018185	Jaculus_jaculus
ENSOMEP00000008574	ENSOMEG00000009756	Oryzias_melastigma
ENSMUNP00000021169	ENSMUNG00000016030	Melopsittacus_undulatus
ENSSCAP00000010354	ENSSCAG00000007858	Serinus_canaria
ENSHGLP00100016901	ENSHGLG00100012469	Heterocephalus_glaber_HetGla_1.0
ENSRBIP00000038338	ENSRBIG00000042691	Rhinopithecus_bieti
ENSDNVP00000003247	ENSDNVG00000002299	Dromaius_novaehollandiae
ENSABRP00000002121	ENSABRG00000002113	Anser_brachyrhynchus
ENSPRNP00000011725	ENSPRNG00000006609	Parambassis_ranga
ENSACLP00000039721	ENSACLG00000026762	Astatotilapia_calliptera
ENSCMIP00000034612	ENSCMIG00000014666	Callorhinchus_milii
ENSMLUP00000018922	ENSMLUG00000024483	Myotis_lucifugus
ENSCATP00000030093	ENSCATG00000038251	Cercocebus_atys
ENSGACP00000015938	ENSGACG00000012040	Gasterosteus_aculeatus
ENSPMAP00000002059	ENSPMAG00000001876	Petromyzon_marinus
ENSTSYP00000024861	ENSTSYG00000026194	Carlito_syrichta
ENSFCAP00000016058	ENSFCAG00000019213	Felis_catus
ENSMLEP00000037417	ENSMLEG00000042799	Mandrillus_leucophaeus
ENSCGRP00015012150	ENSCGRG00015009329	Cricetulus_griseus_CriGri-PICR
ENSMALP00000006901	ENSMALG00000004917	Monopterus_albus
ENSBMUP00000014618	ENSBMUG00000011097	Bos_mutus
ENSANAP00000012012	ENSANAG00000023942	Aotus_nancymaae
ENSPPRP00000004942	ENSPPRG00000000868	Panthera_pardus
ENSSSCP00000016341	ENSSSCG00000015414	Sus_scrofa_strain_reference
ENSDCDP00000057841	ENSDCDG00000033690	Denticeps_clupeoides
ENSECRP00000005819	ENSECRG00000003895	Erpetoichthys_calabaricus
ENSDNOP00000021860	ENSDNOG00000035713	Dasypus_novemcinctus
ENSPTRP00000065167	ENSPTRG00000044849	Pan_troglodytes
ENSMICP00000023820	ENSMICG00000036715	Microcebus_murinus
ENSUPAP00010004334	ENSUPAG00010003542	Urocitellus_parryii
ENSOANP00000023707	ENSOANG00000015059	Ornithorhynchus_anatinus
ENSSDAP00000002222	ENSSDAG00000002124	Spermophilus_dauricus
ENSPTRP00000033462	ENSPTRG00000019543	Pan_troglodytes
ENSSDUP00000022083	ENSSDUG00000016073	Seriola_dumerili
ENSPMGP00000027606	ENSPMGG00000022275	Periophthalmus_magnuspinnatus
ENSTTRP00000000728	ENSTTRG00000000773	Tursiops_truncatus
ENSNPEP00000021783	ENSNPEG00000016150	Nothoprocta_perdicaria
ENSDORP00000022934	ENSDORG00000023351	Dipodomys_ordii
ENSOARP00000020112	ENSOARG00000018729	Ovis_aries
ENSBTAP00000019809	ENSBTAG00000014879	Bos_taurus
ENSAMXP00005051461	ENSAMXG00005023238	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTNIP00000015084	ENSTNIG00000012121	Tetraodon_nigroviridis
ENSCANP00000028452	ENSCANG00000037665	Colobus_angolensis_palliatus
ENSPCIP00000021753	ENSPCIG00000016490	Phascolarctos_cinereus
ENSAOWP00000011757	ENSAOWG00000008076	Apteryx_owenii
ENSCPBP00000020783	ENSCPBG00000014926	Chrysemys_picta_bellii
ENSLCRP00005040201	ENSLCRG00005015518	Larimichthys_crocea
ENSACIP00000005975	ENSACIG00000004682	Amphilophus_citrinellus
ENSMODP00000021432	ENSMODG00000017179	Monodelphis_domestica
ENSSBOP00000009699	ENSSBOG00000021718	Saimiri_boliviensis_boliviensis
ENSODEP00000014255	ENSODEG00000010542	Octodon_degus
ENSORLP00000013250	ENSORLG00000010569	Oryzias_latipes_ASM223467v1
ENSGALP00000013500	ENSGALG00000008301	Gallus_gallus
ENSCVAP00000023640	ENSCVAG00000007137	Cyprinodon_variegatus
ENSHHUP00000032709	ENSHHUG00000020709	Hucho_hucho
ENSMMUP00000055162	ENSMMUG00000037761	Macaca_mulatta
ENSMAMP00000010625	ENSMAMG00000007176	Mastacembelus_armatus
ENSMMMP00000019559	ENSMMMG00000017282	Marmota_marmota_marmota
ENSMUGP00000012971	ENSMUGG00000011245	Meriones_unguiculatus
ENSAPEP00000007413	ENSAPEG00000005367	Amphiprion_percula
ENSCSEP00000009553	ENSCSEG00000006131	Cynoglossus_semilaevis
ENSPKIP00000002872	ENSPKIG00000020595	Paramormyrops_kingsleyae
ENSCCAP00000027911	ENSCCAG00000031839	Cebus_capucinus_imitator
ENSPSIP00000009990	ENSPSIG00000009073	Pelodiscus_sinensis
ENSNLEP00000023377	ENSNLEG00000009461	Nomascus_leucogenys
ENSPVIP00000033104	ENSPVIG00000024234	Pogona_vitticeps
ENSGAGP00000020589	ENSGAGG00000015160	Gopherus_agassizii	ENSGAGT00000023451
ENSSMRP00000020194	ENSSMRG00000015722	Salvator_merianae
ENSLSDP00000017433	ENSLSDG00000012489	Lonchura_striata_domestica
ENSDARP00000012414	ENSDARG00000019142	Danio_rerio
ENSSFOP00015037239	ENSSFOG00015023698	Scleropages_formosus
ENSNSUP00000003338	ENSNSUG00000002709	Notechis_scutatus
ENSGGOP00000028160	ENSGGOG00000028599	Gorilla_gorilla
ENSCABP00000019450	ENSCABG00000014350	Chelonoidis_abingdonii	ENSCABT00000021316
ENSMFAP00000000418	ENSMFAG00000042786	Macaca_fascicularis
ENSNGAP00000025350	ENSNGAG00000023332	Nannospalax_galili
ENSFDAP00000022609	ENSFDAG00000020968	Fukomys_damarensis
ENSZALP00000015711	ENSZALG00000012843	Zonotrichia_albicollis
ENSPTIP00000012617	ENSPTIG00000012611	Panthera_tigris_altaica
ENSCPUP00000020569	ENSCPUG00000014087	Calidris_pugnax
ENSAOCP00000025001	ENSAOCG00000000754	Amphiprion_ocellaris
ENSBIXP00005023328	ENSBIXG00005026127	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMVIP00005010217	ENSMVIG00005007502	Manacus_vitellinus
ENSLAFP00000028613	ENSLAFG00000028513	Loxodonta_africana
ENSP00000395340	ENSG00000222011	Homo_sapiens
ENSVVUP00000026090	ENSVVUG00000019140	Vulpes_vulpes
MGP_CAROLIEiJ_P0066801	MGP_CAROLIEiJ_G0026986	Mus_caroli_strain_CAROLI_EIJ
ENSFHEP00000018840	ENSFHEG00000020725	Fundulus_heteroclitus
ENSIPUP00000011557	ENSIPUG00000007867	Ictalurus_punctatus
ENSRROP00000010511	ENSRROG00000029662	Rhinopithecus_roxellana
ENSSMAP00000009563	ENSSMAG00000005894	Scophthalmus_maximus
ENSARWP00000012097	ENSARWG00000008350	Apteryx_rowi
ENSAPOP00000020841	ENSAPOG00000024462	Acanthochromis_polyacanthus
ENSJHYP00000012606	ENSJHYG00000009823	Junco_hyemalis
ENSMNEP00000030929	ENSMNEG00000038902	Macaca_nemestrina
ENSORLP00015012156	ENSORLG00015012997	Oryzias_latipes_ASM223469v1
ENSCPRP00005021044	ENSCPRG00005014655	Crocodylus_porosus
ENSECAP00000000309	ENSECAG00000000460	Equus_caballus
