ENSBIXP00005035161	ENSBIXG00005002590	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMMP00000017592	ENSMMMG00000015596	Marmota_marmota_marmota
ENSBSLP00000041097	ENSBSLG00000019697	Betta_splendens
ENSMSIP00000016357	ENSMSIG00000014064	Mus_spicilegus
ENSCATP00000044554	ENSCATG00000044757	Cercocebus_atys
ENSMGAP00000011826	ENSMGAG00000011311	Meleagris_gallopavo
ENSKMAP00000028289	ENSKMAG00000020949	Kryptolebias_marmoratus
ENSGALP00000049802	ENSGALG00000031606	Gallus_gallus
ENSNSUP00000025574	ENSNSUG00000018369	Notechis_scutatus
ENSBMUP00000029774	ENSBMUG00000022258	Bos_mutus
ENSMICP00000031170	ENSMICG00000014272	Microcebus_murinus
ENSSTOP00000002334	ENSSTOG00000002596	Ictidomys_tridecemlineatus
ENSCINP00000013378	ENSCING00000006517	Ciona_intestinalis
ENSSMRP00000023087	ENSSMRG00000017916	Salvator_merianae
ENSRBIP00000043586	ENSRBIG00000044947	Rhinopithecus_bieti
ENSUMAP00000030916	ENSUMAG00000022343	Ursus_maritimus
ENSCGOP00000039349	ENSCGOG00000018006	Cottoperca_gobio
ENSMZEP00005032711	ENSMZEG00005024366	Maylandia_zebra
ENSTGUP00000009612	ENSTGUG00000009308	Taeniopygia_guttata
ENSDORP00000008265	ENSDORG00000008806	Dipodomys_ordii
ENSMMOP00000027694	ENSMMOG00000020943	Mola_mola
ENSACIP00000010941	ENSACIG00000008518	Amphilophus_citrinellus
ENSJHYP00000000229	ENSJHYG00000000246	Junco_hyemalis
ENSPMAP00000002402	ENSPMAG00000002202	Petromyzon_marinus	ENSPMAT00000002414
ENSLCAP00010043956	ENSLCAG00010020471	Lates_calcarifer
ENSHGLP00100013858	ENSHGLG00100010252	Heterocephalus_glaber_HetGla_1.0
ENSMEUP00000001675	ENSMEUG00000001819	Notamacropus_eugenii
ENSTGEP00000008701	ENSTGEG00000007133	Theropithecus_gelada
ENSMLEP00000034525	ENSMLEG00000041412	Mandrillus_leucophaeus
ENSCCAP00000006454	ENSCCAG00000020966	Cebus_capucinus_imitator
ENSUPAP00010027202	ENSUPAG00010021500	Urocitellus_parryii
ENSCGRP00000015568	ENSCGRG00000011303	Cricetulus_griseus_CriGri_1.0
ENSPANP00000006514	ENSPANG00000014333	Papio_anubis
ENSMODP00000026688	ENSMODG00000021356	Monodelphis_domestica
ENSMUNP00000015706	ENSMUNG00000012097	Melopsittacus_undulatus
ENSPREP00000016988	ENSPREG00000011482	Poecilia_reticulata
ENSRROP00000021957	ENSRROG00000034876	Rhinopithecus_roxellana
