ENSPMAP00000010654	ENSPMAG00000009691	Petromyzon_marinus	ENSPMAT00000010700
ENSPMAP00000010648	ENSPMAG00000009682	Petromyzon_marinus	ENSPMAT00000010694
ENSDNOP00000025034	ENSDNOG00000049378	Dasypus_novemcinctus	ENSDNOT00000038928
ENSCHOP00000010054	ENSCHOG00000011375	Choloepus_hoffmanni	ENSCHOT00000011399
ENSETEP00000012010	ENSETEG00000014822	Echinops_telfairi	ENSETET00000014820
ENSCAPP00000015903	ENSCAPG00000015920	Cavia_aperea	ENSCAPT00000019688
ENSCPOP00000032319	ENSCPOG00000037960	Cavia_porcellus	ENSCPOT00000038243
ENSCLAP00000023344	ENSCLAG00000016010	Chinchilla_lanigera	ENSCLAT00000023565
ENSODEP00000025499	ENSODEG00000018760	Octodon_degus	ENSODET00000025825
ENSHGLP00100021950	ENSHGLG00100016160	Heterocephalus_glaber_HetGla_1.0
ENSDNVP00000014853	ENSDNVG00000010452	Dromaius_novaehollandiae
ENSNPEP00000010302	ENSNPEG00000007734	Nothoprocta_perdicaria
ENSCPRP00005005406	ENSCPRG00005003895	Crocodylus_porosus
ENSGAGP00000002262	ENSGAGG00000001837	Gopherus_agassizii
ENSCABP00000012898	ENSCABG00000009650	Chelonoidis_abingdonii
ENSCPBP00000010468	ENSCPBG00000008042	Chrysemys_picta_bellii
ENSPSIP00000015700	ENSPSIG00000014029	Pelodiscus_sinensis
ENSPVIP00000007425	ENSPVIG00000006060	Pogona_vitticeps
ENSNSUP00000016353	ENSNSUG00000012083	Notechis_scutatus
ENSSMRP00000028537	ENSSMRG00000021925	Salvator_merianae
ENSSPUP00000014721	ENSSPUG00000011370	Sphenodon_punctatus
ENSXETP00000044708	ENSXETG00000020992	Xenopus_tropicalis
ENSLACP00000012018	ENSLACG00000010577	Latimeria_chalumnae
ENSAMXP00005011541	ENSAMXG00005006339	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054454	ENSAMXG00000035980	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000029408	ENSPNAG00000015472	Pygocentrus_nattereri
ENSIPUP00000034006	ENSIPUG00000022853	Ictalurus_punctatus
ENSEEEP00000009672	ENSEEEG00000004930	Electrophorus_electricus
ENSDARP00000050931	ENSDARG00000035163	Danio_rerio
ENSDCDP00000018541	ENSDCDG00000014921	Denticeps_clupeoides
ENSCHAP00000015480	ENSCHAG00000008287	Clupea_harengus
ENSHHUP00000077653	ENSHHUG00000045347	Hucho_hucho
ENSELUP00000019333	ENSELUG00000001057	Esox_lucius
ENSTNIP00000001944	ENSTNIG00000000509	Tetraodon_nigroviridis
ENSTRUP00000029540	ENSTRUG00000011690	Takifugu_rubripes
ENSMMOP00000019318	ENSMMOG00000014623	Mola_mola
ENSGACP00000027567	ENSGACG00000020851	Gasterosteus_aculeatus
ENSGWIP00000047634	ENSGWIG00000023419	Gouania_willdenowi
ENSHCOP00000005521	ENSHCOG00000007207	Hippocampus_comes
ENSCSEP00000023280	ENSCSEG00000014847	Cynoglossus_semilaevis
ENSCGOP00000032516	ENSCGOG00000015134	Cottoperca_gobio
ENSCGOP00000032197	ENSCGOG00000014991	Cottoperca_gobio
ENSLBEP00000034573	ENSLBEG00000025986	Labrus_bergylta
ENSSMAP00000024530	ENSSMAG00000014991	Scophthalmus_maximus
ENSBSLP00000034009	ENSBSLG00000016467	Betta_splendens
ENSAPEP00000016283	ENSAPEG00000011625	Amphiprion_percula
ENSAOCP00000002981	ENSAOCG00000006187	Amphiprion_ocellaris
ENSAPOP00000002668	ENSAPOG00000004088	Acanthochromis_polyacanthus
ENSSPAP00000004264	ENSSPAG00000003290	Stegastes_partitus
ENSPRNP00000008973	ENSPRNG00000005294	Parambassis_ranga
ENSMZEP00005015144	ENSMZEG00005011365	Maylandia_zebra
ENSACLP00000034878	ENSACLG00000023621	Astatotilapia_calliptera
ENSHBUP00000012150	ENSHBUG00000013844	Haplochromis_burtoni
ENSPNYP00000015882	ENSPNYG00000012027	Pundamilia_nyererei
ENSNBRP00000018241	ENSNBRG00000014071	Neolamprologus_brichardi
ENSONIP00000016733	ENSONIG00000013304	Oreochromis_niloticus
ENSACIP00000017506	ENSACIG00000013657	Amphilophus_citrinellus
ENSXMAP00000029290	ENSXMAG00000025250	Xiphophorus_maculatus
ENSXMAP00000036883	ENSXMAG00000023906	Xiphophorus_maculatus
ENSXMAP00000027745	ENSXMAG00000024413	Xiphophorus_maculatus
ENSXMAP00000027092	ENSXMAG00000027636	Xiphophorus_maculatus
ENSXMAP00000029782	ENSXMAG00000026729	Xiphophorus_maculatus
ENSXCOP00000000291	ENSXCOG00000000274	Xiphophorus_couchianus
ENSGAFP00000015997	ENSGAFG00000010828	Gambusia_affinis
ENSPFOP00000003051	ENSPFOG00000003202	Poecilia_formosa
ENSPLAP00000025510	ENSPLAG00000012571	Poecilia_latipinna
ENSPMEP00000025478	ENSPMEG00000008467	Poecilia_mexicana
ENSPREP00000021267	ENSPREG00000014386	Poecilia_reticulata
ENSCVAP00000027229	ENSCVAG00000013414	Cyprinodon_variegatus
ENSFHEP00000020823	ENSFHEG00000022764	Fundulus_heteroclitus
ENSKMAP00000017032	ENSKMAG00000012722	Kryptolebias_marmoratus
ENSORLP00015014352	ENSORLG00015015287	Oryzias_latipes_ASM223469v1
ENSORLP00020007739	ENSORLG00020008612	Oryzias_latipes_ASM223471v1
ENSORLP00000040199	ENSORLG00000025239	Oryzias_latipes_ASM223467v1
ENSOMEP00000022163	ENSOMEG00000001543	Oryzias_melastigma
ENSSLDP00000003955	ENSSLDG00000003152	Seriola_lalandi_dorsalis
ENSSDUP00000011426	ENSSDUG00000008328	Seriola_dumerili
ENSLCAP00010019776	ENSLCAG00010009340	Lates_calcarifer
ENSMAMP00000001662	ENSMAMG00000001187	Mastacembelus_armatus
ENSMALP00000016082	ENSMALG00000011276	Monopterus_albus
ENSATEP00000033660	ENSATEG00000023177	Anabas_testudineus
ENSLCRP00005000090	ENSLCRG00005000100	Larimichthys_crocea
ENSPMGP00000009306	ENSPMGG00000007720	Periophthalmus_magnuspinnatus
ENSGMOP00000018621	ENSGMOG00000017344	Gadus_morhua
ENSSFOP00015014466	ENSSFOG00015009325	Scleropages_formosus
ENSPKIP00000040666	ENSPKIG00000017542	Paramormyrops_kingsleyae
ENSSFOP00015003173	ENSSFOG00015002087	Scleropages_formosus
ENSPKIP00000020673	ENSPKIG00000005367	Paramormyrops_kingsleyae
ENSPFOP00000006733	ENSPFOG00000006817	Poecilia_formosa
ENSPMEP00000007173	ENSPMEG00000008765	Poecilia_mexicana
ENSPLAP00000027114	ENSPLAG00000015416	Poecilia_latipinna
ENSPREP00000032844	ENSPREG00000022266	Poecilia_reticulata
ENSGAFP00000016674	ENSGAFG00000011236	Gambusia_affinis
ENSXCOP00000016899	ENSXCOG00000012743	Xiphophorus_couchianus
ENSXMAP00000029645	ENSXMAG00000024969	Xiphophorus_maculatus
ENSCVAP00000005927	ENSCVAG00000007387	Cyprinodon_variegatus
ENSFHEP00000024381	ENSFHEG00000005897	Fundulus_heteroclitus
ENSKMAP00000013239	ENSKMAG00000009950	Kryptolebias_marmoratus
ENSORLP00015002664	ENSORLG00015003351	Oryzias_latipes_ASM223469v1
ENSORLP00020020950	ENSORLG00020021964	Oryzias_latipes_ASM223471v1
ENSORLP00000030265	ENSORLG00000021938	Oryzias_latipes_ASM223467v1
ENSOMEP00000013811	ENSOMEG00000015272	Oryzias_melastigma
ENSGWIP00000010573	ENSGWIG00000006203	Gouania_willdenowi
ENSPMGP00000011729	ENSPMGG00000009698	Periophthalmus_magnuspinnatus
ENSCSEP00000025769	ENSCSEG00000016463	Cynoglossus_semilaevis
ENSMMOP00000015865	ENSMMOG00000012106	Mola_mola
ENSBSLP00000004609	ENSBSLG00000002473	Betta_splendens
ENSMAMP00000014587	ENSMAMG00000009895	Mastacembelus_armatus
ENSMALP00000009115	ENSMALG00000006495	Monopterus_albus
ENSATEP00000016193	ENSATEG00000011267	Anabas_testudineus
ENSSDUP00000029107	ENSSDUG00000020992	Seriola_dumerili
ENSSLDP00000014920	ENSSLDG00000011911	Seriola_lalandi_dorsalis
ENSSMAP00000025592	ENSSMAG00000015666	Scophthalmus_maximus
ENSLCAP00010018325	ENSLCAG00010008690	Lates_calcarifer
ENSLCRP00005031201	ENSLCRG00005012372	Larimichthys_crocea
ENSLBEP00000026253	ENSLBEG00000019994	Labrus_bergylta
ENSCGOP00000038241	ENSCGOG00000017539	Cottoperca_gobio
ENSGACP00000011982	ENSGACG00000009084	Gasterosteus_aculeatus
ENSAPEP00000018266	ENSAPEG00000013071	Amphiprion_percula
ENSAOCP00000016523	ENSAOCG00000002598	Amphiprion_ocellaris
ENSAPOP00000022153	ENSAPOG00000000067	Acanthochromis_polyacanthus
ENSSPAP00000005416	ENSSPAG00000004208	Stegastes_partitus
ENSPRNP00000038230	ENSPRNG00000018952	Parambassis_ranga
ENSACLP00000028577	ENSACLG00000019397	Astatotilapia_calliptera
ENSMZEP00005020987	ENSMZEG00005015761	Maylandia_zebra
ENSPNYP00000023078	ENSPNYG00000017415	Pundamilia_nyererei
ENSHBUP00000015669	ENSHBUG00000017563	Haplochromis_burtoni
ENSNBRP00000009945	ENSNBRG00000007730	Neolamprologus_brichardi
ENSONIP00000007788	ENSONIG00000006181	Oreochromis_niloticus
ENSACIP00000002493	ENSACIG00000002028	Amphilophus_citrinellus
ENSHCOP00000004326	ENSHCOG00000005759	Hippocampus_comes
ENSTRUP00000038047	ENSTRUG00000014888	Takifugu_rubripes
ENSTNIP00000001630	ENSTNIG00000000343	Tetraodon_nigroviridis
ENSGMOP00000012664	ENSGMOG00000011841	Gadus_morhua
ENSHHUP00000074411	ENSHHUG00000043662	Hucho_hucho
ENSHHUP00000052488	ENSHHUG00000031564	Hucho_hucho
ENSELUP00000015429	ENSELUG00000015388	Esox_lucius
ENSAMXP00000052412	ENSAMXG00000030511	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014446	ENSAMXG00005007706	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001766	ENSPNAG00000008348	Pygocentrus_nattereri
ENSIPUP00000017163	ENSIPUG00000011664	Ictalurus_punctatus
ENSEEEP00000033683	ENSEEEG00000016032	Electrophorus_electricus
ENSDARP00000032799	ENSDARG00000024920	Danio_rerio
ENSDCDP00000025152	ENSDCDG00000018902	Denticeps_clupeoides
ENSLOCP00000002432	ENSLOCG00000002100	Lepisosteus_oculatus
ENSECRP00000017242	ENSECRG00000011499	Erpetoichthys_calabaricus
ENSCMIP00000023814	ENSCMIG00000010610	Callorhinchus_milii
ENSEBUP00000015962	ENSEBUG00000010040	Eptatretus_burgeri	ENSEBUT00000016538
ENSCSAVP00000004612	ENSCSAVG00000002748	Ciona_savignyi
ENSCINP00000020088	ENSCING00000009968	Ciona_intestinalis
