F59A6.6c.1	WBGene00004382	Caenorhabditis_elegans_strain_N2	F59A6.6c.1
FBpp0087959	FBgn0023171	Drosophila_melanogaster	FBtr0088883
ENSCINP00000025561	ENSCING00000014054	Ciona_intestinalis	ENSCINT00000025807
ENSCSAVP00000000011	ENSCSAVG00000000009	Ciona_savignyi	ENSCSAVT00000000011
ENSPMAP00000003094	ENSPMAG00000002846	Petromyzon_marinus	ENSPMAT00000003109
ENSPMAP00000000561	ENSPMAG00000000507	Petromyzon_marinus	ENSPMAT00000000562
ENSEBUP00000014110	ENSEBUG00000008898	Eptatretus_burgeri	ENSEBUT00000014686
ENSLACP00000008022	ENSLACG00000007100	Latimeria_chalumnae
ENSCATP00000005000	ENSCATG00000016818	Cercocebus_atys
ENSMNEP00000010543	ENSMNEG00000029676	Macaca_nemestrina
ENSMFAP00000005313	ENSMFAG00000002323	Macaca_fascicularis
ENSMLEP00000008926	ENSMLEG00000028662	Mandrillus_leucophaeus
ENSPTEP00000004970	ENSPTEG00000005781	Piliocolobus_tephrosceles
ENSP00000499330	ENSG00000286905	Homo_sapiens
ENSP00000313350	ENSG00000171865	Homo_sapiens
ENSPPAP00000022028	ENSPPAG00000034221	Pan_paniscus
ENSPTRP00000019974	ENSPTRG00000011614	Pan_troglodytes
ENSGGOP00000028596	ENSGGOG00000034822	Gorilla_gorilla
ENSPPYP00000023502	ENSPPYG00000025873	Pongo_abelii
ENSNLEP00000018687	ENSNLEG00000015400	Nomascus_leucogenys
ENSPPYP00000009075	ENSPPYG00000008067	Pongo_abelii
ENSPTRP00000072847	ENSPTRG00000043403	Pan_troglodytes
ENSNLEP00000035754	ENSNLEG00000000059	Nomascus_leucogenys
ENSCCAP00000040444	ENSCCAG00000038017	Cebus_capucinus_imitator
ENSSBOP00000017528	ENSSBOG00000025411	Saimiri_boliviensis_boliviensis
ENSCJAP00000048160	ENSCJAG00000035450	Callithrix_jacchus
ENSANAP00000012238	ENSANAG00000024055	Aotus_nancymaae
ENSTSYP00000011867	ENSTSYG00000012926	Carlito_syrichta
ENSPSMP00000008739	ENSPSMG00000006414	Prolemur_simus
ENSPCOP00000015414	ENSPCOG00000019444	Propithecus_coquereli
ENSMICP00000026802	ENSMICG00000033156	Microcebus_murinus
ENSOGAP00000015386	ENSOGAG00000017176	Otolemur_garnettii
ENSCCNP00000030705	ENSCCNG00000029350	Castor_canadensis
ENSCCNP00000027277	ENSCCNG00000026401	Castor_canadensis
ENSDORP00000000656	ENSDORG00000000704	Dipodomys_ordii
MGP_SPRETEiJ_P0033504	MGP_SPRETEiJ_G0018502	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000020959	ENSMUSG00000020630	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000002164	ENSMSIG00000002045	Mus_spicilegus
MGP_CAROLIEiJ_P0032031	MGP_CAROLIEiJ_G0017660	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082149	MGP_PahariEiJ_G0029418	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011819	ENSRNOG00000008584	Rattus_norvegicus
ENSMUGP00000008132	ENSMUGG00000007376	Meriones_unguiculatus
ENSMUGP00000008261	ENSMUGG00000007483	Meriones_unguiculatus
ENSPEMP00000026309	ENSPEMG00000022465	Peromyscus_maniculatus_bairdii
ENSMOCP00000016690	ENSMOCG00000015522	Microtus_ochrogaster
ENSCGRP00015008804	ENSCGRG00015006791	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008262	ENSCGRG00000006029	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001006606	ENSCGRG00001008950	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015535	ENSMAUG00000014957	Mesocricetus_auratus
ENSNGAP00000014743	ENSNGAG00000015966	Nannospalax_galili
ENSJJAP00000020972	ENSJJAG00000021481	Jaculus_jaculus
ENSJJAP00000004327	ENSJJAG00000008994	Jaculus_jaculus
ENSJJAP00000019219	ENSJJAG00000020238	Jaculus_jaculus
ENSCAPP00000002185	ENSCAPG00000004813	Cavia_aperea
ENSCPOP00000016813	ENSCPOG00000022278	Cavia_porcellus
ENSODEP00000000260	ENSODEG00000000235	Octodon_degus
ENSCLAP00000003408	ENSCLAG00000002440	Chinchilla_lanigera
ENSHGLP00100006803	ENSHGLG00100005105	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003505	ENSHGLG00000002585	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014669	ENSFDAG00000002035	Fukomys_damarensis
ENSSTOP00000011448	ENSSTOG00000012774	Ictidomys_tridecemlineatus
ENSMMMP00000026116	ENSMMMG00000022864	Marmota_marmota_marmota
ENSUPAP00010026496	ENSUPAG00010020952	Urocitellus_parryii
ENSSDAP00000012230	ENSSDAG00000011012	Spermophilus_dauricus
ENSOCUP00000005300	ENSOCUG00000006117	Oryctolagus_cuniculus
ENSOPRP00000004662	ENSOPRG00000005072	Ochotona_princeps
ENSXETP00000018637	ENSXETG00000001618	Xenopus_tropicalis
ENSEBUP00000009518	ENSEBUG00000006116	Eptatretus_burgeri
ENSPMAP00000009046	ENSPMAG00000008219	Petromyzon_marinus
YMR234W_mRNA	YMR234W	Saccharomyces_cerevisiae_strain_S288C
