FBpp0084013	FBgn0039188	Drosophila_melanogaster	FBtr0084629
T24B1.1.1	WBGene00011975	Caenorhabditis_elegans_strain_N2	T24B1.1.1
ENSABRP00000005701	ENSABRG00000005333	Anser_brachyrhynchus
ENSMUSP00000021609	ENSMUSG00000021192	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0034679	MGP_SPRETEiJ_G0018881	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0033155	MGP_CAROLIEiJ_G0018036	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083267	MGP_PahariEiJ_G0029795	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010385	ENSRNOG00000007699	Rattus_norvegicus
ENSMUGP00000007616	ENSMUGG00000006888	Meriones_unguiculatus
ENSCGRP00015028138	ENSCGRG00015021320	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001004878	ENSCGRG00001006303	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018601	ENSCGRG00000013546	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000024160	ENSMAUG00000021105	Mesocricetus_auratus
ENSMOCP00000009967	ENSMOCG00000010156	Microtus_ochrogaster
ENSPEMP00000011801	ENSPEMG00000012325	Peromyscus_maniculatus_bairdii
ENSNGAP00000010509	ENSNGAG00000012879	Nannospalax_galili
ENSJJAP00000025129	ENSJJAG00000024399	Jaculus_jaculus
ENSCLAP00000017046	ENSCLAG00000011697	Chinchilla_lanigera
ENSODEP00000011987	ENSODEG00000008897	Octodon_degus
ENSCPOP00000001062	ENSCPOG00000001178	Cavia_porcellus
ENSCAPP00000000012	ENSCAPG00000000010	Cavia_aperea
ENSHGLP00100000982	ENSHGLG00100000795	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016165	ENSHGLG00000011570	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022250	ENSFDAG00000007114	Fukomys_damarensis
ENSUPAP00010028644	ENSUPAG00010022617	Urocitellus_parryii
ENSSDAP00000014687	ENSSDAG00000013215	Spermophilus_dauricus
ENSSTOP00000003906	ENSSTOG00000004341	Ictidomys_tridecemlineatus
ENSMMMP00000000153	ENSMMMG00000000121	Marmota_marmota_marmota
ENSTBEP00000013332	ENSTBEG00000015349	Tupaia_belangeri
ENSCHOP00000010751	ENSCHOG00000012153	Choloepus_hoffmanni
ENSDNOP00000006995	ENSDNOG00000009028	Dasypus_novemcinctus
ENSLAFP00000008591	ENSLAFG00000010258	Loxodonta_africana
ENSPCAP00000009327	ENSPCAG00000009999	Procavia_capensis
ENSEEUP00000008240	ENSEEUG00000009034	Erinaceus_europaeus
ENSOCUP00000046567	ENSOCUG00000015776	Oryctolagus_cuniculus
ENSETEP00000007874	ENSETEG00000009689	Echinops_telfairi
ENSSARP00000002842	ENSSARG00000003134	Sorex_araneus
ENSVURP00010026802	ENSVURG00010020529	Vombatus_ursinus
ENSPCIP00000026768	ENSPCIG00000020055	Phascolarctos_cinereus
ENSMEUP00000008501	ENSMEUG00000009310	Notamacropus_eugenii
ENSSHAP00000011938	ENSSHAG00000010244	Sarcophilus_harrisii
ENSMODP00000002647	ENSMODG00000002175	Monodelphis_domestica
ENSOANP00000008635	ENSOANG00000005433	Ornithorhynchus_anatinus
ENSOANP00000015207	ENSOANG00000009575	Ornithorhynchus_anatinus
ENSXETP00000044674	ENSXETG00000018854	Xenopus_tropicalis
ENSLACP00000021690	ENSLACG00000019058	Latimeria_chalumnae
ENSCHAP00000035914	ENSCHAG00000016339	Clupea_harengus
ENSDCDP00000025733	ENSDCDG00000018883	Denticeps_clupeoides
ENSIPUP00000002579	ENSIPUG00000001837	Ictalurus_punctatus
ENSEEEP00000048740	ENSEEEG00000022932	Electrophorus_electricus
ENSAMXP00000028830	ENSAMXG00000019132	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014418	ENSAMXG00005007329	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007691	ENSPNAG00000002760	Pygocentrus_nattereri
ENSDARP00000057385	ENSDARG00000039279	Danio_rerio
ENSGACP00000016167	ENSGACG00000012204	Gasterosteus_aculeatus
ENSCGOP00000030018	ENSCGOG00000013766	Cottoperca_gobio
ENSLBEP00000017735	ENSLBEG00000013671	Labrus_bergylta
ENSTRUP00000048757	ENSTRUG00000012458	Takifugu_rubripes
ENSTNIP00000022560	ENSTNIG00000019357	Tetraodon_nigroviridis
ENSMMOP00000011861	ENSMMOG00000009115	Mola_mola
ENSLCRP00005003602	ENSLCRG00005001774	Larimichthys_crocea
ENSSDUP00000025264	ENSSDUG00000018323	Seriola_dumerili
ENSSLDP00000012850	ENSSLDG00000010216	Seriola_lalandi_dorsalis
ENSSMAP00000016340	ENSSMAG00000010023	Scophthalmus_maximus
ENSCSEP00000013669	ENSCSEG00000008784	Cynoglossus_semilaevis
ENSLCAP00010048935	ENSLCAG00010022738	Lates_calcarifer
ENSMALP00000030017	ENSMALG00000020761	Monopterus_albus
ENSMAMP00000000243	ENSMAMG00000000175	Mastacembelus_armatus
ENSATEP00000030474	ENSATEG00000021052	Anabas_testudineus
ENSBSLP00000052997	ENSBSLG00000024715	Betta_splendens
ENSACLP00000040655	ENSACLG00000027368	Astatotilapia_calliptera
ENSPNYP00000029514	ENSPNYG00000022213	Pundamilia_nyererei
ENSMZEP00005014617	ENSMZEG00005010992	Maylandia_zebra
ENSHBUP00000029152	ENSHBUG00000001100	Haplochromis_burtoni
ENSNBRP00000003197	ENSNBRG00000002539	Neolamprologus_brichardi
ENSONIP00000024686	ENSONIG00000019609	Oreochromis_niloticus
ENSACIP00000023554	ENSACIG00000018286	Amphilophus_citrinellus
ENSPRNP00000047505	ENSPRNG00000022833	Parambassis_ranga
ENSXCOP00000005156	ENSXCOG00000004037	Xiphophorus_couchianus
ENSXMAP00000006755	ENSXMAG00000006733	Xiphophorus_maculatus
ENSGAFP00000026836	ENSGAFG00000018132	Gambusia_affinis
ENSPMEP00000022763	ENSPMEG00000003873	Poecilia_mexicana
ENSPFOP00000011962	ENSPFOG00000011930	Poecilia_formosa
ENSPLAP00000031233	ENSPLAG00000023080	Poecilia_latipinna
ENSPREP00000028199	ENSPREG00000019079	Poecilia_reticulata
ENSFHEP00000004042	ENSFHEG00000000724	Fundulus_heteroclitus
ENSCVAP00000032253	ENSCVAG00000000797	Cyprinodon_variegatus
ENSORLP00000012148	ENSORLG00000009684	Oryzias_latipes_ASM223467v1
ENSORLP00015000105	ENSORLG00015023197	Oryzias_latipes_ASM223469v1
ENSORLP00020001951	ENSORLG00020002680	Oryzias_latipes_ASM223471v1
ENSOMEP00000020618	ENSOMEG00000000592	Oryzias_melastigma
ENSKMAP00000021429	ENSKMAG00000015916	Kryptolebias_marmoratus
ENSGWIP00000038318	ENSGWIG00000018813	Gouania_willdenowi
ENSAOCP00000009954	ENSAOCG00000002537	Amphiprion_ocellaris
ENSAPEP00000011788	ENSAPEG00000008424	Amphiprion_percula
ENSAPOP00000011090	ENSAPOG00000013633	Acanthochromis_polyacanthus
ENSAPOP00000010794	ENSAPOG00000013330	Acanthochromis_polyacanthus
ENSSPAP00000008796	ENSSPAG00000006696	Stegastes_partitus
ENSPMGP00000014411	ENSPMGG00000011808	Periophthalmus_magnuspinnatus
ENSHCOP00000027619	ENSHCOG00000019607	Hippocampus_comes
ENSGMOP00000015277	ENSGMOG00000014269	Gadus_morhua
ENSHHUP00000032656	ENSHHUG00000020580	Hucho_hucho
ENSELUP00000040625	ENSELUG00000021145	Esox_lucius
ENSSFOP00015011876	ENSSFOG00015007622	Scleropages_formosus
ENSPKIP00000016168	ENSPKIG00000002616	Paramormyrops_kingsleyae
ENSLOCP00000016313	ENSLOCG00000013242	Lepisosteus_oculatus
ENSECRP00000022660	ENSECRG00000015333	Erpetoichthys_calabaricus
ENSCMIP00000008408	ENSCMIG00000004406	Callorhinchus_milii
ENSEBUP00000015224	ENSEBUG00000009587	Eptatretus_burgeri
ENSCINP00000003877	ENSCING00000001926	Ciona_intestinalis
ENSCSAVP00000017766	ENSCSAVG00000010458	Ciona_savignyi
