ENSAPLP00000020205	ENSAPLG00000006531	Anas_platyrhynchos_platyrhynchos
ENSOARP00000009500	ENSOARG00000008852	Ovis_aries
ENSSSCP00000010015	ENSSSCG00000009385	Sus_scrofa_strain_reference
ENSTTRP00000009012	ENSTTRG00000009510	Tursiops_truncatus
ENSVPAP00000008585	ENSVPAG00000009221	Vicugna_pacos
ENSPVAP00000006397	ENSPVAG00000006778	Pteropus_vampyrus
ENSCAFP00000041083	ENSCAFG00000028728	Canis_lupus_familiaris
ENSCAFP00020000316	ENSCAFG00020000330	Canis_lupus_dingo
ENSVVUP00000033209	ENSVVUG00000024020	Vulpes_vulpes
ENSECAP00000021021	ENSECAG00000023605	Equus_caballus
ENSEASP00005025442	ENSEASG00005017334	Equus_asinus_asinus
MGP_SPRETEiJ_P0038805	MGP_SPRETEiJ_G0020284	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000125769	ENSMUSG00000091155	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015972	ENSMSIG00000013727	Mus_spicilegus
MGP_CAROLIEiJ_P0037075	MGP_CAROLIEiJ_G0019392	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085179	MGP_PahariEiJ_G0030410	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045922	ENSRNOG00000009814	Rattus_norvegicus
ENSMUGP00000001290	ENSMUGG00000001212	Meriones_unguiculatus
ENSPEMP00000023056	ENSPEMG00000020219	Peromyscus_maniculatus_bairdii
ENSMOCP00000009097	ENSMOCG00000009214	Microtus_ochrogaster
ENSCGRP00015014087	ENSCGRG00015010813	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018542	ENSCGRG00000013500	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001028266	ENSCGRG00001025026	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000021055	ENSMAUG00000018899	Mesocricetus_auratus
ENSNGAP00000001480	ENSNGAG00000001093	Nannospalax_galili
ENSJJAP00000016656	ENSJJAG00000018445	Jaculus_jaculus
ENSDORP00000006545	ENSDORG00000006981	Dipodomys_ordii
ENSCLAP00000005455	ENSCLAG00000003869	Chinchilla_lanigera
ENSODEP00000008357	ENSODEG00000006232	Octodon_degus
ENSCPOP00000018850	ENSCPOG00000026248	Cavia_porcellus
ENSCAPP00000008607	ENSCAPG00000010273	Cavia_aperea
ENSUPAP00010004765	ENSUPAG00010003855	Urocitellus_parryii
ENSSTOP00000015191	ENSSTOG00000026669	Ictidomys_tridecemlineatus
ENSSDAP00000003461	ENSSDAG00000003286	Spermophilus_dauricus
ENSMMMP00000026225	ENSMMMG00000022966	Marmota_marmota_marmota
ENSOCUP00000029951	ENSOCUG00000026290	Oryctolagus_cuniculus
ENSOPRP00000016301	ENSOPRG00000018409	Ochotona_princeps
ENSPPAP00000031107	ENSPPAG00000038497	Pan_paniscus
ENSPTRP00000066062	ENSPTRG00000034415	Pan_troglodytes
ENSP00000428316	ENSG00000253309	Homo_sapiens
ENSGGOP00000001158	ENSGGOG00000001173	Gorilla_gorilla
ENSNLEP00000004704	ENSNLEG00000003888	Nomascus_leucogenys
ENSMMUP00000017326	ENSMMUG00000013190	Macaca_mulatta
ENSMFAP00000015443	ENSMFAG00000030949	Macaca_fascicularis
ENSMNEP00000022154	ENSMNEG00000034753	Macaca_nemestrina
ENSMLEP00000024516	ENSMLEG00000036420	Mandrillus_leucophaeus
ENSCATP00000043311	ENSCATG00000044203	Cercocebus_atys
ENSTGEP00000011642	ENSTGEG00000009483	Theropithecus_gelada
ENSTGEP00000010645	ENSTGEG00000008702	Theropithecus_gelada
ENSPANP00000008803	ENSPANG00000009663	Papio_anubis
ENSCSAP00000013720	ENSCSAG00000017696	Chlorocebus_sabaeus
ENSPTEP00000032914	ENSPTEG00000031521	Piliocolobus_tephrosceles
ENSCANP00000028110	ENSCANG00000037454	Colobus_angolensis_palliatus
ENSRBIP00000014293	ENSRBIG00000031256	Rhinopithecus_bieti
ENSRROP00000018678	ENSRROG00000033382	Rhinopithecus_roxellana
ENSCCAP00000028398	ENSCCAG00000032156	Cebus_capucinus_imitator
ENSSBOP00000026451	ENSSBOG00000029656	Saimiri_boliviensis_boliviensis
ENSCJAP00000015728	ENSCJAG00000008536	Callithrix_jacchus
ENSANAP00000011716	ENSANAG00000023795	Aotus_nancymaae
ENSTSYP00000006015	ENSTSYG00000006550	Carlito_syrichta
ENSMICP00000038121	ENSMICG00000029125	Microcebus_murinus
ENSPSMP00000022613	ENSPSMG00000015989	Prolemur_simus
ENSPCOP00000024565	ENSPCOG00000024487	Propithecus_coquereli
ENSOGAP00000022355	ENSOGAG00000025738	Otolemur_garnettii
ENSLAFP00000017591	ENSLAFG00000023229	Loxodonta_africana
ENSPCAP00000012615	ENSPCAG00000013513	Procavia_capensis
ENSXETP00000037179	ENSXETG00000013049	Xenopus_tropicalis
ENSLACP00000005958	ENSLACG00000005289	Latimeria_chalumnae
ENSAMXP00005003413	ENSAMXG00005002167	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013877	ENSAMXG00000013480	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001223	ENSPNAG00000008030	Pygocentrus_nattereri
ENSIPUP00000003093	ENSIPUG00000002212	Ictalurus_punctatus
ENSDARP00000119846	ENSDARG00000057108	Danio_rerio
ENSCHAP00000002004	ENSCHAG00000001410	Clupea_harengus
ENSDCDP00000009415	ENSDCDG00000004741	Denticeps_clupeoides
ENSGACP00000000316	ENSGACG00000000244	Gasterosteus_aculeatus
ENSTNIP00000018783	ENSTNIG00000015708	Tetraodon_nigroviridis
ENSPMGP00000024622	ENSPMGG00000019924	Periophthalmus_magnuspinnatus
ENSHCOP00000017741	ENSHCOG00000001767	Hippocampus_comes
ENSCSEP00000009084	ENSCSEG00000005831	Cynoglossus_semilaevis
ENSCGOP00000007510	ENSCGOG00000003828	Cottoperca_gobio
ENSLBEP00000008800	ENSLBEG00000006813	Labrus_bergylta
ENSLCRP00005046094	ENSLCRG00005017559	Larimichthys_crocea
ENSSDUP00000015571	ENSSDUG00000011369	Seriola_dumerili
ENSSLDP00000010245	ENSSLDG00000008156	Seriola_lalandi_dorsalis
ENSLCAP00010038545	ENSLCAG00010018046	Lates_calcarifer
ENSMAMP00000029004	ENSMAMG00000019529	Mastacembelus_armatus
ENSMALP00000002380	ENSMALG00000001784	Monopterus_albus
ENSATEP00000005912	ENSATEG00000004161	Anabas_testudineus
ENSSMAP00000009405	ENSSMAG00000005778	Scophthalmus_maximus
ENSBSLP00000009960	ENSBSLG00000004913	Betta_splendens
ENSMMOP00000025936	ENSMMOG00000019670	Mola_mola
ENSTRUP00000034245	ENSTRUG00000013430	Takifugu_rubripes
ENSAPEP00000024299	ENSAPEG00000017283	Amphiprion_percula
ENSAPEP00000030781	ENSAPEG00000021865	Amphiprion_percula
ENSAPEP00000030832	ENSAPEG00000021899	Amphiprion_percula
ENSAPEP00000002302	ENSAPEG00000001670	Amphiprion_percula
ENSAPEP00000031690	ENSAPEG00000022485	Amphiprion_percula
ENSAPEP00000025132	ENSAPEG00000017872	Amphiprion_percula
ENSAPEP00000029799	ENSAPEG00000021175	Amphiprion_percula
ENSAPEP00000029547	ENSAPEG00000021008	Amphiprion_percula
ENSAPEP00000029355	ENSAPEG00000020855	Amphiprion_percula
ENSAPEP00000029443	ENSAPEG00000020931	Amphiprion_percula
ENSAPEP00000023742	ENSAPEG00000016881	Amphiprion_percula
ENSAPEP00000016500	ENSAPEG00000011763	Amphiprion_percula
ENSAPEP00000002458	ENSAPEG00000001782	Amphiprion_percula
ENSAPEP00000002417	ENSAPEG00000001727	Amphiprion_percula
ENSAOCP00000008880	ENSAOCG00000012948	Amphiprion_ocellaris
ENSAPOP00000021469	ENSAPOG00000002038	Acanthochromis_polyacanthus
ENSSPAP00000012291	ENSSPAG00000009327	Stegastes_partitus
ENSPRNP00000027355	ENSPRNG00000013605	Parambassis_ranga
ENSXMAP00000023709	ENSXMAG00000025897	Xiphophorus_maculatus
ENSXCOP00000024795	ENSXCOG00000018515	Xiphophorus_couchianus
ENSGAFP00000005653	ENSGAFG00000003845	Gambusia_affinis
ENSPLAP00000008179	ENSPLAG00000010663	Poecilia_latipinna
ENSPFOP00000025639	ENSPFOG00000022591	Poecilia_formosa
ENSPMEP00000020465	ENSPMEG00000023596	Poecilia_mexicana
ENSPREP00000005092	ENSPREG00000003526	Poecilia_reticulata
ENSCVAP00000032144	ENSCVAG00000021974	Cyprinodon_variegatus
ENSFHEP00000013918	ENSFHEG00000015502	Fundulus_heteroclitus
ENSKMAP00000006563	ENSKMAG00000004965	Kryptolebias_marmoratus
ENSORLP00020015410	ENSORLG00020016423	Oryzias_latipes_ASM223471v1
ENSORLP00000012629	ENSORLG00000010070	Oryzias_latipes_ASM223467v1
ENSORLP00015033628	ENSORLG00015000540	Oryzias_latipes_ASM223469v1
ENSOMEP00000014728	ENSOMEG00000016276	Oryzias_melastigma
ENSMZEP00005025054	ENSMZEG00005018707	Maylandia_zebra
ENSACLP00000030799	ENSACLG00000020865	Astatotilapia_calliptera
ENSHBUP00000001137	ENSHBUG00000002316	Haplochromis_burtoni
ENSPNYP00000016434	ENSPNYG00000012433	Pundamilia_nyererei
ENSNBRP00000001495	ENSNBRG00000001217	Neolamprologus_brichardi
ENSONIP00000021518	ENSONIG00000017064	Oreochromis_niloticus
ENSACIP00000028081	ENSACIG00000021723	Amphilophus_citrinellus
ENSGWIP00000019433	ENSGWIG00000010634	Gouania_willdenowi
ENSGMOP00000009885	ENSGMOG00000009253	Gadus_morhua
ENSHHUP00000024242	ENSHHUG00000015215	Hucho_hucho
ENSHHUP00000000734	ENSHHUG00000000457	Hucho_hucho
ENSHHUP00000083996	ENSHHUG00000048715	Hucho_hucho
ENSELUP00000035007	ENSELUG00000013757	Esox_lucius
ENSSFOP00015004697	ENSSFOG00015003064	Scleropages_formosus
ENSPKIP00000002566	ENSPKIG00000020404	Paramormyrops_kingsleyae
ENSLOCP00000012633	ENSLOCG00000010310	Lepisosteus_oculatus
ENSECRP00000008871	ENSECRG00000005959	Erpetoichthys_calabaricus
ENSCMIP00000012900	ENSCMIG00000006536	Callorhinchus_milii
