ENSLOCP00000014729	ENSLOCG00000011979	Lepisosteus_oculatus	ENSLOCT00000014758
ENSECRP00000004245	ENSECRG00000002889	Erpetoichthys_calabaricus	ENSECRT00000004312
ENSABRP00000010699	ENSABRG00000009640	Anser_brachyrhynchus
MGP_CAROLIEiJ_P0033731	MGP_CAROLIEiJ_G0018242	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040327	MGP_PahariEiJ_G0019292	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019272	ENSRNOG00000014320	Rattus_norvegicus
ENSCGRP00015011909	ENSCGRG00015009145	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001020271	ENSCGRG00001019473	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000009045	ENSCGRG00000006604	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000024037	ENSMAUG00000021024	Mesocricetus_auratus
ENSPEMP00000037057	ENSPEMG00000030253	Peromyscus_maniculatus_bairdii
ENSMOCP00000001376	ENSMOCG00000001049	Microtus_ochrogaster
ENSMUGP00000019433	ENSMUGG00000016479	Meriones_unguiculatus
ENSNGAP00000015960	ENSNGAG00000016837	Nannospalax_galili
ENSCCNP00000013171	ENSCCNG00000013700	Castor_canadensis
ENSHGLP00000025193	ENSHGLG00000017949	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016150	ENSHGLG00100011922	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022924	ENSFDAG00000021196	Fukomys_damarensis
ENSCPOP00000022743	ENSCPOG00000037187	Cavia_porcellus
ENSCAPP00000001324	ENSCAPG00000002504	Cavia_aperea
ENSCLAP00000010409	ENSCLAG00000007192	Chinchilla_lanigera
ENSODEP00000010600	ENSODEG00000007905	Octodon_degus
ENSOCUP00000000541	ENSOCUG00000000621	Oryctolagus_cuniculus
ENSOPRP00000009972	ENSOPRG00000010932	Ochotona_princeps
ENSJJAP00000003790	ENSJJAG00000007614	Jaculus_jaculus
ENSOARP00000018756	ENSOARG00000017475	Ovis_aries
ENSCHIP00000031622	ENSCHIG00000025901	Capra_hircus
ENSBIXP00005037899	ENSBIXG00005019918	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015622	ENSBIXG00000020058	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000056958	ENSBTAG00000048508	Bos_taurus
ENSBBBP00000008283	ENSBBBG00000016277	Bison_bison_bison
ENSBMUP00000005404	ENSBMUG00000004244	Bos_mutus
ENSTTRP00000003401	ENSTTRG00000003627	Tursiops_truncatus
ENSVPAP00000000040	ENSVPAG00000000046	Vicugna_pacos
ENSSSCP00000051495	ENSSSCG00000035077	Sus_scrofa_strain_reference
ENSNVIP00000031570	ENSNVIG00000024272	Neovison_vison
ENSMPUP00000018031	ENSMPUG00000018142	Mustela_putorius_furo
ENSCAFP00020030179	ENSCAFG00020023530	Canis_lupus_dingo
ENSCAFP00000005275	ENSCAFG00000003550	Canis_lupus_familiaris
ENSVVUP00000008078	ENSVVUG00000006107	Vulpes_vulpes
ENSUAMP00000007348	ENSUAMG00000006387	Ursus_americanus
ENSUMAP00000013376	ENSUMAG00000009886	Ursus_maritimus
ENSAMEP00000008835	ENSAMEG00000008401	Ailuropoda_melanoleuca
ENSPPRP00000017102	ENSPPRG00000009179	Panthera_pardus
ENSPTIP00000023488	ENSPTIG00000019931	Panthera_tigris_altaica
ENSFCAP00000045665	ENSFCAG00000010866	Felis_catus
ENSEASP00005025875	ENSEASG00005017662	Equus_asinus_asinus
ENSECAP00000019902	ENSECAG00000022448	Equus_caballus
ENSPVAP00000005548	ENSPVAG00000005867	Pteropus_vampyrus
ENSMLUP00000014304	ENSMLUG00000015706	Myotis_lucifugus
ENSEEUP00000010478	ENSEEUG00000011516	Erinaceus_europaeus
ENSDNOP00000029807	ENSDNOG00000045281	Dasypus_novemcinctus
ENSSARP00000002360	ENSSARG00000002624	Sorex_araneus
ENSPCAP00000001731	ENSPCAG00000001885	Procavia_capensis
ENSLAFP00000022704	ENSLAFG00000012737	Loxodonta_africana
ENSETEP00000010570	ENSETEG00000013030	Echinops_telfairi
ENSDORP00000001631	ENSDORG00000001744	Dipodomys_ordii
ENSVURP00010017546	ENSVURG00010013385	Vombatus_ursinus
ENSPCIP00000037453	ENSPCIG00000027590	Phascolarctos_cinereus
ENSMEUP00000014867	ENSMEUG00000016269	Notamacropus_eugenii
ENSMODP00000003302	ENSMODG00000002721	Monodelphis_domestica
ENSOANP00000016973	ENSOANG00000010700	Ornithorhynchus_anatinus
ENSXETP00000004588	ENSXETG00000003792	Xenopus_tropicalis
ENSLACP00000005541	ENSLACG00000004926	Latimeria_chalumnae
ENSPKIP00000019321	ENSPKIG00000004538	Paramormyrops_kingsleyae
ENSSFOP00015027907	ENSSFOG00015017913	Scleropages_formosus
ENSPKIP00000028735	ENSPKIG00000010263	Paramormyrops_kingsleyae
ENSSFOP00015031953	ENSSFOG00015020471	Scleropages_formosus
ENSAMXP00000030216	ENSAMXG00000038698	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036655	ENSAMXG00005017505	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021013	ENSPNAG00000027986	Pygocentrus_nattereri
ENSIPUP00000004059	ENSIPUG00000002868	Ictalurus_punctatus
ENSEEEP00000046079	ENSEEEG00000021715	Electrophorus_electricus
ENSDARP00000154098	ENSDARG00000024759	Danio_rerio
ENSCHAP00000059947	ENSCHAG00000026849	Clupea_harengus
ENSDCDP00000005504	ENSDCDG00000002689	Denticeps_clupeoides
ENSCVAP00000026387	ENSCVAG00000011901	Cyprinodon_variegatus
ENSGWIP00000024943	ENSGWIG00000013186	Gouania_willdenowi
ENSTNIP00000022893	ENSTNIG00000014168	Tetraodon_nigroviridis
ENSHCOP00000010667	ENSHCOG00000013317	Hippocampus_comes
ENSSLDP00000031822	ENSSLDG00000024440	Seriola_lalandi_dorsalis
ENSSDUP00000010193	ENSSDUG00000007458	Seriola_dumerili
ENSLCAP00010013888	ENSLCAG00010006600	Lates_calcarifer
ENSSMAP00000007312	ENSSMAG00000004537	Scophthalmus_maximus
ENSAPEP00000001390	ENSAPEG00000001052	Amphiprion_percula
ENSAOCP00000023586	ENSAOCG00000009810	Amphiprion_ocellaris
ENSAPOP00000021445	ENSAPOG00000001916	Acanthochromis_polyacanthus
ENSSPAP00000027241	ENSSPAG00000020543	Stegastes_partitus
ENSPRNP00000027915	ENSPRNG00000013946	Parambassis_ranga
ENSACLP00000022855	ENSACLG00000015522	Astatotilapia_calliptera
ENSPNYP00000008235	ENSPNYG00000006302	Pundamilia_nyererei
ENSMZEP00005026368	ENSMZEG00005019672	Maylandia_zebra
ENSHBUP00000014458	ENSHBUG00000016316	Haplochromis_burtoni
ENSNBRP00000023065	ENSNBRG00000017659	Neolamprologus_brichardi
ENSONIP00000012751	ENSONIG00000010141	Oreochromis_niloticus
ENSACIP00000005601	ENSACIG00000004386	Amphilophus_citrinellus
ENSXMAP00000014534	ENSXMAG00000014506	Xiphophorus_maculatus
ENSXCOP00000026778	ENSXCOG00000020001	Xiphophorus_couchianus
ENSGAFP00000002524	ENSGAFG00000001739	Gambusia_affinis
ENSPLAP00000025871	ENSPLAG00000013198	Poecilia_latipinna
ENSPFOP00000011222	ENSPFOG00000011237	Poecilia_formosa
ENSPREP00000010798	ENSPREG00000007382	Poecilia_reticulata
ENSPMEP00000011146	ENSPMEG00000013261	Poecilia_mexicana
ENSFHEP00000014276	ENSFHEG00000015818	Fundulus_heteroclitus
ENSKMAP00000016150	ENSKMAG00000012044	Kryptolebias_marmoratus
ENSORLP00020013245	ENSORLG00020014180	Oryzias_latipes_ASM223471v1
ENSORLP00015009382	ENSORLG00015010170	Oryzias_latipes_ASM223469v1
ENSORLP00000010145	ENSORLG00000008081	Oryzias_latipes_ASM223467v1
ENSOMEP00000002014	ENSOMEG00000002940	Oryzias_melastigma
ENSMAMP00000029388	ENSMAMG00000019776	Mastacembelus_armatus
ENSATEP00000009965	ENSATEG00000007011	Anabas_testudineus
ENSMALP00000028529	ENSMALG00000019761	Monopterus_albus
ENSBSLP00000030891	ENSBSLG00000015155	Betta_splendens
ENSLCRP00005004154	ENSLCRG00005002187	Larimichthys_crocea
ENSMMOP00000027295	ENSMMOG00000020638	Mola_mola
ENSCGOP00000035075	ENSCGOG00000016225	Cottoperca_gobio
ENSCGOP00000034981	ENSCGOG00000016176	Cottoperca_gobio
ENSGACP00000003350	ENSGACG00000002561	Gasterosteus_aculeatus
ENSLBEP00000017452	ENSLBEG00000013455	Labrus_bergylta
ENSCSEP00000023925	ENSCSEG00000015186	Cynoglossus_semilaevis
ENSTRUP00000051178	ENSTRUG00000025784	Takifugu_rubripes
ENSGMOP00000020884	ENSGMOG00000019414	Gadus_morhua
ENSHHUP00000076638	ENSHHUG00000044800	Hucho_hucho
ENSHHUP00000003457	ENSHHUG00000002194	Hucho_hucho
ENSELUP00000004480	ENSELUG00000005630	Esox_lucius
ENSAMXP00005036932	ENSAMXG00005017605	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042782	ENSAMXG00000037434	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023169	ENSPNAG00000007701	Pygocentrus_nattereri
ENSIPUP00000000819	ENSIPUG00000000593	Ictalurus_punctatus
ENSEEEP00000010420	ENSEEEG00000005273	Electrophorus_electricus
ENSDARP00000006400	ENSDARG00000012671	Danio_rerio
ENSDCDP00000003767	ENSDCDG00000001916	Denticeps_clupeoides
ENSCVAP00000024891	ENSCVAG00000009256	Cyprinodon_variegatus
ENSFHEP00000027304	ENSFHEG00000010669	Fundulus_heteroclitus
ENSGAFP00000019374	ENSGAFG00000013082	Gambusia_affinis
ENSXMAP00000019543	ENSXMAG00000019496	Xiphophorus_maculatus
ENSPMEP00000025573	ENSPMEG00000008631	Poecilia_mexicana
ENSPREP00000014275	ENSPREG00000009685	Poecilia_reticulata
ENSPLAP00000003230	ENSPLAG00000004657	Poecilia_latipinna
ENSPFOP00000011485	ENSPFOG00000011489	Poecilia_formosa
ENSKMAP00000026413	ENSKMAG00000019599	Kryptolebias_marmoratus
ENSGWIP00000035642	ENSGWIG00000018416	Gouania_willdenowi
ENSMMOP00000025397	ENSMMOG00000019275	Mola_mola
ENSGACP00000023897	ENSGACG00000018092	Gasterosteus_aculeatus
ENSTNIP00000016542	ENSTNIG00000013546	Tetraodon_nigroviridis
ENSSMAP00000017750	ENSSMAG00000010878	Scophthalmus_maximus
ENSMAMP00000027131	ENSMAMG00000018246	Mastacembelus_armatus
ENSMALP00000019602	ENSMALG00000013703	Monopterus_albus
ENSCSEP00000028772	ENSCSEG00000018422	Cynoglossus_semilaevis
ENSNBRP00000031836	ENSNBRG00000024193	Neolamprologus_brichardi
ENSAPEP00000002565	ENSAPEG00000001866	Amphiprion_percula
ENSAOCP00000000265	ENSAOCG00000003105	Amphiprion_ocellaris
ENSAPOP00000022248	ENSAPOG00000003331	Acanthochromis_polyacanthus
ENSSPAP00000010899	ENSSPAG00000008296	Stegastes_partitus
ENSPRNP00000056884	ENSPRNG00000026554	Parambassis_ranga
ENSMZEP00005027407	ENSMZEG00005020435	Maylandia_zebra
ENSACLP00000024275	ENSACLG00000016522	Astatotilapia_calliptera
ENSHBUP00000025611	ENSHBUG00000007704	Haplochromis_burtoni
ENSPNYP00000003941	ENSPNYG00000002926	Pundamilia_nyererei
ENSONIP00000021879	ENSONIG00000017352	Oreochromis_niloticus
ENSACIP00000012194	ENSACIG00000009351	Amphilophus_citrinellus
ENSORLP00015006110	ENSORLG00015006917	Oryzias_latipes_ASM223469v1
ENSORLP00000033154	ENSORLG00000025793	Oryzias_latipes_ASM223467v1
ENSORLP00020027339	ENSORLG00020010255	Oryzias_latipes_ASM223471v1
ENSOMEP00000022013	ENSOMEG00000001338	Oryzias_melastigma
ENSLCRP00005057901	ENSLCRG00005021498	Larimichthys_crocea
ENSCGOP00000033690	ENSCGOG00000015512	Cottoperca_gobio
ENSLBEP00000027364	ENSLBEG00000020777	Labrus_bergylta
ENSSLDP00000009159	ENSSLDG00000007274	Seriola_lalandi_dorsalis
ENSSDUP00000023122	ENSSDUG00000016807	Seriola_dumerili
ENSLCAP00010043543	ENSLCAG00010020277	Lates_calcarifer
ENSATEP00000024884	ENSATEG00000017279	Anabas_testudineus
ENSBSLP00000012765	ENSBSLG00000006659	Betta_splendens
ENSHCOP00000023955	ENSHCOG00000013013	Hippocampus_comes
ENSPMGP00000026861	ENSPMGG00000021659	Periophthalmus_magnuspinnatus
ENSHHUP00000069135	ENSHHUG00000040740	Hucho_hucho
ENSHHUP00000067118	ENSHHUG00000039582	Hucho_hucho
ENSELUP00000003485	ENSELUG00000004692	Esox_lucius
ENSCMIP00000035706	ENSCMIG00000015096	Callorhinchus_milii
ENSEBUP00000005091	ENSEBUG00000003513	Eptatretus_burgeri
ENSPMAP00000002587	ENSPMAG00000002367	Petromyzon_marinus
