ENSARWP00000009543	ENSARWG00000006669	Apteryx_rowi	ENSARWT00000010878
ENSAOWP00000009489	ENSAOWG00000006521	Apteryx_owenii	ENSAOWT00000010756
ENSNPEP00000011608	ENSNPEG00000008725	Nothoprocta_perdicaria	ENSNPET00000011908
ENSCPUP00000022200	ENSCPUG00000015076	Calidris_pugnax
ENSNGAP00000002622	ENSNGAG00000002446	Nannospalax_galili
ENSSTOP00000032387	ENSSTOG00000030009	Ictidomys_tridecemlineatus
ENSUPAP00010019679	ENSUPAG00010015568	Urocitellus_parryii
ENSMMMP00000023938	ENSMMMG00000020958	Marmota_marmota_marmota
ENSSDAP00000019959	ENSSDAG00000018192	Spermophilus_dauricus
ENSHGLP00000025991	ENSHGLG00000018505	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009977	ENSHGLG00100007406	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000017960	ENSCLAG00000012322	Chinchilla_lanigera
ENSCPOP00000023501	ENSCPOG00000030650	Cavia_porcellus
ENSCCNP00000009894	ENSCCNG00000010397	Castor_canadensis
ENSDORP00000005504	ENSDORG00000005879	Dipodomys_ordii
ENSOCUP00000038844	ENSOCUG00000037255	Oryctolagus_cuniculus
ENSOPRP00000006376	ENSOPRG00000006969	Ochotona_princeps
ENSTBEP00000010425	ENSTBEG00000012043	Tupaia_belangeri
ENSMNEP00000035816	ENSMNEG00000041049	Macaca_nemestrina
ENSMFAP00000007161	ENSMFAG00000040597	Macaca_fascicularis
ENSMLEP00000007653	ENSMLEG00000027907	Mandrillus_leucophaeus
ENSRBIP00000041952	ENSRBIG00000044284	Rhinopithecus_bieti
ENSANAP00000026176	ENSANAG00000030794	Aotus_nancymaae
ENSPTRP00000011813	ENSPTRG00000006919	Pan_troglodytes
ENSPPAP00000006429	ENSPPAG00000025052	Pan_paniscus
ENSP00000249776	ENSG00000128944	Homo_sapiens
ENSGGOP00000000754	ENSGGOG00000000765	Gorilla_gorilla
ENSPPYP00000007190	ENSPPYG00000006350	Pongo_abelii
ENSNLEP00000045553	ENSNLEG00000028107	Nomascus_leucogenys
ENSCATP00000025567	ENSCATG00000036247	Cercocebus_atys
ENSMMUP00000059262	ENSMMUG00000058981	Macaca_mulatta
ENSPANP00000016332	ENSPANG00000019422	Papio_anubis
ENSCSAP00000003776	ENSCSAG00000007522	Chlorocebus_sabaeus
ENSRROP00000033647	ENSRROG00000040401	Rhinopithecus_roxellana
ENSCANP00000009293	ENSCANG00000028032	Colobus_angolensis_palliatus
ENSCCAP00000004509	ENSCCAG00000019758	Cebus_capucinus_imitator
ENSSBOP00000038933	ENSSBOG00000035522	Saimiri_boliviensis_boliviensis
ENSSBOP00000023924	ENSSBOG00000028465	Saimiri_boliviensis_boliviensis
ENSCJAP00000066702	ENSCJAG00000020854	Callithrix_jacchus
ENSTSYP00000007993	ENSTSYG00000008710	Carlito_syrichta
ENSPSMP00000004306	ENSPSMG00000003445	Prolemur_simus
ENSMICP00000042376	ENSMICG00000041457	Microcebus_murinus
ENSPCOP00000019891	ENSPCOG00000021904	Propithecus_coquereli
ENSOGAP00000008787	ENSOGAG00000009825	Otolemur_garnettii
ENSOGAP00000020478	ENSOGAG00000030569	Otolemur_garnettii
ENSBMUP00000006157	ENSBMUG00000004825	Bos_mutus
ENSBTAP00000050471	ENSBTAG00000032340	Bos_taurus
ENSBIXP00005032830	ENSBIXG00005013380	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000021707	ENSOARG00000020216	Ovis_aries
ENSBIXP00005045145	ENSBIXG00005005084	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017400	ENSBIXG00000021408	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000001185	ENSBMUG00000000964	Bos_mutus
ENSBBBP00000006381	ENSBBBG00000001166	Bison_bison_bison
ENSBBBP00000020274	ENSBBBG00000013874	Bison_bison_bison
ENSBIXP00000040944	ENSBIXG00000025109	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCHIP00000005146	ENSCHIG00000009238	Capra_hircus
ENSBIXP00005035440	ENSBIXG00005016579	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000008784	ENSCHIG00000011859	Capra_hircus
ENSTTRP00000010027	ENSTTRG00000010577	Tursiops_truncatus
ENSSARP00000003989	ENSSARG00000004395	Sorex_araneus
ENSEEUP00000007682	ENSEEUG00000008437	Erinaceus_europaeus
ENSPVAP00000001730	ENSPVAG00000001831	Pteropus_vampyrus
ENSMLUP00000015404	ENSMLUG00000016903	Myotis_lucifugus
ENSNVIP00000021361	ENSNVIG00000016682	Neovison_vison
ENSMPUP00000008377	ENSMPUG00000008441	Mustela_putorius_furo
ENSCAFP00000013391	ENSCAFG00000009098	Canis_lupus_familiaris
ENSCAFP00020007239	ENSCAFG00020005875	Canis_lupus_dingo
ENSVVUP00000037147	ENSVVUG00000026580	Vulpes_vulpes
ENSUAMP00000001638	ENSUAMG00000001539	Ursus_americanus
ENSUMAP00000017345	ENSUMAG00000012728	Ursus_maritimus
ENSAMEP00000018044	ENSAMEG00000017084	Ailuropoda_melanoleuca
ENSPTIP00000023032	ENSPTIG00000019647	Panthera_tigris_altaica
ENSPPRP00000018211	ENSPPRG00000009944	Panthera_pardus
ENSEASP00005024253	ENSEASG00005016475	Equus_asinus_asinus
ENSECAP00000008678	ENSECAG00000010666	Equus_caballus
ENSCHOP00000006279	ENSCHOG00000007085	Choloepus_hoffmanni
ENSDNOP00000017688	ENSDNOG00000034627	Dasypus_novemcinctus
ENSLAFP00000015712	ENSLAFG00000018742	Loxodonta_africana
ENSPCAP00000008396	ENSPCAG00000009020	Procavia_capensis
ENSETEP00000003234	ENSETEG00000003945	Echinops_telfairi
ENSETEP00000007230	ENSETEG00000008900	Echinops_telfairi
ENSTGEP00000000888	ENSTGEG00000000851	Theropithecus_gelada
ENSPTEP00000028148	ENSPTEG00000027867	Piliocolobus_tephrosceles
ENSXETP00000053711	ENSXETG00000020926	Xenopus_tropicalis
ENSLACP00000020127	ENSLACG00000017688	Latimeria_chalumnae
ENSEEEP00000024790	ENSEEEG00000012006	Electrophorus_electricus
ENSIPUP00000013428	ENSIPUG00000009181	Ictalurus_punctatus
ENSAMXP00000030826	ENSAMXG00000000127	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005030793	ENSAMXG00005015079	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035712	ENSPNAG00000025900	Pygocentrus_nattereri
ENSDARP00000099723	ENSDARG00000074379	Danio_rerio
ENSCHAP00000023159	ENSCHAG00000011500	Clupea_harengus
ENSDCDP00000020137	ENSDCDG00000016078	Denticeps_clupeoides
ENSHHUP00000080865	ENSHHUG00000047073	Hucho_hucho
ENSHHUP00000081588	ENSHHUG00000047433	Hucho_hucho
ENSELUP00000003349	ENSELUG00000004585	Esox_lucius
ENSPRNP00000041224	ENSPRNG00000020208	Parambassis_ranga
ENSPMGP00000016586	ENSPMGG00000013621	Periophthalmus_magnuspinnatus
ENSTRUP00000048372	ENSTRUG00000025048	Takifugu_rubripes
ENSTNIP00000000188	ENSTNIG00000000817	Tetraodon_nigroviridis
ENSCSEP00000005716	ENSCSEG00000003691	Cynoglossus_semilaevis
ENSMALP00000031100	ENSMALG00000021485	Monopterus_albus
ENSMAMP00000002387	ENSMAMG00000001676	Mastacembelus_armatus
ENSATEP00000030775	ENSATEG00000021249	Anabas_testudineus
ENSBSLP00000037378	ENSBSLG00000018239	Betta_splendens
ENSLCAP00010053628	ENSLCAG00010024935	Lates_calcarifer
ENSSMAP00000004525	ENSSMAG00000002812	Scophthalmus_maximus
ENSSLDP00000029260	ENSSLDG00000022593	Seriola_lalandi_dorsalis
ENSSDUP00000009294	ENSSDUG00000006830	Seriola_dumerili
ENSACLP00000039977	ENSACLG00000026954	Astatotilapia_calliptera
ENSPNYP00000001938	ENSPNYG00000001521	Pundamilia_nyererei
ENSMZEP00005005671	ENSMZEG00005004400	Maylandia_zebra
ENSHBUP00000028072	ENSHBUG00000011639	Haplochromis_burtoni
ENSNBRP00000002842	ENSNBRG00000002292	Neolamprologus_brichardi
ENSONIP00000007114	ENSONIG00000005650	Oreochromis_niloticus
ENSACIP00000012017	ENSACIG00000009373	Amphilophus_citrinellus
ENSFHEP00000030412	ENSFHEG00000015691	Fundulus_heteroclitus
ENSCVAP00000002518	ENSCVAG00000003610	Cyprinodon_variegatus
ENSXMAP00000007679	ENSXMAG00000007657	Xiphophorus_maculatus
ENSXCOP00000001623	ENSXCOG00000001314	Xiphophorus_couchianus
ENSGAFP00000005960	ENSGAFG00000004064	Gambusia_affinis
ENSPMEP00000007270	ENSPMEG00000008875	Poecilia_mexicana
ENSPMEP00000022967	ENSPMEG00000004221	Poecilia_mexicana
ENSPFOP00000016409	ENSPFOG00000016353	Poecilia_formosa
ENSPLAP00000010963	ENSPLAG00000013978	Poecilia_latipinna
ENSPREP00000023046	ENSPREG00000015561	Poecilia_reticulata
ENSKMAP00000029978	ENSKMAG00000022159	Kryptolebias_marmoratus
ENSORLP00015014209	ENSORLG00015015132	Oryzias_latipes_ASM223469v1
ENSORLP00020015888	ENSORLG00020016911	Oryzias_latipes_ASM223471v1
ENSORLP00000022204	ENSORLG00000017740	Oryzias_latipes_ASM223467v1
ENSOMEP00000000994	ENSOMEG00000000679	Oryzias_melastigma
ENSGWIP00000039690	ENSGWIG00000020135	Gouania_willdenowi
ENSAPEP00000009136	ENSAPEG00000006566	Amphiprion_percula
ENSAOCP00000031339	ENSAOCG00000022946	Amphiprion_ocellaris
ENSSPAP00000025515	ENSSPAG00000019288	Stegastes_partitus
ENSLCRP00005053733	ENSLCRG00005020118	Larimichthys_crocea
ENSLBEP00000021138	ENSLBEG00000016255	Labrus_bergylta
ENSMMOP00000020348	ENSMMOG00000015456	Mola_mola
ENSCGOP00000023507	ENSCGOG00000011212	Cottoperca_gobio
ENSHCOP00000007411	ENSHCOG00000009419	Hippocampus_comes
ENSSFOP00015007027	ENSSFOG00015004652	Scleropages_formosus
ENSPKIP00000034987	ENSPKIG00000014113	Paramormyrops_kingsleyae
ENSLOCP00000015617	ENSLOCG00000012692	Lepisosteus_oculatus
