ENSMPUP00000013431	ENSMPUG00000013534	Mustela_putorius_furo
ENSCSEP00000006695	ENSCSEG00000004324	Cynoglossus_semilaevis
ENSPMGP00000014476	ENSPMGG00000011851	Periophthalmus_magnuspinnatus
ENSXCOP00000026499	ENSXCOG00000019785	Xiphophorus_couchianus
ENSXMAP00000035850	ENSXMAG00000024134	Xiphophorus_maculatus
ENSGAFP00000008792	ENSGAFG00000005968	Gambusia_affinis
ENSPFOP00000002283	ENSPFOG00000002440	Poecilia_formosa
ENSPLAP00000027291	ENSPLAG00000015748	Poecilia_latipinna
ENSPMEP00000000758	ENSPMEG00000001593	Poecilia_mexicana
ENSPREP00000001124	ENSPREG00000000845	Poecilia_reticulata
ENSFHEP00000014039	ENSFHEG00000015565	Fundulus_heteroclitus
ENSCVAP00000009805	ENSCVAG00000011829	Cyprinodon_variegatus
ENSKMAP00000019562	ENSKMAG00000014561	Kryptolebias_marmoratus
ENSORLP00015019833	ENSORLG00015020874	Oryzias_latipes_ASM223469v1
ENSORLP00000009881	ENSORLG00000007880	Oryzias_latipes_ASM223467v1
ENSORLP00020030253	ENSORLG00020014635	Oryzias_latipes_ASM223471v1
ENSOMEP00000034642	ENSOMEG00000021384	Oryzias_melastigma
ENSGWIP00000023150	ENSGWIG00000012364	Gouania_willdenowi
ENSAPEP00000014223	ENSAPEG00000010156	Amphiprion_percula
ENSAOCP00000031802	ENSAOCG00000023703	Amphiprion_ocellaris
ENSAPOP00000004271	ENSAPOG00000005856	Acanthochromis_polyacanthus
ENSSPAP00000010522	ENSSPAG00000008013	Stegastes_partitus
ENSPRNP00000004491	ENSPRNG00000002532	Parambassis_ranga
ENSPNYP00000020667	ENSPNYG00000015636	Pundamilia_nyererei
ENSHBUP00000015323	ENSHBUG00000017223	Haplochromis_burtoni
ENSMZEP00005019137	ENSMZEG00005014364	Maylandia_zebra
ENSACLP00000006138	ENSACLG00000004127	Astatotilapia_calliptera
ENSNBRP00000020652	ENSNBRG00000015892	Neolamprologus_brichardi
ENSACIP00000020282	ENSACIG00000015753	Amphilophus_citrinellus
ENSHCOP00000003827	ENSHCOG00000000145	Hippocampus_comes
ENSHHUP00000017109	ENSHHUG00000010660	Hucho_hucho
ENSELUP00000001534	ENSELUG00000003006	Esox_lucius
ENSPKIP00000028292	ENSPKIG00000009997	Paramormyrops_kingsleyae
ENSSFOP00015033420	ENSSFOG00015021332	Scleropages_formosus
ENSLOCP00000014239	ENSLOCG00000011592	Lepisosteus_oculatus
ENSCMIP00000040444	ENSCMIG00000016856	Callorhinchus_milii
ENSECRP00000017067	ENSECRG00000011359	Erpetoichthys_calabaricus
ENSPMAP00000006578	ENSPMAG00000005968	Petromyzon_marinus
ENSEBUP00000025494	ENSEBUG00000015718	Eptatretus_burgeri
FBpp0072573	FBgn0029514	Drosophila_melanogaster
