ENSPMAP00000010285	ENSPMAG00000009351	Petromyzon_marinus	ENSPMAT00000010331
ENSEBUP00000019786	ENSEBUG00000012288	Eptatretus_burgeri	ENSEBUT00000020362
ENSLACP00000012302	ENSLACG00000010831	Latimeria_chalumnae
ENSCHIP00000020511	ENSCHIG00000019030	Capra_hircus
ENSOARP00000003521	ENSOARG00000003299	Ovis_aries
ENSTTRP00000003148	ENSTTRG00000003355	Tursiops_truncatus
ENSSSCP00000010159	ENSSSCG00000009513	Sus_scrofa_strain_reference
ENSVPAP00000000158	ENSVPAG00000000169	Vicugna_pacos
ENSUMAP00000034829	ENSUMAG00000025036	Ursus_maritimus
ENSUAMP00000018295	ENSUAMG00000013174	Ursus_americanus
ENSAMEP00000004361	ENSAMEG00000004006	Ailuropoda_melanoleuca
ENSNVIP00000022122	ENSNVIG00000017233	Neovison_vison
ENSMPUP00000011347	ENSMPUG00000011439	Mustela_putorius_furo
ENSCAFP00000008446	ENSCAFG00000005656	Canis_lupus_familiaris
ENSCAFP00020029406	ENSCAFG00020022777	Canis_lupus_dingo
ENSVVUP00000015889	ENSVVUG00000007172	Vulpes_vulpes
ENSPPRP00000017755	ENSPPRG00000009620	Panthera_pardus
ENSPTIP00000002424	ENSPTIG00000005420	Panthera_tigris_altaica
ENSFCAP00000013773	ENSFCAG00000014846	Felis_catus
ENSCCNP00000031431	ENSCCNG00000029945	Castor_canadensis
ENSDORP00000013696	ENSDORG00000014561	Dipodomys_ordii
MGP_SPRETEiJ_P0039412	MGP_SPRETEiJ_G0020503	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031441	ENSMSIG00000026313	Mus_spicilegus
ENSMUSP00000085728	ENSMUSG00000025557	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0037654	MGP_CAROLIEiJ_G0019606	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085737	MGP_PahariEiJ_G0030623	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000015890	ENSRNOG00000011598	Rattus_norvegicus
ENSMUGP00000025251	ENSMUGG00000021077	Meriones_unguiculatus
ENSCGRP00000014672	ENSCGRG00000010620	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026428	ENSCGRG00001023746	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015028819	ENSCGRG00015021780	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021015	ENSMAUG00000018842	Mesocricetus_auratus
ENSPEMP00000015703	ENSPEMG00000015136	Peromyscus_maniculatus_bairdii
ENSMOCP00000012766	ENSMOCG00000012747	Microtus_ochrogaster
ENSNGAP00000004573	ENSNGAG00000005921	Nannospalax_galili
ENSJJAP00000020255	ENSJJAG00000020974	Jaculus_jaculus
ENSCPOP00000001202	ENSCPOG00000001325	Cavia_porcellus
ENSCAPP00000006121	ENSCAPG00000008315	Cavia_aperea
ENSODEP00000014391	ENSODEG00000010650	Octodon_degus
ENSCLAP00000004653	ENSCLAG00000003310	Chinchilla_lanigera
ENSHGLP00000027388	ENSHGLG00000019478	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004500	ENSHGLG00100003400	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002749	ENSFDAG00000012370	Fukomys_damarensis
ENSUPAP00010011801	ENSUPAG00010009559	Urocitellus_parryii
ENSSTOP00000005987	ENSSTOG00000006683	Ictidomys_tridecemlineatus
ENSSDAP00000024444	ENSSDAG00000022248	Spermophilus_dauricus
ENSMMMP00000023730	ENSMMMG00000020789	Marmota_marmota_marmota
ENSOCUP00000010337	ENSOCUG00000012014	Oryctolagus_cuniculus
ENSOPRP00000000624	ENSOPRG00000000674	Ochotona_princeps
ENSTBEP00000008386	ENSTBEG00000009666	Tupaia_belangeri
ENSPTRP00000053405	ENSPTRG00000005990	Pan_troglodytes
ENSPPAP00000030460	ENSPPAG00000038179	Pan_paniscus
ENSP00000365686	ENSG00000088386	Homo_sapiens
ENSGGOP00000014548	ENSGGOG00000014903	Gorilla_gorilla
ENSPPYP00000006228	ENSPPYG00000005462	Pongo_abelii
ENSNLEP00000009579	ENSNLEG00000007860	Nomascus_leucogenys
ENSCANP00000027598	ENSCANG00000037198	Colobus_angolensis_palliatus
ENSPTEP00000002364	ENSPTEG00000002784	Piliocolobus_tephrosceles
ENSRROP00000012554	ENSRROG00000030581	Rhinopithecus_roxellana
ENSRBIP00000013916	ENSRBIG00000031047	Rhinopithecus_bieti
ENSMLEP00000007147	ENSMLEG00000027501	Mandrillus_leucophaeus
ENSCATP00000009684	ENSCATG00000028950	Cercocebus_atys
ENSMFAP00000010219	ENSMFAG00000006289	Macaca_fascicularis
ENSMNEP00000019870	ENSMNEG00000033768	Macaca_nemestrina
ENSMMUP00000080448	ENSMMUG00000001402	Macaca_mulatta
ENSPANP00000039155	ENSPANG00000004752	Papio_anubis
ENSTGEP00000014085	ENSTGEG00000011428	Theropithecus_gelada
ENSCSAP00000013546	ENSCSAG00000017516	Chlorocebus_sabaeus
ENSCCAP00000028027	ENSCCAG00000031922	Cebus_capucinus_imitator
ENSSBOP00000005368	ENSSBOG00000019479	Saimiri_boliviensis_boliviensis
ENSCJAP00000038759	ENSCJAG00000020832	Callithrix_jacchus
ENSANAP00000024264	ENSANAG00000029848	Aotus_nancymaae
ENSTSYP00000012406	ENSTSYG00000013521	Carlito_syrichta
ENSPCOP00000026681	ENSPCOG00000025752	Propithecus_coquereli
ENSMICP00000043490	ENSMICG00000012796	Microcebus_murinus
ENSOGAP00000014248	ENSOGAG00000015903	Otolemur_garnettii
ENSOGAP00000008925	ENSOGAG00000009988	Otolemur_garnettii
ENSEEUP00000003868	ENSEEUG00000004223	Erinaceus_europaeus
ENSMICP00000045064	ENSMICG00000042021	Microcebus_murinus
ENSLAFP00000004952	ENSLAFG00000005904	Loxodonta_africana
ENSPCAP00000006853	ENSPCAG00000007251	Procavia_capensis
ENSETEP00000007406	ENSETEG00000009124	Echinops_telfairi
ENSCHOP00000009388	ENSCHOG00000010605	Choloepus_hoffmanni
ENSDNOP00000006812	ENSDNOG00000008790	Dasypus_novemcinctus
ENSOANP00000008690	ENSOANG00000005464	Ornithorhynchus_anatinus
ENSXETP00000039890	ENSXETG00000000026	Xenopus_tropicalis
ENSECRP00000004035	ENSECRG00000002752	Erpetoichthys_calabaricus
ENSCMIP00000008683	ENSCMIG00000004001	Callorhinchus_milii
ENSEBUP00000023575	ENSEBUG00000014512	Eptatretus_burgeri
ENSATEP00000012299	ENSATEG00000008576	Anabas_testudineus
