ENSTGUP00000013710	ENSTGUG00000013318	Taeniopygia_guttata
ENSCJAP00000053647	ENSCJAG00000007910	Callithrix_jacchus
ENSANAP00000017404	ENSANAG00000026580	Aotus_nancymaae
ENSCGRP00001014136	ENSCGRG00001015100	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025342	ENSCGRG00000018347	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015003686	ENSCGRG00015002908	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023607	ENSMAUG00000020708	Mesocricetus_auratus
ENSPEMP00000012933	ENSPEMG00000013120	Peromyscus_maniculatus_bairdii
ENSMOCP00000011787	ENSMOCG00000012046	Microtus_ochrogaster
ENSMUSP00000032479	ENSMUSG00000030329	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006088	ENSMSIG00000005454	Mus_spicilegus
MGP_SPRETEiJ_P0079286	MGP_SPRETEiJ_G0029906	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0076068	MGP_CAROLIEiJ_G0028864	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0052393	MGP_PahariEiJ_G0022624	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069609	ENSRNOG00000017052	Rattus_norvegicus
ENSMUGP00000014554	ENSMUGG00000012589	Meriones_unguiculatus
ENSNGAP00000011917	ENSNGAG00000013944	Nannospalax_galili
ENSJJAP00000000664	ENSJJAG00000000549	Jaculus_jaculus
ENSSTOP00000021886	ENSSTOG00000028660	Ictidomys_tridecemlineatus
ENSSDAP00000018125	ENSSDAG00000016564	Spermophilus_dauricus
ENSUPAP00010015456	ENSUPAG00010012361	Urocitellus_parryii
ENSMMMP00000019384	ENSMMMG00000017119	Marmota_marmota_marmota
ENSCCNP00000026070	ENSCCNG00000025347	Castor_canadensis
ENSCLAP00000023888	ENSCLAG00000016394	Chinchilla_lanigera
ENSODEP00000003256	ENSODEG00000002502	Octodon_degus
ENSCPOP00000000306	ENSCPOG00000000349	Cavia_porcellus
ENSHGLP00000005030	ENSHGLG00000003689	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010171	ENSHGLG00100007565	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010318	ENSFDAG00000018119	Fukomys_damarensis
ENSOCUP00000003248	ENSOCUG00000003749	Oryctolagus_cuniculus
ENSTSYP00000020575	ENSTSYG00000028349	Carlito_syrichta
ENSDNOP00000026438	ENSDNOG00000037888	Dasypus_novemcinctus
ENSLAFP00000022340	ENSLAFG00000025728	Loxodonta_africana
ENSPCAP00000012117	ENSPCAG00000013004	Procavia_capensis
ENSPCIP00000002388	ENSPCIG00000001968	Phascolarctos_cinereus
ENSVURP00010001980	ENSVURG00010001647	Vombatus_ursinus
ENSMEUP00000008753	ENSMEUG00000009601	Notamacropus_eugenii
ENSSHAP00000018187	ENSSHAG00000015440	Sarcophilus_harrisii
ENSMODP00000022575	ENSMODG00000018107	Monodelphis_domestica
ENSDORP00000017596	ENSDORG00000024889	Dipodomys_ordii
ENSOANP00000006117	ENSOANG00000003859	Ornithorhynchus_anatinus
ENSXETP00000017432	ENSXETG00000002652	Xenopus_tropicalis
ENSLACP00000012713	ENSLACG00000011197	Latimeria_chalumnae
