ENSHHUP00000017357	ENSHHUG00000010825	Hucho_hucho
ENSCPBP00000028840	ENSCPBG00000020341	Chrysemys_picta_bellii
ENSCABP00000015378	ENSCABG00000011473	Chelonoidis_abingdonii
ENSPVIP00000028266	ENSPVIG00000020954	Pogona_vitticeps
ENSACAP00000022358	ENSACAG00000028819	Anolis_carolinensis
ENSNSUP00000025395	ENSNSUG00000018285	Notechis_scutatus
ENSSMRP00000017411	ENSSMRG00000013562	Salvator_merianae
ENSPCIP00000038576	ENSPCIG00000028367	Phascolarctos_cinereus
ENSVURP00010030763	ENSVURG00010023535	Vombatus_ursinus
ENSMEUP00000009774	ENSMEUG00000010706	Notamacropus_eugenii
ENSSHAP00000012281	ENSSHAG00000010522	Sarcophilus_harrisii
ENSMODP00000046949	ENSMODG00000009487	Monodelphis_domestica
ENSPPAP00000018835	ENSPPAG00000032577	Pan_paniscus
ENSPTRP00000010921	ENSPTRG00000006440	Pan_troglodytes
ENSP00000298705	ENSG00000165807	Homo_sapiens
ENSGGOP00000009237	ENSGGOG00000009454	Gorilla_gorilla
ENSPPYP00000006710	ENSPPYG00000005903	Pongo_abelii
ENSNLEP00000017334	ENSNLEG00000014250	Nomascus_leucogenys
ENSRBIP00000028873	ENSRBIG00000038330	Rhinopithecus_bieti
ENSRROP00000019923	ENSRROG00000033924	Rhinopithecus_roxellana
ENSPTEP00000039168	ENSPTEG00000036281	Piliocolobus_tephrosceles
ENSCANP00000018234	ENSCANG00000032576	Colobus_angolensis_palliatus
ENSTGEP00000020813	ENSTGEG00000016745	Theropithecus_gelada
ENSPANP00000017086	ENSPANG00000006861	Papio_anubis
ENSMLEP00000015540	ENSMLEG00000031961	Mandrillus_leucophaeus
ENSCATP00000013068	ENSCATG00000030666	Cercocebus_atys
ENSMNEP00000032966	ENSMNEG00000039768	Macaca_nemestrina
ENSMFAP00000045099	ENSMFAG00000000284	Macaca_fascicularis
ENSCSAP00000009935	ENSCSAG00000013778	Chlorocebus_sabaeus
ENSSBOP00000040345	ENSSBOG00000036161	Saimiri_boliviensis_boliviensis
ENSCJAP00000036398	ENSCJAG00000019603	Callithrix_jacchus
ENSCCAP00000018772	ENSCCAG00000027226	Cebus_capucinus_imitator
ENSANAP00000032652	ENSANAG00000034016	Aotus_nancymaae
ENSTSYP00000006370	ENSTSYG00000006933	Carlito_syrichta
ENSPCOP00000012933	ENSPCOG00000018068	Propithecus_coquereli
ENSMICP00000048563	ENSMICG00000045325	Microcebus_murinus
ENSPSMP00000031595	ENSPSMG00000021916	Prolemur_simus
ENSOGAP00000018881	ENSOGAG00000033808	Otolemur_garnettii
ENSTBEP00000013211	ENSTBEG00000015213	Tupaia_belangeri
ENSCCNP00000010261	ENSCCNG00000010765	Castor_canadensis
ENSDORP00000025636	ENSDORG00000028938	Dipodomys_ordii
ENSCGRP00001015956	ENSCGRG00001016430	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015037044	ENSCGRG00015027778	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000023296	ENSCGRG00000016868	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003333	ENSMAUG00000003610	Mesocricetus_auratus
ENSPEMP00000014469	ENSPEMG00000014257	Peromyscus_maniculatus_bairdii
ENSMOCP00000020514	ENSMOCG00000018162	Microtus_ochrogaster
MGP_SPRETEiJ_P0034108	MGP_SPRETEiJ_G0018713	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000069849	ENSMUSG00000052221	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000012461	ENSMSIG00000010829	Mus_spicilegus
MGP_CAROLIEiJ_P0032593	MGP_CAROLIEiJ_G0017866	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082706	MGP_PahariEiJ_G0029623	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000055437	ENSRNOG00000038480	Rattus_norvegicus
ENSMUGP00000002218	ENSMUGG00000002058	Meriones_unguiculatus
ENSNGAP00000021987	ENSNGAG00000021008	Nannospalax_galili
ENSJJAP00000022010	ENSJJAG00000022191	Jaculus_jaculus
ENSHGLP00000020552	ENSHGLG00000014692	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012381	ENSHGLG00100009167	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022523	ENSFDAG00000020904	Fukomys_damarensis
ENSCLAP00000005719	ENSCLAG00000004054	Chinchilla_lanigera
ENSODEP00000019546	ENSODEG00000014421	Octodon_degus
ENSCPOP00000010231	ENSCPOG00000011381	Cavia_porcellus
ENSCAPP00000002152	ENSCAPG00000004745	Cavia_aperea
ENSUPAP00010014175	ENSUPAG00010011387	Urocitellus_parryii
ENSSTOP00000002882	ENSSTOG00000003229	Ictidomys_tridecemlineatus
ENSSDAP00000010292	ENSSDAG00000009361	Spermophilus_dauricus
ENSMMMP00000023929	ENSMMMG00000020959	Marmota_marmota_marmota
ENSOCUP00000018738	ENSOCUG00000027164	Oryctolagus_cuniculus
ENSOPRP00000004894	ENSOPRG00000005318	Ochotona_princeps
ENSOARP00000022736	ENSOARG00000021152	Ovis_aries
ENSCHIP00000011008	ENSCHIG00000013318	Capra_hircus
ENSBTAP00000010271	ENSBTAG00000007809	Bos_taurus
ENSBIXP00000020875	ENSBIXG00000024106	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000017474	ENSBMUG00000013212	Bos_mutus
ENSBBBP00000026857	ENSBBBG00000022919	Bison_bison_bison
ENSTTRP00000000500	ENSTTRG00000000534	Tursiops_truncatus
ENSVPAP00000002899	ENSVPAG00000003133	Vicugna_pacos
ENSSSCP00000002469	ENSSSCG00000002275	Sus_scrofa_strain_reference
ENSEEUP00000013815	ENSEEUG00000015135	Erinaceus_europaeus
ENSNVIP00000010302	ENSNVIG00000008128	Neovison_vison
ENSMPUP00000006690	ENSMPUG00000006744	Mustela_putorius_furo
ENSUMAP00000018337	ENSUMAG00000013464	Ursus_maritimus
ENSUAMP00000025857	ENSUAMG00000020085	Ursus_americanus
ENSCAFP00000023621	ENSCAFG00000016035	Canis_lupus_familiaris
ENSCAFP00020008819	ENSCAFG00020007140	Canis_lupus_dingo
ENSVVUP00000039268	ENSVVUG00000027988	Vulpes_vulpes
ENSPTIP00000001271	ENSPTIG00000003211	Panthera_tigris_altaica
ENSPPRP00000026056	ENSPPRG00000016557	Panthera_pardus
ENSFCAP00000032190	ENSFCAG00000034508	Felis_catus
ENSPVAP00000016587	ENSPVAG00000017584	Pteropus_vampyrus
ENSMLUP00000015103	ENSMLUG00000016570	Myotis_lucifugus
ENSECAP00000015667	ENSECAG00000018078	Equus_caballus
ENSEASP00005012348	ENSEASG00005008618	Equus_asinus_asinus
ENSCHOP00000008392	ENSCHOG00000009483	Choloepus_hoffmanni
ENSDNOP00000011662	ENSDNOG00000015055	Dasypus_novemcinctus
ENSSARP00000010779	ENSSARG00000011934	Sorex_araneus
ENSLAFP00000006558	ENSLAFG00000007813	Loxodonta_africana
ENSPCAP00000007958	ENSPCAG00000008493	Procavia_capensis
ENSETEP00000005055	ENSETEG00000006230	Echinops_telfairi
ENSOANP00000026737	ENSOANG00000021006	Ornithorhynchus_anatinus
ENSXETP00000015162	ENSXETG00000000347	Xenopus_tropicalis
ENSLACP00000023055	ENSLACG00000022594	Latimeria_chalumnae
ENSCMIP00000000148	ENSCMIG00000000118	Callorhinchus_milii
ENSPMAP00000009423	ENSPMAG00000008557	Petromyzon_marinus
FBpp0081796	FBgn0051467	Drosophila_melanogaster
FBpp0081797	FBgn0051391	Drosophila_melanogaster
FBpp0081793	FBgn0037826	Drosophila_melanogaster
