ENSPMAP00000005513	ENSPMAG00000005036	Petromyzon_marinus	ENSPMAT00000005533
ENSEBUP00000017019	ENSEBUG00000010654	Eptatretus_burgeri	ENSEBUT00000017595
ENSAOWP00000006949	ENSAOWG00000004786	Apteryx_owenii	ENSAOWT00000007856
ENSARWP00000024399	ENSARWG00000016629	Apteryx_rowi	ENSARWT00000027640
ENSAHAP00000012372	ENSAHAG00000008918	Apteryx_haastii	ENSAHAT00000013698
ENSDNVP00000012918	ENSDNVG00000009081	Dromaius_novaehollandiae
ENSSMRP00000006822	ENSSMRG00000005523	Salvator_merianae
ENSANAP00000028211	ENSANAG00000031954	Aotus_nancymaae
ENSPTRP00000069943	ENSPTRG00000009115	Pan_troglodytes
ENSTBEP00000015199	ENSTBEG00000017459	Tupaia_belangeri
ENSPCAP00000001273	ENSPCAG00000001348	Procavia_capensis
ENSBTAP00000072025	ENSBTAG00000006250	Bos_taurus
ENSBIXP00000004894	ENSBIXG00000011193	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046395	ENSBIXG00005031226	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000004741	ENSBMUG00000003724	Bos_mutus
ENSBBBP00000028061	ENSBBBG00000024628	Bison_bison_bison
ENSOARP00000014190	ENSOARG00000013239	Ovis_aries
ENSCHIP00000002799	ENSCHIG00000006338	Capra_hircus
ENSSSCP00000018523	ENSSSCG00000017477	Sus_scrofa_strain_reference
ENSVPAP00000000740	ENSVPAG00000000799	Vicugna_pacos
ENSTTRP00000016019	ENSTTRG00000016896	Tursiops_truncatus
ENSECAP00000017628	ENSECAG00000019947	Equus_caballus
ENSEASP00005003889	ENSEASG00005002909	Equus_asinus_asinus
ENSUAMP00000019306	ENSUAMG00000015116	Ursus_americanus
ENSUMAP00000024406	ENSUMAG00000017697	Ursus_maritimus
ENSAMEP00000008219	ENSAMEG00000007764	Ailuropoda_melanoleuca
ENSMPUP00000014792	ENSMPUG00000014903	Mustela_putorius_furo
ENSNVIP00000003568	ENSNVIG00000002852	Neovison_vison
ENSCAFP00000023784	ENSCAFG00000016141	Canis_lupus_familiaris
ENSCAFP00020024077	ENSCAFG00020018882	Canis_lupus_dingo
ENSVVUP00000001173	ENSVVUG00000000997	Vulpes_vulpes
ENSPPRP00000002089	ENSPPRG00000023670	Panthera_pardus
ENSPTIP00000010002	ENSPTIG00000010891	Panthera_tigris_altaica
ENSFCAP00000053212	ENSFCAG00000014994	Felis_catus
ENSPVAP00000008083	ENSPVAG00000008556	Pteropus_vampyrus
ENSMLUP00000009595	ENSMLUG00000010520	Myotis_lucifugus
ENSEEUP00000013005	ENSEEUG00000014253	Erinaceus_europaeus
ENSPCOP00000002680	ENSPCOG00000008183	Propithecus_coquereli
ENSMICP00000003018	ENSMICG00000003321	Microcebus_murinus
ENSPSMP00000015360	ENSPSMG00000010932	Prolemur_simus
ENSTSYP00000002744	ENSTSYG00000002975	Carlito_syrichta
ENSMSIP00000031424	ENSMSIG00000026299	Mus_spicilegus
MGP_SPRETEiJ_P0031135	MGP_SPRETEiJ_G0017943	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000017384	ENSMUSG00000078676	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0029715	MGP_CAROLIEiJ_G0017099	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000013204	ENSRNOG00000009716	Rattus_norvegicus
ENSMUGP00000003212	ENSMUGG00000003004	Meriones_unguiculatus
ENSPEMP00000007984	ENSPEMG00000009774	Peromyscus_maniculatus_bairdii
ENSMOCP00000014028	ENSMOCG00000013644	Microtus_ochrogaster
ENSCGRP00001013629	ENSCGRG00001014706	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019450	ENSCGRG00015014892	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000002673	ENSCGRG00000001952	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004638	ENSMAUG00000006023	Mesocricetus_auratus
ENSNGAP00000025049	ENSNGAG00000023121	Nannospalax_galili
ENSJJAP00000023899	ENSJJAG00000023525	Jaculus_jaculus
ENSUPAP00010010185	ENSUPAG00010008233	Urocitellus_parryii
ENSMMMP00000008712	ENSMMMG00000007763	Marmota_marmota_marmota
ENSSTOP00000031096	ENSSTOG00000006374	Ictidomys_tridecemlineatus
ENSP00000264645	ENSG00000108349	Homo_sapiens
ENSPPAP00000023829	ENSPPAG00000035069	Pan_paniscus
ENSGGOP00000004967	ENSGGOG00000005067	Gorilla_gorilla
ENSPPYP00000009515	ENSPPYG00000008467	Pongo_abelii
ENSNLEP00000002013	ENSNLEG00000001598	Nomascus_leucogenys
ENSCCAP00000031172	ENSCCAG00000033620	Cebus_capucinus_imitator
ENSSBOP00000030246	ENSSBOG00000031406	Saimiri_boliviensis_boliviensis
ENSCJAP00000029512	ENSCJAG00000016032	Callithrix_jacchus
ENSANAP00000034414	ENSANAG00000034820	Aotus_nancymaae
ENSTGEP00000006854	ENSTGEG00000005599	Theropithecus_gelada
ENSMLEP00000009729	ENSMLEG00000029049	Mandrillus_leucophaeus
ENSMMUP00000047316	ENSMMUG00000045187	Macaca_mulatta
ENSMFAP00000041619	ENSMFAG00000041496	Macaca_fascicularis
ENSCATP00000019633	ENSCATG00000033593	Cercocebus_atys
ENSCSAP00000015270	ENSCSAG00000002777	Chlorocebus_sabaeus
ENSCANP00000002447	ENSCANG00000008814	Colobus_angolensis_palliatus
ENSPTEP00000013205	ENSPTEG00000014826	Piliocolobus_tephrosceles
ENSRBIP00000018620	ENSRBIG00000033289	Rhinopithecus_bieti
ENSRROP00000005421	ENSRROG00000022337	Rhinopithecus_roxellana
ENSOGAP00000020439	ENSOGAG00000034486	Otolemur_garnettii
ENSOCUP00000039915	ENSOCUG00000002954	Oryctolagus_cuniculus
ENSSDAP00000007093	ENSSDAG00000006534	Spermophilus_dauricus
ENSCCNP00000006086	ENSCCNG00000006404	Castor_canadensis
ENSPANP00000030465	ENSPANG00000021708	Papio_anubis
ENSMNEP00000011725	ENSMNEG00000030203	Macaca_nemestrina
ENSANAP00000003555	ENSANAG00000019753	Aotus_nancymaae
ENSOPRP00000006629	ENSOPRG00000007240	Ochotona_princeps
ENSDNOP00000030181	ENSDNOG00000017249	Dasypus_novemcinctus
ENSHGLP00100002946	ENSHGLG00100002268	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016943	ENSHGLG00000012117	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013343	ENSFDAG00000020696	Fukomys_damarensis
ENSCLAP00000020038	ENSCLAG00000013730	Chinchilla_lanigera
ENSODEP00000024401	ENSODEG00000017858	Octodon_degus
ENSCAPP00000008930	ENSCAPG00000010514	Cavia_aperea
ENSCPOP00000028591	ENSCPOG00000015139	Cavia_porcellus
ENSSARP00000009396	ENSSARG00000010378	Sorex_araneus
ENSLAFP00000000510	ENSLAFG00000000606	Loxodonta_africana
ENSETEP00000011130	ENSETEG00000013720	Echinops_telfairi
ENSVURP00010006722	ENSVURG00010005220	Vombatus_ursinus
ENSPCIP00000048301	ENSPCIG00000025678	Phascolarctos_cinereus
ENSMEUP00000014302	ENSMEUG00000015662	Notamacropus_eugenii
ENSSHAP00000015654	ENSSHAG00000013338	Sarcophilus_harrisii
ENSMODP00000016323	ENSMODG00000013044	Monodelphis_domestica
ENSOANP00000005538	ENSOANG00000003499	Ornithorhynchus_anatinus
ENSXETP00000004034	ENSXETG00000004143	Xenopus_tropicalis	ENSXETT00000013889
ENSLACP00000014998	ENSLACG00000013200	Latimeria_chalumnae	ENSLACT00000015103
ENSCMIP00000029615	ENSCMIG00000012793	Callorhinchus_milii
ENSSFOP00015004031	ENSSFOG00015002645	Scleropages_formosus
ENSPKIP00000007187	ENSPKIG00000023186	Paramormyrops_kingsleyae
ENSCHAP00000026234	ENSCHAG00000012759	Clupea_harengus
ENSDCDP00000035617	ENSDCDG00000023882	Denticeps_clupeoides
ENSHHUP00000020724	ENSHHUG00000012966	Hucho_hucho
ENSHHUP00000010954	ENSHHUG00000006708	Hucho_hucho
ENSELUP00000015120	ENSELUG00000015093	Esox_lucius
ENSCVAP00000028105	ENSCVAG00000014935	Cyprinodon_variegatus
ENSFHEP00000014248	ENSFHEG00000015793	Fundulus_heteroclitus
ENSPFOP00000027348	ENSPFOG00000017632	Poecilia_formosa
ENSPREP00000017548	ENSPREG00000011856	Poecilia_reticulata
ENSPLAP00000003732	ENSPLAG00000005268	Poecilia_latipinna
ENSPMEP00000008527	ENSPMEG00000010299	Poecilia_mexicana
ENSXMAP00000013977	ENSXMAG00000013937	Xiphophorus_maculatus
ENSGAFP00000025386	ENSGAFG00000017148	Gambusia_affinis
ENSKMAP00000026336	ENSKMAG00000019507	Kryptolebias_marmoratus
ENSAPOP00000006620	ENSAPOG00000008467	Acanthochromis_polyacanthus
ENSSPAP00000030662	ENSSPAG00000023008	Stegastes_partitus
ENSAPEP00000009442	ENSAPEG00000006787	Amphiprion_percula
ENSAOCP00000012253	ENSAOCG00000016676	Amphiprion_ocellaris
ENSATEP00000024761	ENSATEG00000017196	Anabas_testudineus
ENSBSLP00000020279	ENSBSLG00000010387	Betta_splendens
ENSMAMP00000007661	ENSMAMG00000005235	Mastacembelus_armatus
ENSPRNP00000013198	ENSPRNG00000007252	Parambassis_ranga
ENSLBEP00000007025	ENSLBEG00000005435	Labrus_bergylta
ENSSDUP00000023238	ENSSDUG00000016893	Seriola_dumerili
ENSSMAP00000026321	ENSSMAG00000016096	Scophthalmus_maximus
ENSCSEP00000015630	ENSCSEG00000010047	Cynoglossus_semilaevis
ENSLCAP00010050091	ENSLCAG00010023336	Lates_calcarifer
ENSLCRP00005037053	ENSLCRG00005014416	Larimichthys_crocea
ENSCGOP00000033451	ENSCGOG00000015508	Cottoperca_gobio
ENSMZEP00005004910	ENSMZEG00005003815	Maylandia_zebra
ENSACLP00000023796	ENSACLG00000016198	Astatotilapia_calliptera
ENSPNYP00000015792	ENSPNYG00000011962	Pundamilia_nyererei
ENSHBUP00000011521	ENSHBUG00000013155	Haplochromis_burtoni
ENSONIP00000011735	ENSONIG00000009337	Oreochromis_niloticus
ENSNBRP00000026916	ENSNBRG00000020545	Neolamprologus_brichardi
ENSACIP00000000850	ENSACIG00000000720	Amphilophus_citrinellus
ENSMMOP00000018953	ENSMMOG00000014339	Mola_mola
ENSMALP00000028551	ENSMALG00000019771	Monopterus_albus
ENSSLDP00000026192	ENSSLDG00000020308	Seriola_lalandi_dorsalis
ENSHCOP00000018263	ENSHCOG00000002664	Hippocampus_comes
ENSORLP00000043908	ENSORLG00000023125	Oryzias_latipes_ASM223467v1
ENSTRUP00000001608	ENSTRUG00000000673	Takifugu_rubripes
ENSTNIP00000005788	ENSTNIG00000003208	Tetraodon_nigroviridis
ENSGACP00000019829	ENSGACG00000015032	Gasterosteus_aculeatus
ENSGMOP00000004293	ENSGMOG00000004046	Gadus_morhua
ENSIPUP00000003790	ENSIPUG00000002679	Ictalurus_punctatus
ENSEEEP00000007669	ENSEEEG00000004011	Electrophorus_electricus
ENSAMXP00000054702	ENSAMXG00000032452	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005047670	ENSAMXG00005021855	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010386	ENSPNAG00000015928	Pygocentrus_nattereri
ENSDARP00000040064	ENSDARG00000029911	Danio_rerio
ENSLOCP00000016669	ENSLOCG00000013518	Lepisosteus_oculatus
ENSECRP00000033241	ENSECRG00000022510	Erpetoichthys_calabaricus
MGP_PahariEiJ_P0036441	MGP_PahariEiJ_G0018228	Mus_pahari_strain_PAHARI_EIJ
ENSCINP00000036537	ENSCING00000022087	Ciona_intestinalis
FBpp0303118	FBgn0045862	Drosophila_melanogaster
W08E3.2.1	WBGene00012343	Caenorhabditis_elegans_strain_N2
