ENSPKIP00000033498	ENSPKIG00000013171	Paramormyrops_kingsleyae	ENSPKIT00000014388
ENSSFOP00015027430	ENSSFOG00015017625	Scleropages_formosus
ENSAMXP00000053023	ENSAMXG00000034208	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005042036	ENSAMXG00005019652	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000020812	ENSPNAG00000027745	Pygocentrus_nattereri
ENSIPUP00000007659	ENSIPUG00000005277	Ictalurus_punctatus
ENSEEEP00000036924	ENSEEEG00000017535	Electrophorus_electricus
ENSDARP00000091815	ENSDARG00000041779	Danio_rerio
ENSDCDP00000056768	ENSDCDG00000033304	Denticeps_clupeoides
ENSCHAP00000000694	ENSCHAG00000000493	Clupea_harengus
ENSXMAP00000023879	ENSXMAG00000007156	Xiphophorus_maculatus
ENSGAFP00000008192	ENSGAFG00000005577	Gambusia_affinis
ENSPMEP00000005264	ENSPMEG00000006606	Poecilia_mexicana
ENSPFOP00000010489	ENSPFOG00000010530	Poecilia_formosa
ENSPREP00000018661	ENSPREG00000012640	Poecilia_reticulata
ENSCVAP00000021762	ENSCVAG00000003984	Cyprinodon_variegatus
ENSKMAP00000024776	ENSKMAG00000018376	Kryptolebias_marmoratus
ENSORLP00015034620	ENSORLG00015020706	Oryzias_latipes_ASM223469v1
ENSORLP00000035783	ENSORLG00000026510	Oryzias_latipes_ASM223467v1
ENSMALP00000031099	ENSMALG00000021483	Monopterus_albus
ENSLBEP00000010306	ENSLBEG00000007981	Labrus_bergylta
ENSCGOP00000031416	ENSCGOG00000014688	Cottoperca_gobio
ENSAOCP00000005789	ENSAOCG00000009338	Amphiprion_ocellaris
ENSAPEP00000008163	ENSAPEG00000005896	Amphiprion_percula
ENSAPOP00000001072	ENSAPOG00000002315	Acanthochromis_polyacanthus
ENSSPAP00000009265	ENSSPAG00000007067	Stegastes_partitus
ENSCSEP00000030250	ENSCSEG00000019384	Cynoglossus_semilaevis
ENSSLDP00000033322	ENSSLDG00000025504	Seriola_lalandi_dorsalis
ENSSMAP00000014152	ENSSMAG00000008654	Scophthalmus_maximus
ENSMAMP00000022222	ENSMAMG00000014938	Mastacembelus_armatus
ENSATEP00000003374	ENSATEG00000002399	Anabas_testudineus
ENSLCRP00005038976	ENSLCRG00005015107	Larimichthys_crocea
ENSPRNP00000005113	ENSPRNG00000003006	Parambassis_ranga
ENSACLP00000011329	ENSACLG00000007733	Astatotilapia_calliptera
ENSMZEP00005017622	ENSMZEG00005013236	Maylandia_zebra
ENSHBUP00000030289	ENSHBUG00000015250	Haplochromis_burtoni
ENSPNYP00000005155	ENSPNYG00000004008	Pundamilia_nyererei
ENSONIP00000000858	ENSONIG00000000678	Oreochromis_niloticus
ENSNBRP00000029869	ENSNBRG00000022742	Neolamprologus_brichardi
ENSGWIP00000049972	ENSGWIG00000024347	Gouania_willdenowi
ENSMMOP00000019986	ENSMMOG00000015181	Mola_mola
ENSPLAP00000005242	ENSPLAG00000007096	Poecilia_latipinna
ENSFHEP00000032402	ENSFHEG00000018843	Fundulus_heteroclitus
ENSSDUP00000015026	ENSSDUG00000010958	Seriola_dumerili
ENSTNIP00000013875	ENSTNIG00000010945	Tetraodon_nigroviridis
ENSTRUP00000049478	ENSTRUG00000019668	Takifugu_rubripes
ENSLCAP00010038711	ENSLCAG00010018122	Lates_calcarifer
ENSORLP00020001555	ENSORLG00020002251	Oryzias_latipes_ASM223471v1
ENSDARP00000127873	ENSDARG00000057903	Danio_rerio
ENSXETP00000010302	ENSXETG00000010923	Xenopus_tropicalis
ENSEASP00005013407	ENSEASG00005009353	Equus_asinus_asinus
ENSVVUP00000000450	ENSVVUG00000000401	Vulpes_vulpes
ENSTBEP00000010113	ENSTBEG00000011626	Tupaia_belangeri
ENSUMAP00000001428	ENSUMAG00000001325	Ursus_maritimus
ENSUAMP00000025133	ENSUAMG00000019592	Ursus_americanus
ENSAMEP00000007906	ENSAMEG00000007487	Ailuropoda_melanoleuca
ENSMPUP00000014372	ENSMPUG00000014482	Mustela_putorius_furo
ENSNVIP00000002615	ENSNVIG00000002057	Neovison_vison
ENSCAFP00000001442	ENSCAFG00000001016	Canis_lupus_familiaris
ENSPPRP00000024496	ENSPPRG00000014722	Panthera_pardus
ENSPTIP00000020937	ENSPTIG00000018240	Panthera_tigris_altaica
ENSFCAP00000057301	ENSFCAG00000031496	Felis_catus
ENSSSCP00000068792	ENSSSCG00000027613	Sus_scrofa_strain_reference
ENSTTRP00000002093	ENSTTRG00000002208	Tursiops_truncatus
ENSBTAP00000048415	ENSBTAG00000038849	Bos_taurus
ENSBMUP00000017281	ENSBMUG00000013055	Bos_mutus
ENSBIXP00000033020	ENSBIXG00000002339	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005005924	ENSBIXG00005001117	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000001182	ENSBBBG00000010294	Bison_bison_bison
ENSCHIP00000029948	ENSCHIG00000024900	Capra_hircus
ENSOARP00000008663	ENSOARG00000008072	Ovis_aries
ENSVPAP00000008745	ENSVPAG00000009395	Vicugna_pacos
ENSECAP00000050849	ENSECAG00000043793	Equus_caballus
ENSPVAP00000011623	ENSPVAG00000012331	Pteropus_vampyrus
ENSMLUP00000000124	ENSMLUG00000000131	Myotis_lucifugus
ENSSARP00000006617	ENSSARG00000007237	Sorex_araneus
ENSPCOP00000009529	ENSPCOG00000016139	Propithecus_coquereli
ENSMICP00000006622	ENSMICG00000007255	Microcebus_murinus
ENSPSMP00000031129	ENSPSMG00000021594	Prolemur_simus
ENSOGAP00000017298	ENSOGAG00000026714	Otolemur_garnettii
ENSSBOP00000000065	ENSSBOG00000000089	Saimiri_boliviensis_boliviensis
ENSCJAP00000069616	ENSCJAG00000003835	Callithrix_jacchus
ENSCCAP00000000708	ENSCCAG00000003587	Cebus_capucinus_imitator
ENSANAP00000032685	ENSANAG00000034014	Aotus_nancymaae
ENSPTRP00000058505	ENSPTRG00000018567	Pan_troglodytes
ENSPPAP00000013767	ENSPPAG00000030036	Pan_paniscus
ENSP00000333984	ENSG00000186439	Homo_sapiens
ENSGGOP00000000231	ENSGGOG00000000234	Gorilla_gorilla
ENSPPYP00000019012	ENSPPYG00000016982	Pongo_abelii
ENSNLEP00000024812	ENSNLEG00000013875	Nomascus_leucogenys
ENSMLEP00000020424	ENSMLEG00000034398	Mandrillus_leucophaeus
ENSPANP00000021206	ENSPANG00000033731	Papio_anubis
ENSCATP00000023730	ENSCATG00000035404	Cercocebus_atys
ENSTGEP00000007779	ENSTGEG00000006378	Theropithecus_gelada
ENSMFAP00000002899	ENSMFAG00000000095	Macaca_fascicularis
ENSMMUP00000012723	ENSMMUG00000009725	Macaca_mulatta
ENSMNEP00000023485	ENSMNEG00000035322	Macaca_nemestrina
ENSPTEP00000010259	ENSPTEG00000011598	Piliocolobus_tephrosceles
ENSCANP00000022481	ENSCANG00000034650	Colobus_angolensis_palliatus
ENSRROP00000010948	ENSRROG00000029843	Rhinopithecus_roxellana
ENSRBIP00000002053	ENSRBIG00000010272	Rhinopithecus_bieti
ENSUPAP00010026042	ENSUPAG00010020551	Urocitellus_parryii
ENSSTOP00000024290	ENSSTOG00000032570	Ictidomys_tridecemlineatus
ENSMMMP00000018367	ENSMMMG00000016246	Marmota_marmota_marmota
ENSCGRP00000014749	ENSCGRG00000010680	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002044	ENSCGRG00001002075	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014979	ENSCGRG00015011406	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000022718	ENSPEMG00000020000	Peromyscus_maniculatus_bairdii
ENSMOCP00000019518	ENSMOCG00000017486	Microtus_ochrogaster
MGP_SPRETEiJ_P0023738	MGP_SPRETEiJ_G0016029	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000093436	ENSMUSG00000019787	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000032923	ENSMSIG00000027526	Mus_spicilegus
MGP_CAROLIEiJ_P0022598	MGP_CAROLIEiJ_G0015220	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056659	MGP_PahariEiJ_G0023842	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000041570	ENSRNOG00000012609	Rattus_norvegicus
ENSCLAP00000020531	ENSCLAG00000014066	Chinchilla_lanigera
ENSCPOP00000026721	ENSCPOG00000033029	Cavia_porcellus
ENSHGLP00000001866	ENSHGLG00000001423	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011365	ENSHGLG00100008446	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020609	ENSFDAG00000008321	Fukomys_damarensis
ENSCCNP00000019953	ENSCCNG00000019953	Castor_canadensis
ENSOCUP00000024583	ENSOCUG00000008064	Oryctolagus_cuniculus
ENSOPRP00000011668	ENSOPRG00000012741	Ochotona_princeps
ENSTSYP00000007831	ENSTSYG00000008411	Carlito_syrichta
ENSDNOP00000005425	ENSDNOG00000006977	Dasypus_novemcinctus
ENSPCAP00000014478	ENSPCAG00000015356	Procavia_capensis
ENSDORP00000009721	ENSDORG00000010340	Dipodomys_ordii
ENSJJAP00000016867	ENSJJAG00000018586	Jaculus_jaculus
ENSEEUP00000008455	ENSEEUG00000009180	Erinaceus_europaeus
ENSCHOP00000006991	ENSCHOG00000007858	Choloepus_hoffmanni
ENSETEP00000005840	ENSETEG00000007193	Echinops_telfairi
ENSMODP00000054571	ENSMODG00000044925	Monodelphis_domestica
ENSSHAP00000014494	ENSSHAG00000012374	Sarcophilus_harrisii
ENSPCIP00000000527	ENSPCIG00000000443	Phascolarctos_cinereus
ENSOANP00000021748	ENSOANG00000013791	Ornithorhynchus_anatinus
ENSACAP00000001570	ENSACAG00000001672	Anolis_carolinensis
ENSPVIP00000031326	ENSPVIG00000023026	Pogona_vitticeps
ENSNSUP00000005598	ENSNSUG00000004515	Notechis_scutatus
ENSSMRP00000015489	ENSSMRG00000012048	Salvator_merianae
ENSSPUP00000012488	ENSSPUG00000009578	Sphenodon_punctatus
ENSLSDP00000022629	ENSLSDG00000016000	Lonchura_striata_domestica
ENSTGUP00000012173	ENSTGUG00000011813	Taeniopygia_guttata
ENSFALP00000011921	ENSFALG00000011423	Ficedula_albicollis
ENSCPGP00000018446	ENSCPGG00000012888	Calidris_pygmaea
ENSCPUP00000026400	ENSCPUG00000017785	Calidris_pugnax
ENSABRP00000008855	ENSABRG00000007965	Anser_brachyrhynchus
ENSAPLP00000022768	ENSAPLG00000026000	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005010547	ENSCJPG00005009159	Coturnix_japonica
ENSMGAP00000014043	ENSMGAG00000013289	Meleagris_gallopavo
ENSMUNP00000016449	ENSMUNG00000012669	Melopsittacus_undulatus
ENSLCOP00000023137	ENSLCOG00000016230	Lepidothrix_coronata
ENSJHYP00000021890	ENSJHYG00000016539	Junco_hyemalis
ENSGALP00000045329	ENSGALG00000014848	Gallus_gallus
ENSAOWP00000009665	ENSAOWG00000006639	Apteryx_owenii
ENSAHAP00000008335	ENSAHAG00000006171	Apteryx_haastii
ENSNPEP00000018422	ENSNPEG00000013727	Nothoprocta_perdicaria
ENSNMEP00000026187	ENSNMEG00000022107	Numida_meleagris
ENSARWP00000024939	ENSARWG00000016993	Apteryx_rowi
ENSCPRP00005006911	ENSCPRG00005004917	Crocodylus_porosus
ENSPSIP00000014641	ENSPSIG00000013118	Pelodiscus_sinensis
ENSGAGP00000017527	ENSGAGG00000013022	Gopherus_agassizii
ENSPMJP00000018350	ENSPMJG00000013746	Parus_major
ENSCCEP00000016011	ENSCCEG00000015051	Cyanistes_caeruleus
ENSZALP00000020549	ENSZALG00000016147	Zonotrichia_albicollis
ENSSCAP00000019691	ENSSCAG00000014209	Serinus_canaria
ENSMVIP00005025493	ENSMVIG00005017811	Manacus_vitellinus
ENSDNVP00000000240	ENSDNVG00000000183	Dromaius_novaehollandiae
ENSCABP00000017919	ENSCABG00000013320	Chelonoidis_abingdonii
ENSSHAP00000012004	ENSSHAG00000010295	Sarcophilus_harrisii
ENSLOCP00000021350	ENSLOCG00000017262	Lepisosteus_oculatus
ENSECRP00000008232	ENSECRG00000005493	Erpetoichthys_calabaricus
ENSCMIP00000026887	ENSCMIG00000011732	Callorhinchus_milii
