ENSTGUP00000002591	ENSTGUG00000002525	Taeniopygia_guttata
MGP_SPRETEiJ_P0052103	MGP_SPRETEiJ_G0024177	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000100614	ENSMUSG00000078201	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0050084	MGP_CAROLIEiJ_G0023260	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0061109	MGP_PahariEiJ_G0024718	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014454	ENSRNOG00000010894	Rattus_norvegicus
ENSMUGP00000007443	ENSMUGG00000006807	Meriones_unguiculatus
ENSNGAP00000005306	ENSNGAG00000007485	Nannospalax_galili
ENSJJAP00000000660	ENSJJAG00000000546	Jaculus_jaculus
ENSCPOP00000022119	ENSCPOG00000023800	Cavia_porcellus
ENSODEP00000025346	ENSODEG00000018574	Octodon_degus
ENSCLAP00000025643	ENSCLAG00000017753	Chinchilla_lanigera
ENSHGLP00100027321	ENSHGLG00100020382	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028400	ENSHGLG00000020656	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013396	ENSFDAG00000020738	Fukomys_damarensis
ENSDORP00000008852	ENSDORG00000009424	Dipodomys_ordii
ENSSBOP00000002018	ENSSBOG00000010685	Saimiri_boliviensis_boliviensis
ENSCJAP00000055767	ENSCJAG00000002165	Callithrix_jacchus
ENSCCAP00000003700	ENSCCAG00000018771	Cebus_capucinus_imitator
ENSANAP00000003791	ENSANAG00000019915	Aotus_nancymaae
ENSCSAP00000019178	ENSCSAG00000019682	Chlorocebus_sabaeus
ENSMLEP00000003663	ENSMLEG00000016017	Mandrillus_leucophaeus
ENSMNEP00000005317	ENSMNEG00000024232	Macaca_nemestrina
ENSMMUP00000043510	ENSMMUG00000046202	Macaca_mulatta
ENSMFAP00000001893	ENSMFAG00000040241	Macaca_fascicularis
ENSTGEP00000005977	ENSTGEG00000004922	Theropithecus_gelada
ENSPANP00000005025	ENSPANG00000019792	Papio_anubis
ENSCATP00000005513	ENSCATG00000018034	Cercocebus_atys
ENSRBIP00000000845	ENSRBIG00000004461	Rhinopithecus_bieti
ENSRROP00000002782	ENSRROG00000011174	Rhinopithecus_roxellana
ENSCANP00000003699	ENSCANG00000013138	Colobus_angolensis_palliatus
ENSPTEP00000022878	ENSPTEG00000023721	Piliocolobus_tephrosceles
ENSGGOP00000007250	ENSGGOG00000007410	Gorilla_gorilla
ENSP00000375053	ENSG00000187713	Homo_sapiens
ENSPTRP00000092132	ENSPTRG00000052099	Pan_troglodytes
ENSPPAP00000003360	ENSPPAG00000014126	Pan_paniscus
ENSPPYP00000022219	ENSPPYG00000019816	Pongo_abelii
ENSNLEP00000036107	ENSNLEG00000032750	Nomascus_leucogenys
ENSTSYP00000034325	ENSTSYG00000036560	Carlito_syrichta
ENSTSYP00000002529	ENSTSYG00000034345	Carlito_syrichta
ENSMICP00000020225	ENSMICG00000033917	Microcebus_murinus
ENSPCOP00000003762	ENSPCOG00000011268	Propithecus_coquereli
ENSPSMP00000008966	ENSPSMG00000006569	Prolemur_simus
ENSOGAP00000017843	ENSOGAG00000028885	Otolemur_garnettii
ENSTTRP00000014554	ENSTTRG00000015357	Tursiops_truncatus
ENSSSCP00000039060	ENSSSCG00000034562	Sus_scrofa_strain_reference
ENSBIXP00005024533	ENSBIXG00005006939	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000028327	ENSBIXG00000009463	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCHIP00000004451	ENSCHIG00000008657	Capra_hircus
ENSPVAP00000007924	ENSPVAG00000008390	Pteropus_vampyrus
ENSNVIP00000012047	ENSNVIG00000009576	Neovison_vison
ENSMPUP00000019961	ENSMPUG00000020093	Mustela_putorius_furo
ENSUAMP00000027825	ENSUAMG00000021516	Ursus_americanus
ENSUMAP00000032273	ENSUMAG00000023262	Ursus_maritimus
ENSCAFP00000040758	ENSCAFG00000019478	Canis_lupus_familiaris
ENSCAFP00020003710	ENSCAFG00020003112	Canis_lupus_dingo
ENSVVUP00000041338	ENSVVUG00000029425	Vulpes_vulpes
ENSPTIP00000006969	ENSPTIG00000008750	Panthera_tigris_altaica
ENSPPRP00000019368	ENSPPRG00000010733	Panthera_pardus
ENSFCAP00000040637	ENSFCAG00000045552	Felis_catus
ENSECAP00000023760	ENSECAG00000030806	Equus_caballus
ENSEASP00005023913	ENSEASG00005016235	Equus_asinus_asinus
ENSPCAP00000004308	ENSPCAG00000004643	Procavia_capensis
ENSPCAP00000004275	ENSPCAG00000004608	Procavia_capensis
ENSDNOP00000028210	ENSDNOG00000037998	Dasypus_novemcinctus
ENSBTAP00000070604	ENSBTAG00000053425	Bos_taurus
ENSBMUP00000035039	ENSBMUG00000026080	Bos_mutus
ENSTSYP00000017013	ENSTSYG00000033811	Carlito_syrichta
ENSSHAP00000010326	ENSSHAG00000008916	Sarcophilus_harrisii
ENSMEUP00000009841	ENSMEUG00000010803	Notamacropus_eugenii
ENSMEUP00000003896	ENSMEUG00000004284	Notamacropus_eugenii
ENSVURP00010008462	ENSVURG00010006576	Vombatus_ursinus
ENSMODP00000021449	ENSMODG00000017194	Monodelphis_domestica
ENSLACP00000015307	ENSLACG00000013475	Latimeria_chalumnae
ENSAMXP00000025594	ENSAMXG00000024888	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005015503	ENSAMXG00005008187	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000020670	ENSPNAG00000027558	Pygocentrus_nattereri
ENSEEEP00000020703	ENSEEEG00000010099	Electrophorus_electricus
ENSIPUP00000024239	ENSIPUG00000016378	Ictalurus_punctatus
ENSDCDP00000020970	ENSDCDG00000016555	Denticeps_clupeoides
ENSCHAP00000059297	ENSCHAG00000026605	Clupea_harengus
ENSDARP00000131236	ENSDARG00000104996	Danio_rerio
ENSHHUP00000002733	ENSHHUG00000001741	Hucho_hucho
ENSHHUP00000054818	ENSHHUG00000032859	Hucho_hucho
ENSELUP00000034254	ENSELUG00000012753	Esox_lucius
ENSSMAP00000023398	ENSSMAG00000014269	Scophthalmus_maximus
ENSGWIP00000023490	ENSGWIG00000012536	Gouania_willdenowi
ENSCVAP00000025363	ENSCVAG00000010118	Cyprinodon_variegatus	ENSCVAT00000001817
ENSFHEP00000015157	ENSFHEG00000000426	Fundulus_heteroclitus	ENSFHET00000023196
ENSPFOP00000020925	ENSPFOG00000020802	Poecilia_formosa	ENSPFOT00000020952
ENSPLAP00000026235	ENSPLAG00000013866	Poecilia_latipinna	ENSPLAT00000018096
ENSPMEP00000031808	ENSPMEG00000000731	Poecilia_mexicana	ENSPMET00000025107
ENSPREP00000030030	ENSPREG00000020335	Poecilia_reticulata	ENSPRET00000030371
ENSXMAP00000019748	ENSXMAG00000019701	Xiphophorus_maculatus	ENSXMAT00000019776
ENSXCOP00000007050	ENSXCOG00000005445	Xiphophorus_couchianus	ENSXCOT00000007138
ENSGAFP00000001562	ENSGAFG00000001094	Gambusia_affinis	ENSGAFT00000001579
ENSKMAP00000011702	ENSKMAG00000008815	Kryptolebias_marmoratus	ENSKMAT00000011881
ENSCSEP00000024114	ENSCSEG00000015388	Cynoglossus_semilaevis
ENSMZEP00005019837	ENSMZEG00005014896	Maylandia_zebra
ENSACLP00000040799	ENSACLG00000027473	Astatotilapia_calliptera
ENSHBUP00000010102	ENSHBUG00000011646	Haplochromis_burtoni
ENSPNYP00000023170	ENSPNYG00000017496	Pundamilia_nyererei
ENSNBRP00000029768	ENSNBRG00000022663	Neolamprologus_brichardi
ENSONIP00000026361	ENSONIG00000021058	Oreochromis_niloticus
ENSORLP00015018342	ENSORLG00015019380	Oryzias_latipes_ASM223469v1
ENSORLP00000017238	ENSORLG00000013745	Oryzias_latipes_ASM223467v1
ENSORLP00020004637	ENSORLG00020005427	Oryzias_latipes_ASM223471v1
ENSOMEP00000031606	ENSOMEG00000016547	Oryzias_melastigma
ENSAOCP00000000177	ENSAOCG00000003021	Amphiprion_ocellaris
ENSAPEP00000025278	ENSAPEG00000017988	Amphiprion_percula
ENSAPOP00000015003	ENSAPOG00000017932	Acanthochromis_polyacanthus
ENSSPAP00000029417	ENSSPAG00000022120	Stegastes_partitus
ENSMMOP00000015651	ENSMMOG00000011947	Mola_mola
ENSACIP00000026265	ENSACIG00000020359	Amphilophus_citrinellus
ENSCGOP00000023244	ENSCGOG00000011086	Cottoperca_gobio
ENSGACP00000023854	ENSGACG00000018057	Gasterosteus_aculeatus
ENSTRUP00000026692	ENSTRUG00000010574	Takifugu_rubripes
ENSTNIP00000007884	ENSTNIG00000005208	Tetraodon_nigroviridis
ENSLBEP00000024764	ENSLBEG00000018931	Labrus_bergylta
ENSLCRP00005064970	ENSLCRG00005023720	Larimichthys_crocea
ENSSDUP00000004435	ENSSDUG00000003314	Seriola_dumerili
ENSSLDP00000018824	ENSSLDG00000014799	Seriola_lalandi_dorsalis
ENSLCAP00010048486	ENSLCAG00010022546	Lates_calcarifer
ENSMALP00000028683	ENSMALG00000019848	Monopterus_albus
ENSMAMP00000002798	ENSMAMG00000001962	Mastacembelus_armatus
ENSBSLP00000033756	ENSBSLG00000016369	Betta_splendens
ENSATEP00000005728	ENSATEG00000004055	Anabas_testudineus
ENSPRNP00000053666	ENSPRNG00000025273	Parambassis_ranga
ENSGMOP00000022010	ENSGMOG00000020523	Gadus_morhua
ENSSFOP00015014164	ENSSFOG00015009136	Scleropages_formosus
ENSPKIP00000040512	ENSPKIG00000017450	Paramormyrops_kingsleyae
ENSLOCP00000021438	ENSLOCG00000017333	Lepisosteus_oculatus
ENSECRP00000020972	ENSECRG00000014121	Erpetoichthys_calabaricus
ENSPMAP00000010985	ENSPMAG00000010004	Petromyzon_marinus
ENSCINP00000012001	ENSCING00000014515	Ciona_intestinalis
FBpp0311905	FBgn0066303	Drosophila_melanogaster
