ENSVURP00010007722	ENSVURG00010005946	Vombatus_ursinus	ENSVURT00010008746
ENSVURP00010000593	ENSVURG00010000548	Vombatus_ursinus	ENSVURT00010000702
ENSPCIP00000041872	ENSPCIG00000030551	Phascolarctos_cinereus	ENSPCIT00000051556
ENSMEUP00000010188	ENSMEUG00000011157	Notamacropus_eugenii	ENSMEUT00000011201
ENSMODP00000037084	ENSMODG00000003915	Monodelphis_domestica	ENSMODT00000038683
ENSSHAP00000019768	ENSSHAG00000016779	Sarcophilus_harrisii	ENSSHAT00000019925
ENSCHOP00000010171	ENSCHOG00000011498	Choloepus_hoffmanni
ENSMPUP00000009883	ENSMPUG00000009958	Mustela_putorius_furo
ENSNVIP00000000146	ENSNVIG00000000178	Neovison_vison
ENSCAFP00000009472	ENSCAFG00000006290	Canis_lupus_familiaris
ENSCAFP00020024053	ENSCAFG00020016099	Canis_lupus_dingo
ENSVVUP00000026272	ENSVVUG00000013815	Vulpes_vulpes
ENSPTIP00000020151	ENSPTIG00000017679	Panthera_tigris_altaica
ENSPPRP00000014174	ENSPPRG00000007172	Panthera_pardus
ENSFCAP00000013219	ENSFCAG00000014246	Felis_catus
ENSPTRP00000078878	ENSPTRG00000050316	Pan_troglodytes
ENSPTRP00000010296	ENSPTRG00000006054	Pan_troglodytes
ENSPPAP00000022014	ENSPPAG00000034185	Pan_paniscus
ENSP00000364589	ENSG00000139842	Homo_sapiens
ENSGGOP00000000409	ENSGGOG00000000415	Gorilla_gorilla
ENSPPYP00000006296	ENSPPYG00000005523	Pongo_abelii
ENSNLEP00000000861	ENSNLEG00000000649	Nomascus_leucogenys
ENSCATP00000013772	ENSCATG00000030912	Cercocebus_atys
ENSMLEP00000017238	ENSMLEG00000032816	Mandrillus_leucophaeus
ENSPANP00000011850	ENSPANG00000009762	Papio_anubis
ENSTGEP00000019708	ENSTGEG00000015877	Theropithecus_gelada
ENSMFAP00000024748	ENSMFAG00000043855	Macaca_fascicularis
ENSMMUP00000025356	ENSMMUG00000019297	Macaca_mulatta
ENSMNEP00000042120	ENSMNEG00000043827	Macaca_nemestrina
ENSCSAP00000013471	ENSCSAG00000017438	Chlorocebus_sabaeus
ENSRROP00000033464	ENSRROG00000040311	Rhinopithecus_roxellana
ENSRBIP00000033866	ENSRBIG00000040653	Rhinopithecus_bieti
ENSCANP00000003344	ENSCANG00000011923	Colobus_angolensis_palliatus
ENSPTEP00000040828	ENSPTEG00000037535	Piliocolobus_tephrosceles
ENSCCAP00000030121	ENSCCAG00000033066	Cebus_capucinus_imitator
ENSSBOP00000001519	ENSSBOG00000007355	Saimiri_boliviensis_boliviensis
ENSCJAP00000012763	ENSCJAG00000006831	Callithrix_jacchus
ENSANAP00000013823	ENSANAG00000024829	Aotus_nancymaae
ENSANAP00000033460	ENSANAG00000034402	Aotus_nancymaae
ENSANAP00000018923	ENSANAG00000027277	Aotus_nancymaae
ENSTSYP00000026253	ENSTSYG00000033422	Carlito_syrichta
ENSMICP00000043657	ENSMICG00000012670	Microcebus_murinus
ENSMICP00000033690	ENSMICG00000026904	Microcebus_murinus
ENSPCOP00000022268	ENSPCOG00000023223	Propithecus_coquereli
ENSPSMP00000023808	ENSPSMG00000016788	Prolemur_simus
ENSOGAP00000015395	ENSOGAG00000017186	Otolemur_garnettii
ENSTBEP00000008063	ENSTBEG00000009312	Tupaia_belangeri
ENSOPRP00000012306	ENSOPRG00000013480	Ochotona_princeps
ENSODEP00000010380	ENSODEG00000007751	Octodon_degus
ENSCLAP00000003687	ENSCLAG00000002629	Chinchilla_lanigera
ENSHGLP00100014761	ENSHGLG00100010928	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003429	ENSHGLG00000002538	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006945	ENSFDAG00000015578	Fukomys_damarensis
ENSCPOP00000006756	ENSCPOG00000007488	Cavia_porcellus
ENSCAPP00000005380	ENSCAPG00000007704	Cavia_aperea
ENSSTOP00000003536	ENSSTOG00000003940	Ictidomys_tridecemlineatus
ENSMMMP00000021846	ENSMMMG00000014686	Marmota_marmota_marmota
ENSUPAP00010014338	ENSUPAG00010011517	Urocitellus_parryii
ENSSDAP00000019094	ENSSDAG00000017382	Spermophilus_dauricus
ENSCCNP00000008257	ENSCCNG00000008758	Castor_canadensis
ENSDORP00000009324	ENSDORG00000009920	Dipodomys_ordii
ENSMUSP00000016680	ENSMUSG00000031446	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0087241	MGP_SPRETEiJ_G0031943	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000007327	ENSMSIG00000006476	Mus_spicilegus
MGP_CAROLIEiJ_P0083818	MGP_CAROLIEiJ_G0030834	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046674	MGP_PahariEiJ_G0021296	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026653	ENSRNOG00000019649	Rattus_norvegicus
ENSMUGP00000017169	ENSMUGG00000014623	Meriones_unguiculatus
ENSCGRP00001021320	ENSCGRG00001020187	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029503	ENSCGRG00015022223	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007026	ENSCGRG00000005107	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000022107	ENSPEMG00000019569	Peromyscus_maniculatus_bairdii
ENSMOCP00000027584	ENSMOCG00000023020	Microtus_ochrogaster
ENSNGAP00000023405	ENSNGAG00000021973	Nannospalax_galili
ENSJJAP00000021795	ENSJJAG00000022041	Jaculus_jaculus
ENSSARP00000007102	ENSSARG00000007838	Sorex_araneus
ENSOCUP00000008283	ENSOCUG00000009610	Oryctolagus_cuniculus
ENSLAFP00000025385	ENSLAFG00000011128	Loxodonta_africana	ENSLAFT00000032462
ENSPCAP00000004793	ENSPCAG00000005105	Procavia_capensis	ENSPCAT00000005118
ENSETEP00000010595	ENSETEG00000013058	Echinops_telfairi	ENSETET00000013058
ENSPSIP00000015871	ENSPSIG00000014174	Pelodiscus_sinensis
ENSPVIP00000029922	ENSPVIG00000022048	Pogona_vitticeps
ENSACAP00000000240	ENSACAG00000000212	Anolis_carolinensis
ENSSMRP00000001365	ENSSMRG00000001203	Salvator_merianae
ENSSPUP00000002998	ENSSPUG00000002327	Sphenodon_punctatus
ENSLSDP00000012565	ENSLSDG00000009176	Lonchura_striata_domestica
ENSTGUP00000009459	ENSTGUG00000009155	Taeniopygia_guttata
ENSFALP00000003358	ENSFALG00000003226	Ficedula_albicollis
ENSJHYP00000004539	ENSJHYG00000003741	Junco_hyemalis
ENSZALP00000010236	ENSZALG00000007014	Zonotrichia_albicollis
ENSSCAP00000005625	ENSSCAG00000004482	Serinus_canaria
ENSPMJP00000015289	ENSPMJG00000011594	Parus_major
ENSCCEP00000002071	ENSCCEG00000000777	Cyanistes_caeruleus
ENSLCOP00000005936	ENSLCOG00000004404	Lepidothrix_coronata
ENSMVIP00005024223	ENSMVIG00005016474	Manacus_vitellinus
ENSMUNP00000022160	ENSMUNG00000016675	Melopsittacus_undulatus
ENSCPGP00000010442	ENSCPGG00000007441	Calidris_pygmaea
ENSCPUP00000009377	ENSCPUG00000006679	Calidris_pugnax
ENSABRP00000014757	ENSABRG00000011313	Anser_brachyrhynchus
ENSAPLP00000021110	ENSAPLG00000001201	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000015741	ENSMGAG00000014851	Meleagris_gallopavo
ENSCJPP00005017639	ENSCJPG00005013683	Coturnix_japonica
ENSGALP00000027120	ENSGALG00000016830	Gallus_gallus
ENSNMEP00000020725	ENSNMEG00000017791	Numida_meleagris
ENSAOWP00000021901	ENSAOWG00000014137	Apteryx_owenii
ENSAHAP00000021531	ENSAHAG00000015109	Apteryx_haastii
ENSARWP00000025105	ENSARWG00000016795	Apteryx_rowi
ENSNPEP00000020842	ENSNPEG00000015484	Nothoprocta_perdicaria
ENSDNVP00000007174	ENSDNVG00000005114	Dromaius_novaehollandiae
ENSCPRP00005023494	ENSCPRG00005016321	Crocodylus_porosus
ENSCABP00000018813	ENSCABG00000013897	Chelonoidis_abingdonii
ENSGAGP00000018407	ENSGAGG00000007510	Gopherus_agassizii
ENSCPBP00000028005	ENSCPBG00000019794	Chrysemys_picta_bellii
ENSPSIP00000015877	ENSPSIG00000014177	Pelodiscus_sinensis
ENSOANP00000024643	ENSOANG00000015636	Ornithorhynchus_anatinus
ENSXETP00000003700	ENSXETG00000004375	Xenopus_tropicalis
ENSLACP00000004722	ENSLACG00000004198	Latimeria_chalumnae
ENSPKIP00000027645	ENSPKIG00000009599	Paramormyrops_kingsleyae
ENSSFOP00015012376	ENSSFOG00015007952	Scleropages_formosus
ENSAMXP00000016624	ENSAMXG00000016143	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033823	ENSAMXG00005015734	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004881	ENSPNAG00000011253	Pygocentrus_nattereri
ENSEEEP00000025394	ENSEEEG00000012123	Electrophorus_electricus
ENSIPUP00000015896	ENSIPUG00000010780	Ictalurus_punctatus
ENSDARP00000131646	ENSDARG00000096578	Danio_rerio
ENSDCDP00000061397	ENSDCDG00000035031	Denticeps_clupeoides
ENSPLAP00000024082	ENSPLAG00000010026	Poecilia_latipinna
ENSPFOP00000011212	ENSPFOG00000011066	Poecilia_formosa
ENSPREP00000031714	ENSPREG00000021475	Poecilia_reticulata
ENSPMEP00000011144	ENSPMEG00000013251	Poecilia_mexicana
ENSXCOP00000002444	ENSXCOG00000001948	Xiphophorus_couchianus
ENSXMAP00000019335	ENSXMAG00000019288	Xiphophorus_maculatus
ENSGAFP00000017902	ENSGAFG00000012119	Gambusia_affinis
ENSCVAP00000007408	ENSCVAG00000009119	Cyprinodon_variegatus
ENSFHEP00000008575	ENSFHEG00000009804	Fundulus_heteroclitus
ENSKMAP00000029593	ENSKMAG00000021914	Kryptolebias_marmoratus
ENSORLP00000005815	ENSORLG00000004625	Oryzias_latipes_ASM223467v1
ENSORLP00020015721	ENSORLG00020016761	Oryzias_latipes_ASM223471v1
ENSORLP00015014164	ENSORLG00015015125	Oryzias_latipes_ASM223469v1
ENSOMEP00000014615	ENSOMEG00000016152	Oryzias_melastigma
ENSGWIP00000036298	ENSGWIG00000015763	Gouania_willdenowi
ENSLBEP00000016692	ENSLBEG00000012847	Labrus_bergylta
ENSGACP00000020253	ENSGACG00000015356	Gasterosteus_aculeatus
ENSLCRP00005063598	ENSLCRG00005022972	Larimichthys_crocea
ENSBSLP00000011767	ENSBSLG00000005539	Betta_splendens
ENSMALP00000022371	ENSMALG00000015590	Monopterus_albus
ENSMAMP00000005451	ENSMAMG00000003652	Mastacembelus_armatus
ENSATEP00000019975	ENSATEG00000013870	Anabas_testudineus
ENSSDUP00000007295	ENSSDUG00000005333	Seriola_dumerili
ENSSLDP00000002798	ENSSLDG00000002181	Seriola_lalandi_dorsalis
ENSLCAP00010020892	ENSLCAG00010009830	Lates_calcarifer
ENSAOCP00000032400	ENSAOCG00000024741	Amphiprion_ocellaris
ENSAPEP00000031737	ENSAPEG00000022509	Amphiprion_percula
ENSAPOP00000003309	ENSAPOG00000004830	Acanthochromis_polyacanthus
ENSSPAP00000006589	ENSSPAG00000005052	Stegastes_partitus
ENSPRNP00000008171	ENSPRNG00000004642	Parambassis_ranga
ENSACLP00000035328	ENSACLG00000023869	Astatotilapia_calliptera
ENSMZEP00005004099	ENSMZEG00005003132	Maylandia_zebra
ENSPNYP00000003238	ENSPNYG00000002481	Pundamilia_nyererei
ENSHBUP00000000595	ENSHBUG00000001784	Haplochromis_burtoni
ENSNBRP00000024235	ENSNBRG00000018399	Neolamprologus_brichardi
ENSONIP00000004023	ENSONIG00000003207	Oreochromis_niloticus
ENSACIP00000029255	ENSACIG00000022636	Amphilophus_citrinellus
ENSCGOP00000044179	ENSCGOG00000018793	Cottoperca_gobio
ENSSMAP00000018445	ENSSMAG00000011265	Scophthalmus_maximus
ENSMMOP00000023540	ENSMMOG00000017912	Mola_mola
ENSTRUP00000044090	ENSTRUG00000017207	Takifugu_rubripes
ENSTRUP00000057286	ENSTRUG00000020003	Takifugu_rubripes
ENSTNIP00000012327	ENSTNIG00000009455	Tetraodon_nigroviridis
ENSCSEP00000000797	ENSCSEG00000000560	Cynoglossus_semilaevis
ENSHCOP00000018034	ENSHCOG00000002299	Hippocampus_comes
ENSPMGP00000007541	ENSPMGG00000006257	Periophthalmus_magnuspinnatus
ENSGMOP00000006229	ENSGMOG00000005837	Gadus_morhua
ENSELUP00000025791	ENSELUG00000024538	Esox_lucius
ENSHHUP00000049595	ENSHHUG00000030003	Hucho_hucho
ENSLOCP00000012012	ENSLOCG00000009814	Lepisosteus_oculatus
ENSECRP00000002954	ENSECRG00000001982	Erpetoichthys_calabaricus
ENSCMIP00000026208	ENSCMIG00000011469	Callorhinchus_milii
ENSNBRP00000014632	ENSNBRG00000011313	Neolamprologus_brichardi
ENSCSAVP00000016385	ENSCSAVG00000009645	Ciona_savignyi
ENSCINP00000002393	ENSCING00000001234	Ciona_intestinalis
FBpp0290569	FBgn0033260	Drosophila_melanogaster
