ENSPMAP00000007695	ENSPMAG00000006967	Petromyzon_marinus	ENSPMAT00000007729
ENSPMAP00000010467	ENSPMAG00000009521	Petromyzon_marinus	ENSPMAT00000010513
ENSEBUP00000014736	ENSEBUG00000009288	Eptatretus_burgeri	ENSEBUT00000015312
ENSCABP00000002884	ENSCABG00000002218	Chelonoidis_abingdonii
ENSHCOP00000014470	ENSHCOG00000017880	Hippocampus_comes
ENSGWIP00000014179	ENSGWIG00000008018	Gouania_willdenowi
ENSPMGP00000026679	ENSPMGG00000021520	Periophthalmus_magnuspinnatus
ENSGMOP00000008375	ENSGMOG00000007833	Gadus_morhua
ENSHHUP00000015354	ENSHHUG00000009559	Hucho_hucho
ENSELUP00000026346	ENSELUG00000002194	Esox_lucius
ENSPKIP00000041796	ENSPKIG00000018192	Paramormyrops_kingsleyae
ENSSFOP00015011462	ENSSFOG00015007365	Scleropages_formosus
ENSLOCP00000009417	ENSLOCG00000007753	Lepisosteus_oculatus
ENSECRP00000012391	ENSECRG00000008259	Erpetoichthys_calabaricus
ENSCMIP00000046884	ENSCMIG00000019244	Callorhinchus_milii
ENSCINP00000018875	ENSCING00000009288	Ciona_intestinalis
ENSCSAVP00000002892	ENSCSAVG00000001727	Ciona_savignyi
ENSGAGP00000007253	ENSGAGG00000005827	Gopherus_agassizii
ENSCPBP00000005051	ENSCPBG00000004065	Chrysemys_picta_bellii
ENSSMRP00000020598	ENSSMRG00000016027	Salvator_merianae
ENSLACP00000008846	ENSLACG00000007814	Latimeria_chalumnae
ENSCMIP00000012940	ENSCMIG00000006556	Callorhinchus_milii
ENSCMIP00000039055	ENSCMIG00000016380	Callorhinchus_milii
D2013.3.1	WBGene00008403	Caenorhabditis_elegans_strain_N2
