ENSLAFP00000014090	ENSLAFG00000016806	Loxodonta_africana
ENSDORP00000013557	ENSDORG00000014418	Dipodomys_ordii
MGP_SPRETEiJ_P0096173	MGP_SPRETEiJ_G0034471	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001363	ENSMSIG00000001330	Mus_spicilegus
ENSMUSP00000033689	ENSMUSG00000031326	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0092407	MGP_CAROLIEiJ_G0033307	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090021	MGP_PahariEiJ_G0031845	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003973	ENSRNOG00000002974	Rattus_norvegicus
ENSMUGP00000006119	ENSMUGG00000005640	Meriones_unguiculatus
ENSMUGP00000006148	ENSMUGG00000005656	Meriones_unguiculatus
ENSCGRP00001021598	ENSCGRG00001020397	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021884	ENSCGRG00015016675	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004290	ENSCGRG00000003157	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003819	ENSMAUG00000004424	Mesocricetus_auratus
ENSPEMP00000027041	ENSPEMG00000022957	Peromyscus_maniculatus_bairdii
ENSMOCP00000007580	ENSMOCG00000007421	Microtus_ochrogaster
ENSNGAP00000001905	ENSNGAG00000001423	Nannospalax_galili
ENSJJAP00000012410	ENSJJAG00000015455	Jaculus_jaculus
ENSJJAP00000023292	ENSJJAG00000023103	Jaculus_jaculus
ENSUPAP00010006728	ENSUPAG00010005407	Urocitellus_parryii
ENSMMMP00000019778	ENSMMMG00000017502	Marmota_marmota_marmota
ENSSTOP00000022075	ENSSTOG00000028493	Ictidomys_tridecemlineatus
ENSSDAP00000017465	ENSSDAG00000015872	Spermophilus_dauricus
ENSOCUP00000011495	ENSOCUG00000013356	Oryctolagus_cuniculus
ENSCHIP00000013361	ENSCHIG00000014825	Capra_hircus
ENSOARP00000019279	ENSOARG00000017963	Ovis_aries
ENSBIXP00005023164	ENSBIXG00005025966	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018828	ENSBMUG00000014273	Bos_mutus
ENSBTAP00000002260	ENSBTAG00000001726	Bos_taurus
ENSTTRP00000010291	ENSTTRG00000010851	Tursiops_truncatus
ENSSSCP00000019274	ENSSSCG00000021225	Sus_scrofa_strain_reference
ENSVPAP00000009397	ENSVPAG00000010102	Vicugna_pacos
ENSEASP00005014991	ENSEASG00005010490	Equus_asinus_asinus
ENSECAP00000040094	ENSECAG00000037034	Equus_caballus
ENSUAMP00000026966	ENSUAMG00000020840	Ursus_americanus
ENSUMAP00000030153	ENSUMAG00000021810	Ursus_maritimus
ENSAMEP00000002600	ENSAMEG00000002483	Ailuropoda_melanoleuca
ENSCAFP00000025318	ENSCAFG00000017189	Canis_lupus_familiaris
ENSCAFP00020031428	ENSCAFG00020024517	Canis_lupus_dingo
ENSPTIP00000003102	ENSPTIG00000005949	Panthera_tigris_altaica
ENSPPRP00000016437	ENSPPRG00000008709	Panthera_pardus
ENSMODP00000046830	ENSMODG00000039793	Monodelphis_domestica
ENSVURP00010019982	ENSVURG00010015276	Vombatus_ursinus
ENSPCIP00000021289	ENSPCIG00000016147	Phascolarctos_cinereus
ENSSHAP00000005908	ENSSHAG00000005152	Sarcophilus_harrisii
ENSMODP00000026060	ENSMODG00000020838	Monodelphis_domestica
ENSOANP00000011628	ENSOANG00000007304	Ornithorhynchus_anatinus
ENSCPUP00000026053	ENSCPUG00000017548	Calidris_pugnax
ENSCPGP00000019003	ENSCPGG00000013296	Calidris_pygmaea
ENSMUNP00000005313	ENSMUNG00000004369	Melopsittacus_undulatus
ENSLSDP00000016954	ENSLSDG00000012184	Lonchura_striata_domestica
ENSTGUP00000005859	ENSTGUG00000005699	Taeniopygia_guttata
ENSSCAP00000022521	ENSSCAG00000016180	Serinus_canaria
ENSPMJP00000016135	ENSPMJG00000012219	Parus_major
ENSCCEP00000021692	ENSCCEG00000019652	Cyanistes_caeruleus
ENSFALP00000011245	ENSFALG00000010777	Ficedula_albicollis
ENSJHYP00000001327	ENSJHYG00000001154	Junco_hyemalis
ENSMVIP00005023109	ENSMVIG00005016223	Manacus_vitellinus
ENSLCOP00000015931	ENSLCOG00000011377	Lepidothrix_coronata
ENSABRP00000022205	ENSABRG00000018815	Anser_brachyrhynchus
ENSAPLP00000008875	ENSAPLG00000009172	Anas_platyrhynchos_platyrhynchos
ENSGALP00000012387	ENSGALG00000007657	Gallus_gallus
ENSMGAP00000005757	ENSMGAG00000005788	Meleagris_gallopavo
ENSNMEP00000024487	ENSNMEG00000020799	Numida_meleagris
ENSAHAP00000027526	ENSAHAG00000019160	Apteryx_haastii
ENSAOWP00000021607	ENSAOWG00000014607	Apteryx_owenii
ENSARWP00000018258	ENSARWG00000012556	Apteryx_rowi
ENSDNVP00000003374	ENSDNVG00000002390	Dromaius_novaehollandiae
ENSNPEP00000009632	ENSNPEG00000007232	Nothoprocta_perdicaria
ENSCPRP00005010274	ENSCPRG00005007327	Crocodylus_porosus
ENSGAGP00000024160	ENSGAGG00000017674	Gopherus_agassizii
ENSCABP00000030702	ENSCABG00000022447	Chelonoidis_abingdonii
ENSCPBP00000020640	ENSCPBG00000014845	Chrysemys_picta_bellii
ENSPSIP00000011376	ENSPSIG00000010294	Pelodiscus_sinensis
ENSSPUP00000016225	ENSSPUG00000012560	Sphenodon_punctatus
ENSSMRP00000015578	ENSSMRG00000012113	Salvator_merianae
ENSACAP00000021582	ENSACAG00000026013	Anolis_carolinensis
ENSNMEP00000024485	ENSNMEG00000020798	Numida_meleagris
