ENSTGUP00000004600	ENSTGUG00000004460	Taeniopygia_guttata
ENSATEP00000021225	ENSATEG00000014713	Anabas_testudineus
ENSCSEP00000015090	ENSCSEG00000009692	Cynoglossus_semilaevis
ENSMZEP00005026166	ENSMZEG00005019518	Maylandia_zebra
ENSACLP00000033353	ENSACLG00000022586	Astatotilapia_calliptera
ENSPNYP00000013772	ENSPNYG00000010441	Pundamilia_nyererei
ENSHBUP00000025041	ENSHBUG00000006885	Haplochromis_burtoni
ENSNBRP00000015668	ENSNBRG00000012125	Neolamprologus_brichardi
ENSONIP00000022035	ENSONIG00000017474	Oreochromis_niloticus
ENSACIP00000024220	ENSACIG00000018810	Amphilophus_citrinellus
ENSORLP00015017316	ENSORLG00015018378	Oryzias_latipes_ASM223469v1
ENSORLP00020018002	ENSORLG00020000827	Oryzias_latipes_ASM223471v1
ENSORLP00000027359	ENSORLG00000007131	Oryzias_latipes_ASM223467v1
ENSOMEP00000004265	ENSOMEG00000005229	Oryzias_melastigma
ENSPRNP00000041993	ENSPRNG00000020534	Parambassis_ranga
ENSGWIP00000024301	ENSGWIG00000012614	Gouania_willdenowi
ENSMAMP00000022921	ENSMAMG00000015411	Mastacembelus_armatus
ENSHCOP00000003263	ENSHCOG00000004568	Hippocampus_comes
ENSPMGP00000001503	ENSPMGG00000001351	Periophthalmus_magnuspinnatus
ENSGMOP00000017730	ENSGMOG00000016523	Gadus_morhua
ENSSFOP00015028406	ENSSFOG00015018201	Scleropages_formosus
