ENSSFOP00015016143	ENSSFOG00015010420	Scleropages_formosus	ENSSFOT00015016329
ENSPKIP00000020239	ENSPKIG00000005074	Paramormyrops_kingsleyae	ENSPKIT00000000853
ENSHHUP00000048079	ENSHHUG00000029173	Hucho_hucho
ENSMAMP00000010844	ENSMAMG00000007347	Mastacembelus_armatus
ENSMALP00000024003	ENSMALG00000016704	Monopterus_albus
ENSMMOP00000017590	ENSMMOG00000013353	Mola_mola
ENSTNIP00000008435	ENSTNIG00000005724	Tetraodon_nigroviridis
ENSLBEP00000026122	ENSLBEG00000019859	Labrus_bergylta
ENSCGOP00000008168	ENSCGOG00000004187	Cottoperca_gobio
ENSGACP00000002922	ENSGACG00000002253	Gasterosteus_aculeatus
ENSLCRP00005065738	ENSLCRG00005023950	Larimichthys_crocea
ENSCSEP00000012796	ENSCSEG00000008281	Cynoglossus_semilaevis
ENSHCOP00000020139	ENSHCOG00000005981	Hippocampus_comes
ENSPMGP00000016394	ENSPMGG00000013467	Periophthalmus_magnuspinnatus
ENSGMOP00000012887	ENSGMOG00000012040	Gadus_morhua
ENSCHAP00000012436	ENSCHAG00000006845	Clupea_harengus
ENSDCDP00000015102	ENSDCDG00000011728	Denticeps_clupeoides
ENSAMXP00000019552	ENSAMXG00000018988	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005017980	ENSAMXG00005009338	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017020	ENSPNAG00000023218	Pygocentrus_nattereri
ENSIPUP00000017157	ENSIPUG00000011653	Ictalurus_punctatus
ENSEEEP00000048844	ENSEEEG00000022972	Electrophorus_electricus
ENSLOCP00000012615	ENSLOCG00000010300	Lepisosteus_oculatus
ENSECRP00000022450	ENSECRG00000015179	Erpetoichthys_calabaricus
ENSPVIP00000005791	ENSPVIG00000004709	Pogona_vitticeps
ENSACAP00000015609	ENSACAG00000015871	Anolis_carolinensis
ENSSMRP00000017579	ENSSMRG00000013699	Salvator_merianae
ENSSPUP00000018877	ENSSPUG00000014543	Sphenodon_punctatus
ENSAOWP00000016033	ENSAOWG00000010899	Apteryx_owenii
ENSAHAP00000011689	ENSAHAG00000008418	Apteryx_haastii
ENSARWP00000016355	ENSARWG00000011259	Apteryx_rowi
ENSDNVP00000007223	ENSDNVG00000005096	Dromaius_novaehollandiae
ENSNPEP00000016641	ENSNPEG00000012383	Nothoprocta_perdicaria
ENSLSDP00000006647	ENSLSDG00000005026	Lonchura_striata_domestica
ENSSCAP00000016437	ENSSCAG00000012021	Serinus_canaria
ENSJHYP00000021384	ENSJHYG00000016192	Junco_hyemalis
ENSZALP00000019500	ENSZALG00000015447	Zonotrichia_albicollis
ENSFALP00000008037	ENSFALG00000007704	Ficedula_albicollis
ENSPMJP00000009285	ENSPMJG00000007456	Parus_major
ENSCCEP00000018108	ENSCCEG00000016672	Cyanistes_caeruleus
ENSLCOP00000014475	ENSLCOG00000010375	Lepidothrix_coronata
ENSMVIP00005005820	ENSMVIG00005004395	Manacus_vitellinus
ENSMUNP00000005306	ENSMUNG00000004355	Melopsittacus_undulatus
ENSCPGP00000024220	ENSCPGG00000016668	Calidris_pygmaea
ENSCPUP00000014566	ENSCPUG00000010223	Calidris_pugnax
ENSABRP00000018657	ENSABRG00000016042	Anser_brachyrhynchus
ENSAPLP00000005661	ENSAPLG00000006061	Anas_platyrhynchos_platyrhynchos
ENSGALP00000014669	ENSGALG00000009026	Gallus_gallus
ENSMGAP00000008720	ENSMGAG00000008494	Meleagris_gallopavo
ENSCJPP00005006380	ENSCJPG00005005977	Coturnix_japonica
ENSNMEP00000014985	ENSNMEG00000013321	Numida_meleagris
ENSCPRP00005017855	ENSCPRG00005012425	Crocodylus_porosus
ENSGAGP00000030929	ENSGAGG00000022232	Gopherus_agassizii
ENSCABP00000020061	ENSCABG00000014786	Chelonoidis_abingdonii
ENSCPBP00000030658	ENSCPBG00000021566	Chrysemys_picta_bellii
ENSPSIP00000016088	ENSPSIG00000014296	Pelodiscus_sinensis
ENSP00000373948	ENSG00000105792	Homo_sapiens
ENSGGOP00000028625	ENSGGOG00000034860	Gorilla_gorilla
ENSPTRP00000033156	ENSPTRG00000019383	Pan_troglodytes
ENSPTRP00000087058	ENSPTRG00000049983	Pan_troglodytes
ENSPPAP00000011601	ENSPPAG00000029003	Pan_paniscus
ENSPPYP00000019985	ENSPPYG00000017831	Pongo_abelii
ENSNLEP00000018410	ENSNLEG00000015135	Nomascus_leucogenys
ENSTGEP00000004989	ENSTGEG00000004166	Theropithecus_gelada
ENSPANP00000018629	ENSPANG00000021186	Papio_anubis
ENSCATP00000020485	ENSCATG00000033999	Cercocebus_atys
ENSMLEP00000035750	ENSMLEG00000042011	Mandrillus_leucophaeus
ENSMMUP00000031138	ENSMMUG00000023654	Macaca_mulatta
ENSMNEP00000031358	ENSMNEG00000039081	Macaca_nemestrina
ENSMFAP00000001430	ENSMFAG00000034046	Macaca_fascicularis
ENSCSAP00000008667	ENSCSAG00000012484	Chlorocebus_sabaeus
ENSPTEP00000027625	ENSPTEG00000027435	Piliocolobus_tephrosceles
ENSCANP00000016011	ENSCANG00000031438	Colobus_angolensis_palliatus
ENSRROP00000029500	ENSRROG00000038549	Rhinopithecus_roxellana
ENSRBIP00000020787	ENSRBIG00000034375	Rhinopithecus_bieti
ENSCCAP00000003682	ENSCCAG00000018686	Cebus_capucinus_imitator
ENSCJAP00000076058	ENSCJAG00000014219	Callithrix_jacchus
ENSSBOP00000024118	ENSSBOG00000028540	Saimiri_boliviensis_boliviensis
ENSANAP00000016760	ENSANAG00000026248	Aotus_nancymaae
ENSTSYP00000012623	ENSTSYG00000013758	Carlito_syrichta
ENSPSMP00000017122	ENSPSMG00000012211	Prolemur_simus
ENSMICP00000017328	ENSMICG00000033992	Microcebus_murinus
ENSPCOP00000003059	ENSPCOG00000009303	Propithecus_coquereli
ENSOGAP00000015195	ENSOGAG00000016965	Otolemur_garnettii
MGP_SPRETEiJ_P0069188	MGP_SPRETEiJ_G0027943	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018829	ENSMSIG00000016027	Mus_spicilegus
ENSMUSP00000053206	ENSMUSG00000040473	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0066590	MGP_CAROLIEiJ_G0026948	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0048028	MGP_PahariEiJ_G0021721	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009264	ENSRNOG00000006114	Rattus_norvegicus
ENSMUGP00000031172	ENSMUGG00000025912	Meriones_unguiculatus
ENSCGRP00000015346	ENSCGRG00000011138	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027505	ENSCGRG00001024480	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015002146	ENSCGRG00015001614	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007192	ENSMAUG00000008916	Mesocricetus_auratus
ENSMOCP00000013984	ENSMOCG00000013605	Microtus_ochrogaster
ENSPEMP00000005393	ENSPEMG00000007814	Peromyscus_maniculatus_bairdii
ENSNGAP00000024133	ENSNGAG00000022477	Nannospalax_galili
ENSJJAP00000008808	ENSJJAG00000012835	Jaculus_jaculus
ENSDORP00000022104	ENSDORG00000016665	Dipodomys_ordii
ENSHGLP00100020174	ENSHGLG00100014874	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020480	ENSHGLG00000014643	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001904	ENSFDAG00000011781	Fukomys_damarensis
ENSCLAP00000009168	ENSCLAG00000006387	Chinchilla_lanigera
ENSODEP00000000802	ENSODEG00000000654	Octodon_degus
ENSCPOP00000018378	ENSCPOG00000022657	Cavia_porcellus
ENSCAPP00000017623	ENSCAPG00000017220	Cavia_aperea
ENSUPAP00010020299	ENSUPAG00010015998	Urocitellus_parryii
ENSSTOP00000007343	ENSSTOG00000008182	Ictidomys_tridecemlineatus
ENSSDAP00000005360	ENSSDAG00000004847	Spermophilus_dauricus
ENSMMMP00000023494	ENSMMMG00000020526	Marmota_marmota_marmota
ENSOCUP00000049969	ENSOCUG00000014836	Oryctolagus_cuniculus
ENSOPRP00000011270	ENSOPRG00000012345	Ochotona_princeps
ENSTBEP00000015356	ENSTBEG00000017651	Tupaia_belangeri
ENSPVAP00000008473	ENSPVAG00000008977	Pteropus_vampyrus
ENSMLUP00000020535	ENSMLUG00000007369	Myotis_lucifugus
ENSEASP00005028835	ENSEASG00005019625	Equus_asinus_asinus
ENSECAP00000007205	ENSECAG00000009023	Equus_caballus
ENSCHIP00000025259	ENSCHIG00000022104	Capra_hircus
ENSOARP00000012955	ENSOARG00000012070	Ovis_aries
ENSBIXP00000036166	ENSBIXG00000019579	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035935	ENSBIXG00005017368	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004561	ENSBTAG00000003508	Bos_taurus
ENSBMUP00000007826	ENSBMUG00000006154	Bos_mutus
ENSBBBP00000011225	ENSBBBG00000004978	Bison_bison_bison
ENSTTRP00000012784	ENSTTRG00000013473	Tursiops_truncatus
ENSSSCP00000057518	ENSSSCG00000015302	Sus_scrofa_strain_reference
ENSVPAP00000004581	ENSVPAG00000004944	Vicugna_pacos
ENSEEUP00000013847	ENSEEUG00000015152	Erinaceus_europaeus
ENSSARP00000001051	ENSSARG00000001137	Sorex_araneus
ENSUMAP00000025462	ENSUMAG00000018562	Ursus_maritimus
ENSUAMP00000005185	ENSUAMG00000004641	Ursus_americanus
ENSAMEP00000011848	ENSAMEG00000011265	Ailuropoda_melanoleuca
ENSNVIP00000004354	ENSNVIG00000003476	Neovison_vison
ENSMPUP00000018201	ENSMPUG00000018319	Mustela_putorius_furo
ENSCAFP00000002757	ENSCAFG00000001874	Canis_lupus_familiaris
ENSCAFP00020020551	ENSCAFG00020016281	Canis_lupus_dingo
ENSVVUP00000000972	ENSVVUG00000000846	Vulpes_vulpes
ENSPTIP00000006377	ENSPTIG00000008285	Panthera_tigris_altaica
ENSPPRP00000014762	ENSPPRG00000007587	Panthera_pardus
ENSFCAP00000016323	ENSFCAG00000018697	Felis_catus
ENSLAFP00000008327	ENSLAFG00000009943	Loxodonta_africana
ENSPCAP00000013327	ENSPCAG00000014198	Procavia_capensis
ENSETEP00000008396	ENSETEG00000010338	Echinops_telfairi
ENSCHOP00000003803	ENSCHOG00000004291	Choloepus_hoffmanni
ENSVURP00010029785	ENSVURG00010022759	Vombatus_ursinus
ENSPCIP00000046250	ENSPCIG00000015356	Phascolarctos_cinereus
ENSMEUP00000006042	ENSMEUG00000006604	Notamacropus_eugenii
ENSSHAP00000020441	ENSSHAG00000017332	Sarcophilus_harrisii
ENSMODP00000059645	ENSMODG00000010440	Monodelphis_domestica
ENSOANP00000030176	ENSOANG00000032084	Ornithorhynchus_anatinus
ENSOANP00000010077	ENSOANG00000006303	Ornithorhynchus_anatinus
ENSXETP00000012896	ENSXETG00000013809	Xenopus_tropicalis
ENSCMIP00000040321	ENSCMIG00000016828	Callorhinchus_milii
ENSPMAP00000010527	ENSPMAG00000009577	Petromyzon_marinus
ENSEBUP00000010569	ENSEBUG00000006804	Eptatretus_burgeri
ENSDNOP00000023903	ENSDNOG00000033703	Dasypus_novemcinctus
ENSCSAVP00000009517	ENSCSAVG00000005595	Ciona_savignyi
ENSCSAVP00000009516	ENSCSAVG00000005594	Ciona_savignyi
ENSCSAVP00000003802	ENSCSAVG00000002251	Ciona_savignyi
ENSCINP00000013016	ENSCING00000006321	Ciona_intestinalis
